roll_number,ranking,schoolname,address1,county,schooltype,pupils,latitude,longitude,ed_id,ed_english
68067P,419,St Nathy's College,Ballaghaderreen,Roscommon,Secondary,642,53.90419,-8.581288,NULL,NULL
68068R,371,Coláiste Íosagáin,Portarlington,Laois,Secondary,997,53.1620053,-7.2038984,NULL,NULL
68070E,272,Mercy Secondary School Mounthawk,"Mounthawk,",Kerry,Secondary,1262,52.2835862,-9.724129,NULL,NULL
68071G,NULL,John Scottus Secondary School,Old Conna,Dublin,Secondary,119,53.217562,-6.1379512,NULL,NULL
68072I,123,Gael-Choláiste Chill Dara,Seanbhóthar Luimnigh,Kildare,Secondary,372,53.2158046,-6.6691701,NULL,NULL
68074M,341,St. Jarlaths College,TUAM,Galway,Secondary,570,53.5153514,-8.8478015,NULL,NULL
68075O,404,MEAN SCOIL NUA AN LEITH TRIUIGH,CAISLEAN GHRIAIRE,Kerry,Secondary,158,52.2550173,-10.0179768,NULL,NULL
68077S,327,Árdscoil na Trionóide,Rathstewart,Kildare,Secondary,856,52.9946645,-6.9841255,NULL,NULL
68078U,NULL,Gaelcholáiste Phort Láirge,Cúirt An Easpaig,Waterford,Secondary,132,52.2285219,-7.0683436,NULL,NULL
68080H,240,Meanscoil Gharman,Teach Choill an Bhrúnaigh,Wexford,Secondary,253,52.4733379,-6.5580411,NULL,NULL
68081J,NULL,Temple Carrig Secondary School,Temple Carrig,Wicklow,Secondary,812,53.1527901,-6.0851705,NULL,NULL
68082L,NULL,Coláiste Ghlór na Mara,Bóthar na hAille,Dublin,Secondary,320,53.607046,-6.2076958,NULL,NULL
68083N,NULL,Le Cheile Secondary School,Hollystown Road,Dublin,Secondary,750,53.4244577,-6.3860471,NULL,NULL
68101M,NULL,Hansfield ETSS,Barnwell Road,Dublin,Secondary,646,53.3906166,-6.4446052,NULL,NULL
68121S,390,Scoil na Tríonóide Naofa,Doon,Limerick,Secondary,636,52.6008025,-8.2444812,NULL,NULL
68141B,NULL,Ard Scoil na Mara,Tramore,Waterford,Secondary,1190,52.1617916,-7.1599201,NULL,NULL
68161H,NULL,Gaelcholáiste an Phiarsaigh,An Mhainistir,Dublin,Secondary,262,53.2924281,-6.2800525,NULL,NULL
68181N,NULL,New Cross College,Cappagh Road,Dublin,Secondary,199,53.3920357,-6.3231647,NULL,NULL
68241F,NULL,Stepaside Educate Together Secondary School,Belarmine Vale,Dublin,Secondary,214,53.2602635,-6.2166299,NULL,NULL
68261L,NULL,North Wicklow Educate Together Secondary School,Putland Road,Wicklow,Secondary,226,53.192844,-6.101418,NULL,NULL
68262N,NULL,Bremore Educate Together Secondary School,Stephenstown Campus,Dublin,Secondary,368,53.6048944,-6.2037184,NULL,NULL
68263P,NULL,Cork Educate Together Secondary School,c/o Griffith College,Cork,Secondary,262,51.9042981,-8.4601351,NULL,NULL
68264R,NULL,Edmund Rice College,Carrigaline,Cork,Secondary,335,51.8083828,-8.3818967,NULL,NULL
68285C,NULL,Our Lady's College,Newtownsmith,Galway,Secondary,265,53.2747947,-9.0540383,NULL,NULL
68305F,NULL,Sandymount Park Educate Together Secondary School,The Sandymount Building,Dublin,Secondary,78,53.3259998,-6.2258889,NULL,NULL
68306H,NULL,Edmund Rice College,Mill Road,Dublin,Secondary,135,53.3895364,-6.3720367,NULL,NULL
68307J,NULL,Firhouse Educate Together Secondary School,Firhouse,Dublin,Secondary,81,53.2764338,-6.3380697,NULL,NULL
68308L,NULL,Malahide & Portmarnock Secondary School,Swords Enterprise Park,Dublin,Secondary,67,53.4509236,-6.1501378,NULL,NULL
68309N,NULL,Limerick City East Secondary School,Limerick City East,Limerick,Secondary,118,52.6325603,-8.6843176,NULL,NULL
68325L,NULL,Coláiste Chiaráin,Summerhill,Roscommon,Secondary,458,53.4092459,-7.9876231,NULL,NULL
68345R,NULL,Wicklow Educate Together Secondary School,Crinion Park,Wicklow,Secondary,38,52.9778922,-6.0367947,NULL,NULL
68346T,NULL,Donaghmede Howth Educate Together Secondary School,Grange Abbey Road,Dublin,Secondary,30,53.4048048,-6.1684883,NULL,NULL
68347V,NULL,Galway City & Oranmore Educate Together Secondary School,Grianach House,Galway,Secondary,37,53.270668,-9.0567905,NULL,NULL
68348A,NULL,Laytown & Drogheda Educate Together Secondary School,c/o Laytown Bettystown Youtreach,Meath,Secondary,36,53.6806301,-6.2374498,NULL,NULL
70010V,NULL,Balbriggan Community College,Pine Ridge,Dublin,Vocational,516,53.6104428,-6.1901239,NULL,NULL
70020B,NULL,Grange Community College,Grange Abbey Road,Dublin,Vocational,280,53.3993106,-6.1558248,NULL,NULL
70021D,NULL,Coláiste de hÍde,Br Chaisleáin Thigh Mótháin,Dublin,Vocational,299,53.3012174,-6.348457,NULL,NULL
70040H,NULL,Deansrath Community College,Westbourne Rise,Dublin,Vocational,298,53.3241682,-6.4203392,NULL,NULL
70041J,NULL,Collinstown Park Community College,Neilstown Rd.,Dublin,Vocational,569,53.341236,-6.396114,NULL,NULL
70042L,NULL,St. Kevin's Community College,Fonthill Road,Dublin,Vocational,373,53.3526453,-6.4052757,NULL,NULL
70080T,130,Lucan Community College,Esker Drive,Dublin,Vocational,922,53.3476706,-6.4497507,NULL,NULL
70081V,NULL,Colaiste Ghleann na hAbhann,Riversdale Community College,Dublin,Vocational,252,53.4019114,-6.379454,NULL,NULL
70100W,NULL,Coláiste Chilliain,Bóthar Nangor,Dublin,Vocational,415,53.3213719,-6.4089829,NULL,NULL
70120F,NULL,St Finians Community College,Castlefarm,Dublin,Vocational,647,53.4654457,-6.2241437,NULL,NULL
70121H,NULL,Fingal Community College,Seatown Road,Dublin,Vocational,854,53.460698,-6.216774,NULL,NULL
70130I,NULL,Greenhills College,Limekiln Avenue,Dublin,Vocational,137,53.30722,-6.3351279,NULL,NULL
70140L,393,Firhouse Community College,Firhouse Road,Dublin,Vocational,809,53.2762325,-6.3484937,NULL,NULL
70141N,NULL,Mount Seskin Community College,Jobstown,Dublin,Vocational,325,53.2788424,-6.4101483,NULL,NULL
70150O,NULL,Cabra Community College,Kilkieran Road,Dublin,Vocational,131,53.3687218,-6.2943072,NULL,NULL
70160R,NULL,Clogher Road Community College,Clogher Road,Dublin,Vocational,204,53.3265124,-6.2934146,NULL,NULL
70180A,NULL,Coláiste Eoin,Cappagh Road,Dublin,Vocational,180,53.3876613,-6.3098224,NULL,NULL
70200D,NULL,Ringsend College,Cambridge Road,Dublin,Vocational,189,53.3437546,-6.2245095,NULL,NULL
70240P,NULL,Kylemore College,Kylemore Road,Dublin,Vocational,394,53.3450975,-6.3516238,NULL,NULL
70250S,NULL,Marino College,14-20 Marino Mart,Dublin,Vocational,245,53.3643758,-6.2314903,NULL,NULL
70260V,387,St Mac Dara's Community College,St. Mac Dara's Community College,Dublin,Vocational,853,53.2970834,-6.3268266,NULL,NULL
70280E,199,Rathmines College,Town Hall,Dublin,Vocational,103,53.3240796,-6.2652375,NULL,NULL
70300H,NULL,Pearse College - Colaiste an Phiarsaigh,Clogher Road,Dublin,Vocational,106,53.3265403,-6.2934106,NULL,NULL
70310K,NULL,Plunket College,Swords Road,Dublin,Vocational,83,53.3794304,-6.2482547,NULL,NULL
70321P,NULL,Margaret Aylward Community College,The Thatch Road,Dublin,Vocational,146,53.3838442,-6.2400965,NULL,NULL
70330Q,NULL,Coláiste Dhúlaigh,Barryscourt Road,Dublin,Vocational,155,53.3966321,-6.211757,NULL,NULL
70350W,NULL,St Bricin's College,Belturbet,Cavan,Vocational,184,54.099416,-7.4434722,NULL,NULL
70360C,432,St. Mogue's College,Bawnboy,Cavan,Vocational,230,54.122559,-7.6775437,NULL,NULL
70380I,NULL,Breifne College,Cootehill Rd,Cavan,Vocational,734,54.0095501,-7.3462594,NULL,NULL
70390L,346,Virginia College,Virginia,Cavan,Vocational,717,53.8317736,-7.0845831,NULL,NULL
70400L,447,Borris Vocational School,Borris,Carlow,Vocational,532,52.5972716,-6.9178413,NULL,NULL
70410O,NULL,Coláiste Eoin,Hacketstown,Carlow,Vocational,227,52.8611781,-6.5530601,NULL,NULL
70420R,NULL,Tyndall College,Mortarstown,Carlow,Vocational,535,52.8185242,-6.9446829,NULL,NULL
70430U,NULL,Coláiste Aindriú,Muine Bheag,Carlow,Vocational,88,52.7021103,-6.9506057,NULL,NULL
70440A,78,Gaelcholáiste Cheatharlach,Easca,Carlow,Vocational,366,52.8368409,-6.9108865,NULL,NULL
70450D,NULL,Killarney Community College,New Road,Kerry,Vocational,371,52.0624898,-9.5195383,NULL,NULL
70460G,NULL,Community College Killorglin,Killorglin,Kerry,Vocational,307,52.0999548,-9.7841122,NULL,NULL
70500P,NULL,Coláiste na Ríochta,"Upper Church St.,",Kerry,Vocational,85,52.4483793,-9.4791246,NULL,NULL
70520V,NULL,Castleisland Community College,Tonbwee,Kerry,Vocational,251,52.2272523,-9.4566303,NULL,NULL
70540E,451,Causeway Comprehensive School,Causeway,Kerry,Vocational,480,52.4118438,-9.7360539,NULL,NULL
70550H,NULL,Coláiste Gleann Lí Post Primary School,Clash Road,Kerry,Vocational,217,52.2724915,-9.6865223,NULL,NULL
70560K,69,Gaelcholáiste Chiarraí,Tobar Mhaigh Dor,Kerry,Vocational,350,52.2667396,-9.6989362,NULL,NULL
70570N,NULL,Scoil Aireagail,Ballyhale,Kilkenny,Vocational,197,52.478758,-7.2125559,NULL,NULL
70590T,NULL,Duiske College,Graignamanagh,Kilkenny,Vocational,149,52.5400938,-6.9573525,NULL,NULL
70600T,429,Coláiste Mhuire,Johnstown,Kilkenny,Vocational,593,52.7443664,-7.5596697,NULL,NULL
70610W,NULL,City Vocational School,"New Street,",Kilkenny,Vocational,230,52.6478498,-7.2544498,NULL,NULL
70620C,NULL,Coláiste Cois Siúire,Mooncoin,Kilkenny,Vocational,130,52.2903323,-7.2467168,NULL,NULL
70640I,493,Grennan College,Ladywell St,Kilkenny,Vocational,314,52.5284997,-7.1433941,NULL,NULL
70641K,NULL,Coláiste Pobail Osraí,Bóthar Urmhumhan,Kilkenny,Vocational,200,52.648616,-7.25182,NULL,NULL
70650L,NULL,Athy Community College,Tomard,Kildare,Vocational,428,53.001559,-6.9863983,NULL,NULL
70660O,NULL,Curragh Post-Primary School,McSwiney Road,Kildare,Vocational,136,53.1473624,-6.8323535,NULL,NULL
70670R,449,Colaiste Lorcain,Castledermot,Kildare,Vocational,405,52.9092191,-6.8388259,NULL,NULL
70680U,NULL,St Conleth's Community College,Station Road,Kildare,Vocational,548,53.1828618,-6.8019049,NULL,NULL
70691C,170,Confey Community College,Confey,Kildare,Vocational,763,53.3728402,-6.4983019,NULL,NULL
70700A,NULL,Maynooth Post Primary School,Moyglare Rd,Kildare,Vocational,967,53.3847093,-6.5957705,NULL,NULL
70710D,427,Piper's Hill College,Killashee,Kildare,Vocational,935,53.1954453,-6.669876,NULL,NULL
70720G,NULL,St Farnan's Post Primary School,Prosperous,Kildare,Vocational,450,53.2866956,-6.7516438,NULL,NULL
70730J,425,Ardscoil Rath Iomgháin,Rathangan,Kildare,Vocational,693,53.2183382,-6.9941143,NULL,NULL
70740M,NULL,Glenart College,Coolgreaney Rd,Wicklow,Vocational,416,52.7964072,-6.1729309,NULL,NULL
70750P,NULL,Scoil Chonglais,Baltinglass,Wicklow,Vocational,499,52.9378838,-6.7013089,NULL,NULL
70760S,379,Blessington Community College,Naas Rd,Wicklow,Vocational,511,53.1695369,-6.5391134,NULL,NULL
70770V,NULL,St Thomas' Community College,Novara Avenue,Wicklow,Vocational,16,53.2007951,-6.106714,NULL,NULL
70790E,NULL,Coláiste Bhríde Carnew,Carnew,Wicklow,Vocational,871,52.710198,-6.502342,NULL,NULL
70800E,241,St Kevin's Community College,Dunlavin,Wicklow,Vocational,629,53.0543708,-6.6967596,NULL,NULL
70810H,441,Avondale Community College,Rathdrum,Wicklow,Vocational,535,52.9343558,-6.2361008,NULL,NULL
70821M,142,Coláiste Raithín,Bóthar Bhaile Átha Cliath,Wicklow,Vocational,294,53.2096484,-6.109433,NULL,NULL
70830N,301,Ennis Community College,Harmony Row,Clare,Vocational,463,52.8470207,-8.9878814,NULL,NULL
70840Q,NULL,Ennistymon Vocational School,Ennistymon,Clare,Vocational,246,52.9401207,-9.2949715,NULL,NULL
70860W,293,St Michael's Community College,Kilmihil,Clare,Vocational,244,52.7248033,-9.3211622,NULL,NULL
70880F,NULL,St Joseph's Community College,Carrigaholt Road,Clare,Vocational,145,52.6744206,-9.6502933,NULL,NULL
70900I,295,Scariff Community College,Scariff Community College,Clare,Vocational,429,52.9027336,-8.5359141,NULL,NULL
70901K,147,St Anne's Community College,Killaloe,Clare,Vocational,557,52.8030727,-8.4402273,NULL,NULL
70910L,NULL,"St. Brogan's College, Bandon",Kilbrogan,Cork,Vocational,602,51.7565561,-8.7422537,NULL,NULL
70920O,155,Colaiste Ghobnatan,Baile Mhic Ire,Cork,Vocational,230,51.9392118,-9.1558049,NULL,NULL
70931T,107,Scoil Mhuire,Béal Atha'n Ghaorthaidh,Cork,Vocational,98,51.8479875,-9.235342,NULL,NULL
70950A,244,Clonakilty Community College,Clonakilty,Cork,Vocational,597,51.6248108,-8.8870622,NULL,NULL
70960D,333,Coachford College,Coachford,Cork,Vocational,770,51.9121113,-8.7933017,NULL,NULL
70970G,NULL,Carrignafoy Community College,Carrignafoy,Cork,Vocational,321,51.8552312,-8.2861028,NULL,NULL
70990M,457,Coláiste an Chraoibhin,Duntaheen Road,Cork,Vocational,862,52.1352332,-8.2855797,NULL,NULL
71000A,357,Colaiste Treasa,Kanturk,Cork,Vocational,549,52.1779891,-8.9009388,NULL,NULL
71020G,71,Davis College,Summerhill,Cork,Vocational,822,999,999,NULL,NULL
71030J,NULL,McEgan College,Macroom,Cork,Vocational,181,51.9049181,-8.9615551,NULL,NULL
71040M,NULL,Coláiste Fionnchua,Mitchelstown,Cork,Vocational,275,52.2652171,-8.2623316,NULL,NULL
71050P,192,St Colman's Community College,Youghal Road,Cork,Vocational,775,51.910309,-8.167486,NULL,NULL
71101G,NULL,St Aidan's Community College,Dublin Hill,Cork,Vocational,400,51.920845,-8.4626465,NULL,NULL
71102I,375,Schull Community College,Colla Road,Cork,Vocational,386,51.5224824,-9.5467039,NULL,NULL
71103K,114,Coláiste Choilm,Ballincollig,Cork,Vocational,1361,51.8897506,-8.580173,NULL,NULL
71110H,NULL,Nagle Community College,Mahon,Cork,Vocational,196,51.8913627,-8.4027383,NULL,NULL
71120K,NULL,Cork College Of Commerce,Morrison's Island,Cork,Vocational,71,51.8956432,-8.4694212,NULL,NULL
71123Q,NULL,Terence Mac Swiney Community College,Hollyhill,Cork,Vocational,167,51.9046339,-8.503776,NULL,NULL
71124S,NULL,Coláiste Daibhéid,Teach Buckingham,Cork,Vocational,209,51.8937418,-8.4668286,NULL,NULL
71140Q,NULL,Crana College,Crana Road,Donegal,Vocational,550,55.1350212,-7.4589171,NULL,NULL
71150T,NULL,Coláiste na Carraige,Carrick,Donegal,Vocational,214,54.6555012,-8.6327183,NULL,NULL
71180F,339,Abbey Vocational School,The Glebe,Donegal,Vocational,911,54.648659,-8.112553,NULL,NULL
71200I,NULL,Errigal College,Windyhall,Donegal,Vocational,262,54.9634831,-7.7330026,NULL,NULL
71220O,NULL,Mulroy College,Milford,Donegal,Vocational,527,55.0926904,-7.7042511,NULL,NULL
71230R,NULL,Deele College,Raphoe,Donegal,Vocational,603,54.8742429,-7.6034088,NULL,NULL
71240U,NULL,Finn Valley College,Drumboe Lower,Donegal,Vocational,263,54.8070477,-7.7748944,NULL,NULL
71241W,NULL,St. Catherine's Vocational School,Donegal Road,Donegal,Vocational,367,54.6394431,-8.4373691,NULL,NULL
71242B,NULL,Gairm Scoil Chú Uladh,Béal an Átha Móir,Donegal,Vocational,170,54.8658162,-8.044247,NULL,NULL
71244F,NULL,Gairmscoil Mhic Diarmada,An Leadhbgarbh,Donegal,Vocational,82,54.9852872,-8.4930261,NULL,NULL
71250A,364,Colaiste Cholmcille,Indreabhán,Galway,Vocational,114,53.2446698,-9.3904651,NULL,NULL
71270G,NULL,Clárin College,"Caheroyn Road,",Galway,Vocational,523,53.2932854,-8.7542018,NULL,NULL
71280J,356,St Brigids College,"St. Brigid's College,",Galway,Vocational,622,53.1952867,-8.55951,NULL,NULL
71290M,NULL,Coláiste an Chreagáin,Mountbellew,Galway,Vocational,79,53.460975,-8.4838472,NULL,NULL
71300M,NULL,COLÁISTE NAOMH ÉINNE,Cill Rónain,Galway,Vocational,55,53.1258185,-9.6723852,NULL,NULL
71310P,444,St Killian's College (Coláiste Chilleáin Naofa),New Inn,Galway,Vocational,165,53.3009438,-8.4881895,NULL,NULL
71320S,309,Coláiste Naomh Feichín,Corr na Mona,Galway,Vocational,78,53.5133372,-9.451209,NULL,NULL
71330V,10,Coláiste na Coiribe,Bothar Bhaile na mBúrcach,Galway,Vocational,598,53.2695159,-9.1236778,NULL,NULL
71370K,79,Coláiste Ghobnait,Inis Oírr,Galway,Vocational,24,53.063474,-9.5225605,NULL,NULL
71380N,NULL,Gairmscoil na bPiarsach,Ros Muc,Galway,Vocational,65,53.3870817,-9.6107108,NULL,NULL
71390Q,NULL,Archbishop McHale College,"Dublin Road, Tuam",Galway,Vocational,247,53.5105127,-8.8454473,NULL,NULL
71400Q,NULL,Galway Community College,Moneenageisha,Galway,Vocational,265,53.2829121,-9.0326741,NULL,NULL
71410T,NULL,Athlone Community College,Retreat Road,Westmeath,Vocational,1180,53.4246831,-7.9211828,NULL,NULL
71420W,NULL,Castlepollard Community College,Castlepollard,Westmeath,Vocational,276,53.6748789,-7.3050636,NULL,NULL
71430C,NULL,Columba College,Killucan,Westmeath,Vocational,244,53.5165218,-7.1400535,NULL,NULL
71450I,NULL,Mullingar Community College,Millmount Road,Westmeath,Vocational,301,53.52445,-7.3345172,NULL,NULL
71470O,345,Clonaslee College,Clonaslee,Laois,Vocational,243,53.1455966,-7.5139869,NULL,NULL
71510A,NULL,Portlaoise College,Mountrath Road,Laois,Vocational,574,53.0356948,-7.3137246,NULL,NULL
71520D,378,St Fergal's College,Rathdowney,Laois,Vocational,301,52.854399,-7.5770925,NULL,NULL
71540J,366,Carrigallen Vocational School,Carrigallen,Leitrim,Vocational,350,53.9795381,-7.647758,NULL,NULL
71560P,NULL,Lough Allen College,Drumkeerin,Leitrim,Vocational,166,54.1692834,-8.1370099,NULL,NULL
71570S,494,Drumshanbo Vocational School,Drumshanbo Vocational School,Leitrim,Vocational,288,54.0485338,-8.0464014,NULL,NULL
71600B,NULL,Coláiste Abbáin,Adamstown,Wexford,Vocational,293,52.3920602,-6.7192782,NULL,NULL
71610E,NULL,Bridgetown College,Bridgetown,Wexford,Vocational,557,52.2289421,-6.5499745,NULL,NULL
71620H,NULL,Bunclody Vocational College,Irish Street,Wexford,Vocational,219,52.6530531,-6.6513905,NULL,NULL
71630K,NULL,Enniscorthy Vocational College,Milehouse Rd,Wexford,Vocational,406,52.5098591,-6.5851425,NULL,NULL
71650Q,NULL,Coláiste an Átha,Kilmuckridge,Wexford,Vocational,326,52.5117753,-6.2859714,NULL,NULL
71660T,NULL,Kennedy College,New Ross,Wexford,Vocational,165,52.3912839,-6.9329681,NULL,NULL
71680C,NULL,Selskar College (Coláiste Sheilscire),Westgate,Wexford,Vocational,410,52.3414349,-6.4678387,NULL,NULL
71690F,NULL,Ballymahon Vocational School,Ballymahon,Longford,Vocational,411,53.5682901,-7.7721137,NULL,NULL
71700F,305,Colaiste Mhuire,Askeaton,Limerick,Vocational,395,52.6001928,-8.969714,NULL,NULL
71710I,NULL,Ardscoil Phadraig,Granard,Longford,Vocational,306,53.7772429,-7.5044888,NULL,NULL
71720L,NULL,Lanesboro Community College,Lanesboro,Longford,Vocational,193,53.6692632,-7.9839016,NULL,NULL
71730O,NULL,Templemichael College,Templemichael,Longford,Vocational,295,53.731941,-7.7863535,NULL,NULL
71750U,NULL,Bush Post Primary School,Riverstown,Louth,Vocational,647,53.9985629,-6.18871,NULL,NULL
71761C,NULL,St Oliver's Community College,Rathmullen Road,Louth,Vocational,1391,53.7142257,-6.3780914,NULL,NULL
71770D,NULL,Ó Fiaich College,Dublin Road,Louth,Vocational,268,53.9861037,-6.392203,NULL,NULL
71780G,NULL,Scoil Ui Mhuiri,Barn Road,Louth,Vocational,538,53.8263672,-6.3820163,NULL,NULL
71790J,NULL,Desmond College,Station Road,Limerick,Vocational,392,52.4559271,-9.0522728,NULL,NULL
71840V,323,Colaiste Chiarain,Croom,Limerick,Vocational,681,52.5208434,-8.7138012,NULL,NULL
71850B,328,Hazelwood College,Dromcollogher,Limerick,Vocational,569,52.3433302,-8.9033912,NULL,NULL
71950F,89,St Peter's College,Dunboyne,Meath,Vocational,1214,53.4185002,-6.468379,NULL,NULL
71960I,174,Community College Dunshaughlin,Dunshaughlin,Meath,Vocational,1071,53.5138304,-6.5497252,NULL,NULL
71970L,481,Coláiste Clavin,Enfield Road,Meath,Vocational,371,53.4523753,-6.9161616,NULL,NULL
71980O,NULL,O'Carolan College,Nobber,Meath,Vocational,529,53.8173128,-6.7419012,NULL,NULL
71990R,380,St Oliver Post Primary,Oldcastle,Meath,Vocational,593,53.7719608,-7.1625026,NULL,NULL
71991T,270,Coláiste Pobail Rath Cairn,Ráth Chairn,Meath,Vocational,129,53.6200683,-6.860762,NULL,NULL
72010I,NULL,Beaufort College,Trim Rd,Meath,Vocational,574,53.6435793,-6.6828793,NULL,NULL
72020L,NULL,Moyne College,Ballina,Mayo,Vocational,182,54.113022,-9.1482886,NULL,NULL
72050U,365,St. Brendan's College,Belmullet,Mayo,Vocational,382,54.2148735,-9.9789984,NULL,NULL
72100J,NULL,St. Tiernan's College,Mullinmore Street,Mayo,Vocational,208,54.0974732,-9.3158409,NULL,NULL
72130S,482,St. Patrick's College,Lacken Cross,Mayo,Vocational,179,54.2294299,-9.2879252,NULL,NULL
72140V,NULL,Colaiste Chomain,Rossport,Mayo,Vocational,48,54.2860887,-9.8025432,NULL,NULL
72170H,428,Ballybay Community College,Ballybay,Monaghan,Vocational,353,54.123694,-6.901818,NULL,NULL
72171J,452,Largy College,Analore Rd,Monaghan,Vocational,411,54.1791884,-7.2247265,NULL,NULL
72180K,NULL,Inver College,Carrickmacross,Monaghan,Vocational,371,53.9835693,-6.7161023,NULL,NULL
72190N,NULL,Castleblayney College,Dublin Road,Monaghan,Vocational,269,54.1145498,-6.7325176,NULL,NULL
72210Q,NULL,Beech Hill College,Tirkeenan,Monaghan,Vocational,577,54.2445023,-6.962661,NULL,NULL
72220T,NULL,Dungarvan College-Coláiste Dhun Garbhán,Youghal Road,Waterford,Vocational,232,52.0871838,-7.6283517,NULL,NULL
72230W,NULL,St Declan's Community College,Kilmacthomas,Waterford,Vocational,749,52.2047906,-7.4212633,NULL,NULL
72241E,NULL,St Paul's Community College,Browne's Road,Waterford,Vocational,541,52.2517223,-7.1377099,NULL,NULL
