roll_number,ed_english,ed_id,latitude,longitude
19899M,COBH URBAN,47107,51.8543558,-8.2869234
19901T,BLACKROCK-WILLIAMSTOWN,267026,53.3004913,-6.1912288
19903A,KILTAMAGH,157105,53.84998,-8.99879
19904C,DUNDRUM-KILMACUD,267079,53.288575,-6.241012
19905E,KILKENNY RURAL,97063,52.6380523,-7.2520283
19906G,CENTRE B,48015,51.8986926,-8.4796
19908K,MAHON B,48043,51.8922655,-8.4032845
19909M,FARRANFERRIS C,48026,51.9117925,-8.4780382
19910U,SLIGO EAST,207082,54.2698346,-8.466086
19911W,BALLINROBE,157021,53.6275876,-9.2130101
19912B,GLENTIES,57078,54.7946087,-8.2791695
19913D,PRIORSWOOD D,268120,53.3981061,-6.2031846
19914F,CLAREMORRIS,157051,53.7238764,-9.0017356
19915H,CLAREMORRIS,157051,53.7237331,-8.9998759
19916J,CASTLEBAR RURAL,157048,53.8652664,-9.3292504
19917L,CASTLEISLAND,77044,52.2362263,-9.4555565
19918N,DRINAGH,47133,51.6510614,-9.1477132
19919P,BEAUMONT B,268022,53.3860559,-6.2161727
19920A,BEAUMONT B,268022,53.3896486,-6.2173226
19921C,DRUNG,27046,54.0410603,-7.222576
19922E,CHURCHTOWN-WOODLAWN,267046,53.3016793,-6.2497949
19924I,TERENURE A,268144,53.3172808,-6.2857436
19926M,ROTUNDA A,268138,53.3536461,-6.2620464
19928Q,RATHMINES EAST D,268131,53.3267999,-6.2576462
19929S,FINGLAS SOUTH A,268066,53.386113,-6.3092044
19930D,URLINGFORD,97111,52.719256,-7.5796058
19931F,GALVONE A,128019,52.6507029,-8.6138395
19932H,CRUMPAUN,67074,53.2641084,-9.5982671
19933J,MERCHANTS QUAY D,268101,53.3345001,-6.2792779
19934L,DOCK A,128014,52.6569613,-8.6337308
19935N,RAHENY-GREENDALE,268125,53.3864926,-6.1567589
19937R,NENAGH WEST URBAN,217136,52.8689531,-8.2078426
19938T,DUN LAOGHAIRE-WEST CENTRAL,267077,53.2884397,-6.140592
19939V,CHURCHTOWN-CASTLE,267042,53.2968058,-6.2681069
19940G,LUCAN-ESKER,267100,53.3505025,-6.4349607
19941I,KILLARNEY RURAL,77101,52.0669029,-9.4820583
19942K,CALRY,207019,54.2856915,-8.3961508
19943M,TERENURE-CHERRYFIELD,267155,53.3143529,-6.3214433
19944O,GORESBRIDGE,97046,52.6305262,-6.9971082
19945Q,CHURCHTOWN-NUTGROVE,267044,53.2911189,-6.2740742
19946S,MOUNTJOY A,268104,53.3533716,-6.2545964
19947U,MOUNT SION,228027,52.2562428,-7.1167978
19949B,CLONSKEAGH-BELFIELD,267056,53.3039896,-6.234182
19951L,SWINEFORD,157144,53.9432955,-8.952709
19954R,RAHENY-GREENDALE,268125,53.3852569,-6.1522828
19955T,SLIEVEKEALE,228034,52.2543488,-7.1263584
19956V,CASTLE A,128008,52.672406,-8.639378
19957A,ENNISMORE,77076,52.407214,-9.5258137
19958C,GRAIGUE RURAL,107052,52.8373718,-6.9454361
19959E,WHITECASTLE,57149,55.1422574,-7.1780653
19960M,BALLYBRACK,267015,53.256099,-6.1283789
19963S,DONEGAL,57053,54.6554727,-8.0976625
19964U,BALLYMOTE,207009,54.0914127,-8.5135994
19965W,CLARINBRIDGE,67057,53.2257232,-8.8782939
19966B,DROMCOLLIHER,127061,52.3378213,-8.9018216
19967D,BUNCRANA URBAN,57018,55.1326968,-7.4556797
19968F,THURLES URBAN,217162,52.6802363,-7.822282
19969H,BALLINASLOE URBAN,67017,53.3275747,-8.2407171
19970P,PORTLAW,227077,52.29031,-7.3151581
19972T,BALLYHOWLY,157027,53.7480942,-8.9377972
19973V,CLIFDEN,67059,53.4907801,-10.0180192
19974A,SLIGO WEST,207071,54.2673103,-8.4772138
19975C,BALLINAMUCK WEST,137008,53.8658521,-7.7176809
19976E,KILLAHY,97065,52.3685324,-7.1728396
19977G,BANDON,47325,51.7497894,-8.7436331
19978I,SKIBBEREEN URBAN,47294,51.5495987,-9.2698001
19980S,BALLAGHADERREEN,197011,53.8994552,-8.5899984
19981U,CLONTARF WEST D,268049,53.3636765,-6.237731
19983B,BALLYJAMESDUFF,27008,53.8658464,-7.1992976
19985F,SLIGO EAST,207082,54.268076,-8.4700161
19986H,MINARD,77137,52.1430185,-10.142588
19987J,CALDRAGH,137013,53.7629772,-7.8334816
19989N,BUTTEVANT,47060,52.2289472,-8.6700425
19990V,TULLAMORE URBAN,187087,53.2692695,-7.4766621
19991A,CLONDALKIN-MONASTERY,267050,53.323677,-6.3928964
19993E,MONTENOTTE B,48048,51.9091192,-8.4444867
19994G,BARNA,68003,53.2731995,-9.0961702
19995I,CELBRIDGE,87023,53.3333112,-6.5576612
19996K,PORTUMNA,67188,53.0949039,-8.2204632
19997M,LISCANANAUN,67165,53.397118,-8.9943276
19998O,ORANMORE,67184,53.2666961,-8.9330783
19999Q,KILRUSH URBAN,37099,52.6401965,-9.4857479
20000L,NEWCASTLE,68013,53.2840961,-9.0706509
20001N,BANTRY URBAN,47042,51.6746514,-9.4449119
20002P,MULLINGAR NORTH URBAN,237106,53.5280332,-7.3567808
20003R,ENNISCORTHY URBAN,247046,52.5053372,-6.5728525
20004T,KILLACONENAGH,47200,51.6526854,-9.9101488
20006A,CLONAKILTY URBAN,47096,51.6231517,-8.9025363
20007C,CLONMEL EAST URBAN,217176,52.3505511,-7.6995532
20009G,SKIBBEREEN URBAN,47294,51.5559244,-9.2621303
20011Q,KILKENNY RURAL,97063,52.6584038,-7.2431931
20012S,MERCHANTS QUAY E,268102,53.3310275,-6.2798497
20013U,LISTOWEL URBAN,77128,52.4488015,-9.4804845
20015B,BALLYMUN C,268017,53.398206,-6.255974
20017F,JULIANSTOWN,167038,53.6895205,-6.2421944
20018H,GLENTWORTH A,128021,52.6593013,-8.6223922
20019J,TOBERCURRY,207077,54.0530714,-8.7250803
20020R,GLENCULLEN,267092,53.2596497,-6.2151794
20022V,CLONAKILTY URBAN,47096,51.6208996,-8.8913361
20023A,MORRISTOWNBILLER,87069,53.158844,-6.808399
20024C,YOUGHAL URBAN,47323,51.9477077,-7.8436871
20025E,BALLYMODAN,47033,51.7414151,-8.7308466
20026G,CAVAN URBAN,27025,53.9925075,-7.3553911
20027I,TIPPERARY EAST URBAN,217164,52.4716861,-8.1497483
20029M,FINGLAS SOUTH A,268066,53.385537,-6.3092329
20032B,DUNBOYNE,167029,53.419614,-6.4706831
20033D,DUNBOYNE,167029,53.4188555,-6.4711605
20035H,ARRAN QUAY E,268005,53.3536842,-6.2906857
20036J,SHANDON A,48052,51.9054377,-8.4757128
20037L,LOUISBURGH,157116,53.7633472,-9.8000558
20038N,FAIR HILL B,48022,51.9119676,-8.4841357
20039P,BALTINGLASS,257015,52.9368722,-6.7009164
20040A,KILCOMMON,157090,53.588838,-9.0192289
20041C,KILRUSH URBAN,37099,52.6406999,-9.4859374
20042E,BALLINASLOE URBAN,67017,53.3313404,-8.2271288
20043G,FIRHOUSE-BALLYCULLEN,267085,53.2847187,-6.3266565
20044I,SLIGO WEST,207071,54.2654713,-8.5018457
20045K,WICKLOW RURAL,257077,52.9885617,-6.075712
20046M,WESTPORT URBAN,157153,53.805219,-9.5318191
20047O,CABRA EAST B,268031,53.3646991,-6.2894452
20048Q,RATHMINES EAST D,268131,53.3221655,-6.256637
20049S,CARRIGALINE,47072,51.8244504,-8.3222335
20050D,GRACEDIEU,228016,52.2607726,-7.1478496
20052H,KILMORE A,268088,53.3962106,-6.2304006
20054L,MOVILLE,57123,55.1902957,-7.0391766
20055N,CLONES URBAN,177024,54.1796829,-7.2306671
20057R,ENNISCORTHY RURAL,247045,52.4980299,-6.5491339
20058T,MAYNOOTH,87066,53.3700096,-6.5821703
20059V,BALLYGALL B,268013,53.3870144,-6.2868072
20061I,TUAM RURAL,67211,53.5069043,-8.8528277
20062K,BORRISOKANE,217030,52.9963736,-8.1273257
20063M,KILBEGGAN,237058,53.3675844,-7.4931893
20064O,CLONTARF WEST B,268047,53.3742033,-6.2170628
20065Q,DURROW,107044,52.8454785,-7.3975126
20066S,LUCAN-ESKER,267100,53.35124,-6.4255007
20067U,SHESKIN,177066,54.2957854,-7.151301
20068W,CLOGHAN,187019,53.2249854,-7.8859817
20071L,RATHSARAN,107084,52.8565101,-7.5967621
20073P,ATHLONE EAST URBAN,237003,53.4254523,-7.9333873
20075T,TULLA,37150,52.867812,-8.7619102
20076V,LISMORE URBAN,227089,52.1382331,-7.9252324
20077A,BISHOPSTOWN C,48008,51.8785788,-8.5288998
20078C,KILKEE,37077,52.6786092,-9.6461595
20079E,KINLOUGH,117058,54.4460727,-8.2889355
20082Q,DUNBOYNE,167029,53.415129,-6.4735249
20083S,LONGFORD RURAL,137045,53.7154244,-7.8006326
20084U,BALLINA URBAN,157016,54.1161408,-9.1547004
20085W,CARRICKBEG URBAN,217042,52.3435354,-7.4242015
20086B,ENNIS RURAL,37057,52.859096,-8.9830344
20087D,KILLASHEE,87053,53.1913163,-6.6781767
20088F,SKULL,47295,51.5289702,-9.5457877
20089H,BALLINROBE,157021,53.6229804,-9.2159298
20091R,CABRA EAST A,268030,53.3617686,-6.2766341
20092T,CHERRY ORCHARD A,268038,53.3370747,-6.373516
20094A,BALLINGARRY,127013,52.4719503,-8.861183
20095C,SWORDS-LISSENHALL,267133,53.4717564,-6.2455747
20096E,DONEGAL,57053,54.642912,-8.096375
20097G,BUNCRANA URBAN,57018,55.1375251,-7.4600636
20098I,CASTLEKNOCK-PARK,267041,53.3796291,-6.3619144
20101R,GRANARD URBAN,137035,53.7797224,-7.4908729
20102T,GLIN,127080,52.5671538,-9.2828595
20103V,PEMBROKE WEST C,268117,53.3344637,-6.2373238
20104A,MERCHANTS QUAY A,268098,53.344314,-6.2744539
20105C,MONKSTOWN URBAN,47271,51.865322,-8.3412942
20106E,LEHENAGH,47235,51.8653082,-8.4570225
20107G,MIDLETON RURAL,47253,51.9114552,-8.192172
20108I,BARNA,68003,53.2676461,-9.103891
20110S,BLESSINGTON,257016,53.1704,-6.5341
20111U,RATHMORE,77148,52.0762884,-9.2492822
20112W,CAHER,77035,51.9473746,-10.2259105
20113B,CLOONOGHILL,207029,54.0534625,-8.6041688
20114D,NAAS URBAN,87071,53.2313843,-6.6626439
20115F,SPIDDLE,67203,53.2446844,-9.3028725
20116H,TRAMORE,227090,52.1662021,-7.152408
20118L,CLONASLEE,107028,53.1486014,-7.5243696
20120V,CLONES RURAL,177023,54.1837814,-7.2279566
20122C,COLLOONEY,207030,54.1803292,-8.4988292
20123E,LOUGHREA URBAN,67170,53.2053315,-8.5857832
20124G,MEATHAS TRUIM,137029,53.6984925,-7.6027439
20125I,CROSSMOLINA SOUTH,157066,54.098058,-9.318468
20126K,ROSCOMMON RURAL,197097,53.6210911,-8.2019714
20127M,NEWMARKET,37128,52.7633671,-8.8981188
20128O,BALLYMAHON,137009,53.5670336,-7.7703203
20129Q,BALLYPOREEN,217024,52.2701094,-8.0992106
20130B,CASTLEKNOCK-KNOCKMAROON,267040,53.3687084,-6.3865133
20131D,ARRAN QUAY B,268002,53.3520532,-6.2783216
20133H,BRUFF,127031,52.4758546,-8.5463925
20134J,LARAH SOUTH,27066,53.9596425,-7.1759563
20137P,BLANCHARDSTOWN-BLAKESTOWN,267028,53.4043925,-6.4245945
20139T,KILMAINHAM A,268083,53.3420489,-6.3269964
20140E,FARRANFERRIS C,48026,51.9070304,-8.4782494
20141G,DUN LAOGHAIRE-GLASTHULE,267068,53.2861015,-6.1256001
20142I,BALLYHAUNIS,157025,53.7594638,-8.7625552
20143K,PARK,228030,52.2557704,-7.1023966
20144M,MOVILLE,57123,55.1945853,-7.022621
20145O,SWORDS-LISSENHALL,267133,53.4726253,-6.2503928
20147S,KILLEENTIERNA,77103,52.1854477,-9.4964037
20148U,BALLYSIMON,127026,52.6668814,-8.5461407
20150H,BALLYSHANNON URBAN,57012,54.4988162,-8.1906965
20151J,BLARNEY,47054,51.933275,-8.562426
20152L,CABRA WEST C,268035,53.3636665,-6.2997165
20155R,CASHEL URBAN,217046,52.5101714,-7.8857291
20157V,CAPPOQUIN,227017,52.1458104,-7.8392784
20159C,NAAS RURAL,87070,53.1968655,-6.6705111
20160K,GRACEDIEU,228016,52.2604619,-7.146651
20161M,DONABATE,267065,53.4915645,-6.1461826
20163Q,CASTLETOWN,147008,54.0182505,-6.4257103
20165U,GOREY RURAL,247052,52.6744762,-6.315666
20166W,LUCAN-ESKER,267100,53.3409892,-6.4333519
20168D,BOTANIC A,268027,53.3788113,-6.2688759
20169F,CASTLETOWN,107026,52.9774693,-7.4995604
20170N,KILMACTHOMAS,227058,52.2072022,-7.4138714
20171P,ARDEE URBAN,147002,53.8629168,-6.5415226
20172R,KINGSCOURT,27063,53.9016296,-6.8039978
20173T,TALLAGHT-FETTERCAIRN,267138,53.2908045,-6.3920534
20174V,BALLYBAY RURAL,177005,54.1302849,-6.8987037
20175A,BALLYCUMMIN,127018,52.6325603,-8.6843176
20176C,LUSK,267104,53.5289231,-6.156798
20177E,MORRISTOWNBILLER,87069,53.1587657,-6.810312
20178G,WICKLOW RURAL,257077,52.9800179,-6.0642815
20181S,BALLYCUMMIN,127018,52.6347384,-8.6839596
20182U,AULTAGH,47014,51.7854753,-9.0938271
20186F,BLANCHARDSTOWN-BLAKESTOWN,267028,53.3934487,-6.4426549
20187H,CLONDALKIN-CAPPAGHMORE,267048,53.3402332,-6.4149449
20188J,MULLINGAR RURAL,237079,53.5257212,-7.3643043
20189L,TULLAMORE RURAL,187086,53.2918007,-7.5032085
20190T,GLENCULLEN,267092,53.2618279,-6.1969666
20192A,ATHY RURAL,87001,53.0034647,-6.9863166
20193C,KILMALLOCK,127094,52.4033129,-8.5778708
20196I,KILLEHENNY,77104,52.5134602,-9.669397
20197K,KENMARE,77089,51.8847313,-9.5818572
20199O,OUGHTERARD,67185,53.4298172,-9.3273808
20200T,RATOATH,167078,53.5024166,-6.465027
20201V,THE WARD,267158,53.422936,-6.3816752
20202A,BALBRIGGAN RURAL,267002,53.6115353,-6.2064365
20203C,MOHILL,117066,53.9218288,-7.8653101
20204E,KILWORTH,47218,52.1730132,-8.2405618
20208M,WICKLOW RURAL,257077,52.9898963,-6.0791956
20210W,INISHMORE,67110,53.1288715,-9.7196641
20211B,CARNMORE,67047,53.3366344,-8.938214
20214H,GOREY RURAL,247052,52.6751094,-6.3166552
20215J,RATOATH,167078,53.5026329,-6.45255
20216L,JULIANSTOWN,167038,53.6916819,-6.2439928
20217N,KILLALA,157097,54.2044308,-9.3060639
20219R,LARCHVILLE,228021,52.2495914,-7.1344439
20220C,BALLYGALL B,268013,53.387154,-6.29081
20222G,GORTNATUBBRID,47167,51.9282765,-9.2177972
20223I,LUCAN-ESKER,267100,53.3482118,-6.4363612
20224K,KYLE,107063,52.96379,-7.68983
20229U,MILLTOWN,77136,52.1421415,-9.7110336
20230F,WESTPORT URBAN,157153,53.8050922,-9.5228677
20231H,BLANCHARDSTOWN-BLAKESTOWN,267028,53.3932465,-6.4409598
20233L,CAPPAMORE,127039,52.6135889,-8.3414974
20235P,CASTLEWRAY,57030,54.9619208,-7.7070523
20237T,ATHENRY,67013,53.3013047,-8.7471139
20238V,MULLINGAR SOUTH URBAN,237080,53.5173592,-7.3419581
20239A,CAHERLAG,47064,51.9068589,-8.3842877
20241K,LUCAN NORTH,267102,53.376026,-6.4079738
20242M,BLESSINGTON,257016,53.1791642,-6.5067263
20243O,NEWTOWN,87073,53.1616575,-6.5523548
20245S,ENNISTIMON,37059,52.9381697,-9.2986051
20246U,GLASLOUGH,177046,54.2948958,-6.9347696
20247W,BLANCHARDSTOWN-BLAKESTOWN,267028,53.3975581,-6.4370744
20252P,BALBRIGGAN RURAL,267002,53.6004678,-6.1789644
20255V,CALLAN URBAN,97020,52.548233,-7.3871302
20256A,CAHERLAG,47064,51.9139625,-8.3418162
20257C,BALLYBODEN,267013,53.2859998,-6.3002261
20260O,MANORHAMILTON,117063,54.3061807,-8.1798326
20261Q,NEWTOWN,228029,52.253006,-7.1018703
20264W,GORT,67101,53.06243,-8.812987
20265B,KINSALE RURAL,47221,51.7077832,-8.5383772
20267F,EDENDERRY URBAN,187036,53.3380261,-7.0714973
20269J,BALBRIGGAN RURAL,267002,53.6049427,-6.20179
20271T,MORRISTOWNBILLER,87069,53.1904145,-6.8086129
20272V,THOMASTOWN,97101,52.5285616,-7.1363657
20273A,RAHAN,187070,53.2822386,-7.6231726
20274C,LUCAN-ESKER,267100,53.3506575,-6.4368103
20275E,BALLINA URBAN,157016,54.1165743,-9.1650559
20277I,COOTEHILL URBAN,27028,54.0741609,-7.0745829
20278K,NEWCASTLE UPPER,257059,53.0903789,-6.1137005
20280U,ABBEY EAST,67001,53.4396996,-8.7288948
20281W,GRANGE D,268074,53.3884441,-6.1642941
20282B,BALBRIGGAN RURAL,267002,53.6006247,-6.1783021
20289P,FERBANE,187040,53.2724177,-7.8308929
20292E,MAYNOOTH,87066,53.3700313,-6.5802201
20300A,DELGANY,257027,53.1518213,-6.0853598
20301C,DELGANY,257027,53.1517856,-6.0872288
20302E,SWORDS-LISSENHALL,267133,53.4722057,-6.233788
20303G,LUCAN-ESKER,267100,53.3383042,-6.4326055
20304I,GRANGE A,268071,53.4051578,-6.1703728
20307O,HOLMPATRICK,267094,53.583489,-6.1347417
20308Q,GRANGE A,268071,53.4048048,-6.1684883
20309S,BLANCHARDSTOWN-BLAKESTOWN,267028,53.4048203,-6.4240013
20310D,CARRIGALINE,47071,51.80959,-8.382998
20312H,SCARRIFF,37142,52.8928521,-8.5197426
20313J,ENNISTIMON,37059,52.940372,-9.2934951
20326S,CLARINBRIDGE,67057,53.2308006,-8.8612568
20332N,EDENDERRY URBAN,187036,53.3389147,-7.0716098
20334R,RUSH,267118,53.531993,-6.105555
20335T,DOUGLAS,47132,51.8686221,-8.4038589
20336V,MIDLETON RURAL,47253,51.9277748,-8.1828366
20337A,ANKETELL GROVE,177002,54.330499,-6.9940789
20338C,WHITEHALL B,268158,53.3859296,-6.2450322
20345W,GORUMNA,67102,53.2418058,-9.73263
20346B,KILCOOLE,257048,53.1109944,-6.0677565
20348F,KINSALEY,267099,53.4445361,-6.2082405
20350P,BALLYBAAN,68001,53.2828157,-8.9838373
20351R,NAAS URBAN,87071,53.2069454,-6.6509949
20353V,STRADBALLY,107091,53.0143009,-7.144708
20355C,PEPPARDSTOWN,217143,52.4688764,-7.6987036
20382F,KILBREW,167042,53.5112442,-6.4125431
20383H,BLANCHARDSTOWN-BLAKESTOWN,267028,53.391708,-6.4451605
20384J,BLANCHARDSTOWN-TYRRELSTOWN,267034,53.4143552,-6.3916041
20385L,BANADA,207014,54.0382306,-8.8472834
20387P,KILCORMAC,187050,53.1745991,-7.7250096
20389T,POULADUFF A,48049,51.8834555,-8.4800828
20392I,ASHTOWN A,268006,53.378316,-6.3200491
20394M,BLANCHARDSTOWN-TYRRELSTOWN,267034,53.4146189,-6.38948
20396Q,KILBREW,167042,53.5108854,-6.4113633
20399W,BLARNEY,47054,51.934364,-8.5715285
20400E,DUNDRUM-SWEETMOUNT,267081,53.2938935,-6.2507006
20401G,GLENCULLEN,267092,53.2602635,-6.2166299
20402I,SAGGART,267119,53.286345,-6.4341943
20403K,KILDARE,87050,53.1594629,-6.9024939
20404M,KNOCKNABOLEY,37107,52.8125924,-9.351393
20405O,JOHN'S B,128025,52.6696505,-8.623153
20410H,BARNA,68003,53.264713,-9.1256864
20411J,FIRHOUSE VILLAGE,267084,53.277002,-6.3359964
20412L,FIRHOUSE VILLAGE,267084,53.2766039,-6.3379323
20413N,DOUGLAS,47132,51.8688627,-8.3970479
20421M,DUNGLOW,57058,54.9487216,-8.3564393
20422O,TALLAGHT-JOBSTOWN,267140,53.2845948,-6.4181438
20425U,GLENCULLEN,267092,53.2563314,-6.1886329
20426W,LUCAN-ESKER,267100,53.3402091,-6.4196929
20427B,KILDARE,87050,53.1546101,-6.913454
20428D,KILDARE,87050,53.1587231,-6.9007011
20429F,USHERS C,268150,53.3403792,-6.2898805
20430N,USHERS C,268150,53.3399089,-6.2894536
20431P,DERRY,157071,54.0449147,-9.4705031
20434V,KILRUSH URBAN,37099,52.6376305,-9.4829102
20435A,KINSALE RURAL,47221,51.7050609,-8.528906
20436C,INNS QUAY B,268081,53.3547902,-6.2673453
20437E,BALDOYLE,267004,53.3965435,-6.1329645
20439I,CASTLELOST,237024,53.4150309,-7.3033517
20440Q,MALLOW NORTH URBAN,47324,52.1395565,-8.6287757
20441S,PEMBROKE EAST B,268111,53.3330261,-6.2143507
20442U,CARRIGTOHILL,47077,51.9071233,-8.2644921
20443W,ULLID,97110,52.3186144,-7.1746853
20445D,BALGRIFFIN,267005,53.422541,-6.175854
20446F,TRAMORE,227090,52.1639339,-7.1499385
20447H,KILMURRY,37094,52.65228,-9.29412
20448J,KILMOYLAN,67144,53.4100451,-8.8159356
20450T,WALKINSTOWN A,268154,53.322537,-6.3328423
20451V,BORRISNOE,217029,52.8551064,-7.8819594
20453C,CABRA WEST B,268034,53.3708267,-6.2942275
20456I,TUAM URBAN,67212,53.5119358,-8.8447426
20457K,CASTLEBAR URBAN,157049,53.8569655,-9.3018627
20458M,NEW ROSS RURAL,247090,52.4051599,-6.9354666
20459O,GALVONE A,128019,52.6498695,-8.6140068
20460W,BALLYNANTY,128007,52.6773517,-8.6414236
20461B,BIRR URBAN,187013,53.097609,-7.9013706
20462D,BARNA,68003,53.2651054,-9.125216
20463F,TEMPLEOGUE-LIMEKILN,267151,53.30871,-6.331328
20464H,TEMPLEOGUE-LIMEKILN,267151,53.3086889,-6.3291287
20465J,GORT,67101,53.060732,-8.8246397
20466L,KILMACANOGE,257051,53.189379,-6.1251653
20467N,EMLY,217072,52.4636684,-8.3479663
20468P,TALLAGHT-MILLBROOK,267145,53.286047,-6.3572162
20473I,GREYSTONES,257039,53.133915,-6.067326
20475M,BALLINGARRY,217010,52.5894748,-7.5418103
20476O,QUIN,37134,52.8172445,-8.8604374
20477Q,SKIBBEREEN URBAN,47294,51.5543648,-9.2605593
20478S,BALLYDUFF,77015,52.4530658,-9.6660663
20481H,NEW ROSS RURAL,247090,52.4016782,-6.9295614
20482J,NEW ROSS RURAL,247090,52.4015127,-6.9308134
20483L,BALLINAMORE,117009,54.0521745,-7.809116
20485P,BALLYROAN,107015,52.9483991,-7.3046676
20486R,DRUMCONDRA SOUTH A,268058,53.3720191,-6.2474635
20487T,DUNDRUM-SWEETMOUNT,267081,53.2934497,-6.2524299
20488V,KIMMAGE E,268094,53.3197969,-6.3070174
20491K,KILBEACANTY,67113,53.05224,-8.7523877
20492M,POLLRONE,97085,52.2963357,-7.2621024
20493O,DONERAILE,47129,52.2151735,-8.5859774
20494Q,TEMPLEOGUE-LIMEKILN,267151,53.3049977,-6.3282772
20496U,CASTLE C,128010,52.6653299,-8.6367726
20497W,TIVOLI B,48065,51.9129299,-8.424435
20498B,ROSCOMMON URBAN,197098,53.6277461,-8.1965326
20499D,PORTROYAL,157131,53.6963867,-9.2780532
20500I,BALLINCOLLIG,47016,51.8825498,-8.6239326
20501K,RATHMINES WEST A,268132,53.3236474,-6.27766
20503O,DUN LAOGHAIRE-MOUNT TOWN,267071,53.2871545,-6.1551011
20504Q,CLONOULTY WEST,217058,52.6165851,-8.0039857
20505S,KILMEAGE NORTH,87055,53.2840375,-6.8635198
20506U,BALLYRAGGET,97011,52.7862742,-7.335498
20507W,NORTH DOCK C,268109,53.3501184,-6.2422707
20508B,FAIR GATE,147014,53.7210201,-6.3542175
20509D,LUSK,267104,53.5289113,-6.1684511
20510L,WESTPORT URBAN,157153,53.8036981,-9.5307738
20511N,FERMOY URBAN,47152,52.1380095,-8.2792304
20512P,LACKAN,257054,53.1389345,-6.4903712
20513R,CROSSMOLINA SOUTH,157066,54.098058,-9.318468
20517C,DRUMCONDRA SOUTH B,268059,53.3633833,-6.25786
20518E,BLACKROCK-STRADBROOK,267024,53.2794295,-6.16248
20519G,GRANGE A,268071,53.4021444,-6.1702442
20520O,RATHMINES WEST A,268132,53.3236474,-6.27766
20522S,POULADUFF B,48050,51.8765833,-8.4809062
20523U,DUNDRUM-BALALLY,267078,53.2784033,-6.211323
20524W,NEWCASTLE UPPER,257059,53.0927815,-6.1120231
20525B,CLONTARF EAST E,268045,53.3715595,-6.2026242
20526D,LEIXLIP,87064,53.3707227,-6.5150955
20527F,MAYNOOTH,87066,53.3940711,-6.5980813
20528H,SWORDS-FORREST,267132,53.4517853,-6.2432454
20545H,PEMBROKE WEST C,268117,53.3352738,-6.240335
20546J,DONAGHMORE,167025,53.5041275,-6.3881152
20547L,TUAM URBAN,67212,53.5134028,-8.8487054
