S-ID,Address Line 1,County,Lat (WGS84 GPS),Long (WGS84 GPS)
16302F,Ballysax Little,Kildare,53.122117,-6.830985000000001
16304J,MILLTOWNPASS,Westmeath,53.442653899999996,-7.2481559
16311G,GRAIGNAMANAGH,Kilkenny,52.5415402,-6.9555948
16316Q,Drumalt,Cavan,53.9214697,-7.579813499999999
16319W,Laurel Hill,Monaghan,54.119637600000004,-6.742903599999999
16332O,Beau Piers Lane,Dublin,53.578351399999995,-6.1109148
16333Q,Beau Piers,Dublin,53.578351399999995,-6.1109148
16334S,Ballintubber,Roscommon,53.7185895,-8.4094379
16335U,RYLANE,Cork,51.9805303,-8.8374256
16339F,Mardyke Walk,Cork,51.895157899999994,-8.4958679
16340N,Ballinagore,Westmeath,53.408794400000005,-7.4605761
16344V,St Flannan Street,Tipperary,52.8673887,-8.198830099999999
16345A,Nurney,Kildare,53.0949091,-6.9482710999999995
16349I,An Droim Mór,Donegal,54.7968309,-7.6835354
16352U,Mart Lane,Dublin,53.2690826,-6.1692725
16353W,The Park,Dublin,53.261804500000004,-6.162321599999999
16357H,Fintra,Donegal,54.6347625,-8.4547084
16375J,Frosses,Donegal,54.669309,-8.2437191
16377N,"Orilia Terrace,",Cork,51.8545815,-8.2952252
16379R,Dugort,Mayo,44.6819866,-63.744310999999996
16384K,Arainn Mhór,Donegal,54.9874345,-8.5350585
16390F,Killeshandra,Cavan,54.0067667,-7.5261516
16396R,Boherbue,Cork,52.158045200000004,-9.0720722
16406R,BENNETTSBRIDGE,Kilkenny,52.592194799999994,-7.182440299999999
16409A,BALLYGARRETT,Wexford,52.572274,-6.2270128
16410I,Cummer,Galway,53.44854889999999,-8.8226624
16427C,Athlone,Roscommon,53.3662488,-7.9332688
16430O,PILTOWN,Kilkenny,52.387212100000006,-7.343739200000001
16431Q,Stonetown,Louth,53.9645958,-6.5996852
16435B,Boher,Offaly,53.325150300000004,-7.7266902
16439J,PALLASAGREEN,Limerick,52.5090517,-8.7474955
16443A,DUBLIN ROAD,Limerick,52.664107200000004,-8.606509599999999
16444C,Dublin Road,Limerick,52.664107200000004,-8.606509599999999
16445E,Boneyarrow,Kilkenny,52.8050385,-7.21029
16456J,Baile an Mhóraigh,Kerry,51.9139625,-8.3418162
16458N,INVER,Donegal,54.6529445,-8.2737608
16461C,Main Street,Dublin,53.3016274,-6.5270503
16464I,Castleblakeney,Galway,53.4323155,-8.4748316
16469S,PHILIP STREET,Louth,54.00846800000001,-6.4015653
16471F,Tamney,Donegal,55.20351410000001,-7.685798599999999
16474L,Longford Road,Leitrim,53.9772,-7.6458
16485Q,Huggsintown,Kilkenny,52.470062600000006,-7.2621364
16492N,Easkey,Sligo,54.275310499999996,-9.024561300000002
16508C,Laught,Limerick,52.68045849999999,-8.511954
16520P,Drung,Cavan,54.04481679999999,-7.3191147
16549Q,KNOCKCOMMON,Meath,53.66821379999999,-6.4994287
16562I,BALLINA,Mayo,54.1327434,-9.1950958
16566Q,Main Street,Kildare,53.33964770000001,-6.5399469
16573N,Trafalgar Road,Wicklow,53.1473522,-6.063501400000001
16577V,Finglas Road Old,Dublin,53.3769985,-6.2753977
16596C,ABBEY,Galway,53.20014820000001,-8.5709996
16603T,Killian,Donegal,54.65235010000001,-8.2893395
16605A,Kilrane,Wexford,52.241273799999995,-6.352799
16608G,The Commons,Donegal,54.6362801,-8.4448404
16611S,Mullins,Donegal,55.211080599999995,-7.2606587
16617H,BALLYADAMS,Laois,52.967437,-7.0792616
16618J,Kilmeena,Mayo,53.84214889999999,-9.5731232
16620T,Church Road,Offaly,53.293192000000005,-7.2888913
16629O,Glebe Road,Dublin,53.24281189999999,-6.2000117
16634H,Roundwood,Wicklow,53.0638654,-6.226168
16635J,CURRAGH CAMP,Kildare,53.1462647,-6.839358099999999
16636L,Curragh Camp,Kildare,53.147907999999994,-6.8276136
16639R,The Batteries,Westmeath,53.4237466,-7.9540545
16642G,Clonmaney,Donegal,55.2618698,-7.4115008
16646O,Patrick Street,Meath,53.5515539,-6.7925901
16648S,Poundhill,Cork,52.2136342,-8.990006300000001
16651H,Harold's Cross Road,Dublin,53.32666700000001,-6.2761052
16654N,Milltown,Kildare,53.2050114,-6.8619204
16655P,Longwood,Meath,53.452698600000005,-6.9176371
16659A,Iona Road,Dublin,37.8467394,-122.2852601
16664Q,Bruckless,Donegal,54.6399972,-8.3882318
16665S,Hill Street,Longford,53.8184187,-7.767097099999999
16667W,Raheen,Laois,52.9652605,-7.3698641
16671N,Doire Chonaire,Donegal,55.1295929,-8.1813573
16672P,Lurgybrack,Donegal,54.932155099999996,-7.6951644
16673R,Cushinstown,Wexford,52.3714767,-6.8539558000000005
16675V,Hollywood Road,Dublin,53.413895,-6.397718599999999
16677C,New Road,Clare,52.848361700000005,-8.9775522
16680O,Blarney Street,Cork,51.9018588,-8.4836633
16681Q,Baker's Road,Cork,52.353758899999995,-8.678899699999999
16683U,McCurtain Street,Cork,52.13746,-8.279542
16684W,Rosary Place,Cork,51.9084175,-8.170044099999998
16695E,North Brunswick Street,Dublin,53.3508989,-6.2754248
16703A,An Daingean,Kerry,52.140938899999995,-10.264013499999999
16705E,An Tom Ard,Kildare,53.0033514,-6.982925999999999
16706G,Highfield Park,Kildare,53.398857799999995,-6.6721842
16707I,Monasterevin,Kildare,53.1430615,-7.065143099999999
16712B,Rathkeale Road,Limerick,52.561027,-8.794030000000001
16713D,DOON,Limerick,52.6008025,-8.244481200000001
16715H,Downey Street,Limerick,52.66265,-8.612929
16722E,Jim Brunnock Road,Meath,53.7241086,-6.869901400000001
16725K,John Street,Tipperary,52.34976939999999,-7.4148649
16727O,Nenagh,Tipperary,52.866235700000004,-8.194288900000002
16728Q,IRISHTOWN,Tipperary,52.352130700000004,-7.712036200000001
16729S,Kickham Street,Tipperary,52.3546369,-7.702613900000001
16732H,Mitchell Street,Waterford,52.0878151,-7.6229359
16744O,Boheshil,Kerry,51.9944699,-9.8580334
16746S,School Road,Cork,51.8237789,-8.4602438
16748W,Kill,Waterford,52.20548970000001,-7.4267652
16749B,Kilkerley,Louth,54.0073571,-6.469701799999999
16750J,Waterside,Galway,53.277345200000006,-9.0540159
16753P,Griffith Avenue,Dublin,53.376459700000005,-6.2530498
16754R,67 Griffith Avenue,Dublin,53.3702073,-6.2307252
16756V,Tooreen,Mayo,53.7628378,-8.7645957
16759E,Marino,Dublin,53.403476100000006,-6.1570322
16760M,Dromiskin,Louth,53.9979451,-6.405957
16762Q,Cross Street,Galway,53.1971426,-8.5644731
16763S,Glassan,Donegal,53.46991070000001,-7.8639073
16764U,KILMEEDY,Limerick,52.41603610000001,-8.915675300000002
16767D,Arva,Cavan,53.9381915,-7.5235476
16769H,Latnambard,Monaghan,54.171354099999995,-7.0563207
16774A,Nobber,Meath,54.0182505,-6.4257102999999995
16777G,Staplestown,Kildare,53.3298853,-6.7667385
16779K,"Cill Mhic an Domhnaigh,",Kerry,52.1121185,-10.394204199999999
16780S,SWINFORD,Mayo,53.953105799999996,-8.892504800000001
16781U,RIVERSTOWN,Sligo,54.1408837,-8.436243300000001
16786H,The Coombe,Dublin,53.3389068,-6.274971400000001
16789N,Cockhill,Donegal,55.1509164,-7.4414166
16790V,St. Joseph's N.S.,Meath,999.0,999.0
16792C,St.Brigid's Road,Dublin,53.378967599999996,-6.205224299999999
16794G,Merville Road,Dublin,53.2853247,-6.196664299999999
16802C,Kinnitty,Offaly,53.097806000000006,-7.7189969
16804G,Lakeview,Galway,53.3409031,-8.9456734
16810B,NEWTOWN,Tipperary,52.8790656,-8.2984738
16811D,Killala,Mayo,54.233533200000004,-9.257686300000001
16815L,Runnamoat,Roscommon,53.68977389999999,-8.3016053
16817P,Brannockstown,Kildare,53.122567700000005,-6.6972005
16818R,AN RINN,Waterford,52.050379,-7.590866
16819T,LEITIR CEANAINN,Donegal,54.9558392,-7.7342787
16820E,Newtowncunningham,Donegal,54.99732589999999,-7.5199609
16821G,"Convent Rd.,",Donegal,55.250622899999996,-7.2668905
16823K,LETTERMACAWARD,Donegal,54.8512314,-8.325780400000001
16825O,Kilbride,Meath,53.45059129999999,-6.3948517
16827S,Dunnamaggin,Kilkenny,52.5040504,-7.2998149
16828U,The Oil,Wexford,53.251812,-9.1474685
16829W,Loch an Iúir,Donegal,54.9981527,-8.2915053
16832L,Murrisk,Mayo,53.802130700000006,-9.514346699999999
16833N,Kiltealy,Wexford,52.5668223,-6.7425742
16836T,Collon,Donegal,55.250622899999996,-7.2668905
16837V,DUCHORAIDH,Donegal,54.90614,-8.20812
16838A,Gainstown,Westmeath,53.4825608,-7.326326
16841M,Blackwater,Wexford,52.5068183,-6.5819746
16842O,Annyalla,Monaghan,54.15986070000001,-6.7858715
16844S,Loughshinny,Dublin,53.546462399999996,-6.0901416
16845U,School Road,Kildare,53.3328157,-6.675722
16850N,Drumhalla,Donegal,55.137123100000004,-7.557211200000001
16854V,ST. MARY'S ROAD,Donegal,55.13382579999999,-7.4557825
16857E,Coolarne,Galway,53.3673193,-8.8350796
16860Q,Home Farm Road,Dublin,53.37480079999999,-6.2574185
16863W,Desert,Cork,51.731731599999996,-8.885160699999998
16865D,Clontubrid,Kilkenny,52.757398200000004,-7.4041085
16868J,COLLINSTOWN,Westmeath,53.52593340000001,-7.338137799999999
16869L,ARD A RATHA,Donegal,54.654899300000004,-8.104096700000001
16871V,Castle Street Upper,Kerry,52.269001,-9.7016153
16872A,Vevay Crescent,Wicklow,53.19799939999999,-6.108368799999999
16875G,Strangsmills,Kilkenny,52.293395200000006,-7.135903900000001
16876I,Coppeen,Cork,51.7953727,-8.9929556
16879O,Rosslare,Wexford,52.283095700000004,-6.393690599999999
16880W,CRAIGTOWN,Donegal,55.23636510000001,-7.2274411999999995
16885J,Adrigole,Cork,51.694196999999996,-9.7228146
16893I,Upper Kilmacud Road,Dublin,53.28447489999999,-6.2105424000000005
16896O,Ashford,Limerick,999.0,999.0
16898S,CATHAR UI MHODHRAIN,Kerry,52.2552491,-9.736341699999999
16903I,PORT NA BLAITHCHE,Donegal,54.9558392,-7.7342787
16904K,CATHAIR NA MART,Mayo,53.802130700000006,-9.514346699999999
16908S,School Road,Clare,52.743980799999996,-8.7798927
16910F,Sexton Street,Limerick,52.65863639999999,-8.621675199999999
16911H,BEAL ATHA NA FHEADHA,Mayo,54.015260399999995,-9.4289369
16913L,EAS GEIPHTINE,Limerick,999.0,999.0
16914N,Coralstown,Westmeath,53.48491189999999,-7.1912066999999995
16917T,CATHAIR LEITHIN,Kerry,999.0,999.0
16921K,Ballinagh,Cavan,53.9302,-7.4104399999999995
16923O,Urbleshanny,Monaghan,54.280516399999996,-7.0635748
16924Q,Glendalough,Wicklow,53.01020329999999,-6.3018077
16927W,Kilmactranny,Sligo,54.0599907,-8.254272
16928B,Convent Road,Offaly,53.27772370000001,-7.489382400000001
16930L,Shragh,Clare,52.706098,-9.493720800000002
16932P,Lisgrudy,Leitrim,54.07511089999999,-7.7376356
16933R,Loughmore,Tipperary,52.7564091,-7.8296342999999995
16936A,Cregmore,Galway,53.3462672,-8.8798751
16937C,Nile Lodge,Galway,53.269037,-9.066295
16938E,Tinryland,Carlow,52.795355900000004,-6.8962997
16940O,Dunderrow,Cork,51.70588529999999,-8.522232699999998
16943U,Saint Dominick's Road,Galway,53.267455700000006,-9.057625999999999
16945B,BUTTEVANT,Cork,52.2217867,-8.7443709
16946D,Parteen,Clare,52.69552170000001,-8.6145352
16950R,Ballyduff,Waterford,52.0936763,-7.620362700000001
16954C,Rackwallace,Monaghan,54.215751299999994,-6.893478599999999
16955E,MACROOM,Cork,51.9048039,-8.958847800000001
16959M,Curraghvagh,Cavan,54.2001204,-7.9225994
16961W,Kilcrumreragh,Westmeath,999.0,999.0
16964F,Crumlin Road,Dublin,53.330491,-6.296808599999999
16966J,1 Zion Road,Dublin,53.309701100000005,-6.2743134000000005
16968N,Ballaghnagearn,Monaghan,53.9569252,-6.820412400000001
16970A,Bremore,Dublin,53.6157471,-6.191225299999999
16972E,Chapel Street,Dublin,53.6083194,-6.1820797999999995
16976M,Water Street,Waterford,52.254415,-7.106451
16979S,Church Avenue,Tipperary,52.7946588,-7.8328182
16982H,Ahascragh,Galway,53.328762100000006,-8.226946700000001
16983J,Robinhood Road,Dublin,53.3204981,-6.3525317999999995
16984L,Shrule,Mayo,53.5202745,-9.088369300000002
16988T,Annaly Road,Dublin,53.3635813,-6.2852414
16989V,Annaly Road,Dublin,53.363698899999996,-6.2858989
16990G,Rashinagh,Offaly,53.3133536,-7.810361299999999
16991I,Carnaross,Meath,53.75067610000001,-6.9545473
16992K,Clongeen,Wexford,52.296812700000004,-6.770272
16995Q,Drumoghill,Donegal,54.934888,-7.5987843999999996
17003A,Moneygall,Offaly,53.0987816,-7.9092799
17005E,Glynn,Wexford,52.5068183,-6.5819746
17007I,Ardrahan,Galway,53.1564343,-8.8058651
17011W,Cappabue,Cork,51.784360799999995,-9.309337
17012B,Fossa,Kerry,52.06873289999999,-9.583243099999999
17017L,CROSSABEG,Wexford,52.3847761,-6.500613400000001
17018N,Dobhar,Donegal,55.0450034,-8.268989900000001
17020A,Quilty,Clare,52.853559999999995,-9.39821
17021C,Kilmacannon,Sligo,54.3617644,-8.5811683
17024I,Avenue De Rennes,Cork,51.8940728,-8.4027142
17025K,Mullingar,Westmeath,53.52593340000001,-7.338137799999999
17026M,Ennis Road,Clare,52.81758860000001,-8.970205400000001
17029S,Cushenstown,Meath,53.5744966,-6.4457535
17031F,Shinchill,Offaly,53.215888,-7.449346
17035N,Mín Tine Dé,Donegal,999.0,999.0
17036P,Kilmacrennan,Donegal,55.028140500000006,-7.7818655
17039V,Drummin,Mayo,53.802130700000006,-9.514346699999999
17040G,Drumdoit,Donegal,54.7678164,-7.5749296
17045Q,Gardiner's Hill,Cork,51.9075974,-8.4547409
17050J,Durrus,Cork,51.68008029999999,-9.4525763
17051L,CRAUGHWELL,Galway,53.2302689,-8.734773599999999
17053P,Station Road,Carlow,52.841233499999994,-6.9246105
17054R,Drum,Roscommon,53.4239331,-7.9406898
17055T,Garter's Lane,Dublin,53.27952760000001,-6.4403406
17057A,Scoil Phádraig,Donegal,54.8671444,-7.7571523000000004
17059E,Sunday's Gate,Louth,53.718073700000005,-6.3498106
17060M,Convent Road,Limerick,52.3861811,-9.2970823
17064U,Ballylinan,Laois,52.9469438,-7.0463877
17068F,Tuogh,Limerick,52.563633900000006,-8.7925892
17069H,Pullough,Offaly,53.27739920000001,-7.712575
17071R,Castle Ffrench,Galway,53.461627500000006,-8.3730103
17072T,Listowel,Kerry,52.4460488,-9.4853655
17073V,Inistioge,Kilkenny,52.4889139,-7.0659156
17079K,"Carriganima,",Cork,51.9785782,-9.0408409
17082W,Roundfort,Mayo,53.6387689,-9.105631599999999
17083B,Tyrconnell Road,Dublin,53.3376306,-6.3249305
17084D,KILLANURE,Laois,53.047110700000005,-7.5536133
17087J,Church Street,Cork,52.1772549,-8.905166900000001
17088L,Ráth Chairn,Meath,53.6147619,-6.8610179
17089N,Main Street,Westmeath,53.66407170000001,-7.0183933000000005
17091A,Main Street,Wicklow,53.1704,-6.5341
17093E,Clorinka,Kilkenny,52.7217131,-7.2322693
17095I,Kilclare,Galway,53.42536510000001,-8.445428300000001
17096K,Garryhill,Carlow,52.6885071,-6.8547125
17098O,VIA CROSSMOLINA P.O.,Mayo,54.11494820000001,-9.155069300000001
17099Q,Farney Street,Monaghan,53.9752686,-6.714150200000001
17100V,Athleague Road,Roscommon,53.5239808,-8.1428291
17101A,Crecora,Limerick,52.576307400000005,-8.6690881
17102C,Clonbonny,Westmeath,53.3971299,-7.886277000000001
17103E,Carrigtwohill,Cork,51.909776,-8.2584697
17104G,Clonshaugh Drive,Dublin,53.4032783,-6.2051212
17105I,School Avenue,Cork,51.887159999999994,-8.499230800000001
17108O,Michael Street,Kilkenny,52.6543007,-7.249869400000001
17110B,Seville Place,Dublin,53.3523672,-6.2435366
17112F,Ballyhea,Cork,52.3086124,-8.6640347
17114J,Golden,Tipperary,999.0,999.0
17117P,Coolgreany,Wexford,52.767238600000006,-6.243135
17118R,CLARAN,Galway,53.47502239999999,-9.1630586
17119T,Station Road,Mayo,51.9139625,-8.3418162
17122I,NA GLEANNTA,Donegal,54.7971669,-8.2830316
17123K,Kilmainham Wood,Meath,53.847564500000004,-6.805241400000001
17124M,Drogheda Road,Louth,53.8521279,-6.537669999999999
17125O,Diffreen,Leitrim,54.323747899999994,-8.3199066
17126Q,Scotshouse,Monaghan,54.125432200000006,-7.2470916
17127S,Hacketstown,Carlow,52.8639,-6.5569
17129W,RATH NA MBEACH,Mayo,54.100342000000005,-9.3158456
17130H,Machaire Rabhartaigh,Donegal,55.137977600000006,-8.183108599999999
17133N,"Newtown,",Waterford,52.221463,-7.3898812000000005
17138A,ARD ACHADH,Limerick,58.002770999999996,-4.245933999999999
17140K,Ballysloe,Tipperary,52.63779,-7.6092
17148D,Seafield Road West,Dublin,53.363626399999994,-6.196904
17150N,St Mary's Hill,Monaghan,54.24716779999999,-6.9753527
17152R,Knockskeagh,Cork,51.664886700000004,-8.928570800000001
17154V,Mullagh More,Galway,53.202709999999996,-8.40272
17155A,Athlacca,Limerick,52.4570194,-8.646662199999998
17156C,SMITH'S ROAD,Cork,53.317277000000004,-6.3916974
17159I,Garranbane,Waterford,52.1138916,-7.5647686
17161S,KILTALLAGH,Kerry,52.1704988,-9.700635
17162U,Cortown,Meath,53.6854292,-6.849888000000001
17167H,Lake Road,Westmeath,53.3968811,-7.7281268
17168J,Scoil Eoin,Cork,51.7646154,-8.6565357
17170T,Oghil More,Galway,45.623309000000006,-61.986565
17171V,Mullaghroe,Cork,999.0,999.0
17174E,Coon West,Kilkenny,52.83650720000001,-6.934135899999999
17175G,Bohermeen NS,Meath,53.6538174,-6.789312599999999
17176I,MULRANNY,Mayo,53.9056598,-9.7889196
17179O,BIRR,Tipperary,53.0980052,-7.9096882
17180W,Cloontagh,Donegal,55.2628052,-7.4116108999999994
17181B,Templerainey,Wicklow,52.8087794,-6.1514546999999995
17182D,School Road,Westmeath,53.446280099999996,-7.4876069
17184H,OOLA,Limerick,52.53198879999999,-8.2617179
17188P,Clonmacnoise,Offaly,53.3243514,-7.9879698
17189R,RATHOWEN,Westmeath,53.52593340000001,-7.338137799999999
17194K,BALLYCULLANE,Wexford,52.2796935,-6.8389785000000005
17195M,Chapel Street,Louth,54.006283700000004,-6.3996307
17197Q,Tuam,Galway,53.5141156,-8.8565177
17198S,Shannonbridge,Galway,53.3280519,-8.2011777
17200C,CONAHY,Kilkenny,52.76334,-7.305960000000001
17203I,Baile Ghib,Meath,53.708595200000005,-6.7494683
17206O,Kinlough,Leitrim,54.3460192,-8.2478624
17207Q,Beagh Beg,Galway,53.5040253,-9.0289345
17209U,Cooneal,Mayo,54.1668794,-9.211813000000001
17210F,Williams Park,Dublin,53.32472729999999,-6.2678968
17211H,Williams Park,Dublin,53.3252105,-6.2661619
17212J,Knockainey,Limerick,52.4797098,-8.4328809
17213L,MA NEALTA,Meath,53.72718029999999,-6.876972200000001
17214N,St Philomenas Road,Dublin,53.3675723,-6.2732106
17217T,Green Street,Wexford,52.3331446,-6.4644915
17218V,Castlecomer Road,Kilkenny,52.6676289,-7.2511428
17220I,Meath Hill,Meath,53.889107200000005,-6.7279172
17221K,School Road,Galway,49.3237408,-117.6593341
17222M,Galmoy Parochial School,Kilkenny,52.792179000000004,-7.571212700000001
17223O,St. Mary's & St. Gerard's NS,Wicklow,999.0,999.0
17224Q,Graigenamanagh,Kilkenny,52.5435622,-6.953831
17228B,Rathdrum,Wicklow,52.935520200000006,-6.233824299999999
17230L,Killoughter,Cavan,54.08809599999999,-7.3100552
17231N,Clashnagarrane,Kerry,52.098022,-9.4888829
17233R,Enniskillen Road,Leitrim,54.302790599999994,-8.1693438
17235V,GOREY,Wexford,52.699444400000004,-6.2172222
17236A,Boher,Westmeath,53.461767099999996,-7.5944692
17237C,Coolbawn,Tipperary,53.005908999999996,-8.2695617
17240O,Tunnyduff,Cavan,53.959462300000006,-7.0590598
17241Q,Liscooley,Donegal,54.80113000000001,-7.64168
17242S,MAGH GLAS,Galway,53.198913600000004,-8.5660931
17244W,Redwood,Tipperary,53.0888481,-8.1151056
17245B,DRIPSEY,Cork,51.91393970000001,-8.719393
17246D,EIDHNEACH,Clare,52.8769834,-9.1767645
17251T,Knockanemore,Cork,51.875732899999996,-8.6662891
17253A,Donaguile,Kilkenny,52.7987573,-7.220515
17254C,Fairgreen,Kildare,53.2150823,-6.6643116
17260U,Killymard,Donegal,54.6699581,-8.103806
17263D,Oldtown,Dublin,53.522678000000006,-6.3154307
17265H,Rathdrum,Wicklow,52.9330689,-6.2350387000000005
17266J,Ballinagare,Roscommon,53.83465820000001,-8.3754826
17268N,Creevy,Donegal,54.5206317,-8.2271769
17270A,Scoil Cholmcille,Clare,52.93225279999999,-9.2292968
17271C,Mayo,Laois,52.8418541,-7.1276304
17273G,BAILE LOCHA RIACH,Galway,53.556111,-9.956944
17276M,Murgasty Road,Tipperary,52.4783088,-8.163693400000001
17277O,Ballytivnan,Sligo,54.281135600000006,-8.466480599999999
17280D,Knockaunglass,Galway,53.2974955,-8.7422855
17281F,TOGHER,Cork,51.737079,-9.164309
17283J,Geevagh,Sligo,54.098935700000006,-8.250077000000001
17289V,An Trá,Galway,53.064280000000004,-9.5175
17290G,Dysart,Westmeath,53.4706634,-7.461164599999999
17295Q,Maoil a'Chóirne,Waterford,999.0,999.0
17296S,Ballinahinch,Tipperary,999.0,999.0
17297U,Main Street,Cork,51.9424888,-7.9920158
17298W,KILBEHENNY,Limerick,52.266212700000004,-8.2698863
17299B,Effin,Limerick,52.3479636,-8.6078709
17300G,Lismire,Cork,52.236098299999995,-8.953569900000002
17301I,CLAR CLOINNE MHUIRIS,Mayo,54.015260399999995,-9.4289369
17304O,Annacurra,Wicklow,52.8415642,-6.3560742999999995
17312N,CULMULLEN,Meath,53.4895189,-6.6066902
17313P,Ballinlough Road,Cork,51.889856099999996,-8.4548174
17314R,Upper New Street,Kilkenny,52.646525600000004,-7.251961099999999
17315T,Readypenny,Louth,53.92747270000001,-6.4583504000000005
17318C,Larkhill Road,Dublin,53.38799350000001,-6.2476704000000005
17321O,Newport,Mayo,53.953759600000005,-9.969767
17323S,Chapel Hill,Cork,51.848544200000006,-8.3325695
17324U,Hollymount,Cork,52.0646306,-9.2070848
17326B,Farnham Street,Cavan,53.9926782,-7.3618837
17327D,Curraghmore,Westmeath,53.5298041,-7.2908148
17328F,An Clochán Liath,Donegal,54.932971900000005,-8.418086099999998
17329H,Boyle,Roscommon,53.972208200000004,-8.2972757
17330P,Glynn,Carlow,52.502531700000006,-6.9069588
17331R,Ballinakill,Galway,53.556111,-9.956944
17332T,Western Road,Tipperary,52.354017299999995,-7.7145039
17336E,Frankfort,Offaly,52.9135226,-7.9082606
17338I,Knocknahilan,Cork,51.839383500000004,-8.7223011
17339K,Rathdowney Road,Kilkenny,52.7515243,-7.5607899000000005
17341U,Moyglare Road,Kildare,53.3835054,-6.595511699999999
17349N,Lenamore,Kerry,52.525039899999996,-9.4177456
17351A,Ballygunner,Waterford,52.2257244,-7.0646633
17353E,STROKESTOWN,Roscommon,53.77586659999999,-8.1035319
17354G,Island Upper,Wexford,52.68234,-6.387169999999999
17355I,Mourne Road,Dublin,53.331987600000005,-6.3165699
17356K,Mourne Road,Dublin,53.331987600000005,-6.3165699
17357M,Kildalton,Kilkenny,52.3506545,-7.324994500000001
17358O,Cill Mhaoile,Kerry,52.369452,-9.760081800000002
17360B,Rathpeacon,Cork,51.9319677,-8.509984800000002
17362F,RATHCOOLE,Cork,52.0941821,-8.9734088
17363H,Crosshaven Boy's NS,Cork,51.803560499999996,-8.300607300000001
17364J,Ballinard,Limerick,52.5188226,-8.4687239
17365L,Aughaleemore,Kerry,52.095690000000005,-9.5396311
17367P,Navan Road,Dublin,53.3676738,-6.314392400000001
17368R,Corralough,Galway,999.0,999.0
17373K,St John's Road,Wexford,52.3380304,-6.46937
17374M,Gathabawn,Kilkenny,52.7668556,-7.4716100999999995
17432A,MOYVORE,Westmeath,53.534983,-7.626288000000001
17438M,Shanagolden,Limerick,52.5676772,-9.0942745
17440W,Currin,Cavan,54.1176605,-7.5882702
17441B,WOLFHILL,Laois,52.900453399999996,-7.1313307
17443F,Chapel Street,Wexford,52.3243588,-6.654124700000001
17444H,Carrabane,Galway,53.2298184,-8.6385558
17447N,Crannóg Buí,Donegal,54.7714169,-8.478712699999999
17450C,Poulfur,Wexford,52.2033157,-6.8557272
17456O,Cill Ronáin,Galway,53.1232125,-9.6703728
17459U,Annaly Road,Dublin,53.363698899999996,-6.2858989
17462J,Newtown,Carlow,52.59980529999999,-6.923082400000001
17463L,AN GORT MOR,Galway,53.341932299999996,-9.6152746
17464N,Kilkieran Road,Dublin,53.3689304,-6.297793799999999
17465P,RATOATH ROAD,Dublin,53.369954299999996,-6.3068154000000005
17466R,Ratoath Road,Dublin,53.370135600000005,-6.307028
17469A,BALLINDRAIT,Donegal,54.84416579999999,-7.565411900000001
17470I,Saint Raphaela's Road,Dublin,53.28194870000001,-6.204850599999999
17471K,Rosbercon,Wexford,52.400870399999995,-6.9544839000000005
17472M,Jordanstown,Dublin,53.526326399999995,-6.1658840999999995
17475S,Loughcutra,Galway,53.011342799999994,-8.8121433
17479D,Lacken,Cavan,53.91672020000001,-7.438992
17480L,Kentstown,Meath,53.647092,-6.696660499999999
17481N,Drummond,Carlow,52.4727794,-6.9012955
17482P,Clogher,Mayo,53.7602196,-9.2274002
17483R,Rusheen,Mayo,53.8143081,-9.5925692
17485V,Fohenagh,Galway,53.3862206,-8.3870102
17486A,CLERIHAN,Tipperary,52.4105812,-7.7558216
17487C,Caherconlish,Limerick,52.59422360000001,-8.476383
17488E,Aillebrack,Galway,53.4136709,-10.129168199999999
17489G,Abbeyleix,Laois,52.93135079999999,-7.4197005
17490O,Tynagh,Galway,53.15001899999999,-8.3736439
17493U,ROSENALLIS,Laois,53.135599,-7.411451400000001
17494W,RATHMORE,Meath,53.623632900000004,-6.915636999999999
17498H,TOOMEVARA,Tipperary,52.8642968,-8.1975561
17500O,Barndarrig,Wicklow,52.909980000000004,-6.11336
17501Q,Bennekerry,Carlow,52.830898499999996,-6.8700234
17502S,TOBAR PHEADAR,Galway,53.27066800000001,-9.0567905
17503U,An Luinnigh,Donegal,999.0,999.0
17505B,Glanmire,Cork,51.929052899999995,-8.395130900000002
17506D,Duniry,Galway,53.134071,-8.4115299
17507F,Ballybetagh Road,Dublin,53.2238654,-6.2106092
17508H,DURROW,Offaly,53.330853000000005,-7.508974
17510R,BALLYELLIS,Wexford,52.6997563,-6.4588456
17511T,Thurles,Tipperary,52.6801064,-7.8044421
17512V,Rathcabbin,Tipperary,53.1171363,-8.028794099999999
17513A,Kilbride,Meath,53.5931879,-6.820512
17514C,Main Street,Carlow,52.6948009,-6.6477303
17515E,Aghabullogue,Cork,51.94430379999999,-8.8078507
17517I,Ennis,Clare,53.0132504,-9.3718521
17519M,Ballycarney,Wexford,52.5068183,-6.5819746
17520U,ROBINSTOWN,Meath,53.5936853,-6.7287629
17521W,Skryne,Meath,53.5857826,-6.561591900000001
17522B,Knockanore,Waterford,52.054006099999995,-7.8916894
17523D,DRUM UI CIANAIN,Offaly,52.9542394,-7.7941075
17525H,Dunmore East,Waterford,52.1536017,-6.997658599999999
17526J,Adamstown,Wexford,52.5068183,-6.5819746
17527L,Churchtown,Cork,52.268856,-8.7304847
17528N,Conna,Cork,52.09663320000001,-8.1189918
17529P,Brackloon,Galway,53.2861252,-8.5790024
17531C,Bailieboro,Cavan,53.8969115,-6.9528776
17532E,Cross Hill,Mayo,54.0238928,-9.8260445
