S-ID,Address Line 1,County,Lat (WGS84 GPS),Long (WGS84 GPS)
20337A,Emyvale,Monaghan,54.330498999999996,-6.994078900000001
20338C,Larkhill Road,Dublin,53.3859296,-6.2450322
20339E,Mill Street,Louth,54.0068036,-6.3905845
20345W,Leitir Meallain,Galway,53.241805799999995,-9.73263
20346B,Main Street,Wicklow,53.1109944,-6.067756500000001
20347D,Summerhill Downs,Laois,53.028728799999996,-7.2841027
20348F,Holywell Road,Dublin,53.4445361,-6.2082405
20349H,Ballymakenny Road,Louth,53.7321534,-6.3448421999999995
20350P,Doughiska Road,Galway,53.2828157,-8.983837300000001
20351R,Craddockstown Road,Kildare,53.2069454,-6.650994900000001
20352T,Balreask Old,Meath,53.6382005,-6.6712245999999995
20353V,Stradbally,Laois,53.014300899999995,-7.1447080000000005
20355C,Rocklow Road,Tipperary,52.4688764,-7.698703599999999
20382F,Campas Oideachais Chill Dhéagláin,Meath,53.51124420000001,-6.4125431
20383H,Barnwell Road,Dublin,53.391707999999994,-6.4451605
20384J,Powerstown Road,Dublin,53.4143552,-6.3916040999999995
20385L,Banada,Sligo,54.0382306,-8.8472834
20387P,Kilcormac,Offaly,53.1745991,-7.725009599999999
20388R,Evergreen Road,Cork,51.8887102,-8.467513400000001
20389T,Ballyphehane,Cork,51.8834555,-8.480082800000002
20392I,"Ashtown Road,",Dublin,53.378316000000005,-6.320049099999999
20394M,Bóthar Bhaile an Phaoraigh,Dublin,53.4146189,-6.389480000000001
20396Q,Ashbourne Educate Together,Meath,53.51088539999999,-6.4113633000000005
20397S,Drumfinn Road,Dublin,999.0,999.0
20398U,Fortunestown Lane,Dublin,29.7344764,-95.5773871
20399W,St Anne's Road,Cork,51.934364,-8.571528500000001
20400E,Notre Dame Campus,Dublin,53.2938935,-6.250700599999999
20401G,Belarmine Vale,Dublin,53.2602635,-6.216629900000001
20402I,Fortunestown Lane,Dublin,53.286345,-6.4341943
20403K,Melitta Road,Kildare,53.159462899999994,-6.9024939
20404M,Coore,Clare,52.8125924,-9.351393
20405O,"Bishop St,",Limerick,52.6696505,-8.623153
20410H,An Coimín Mór,Galway,53.264713,-9.1256864
20411J,Ballycullen Drive,Dublin,53.277002,-6.335996400000001
20412L,Céide Bhaile Uí Chuilinn,Dublin,53.2766039,-6.337932299999999
20413N,Garryduff Sports Centre,Cork,51.8688627,-8.3970479
20421M,An Clochán Liath,Donegal,54.9487216,-8.3564393
20422O,Citywest Drive,Dublin,53.2845948,-6.418143799999999
20425U,Bóthar Bhaile Uí Ógáin,Dublin,53.2563314,-6.188632900000001
20426W,Balgaddy Road,Dublin,53.3402091,-6.4196929
20427B,Grey Abbey Road,Kildare,53.1546101,-6.913454
20428D,Bóthar Mhelitta,Kildare,53.1587231,-6.9007011
20429F,Basin Lane,Dublin,53.3403792,-6.2898805
20430N,Basin Street Upper,Dublin,53.339908900000005,-6.289453599999999
20431P,Keenagh,Mayo,54.0449147,-9.4705031
20432R,Carrick-on-Shannon,Leitrim,53.9457051,-8.0890674
20434V,Cahermurphy,Clare,52.63763050000001,-9.4829102
20435A,Kinsale,Cork,51.7050609,-8.528906
20436C,Dorset Street Upper,Dublin,53.354790200000004,-6.267345300000001
20437E,Brookstone Road,Dublin,53.39654350000001,-6.1329645
20439I,Rochfortbridge,Westmeath,53.4150309,-7.3033517
20440Q,Kingsfort Avenue,Cork,52.1395565,-8.6287757
20441S,Roslyn Park,Dublin,53.333026100000005,-6.214350700000001
20442U,C/O Carrigtwohill GAA Club,Cork,51.907123299999995,-8.2644921
20443W,Kilmacow,Kilkenny,52.318614399999994,-7.1746853
20444B,The Maudlins,Meath,53.550116599999996,-6.7851211
20445D,Malahide Road,Dublin,53.422541,-6.175854
20446F,Pond Road,Waterford,52.163933899999996,-7.149938499999999
20447H,Kilmurry McMahon,Clare,52.652280000000005,-9.29412
20448J,Ballyglunin,Galway,53.4100451,-8.8159356
20450T,Sisters of Charity,Dublin,53.322537,-6.332842299999999
20451V,Borrisoleigh,Tipperary,52.855106400000004,-7.8819593999999995
20452A,Broadford,Clare,57.2413917,-5.9096592
20453C,Bannow Road,Dublin,53.3708267,-6.2942275
20456I,Dublin Road,Galway,53.5119358,-8.8447426
20457K,Marsh House,Mayo,53.8569655,-9.3018627
20458M,Barrett's Park,Wexford,52.4051599,-6.9354666
20459O,Roxboro Road,Limerick,52.649869499999994,-8.614006800000002
20460W,Moylish Road,Limerick,52.6773517,-8.6414236
20461B,Sandymount Haven,Offaly,53.097609,-7.901370599999999
20462D,An Cimin Mor,Galway,53.2651054,-9.125216
20463F,Limekiln Lane,Dublin,53.30871,-6.331328
20464H,Limekiln Lane,Dublin,53.3086889,-6.3291287
20465J,Tubber Road,Galway,53.060731999999994,-8.8246397
20466L,Ballywaltrim,Wicklow,53.189379,-6.1251653
20467N,Emly,Tipperary,52.4636684,-8.3479663
20468P,Mountain Park,Dublin,53.286046999999996,-6.357216200000001
20469R,Coolgreaney Road,Wicklow,52.7982453,-6.1658580999999995
20470C,Hickey's Hill;,Wicklow,52.79518929999999,-6.1581444
20473I,Greystones Rugby Club,Wicklow,53.133915,-6.067326
20475M,Thurles,Tipperary,52.589474800000005,-7.5418103
20476O,Newline Road,Clare,52.817244499999994,-8.8604374
20477Q,Skibbereen,Cork,51.5543648,-9.2605593
20478S,Ballyduff,Kerry,52.45306579999999,-9.6660663
20480F,Aughnaharna,Laois,53.02894989999999,-7.276219500000001
20481H,Castlemoyle,Wexford,52.4016782,-6.9295614
20482J,Castlemoyle,Wexford,52.401512700000005,-6.930813400000001
20483L,Ballinamore,Leitrim,54.0521745,-7.809116
20485P,Ballyroan,Laois,52.9483991,-7.304667599999999
20486R,DCU All Hallows Campus,Dublin,53.372019099999996,-6.2474635
20487T,Páirc Finsbury,Dublin,53.2934497,-6.252429900000001
20488V,Armagh Road,Dublin,53.31979690000001,-6.3070174
20491K,Ballyturn,Galway,53.052240000000005,-8.7523877
20492M,Mooncoin,Kilkenny,52.2963357,-7.262102400000001
20493O,Turnpike,Cork,52.2151735,-8.5859774
20494Q,Limekiln Road,Dublin,53.30499770000001,-6.3282772000000005
20496U,Fernbank,Limerick,52.6653299,-8.636772599999999
20497W,Boherboy Road,Cork,51.9129299,-8.424435
20498B,Roscommon Town,Roscommon,53.6277461,-8.1965326
20499D,Partry,Mayo,53.696386700000005,-9.278053199999999
20500I,Cumann Rugbaí Bhaile an Chollaigh,Cork,51.8825498,-8.6239326
20501K,151-153 Harold's Cross Road,Dublin,53.32364739999999,-6.27766
20502M,Scoil Sinead Pelletstown,Dublin,13.013544,80.2496014
20503O,C/O The Red Door School,Dublin,53.28715450000001,-6.1551010999999995
20504Q,Rossmore,Tipperary,52.6165851,-8.003985700000001
20505S,Allenwood,Kildare,53.2840375,-6.863519800000001
20506U,Kilkenny Road,Kilkenny,52.78627420000001,-7.335497999999999
20507W,"St. Laurence Place East,",Dublin,53.3501184,-6.242270700000001
20508B,Bothar Brugha,Louth,53.7210201,-6.3542175
20509D,Chapel Road,Dublin,53.528911300000004,-6.1684510999999995
20510L,C/O Sharkey Hill Community Centre,Mayo,53.803698100000005,-9.5307738
20511N,Fermoy Educate Together N.S.,Cork,52.138009499999995,-8.279230400000001
20512P,Carrowomre-Lacken,Mayo,53.1389345,-6.4903712
20513R,Crossmolina,Mayo,54.098057999999995,-9.318468
20517C,"Bóthar Naomh Mobhí,",Dublin,53.363383299999995,-6.25786
20518E,Lána na Cille,Dublin,53.279429500000006,-6.16248
20519G,Grange Abbey Road,Dublin,53.402144400000005,-6.1702442
20520O,151/153 Harold's Cross Road,Dublin,53.32364739999999,-6.27766
20522S,c/o Colaiste Stiofain Naofa,Cork,51.8765833,-8.4809062
20523U,Grafton House,Dublin,53.278403299999994,-6.211323
20524W,NTMK Educate Together NS,Wicklow,53.092781499999994,-6.1120231
20525B,Killester Raheny Clontarf ETNS,Dublin,53.3715595,-6.2026242
20526D,Leixlip ETNS,Kildare,53.37072270000001,-6.5150955
20527F,f/ch Gaelscoil Uí Fhiaich,Kildare,53.3940711,-6.5980813
20528H,Swords South,Dublin,53.4517853,-6.2432454
20545H,Haddington Road,Dublin,53.3352738,-6.240335
20546J,Ashbourne,Meath,53.5041275,-6.3881152000000005
20547L,Tuam,Galway,53.513402799999994,-8.8487054
60010P,Brick Lane,Dublin,53.612578500000005,-6.185803400000001
60021U,Baldoyle,Dublin,53.3969916,-6.126854
60030V,Blackrock College,Dublin,53.3032244,-6.1911629999999995
60040B,Rock Road,Dublin,53.30602929999999,-6.195331299999999
60041D,Baile an Bhóthair,Dublin,53.3025696,-6.2049226
60042F,Bóthar Stigh Lorgan,Dublin,53.302099399999996,-6.2063058
60050E,Mount Merrion,Dublin,53.2926895,-6.202642099999999
60070K,Dominican College Sion Hill,Dublin,53.3013306,-6.1892508
60081P,Stradbrook Rd,Dublin,53.287178000000004,-6.162801
60090Q,Upper Glenageary Road,Dublin,53.2773709,-6.130588200000001
60092U,Clonkeen Road,Dublin,53.269871499999994,-6.157174400000001
60100Q,College Rd,Dublin,53.368281499999995,-6.3683856
60120W,Tower Road,Dublin,53.359926,-6.358112
60121B,Clondalkin,Dublin,53.3202794,-6.397350599999999
60122D,New Road,Dublin,53.32045260000001,-6.3931241
60130C,Dalkey,Dublin,53.2795181,-6.0996002
60140F,Mount Anville Road,Dublin,53.29308220000001,-6.2231361
60180R,Monkstown Park,Dublin,53.2899387,-6.1482453
60240J,Springfield Park,Dublin,53.272407799999996,-6.175324099999999
60250M,Military Road,Dublin,53.2531446,-6.1140550000000005
60260P,Ballinclea Road,Dublin,53.2708551,-6.1240119
60261R,Upper Kilmacud Rd,Dublin,53.284660200000005,-6.2213697
60262T,Loughlinstown,Dublin,53.2510054,-6.1383621
60263V,Lucan,Dublin,53.357926799999994,-6.4409843
60264A,Roselawn,Dublin,53.3568794,-6.432607
60272W,Palmerstown,Dublin,53.3588868,-6.387131
60290B,Sybil Hill,Dublin,53.3730167,-6.193413700000001
60291D,Raheny Road,Dublin,53.388932,-6.169582
60300B,Watermill Road,Dublin,53.3785542,-6.1729940999999995
60310E,Upper Churchtown Road,Dublin,53.296694200000005,-6.264219799999999
60320H,Whitechurch,Dublin,53.2665156,-6.2688106
60321J,Edmondstown Road,Dublin,53.262671,-6.300305000000001
60340N,Beaufort,Dublin,53.292107900000005,-6.2832087
60341P,Ballyroan Crescent,Dublin,53.2848024,-6.3028515
60342R,Hillside Park,Dublin,53.28599570000001,-6.2962697
60343T,Convent Lane,Dublin,53.520195900000004,-6.091068099999999
60361V,St. Raphaela's Road,Dublin,53.2819004,-6.2092985
60370W,Dublin Road,Dublin,53.3892178,-6.117936299999999
60380C,Greenfield Road,Dublin,53.387426399999995,-6.1004037
60381E,St Fintans Road,Dublin,53.3766884,-6.0931013
60383I,Dublin Road,Dublin,53.4525311,-6.2249102
60390F,Merville Ave,Dublin,53.363939,-6.233694
60400F,Finglas Road,Dublin,53.3682916,-6.2749443
60410I,James's Street,Dublin,53.340441000000006,-6.2893134
60420L,Griffith Avenue,Dublin,53.3692639,-6.228192
60430O,Christian Brothers,Dublin,53.350553399999995,-6.275816799999999
60440R,North Richmond Street,Dublin,53.3584422,-6.2502078
60450U,Bothar Rath Tó,Dublin,53.362176399999996,-6.297909099999999
60470D,Synge Street CBS Secondary School,Dublin,53.3336353,-6.267515400000001
60471F,Artane,Dublin,53.38141360000001,-6.217036599999999
60480G,Long Mile Road,Dublin,53.3243324,-6.3309735
60481I,Collins Avenue Ext,Dublin,53.3846085,-6.2517664
60490J,Westland Row,Dublin,53.342825,-6.248949
60491L,Nephin Road,Dublin,53.3665733,-6.3031375
60500J,Ballsbridge,Dublin,53.3330343,-6.2270398
60510M,Le Fanu Rd,Dublin,53.3446958,-6.3542329
60511O,Beneavin Road,Dublin,53.38940110000001,-6.286723
60520P,6 Great Denmark Street,Dublin,53.355810999999996,-6.2624949999999995
60530S,Sandford Road,Dublin,53.3169236,-6.249274400000001
60540V,89 Lower Leeson Street,Dublin,53.335270799999996,-6.2558832
60550B,Coolock Village,Dublin,53.387843999999994,-6.204044000000001
60560E,73-79 Lower Rathmines Road,Dublin,53.327449800000004,-6.267249700000001
60561G,Ailesbury Road,Dublin,53.320001899999994,-6.2167167
60562I,Templeville Road,Dublin,53.3041375,-6.311916200000001
60570H,Templeogue Road,Dublin,53.3038,-6.2942162
60581M,Ballygall Rd East,Dublin,53.3853781,-6.277809099999999
60590N,28 Clyde Road,Dublin,53.3279611,-6.2403492
60630W,Roebuck Road,Dublin,53.303762199999994,-6.229596400000001
60640C,Sandford Road,Dublin,53.3228313,-6.2497796999999995
60650F,Booterstown Ave,Dublin,53.306436,-6.1976358
60660I,St Patricks Close,Dublin,53.3390348,-6.2715525
60670L,Danum,Dublin,53.3059009,-6.2729587
60690R,"204, Griffith Ave",Dublin,53.37436410000001,-6.249518
60700R,Bóthar Mobhí,Dublin,53.3745441,-6.2623067
60710U,Donnybrook,Dublin,53.321763,-6.2424904
60720A,Ballyfermot,Dublin,53.3445522,-6.3472355
60731F,Cabra,Dublin,53.3714993,-6.3075605
60732H,Drumfinn Road,Dublin,53.348866,-6.358626999999999
60741I,Wellmount Road,Dublin,53.3868506,-6.301467400000001
60750J,1 Belgrove Road,Dublin,53.360006000000006,-6.1978615
60770P,St. Mary's Secondary School,Dublin,10.6588353,-61.51048620000001
60791A,Brookwood Meadow,Dublin,53.3790414,-6.201694799999999
60792C,Presentation Secondary School,Dublin,53.3359772,-6.2778127
60800V,Crumlin Road,Dublin,53.329420999999996,-6.297683
60810B,Swords,Dublin,53.4543605,-6.2450791
60820E,53 St Stephens Green,Dublin,53.33682829999999,-6.2563519
60840K,Glandore Road,Dublin,53.37600379999999,-6.235165
60841M,Armagh Road,Dublin,53.318737600000006,-6.3074433
60843Q,Stanhope Street,Dublin,53.3526,-6.2819047999999995
60851P,Walkinstown,Dublin,53.3225312,-6.3319852999999995
60853T,King's Inns Street,Dublin,53.3520287,-6.2687145
60860Q,Templeogue Road,Dublin,53.3004921,-6.2961531
60870T,Beaumont,Dublin,53.3856792,-6.2304959
60871V,St Brendan's Drive,Dublin,53.3862514,-6.1996219
60872A,Thomas Davis Street West,Dublin,53.3373353,-6.321879599999999
60890C,Charleville Road,Dublin,53.3215157,-6.2705757
60891E,Our Lady's Grove,Dublin,53.30071650000001,-6.2350684
60892G,12 Stillorgan Road,Dublin,53.314922700000004,-6.2279599
60902G,Greenhills,Dublin,53.30898979999999,-6.3304914000000005
60910F,Milltown,Dublin,53.310934499999995,-6.2483265
60930L,Enniskerry Road,Dublin,53.26106479999999,-6.2287431
60991I,Mourne Road,Dublin,53.330720400000004,-6.3195953000000005
61010U,Ballinteer,Dublin,53.27855989999999,-6.242000900000001
61020A,1 Zion Road,Dublin,53.309701100000005,-6.2743134000000005
61051L,Ballyjamesduff,Cavan,53.8653275,-7.197611
61060M,Cullies,Cavan,54.0097605,-7.3516468999999995
61070P,Cavan,Cavan,54.0127666,-7.373701700000001
61080S,College Street,Cavan,53.984493500000006,-7.361756599999999
61120E,Railway Rd,Carlow,52.84119870000001,-6.923405099999999
61130H,Knockbeg,Carlow,52.867315000000005,-6.9377338
61140K,Dublin Road,Carlow,52.839996,-6.927490799999999
61141M,Askea,Carlow,52.837017700000004,-6.908686500000001
61150N,Royal Oak Road,Carlow,52.700904599999994,-6.9701113
61220I,Doon Road,Kerry,52.5172998,-9.6738562
61250R,College Road,Kerry,52.2345409,-9.457899900000001
61260U,Presentation Secondary School,Kerry,52.2302027,-9.462488699999998
61301I,Baile an Ghóilín,Kerry,52.1271115,-10.3052475
61320M,Cill Airne,Kerry,52.0610117,-9.516926300000002
61340S,New Street,Kerry,52.0585011,-9.515911000000001
61360B,Laharn,Kerry,52.107145200000005,-9.795300300000001
61370E,Listowel,Kerry,52.4475421,-9.4760996
61380H,Listowel,Kerry,52.44808100000001,-9.4937056
61410N,Milltown,Kerry,52.1443087,-9.714081599999998
61440W,The Green,Kerry,52.26459129999999,-9.704812400000002
61450C,Ballymullen,Kerry,52.2660639,-9.700018199999999
61510R,Kilkenny Rd,Kilkenny,52.549377799999995,-7.3859701
61520U,St. Brigid's College,Kilkenny,52.5480079,-7.3889226
61550G,Sráid Shéamais,Kilkenny,52.653026100000005,-7.2561542
61560J,Secondary School,Kilkenny,52.6475799,-7.2549442
61570M,Castlecomer Road,Kilkenny,52.6677089,-7.247508099999999
61580P,Granges Road,Kilkenny,52.6589207,-7.261510400000001
61590S,Loughboy,Kilkenny,52.638977000000004,-7.2472104999999996
61661P,Celbridge,Kildare,53.3583155,-6.552336799999999
61680T,Newbridge,Kildare,53.188628,-6.7934194
61681V,Newbridge,Kildare,53.1845071,-6.7925469
61682A,Naas Road,Kildare,53.1832238,-6.7899728
61690W,Kilcullen,Kildare,53.130205200000006,-6.7467934000000005
61691B,"Church St,",Kildare,53.402984700000005,-6.6704329
61702D,Monasterevin,Kildare,53.1425507,-7.0665546
61710C,Naas,Kildare,53.216208400000006,-6.662163799999999
61720F,Clongowes Wood College SJ,Kildare,53.311435700000004,-6.6841631999999995
61730I,Colaiste Naomh Mhuire,Kildare,53.220220499999996,-6.6637766
61770U,Coolgreaney Road,Wicklow,52.7975306,-6.1660971
61780A,St Mary's Rd,Wicklow,52.7952681,-6.1579569
61790D,Dublin Road,Wicklow,53.2159155,-6.1208981
61800D,Putland Road,Wicklow,53.1923006,-6.1020267
61811I,Thornhill Road,Wicklow,53.20457,-6.135569
61820J,Vevay Rd,Wicklow,53.1968412,-6.1065022
61830M,Co-Educational School,Wicklow,53.1467248,-6.0609531
61860V,Wicklow Town,Wicklow,52.9771426,-6.0395438
61910K,New Road,Clare,52.847824800000005,-8.9795321
61920N,Ennis,Clare,52.8336549,-8.9835507
61930Q,College Road,Clare,52.846990500000004,-8.985466699999998
61940T,Ennistymon,Clare,52.94179200000001,-9.2895743
61950W,Ennistymon,Clare,52.938854799999994,-9.2986566
62000W,Lisdoonvarna,Clare,53.0305019,-9.2898619
62010C,Spanish Point,Clare,52.8466428,-9.4397015
62020F,Tulla,Clare,52.863721,-8.761016
62050O,Bandon,Cork,51.746973,-8.7442525
62060R,Bandon,Cork,51.7337153,-8.7480502
62061T,Árd Aoibhinn,Cork,51.740204,-8.731043
62090D,Blarney,Cork,51.9325413,-8.559821300000001
62130M,Carraig na bhFear,Cork,51.9847831,-8.4699168
62140P,Main Street,Cork,51.9100172,-8.2593248
62170B,Convent of Mercy,Cork,51.6269542,-8.8799914
62180E,Bishop's Street,Cork,51.854785299999996,-8.2937925
62200H,Crosshaven,Cork,51.801271,-8.2981646
62210K,Doneraile,Cork,52.221531299999995,-8.583857400000001
62260C,Fermoy,Cork,52.1372158,-8.2790351
62270F,Fermoy,Cork,52.135928,-8.2773
62290L,Kanturk,Cork,52.178266,-8.9116213
62301N,Gleann Maghair,Cork,51.9180756,-8.398856
62310O,Macroom,Cork,51.9064068,-8.9643844
62320R,St. Marys Secondary School,Cork,51.9036256,-8.9579788
62330U,Mallow,Cork,52.138836700000006,-8.6449705
62350D,Bathview,Cork,52.141404,-8.641123
62360G,Castleredmond,Cork,51.9072005,-8.1703219
62370J,Connolly Street,Cork,51.9148487,-8.1711509
62380M,"Castleredmond,",Cork,51.908404299999994,-8.1692552
62420V,Mitchelstown,Cork,52.266212700000004,-8.2698863
62421A,Brigown,Cork,52.2654128,-8.2653065
62440E,Bakers Road,Cork,52.353758899999995,-8.678899699999999
62450H,Smiths Road,Cork,52.354392100000005,-8.6866722
62460K,Rochestown,Cork,999.0,999.0
62470N,Rosscarbery,Cork,51.583032,-9.0257308
62520C,Sidney Hill,Cork,51.9036375,-8.468166400000001
62530F,Our Lady's Mount,Cork,51.9082336,-8.4800141
62531H,An Mhainistir Thuaidh,Cork,51.9092254,-8.480668
62540I,St Patrick's Road,Cork,51.889868299999996,-8.473833500000001
62560O,"Capwell Road,",Cork,51.8895847,-8.4646216
62570R,The Mardyke,Cork,51.897589399999994,-8.4850617
62580U,Bishopstown,Cork,51.8829286,-8.517108
62590A,St Mary's Road,Cork,51.9065755,-8.478372199999999
62621I,Farranree,Cork,51.9119485,-8.4855478
62630J,Sharman Crawford Street,Cork,51.8957282,-8.4818746
62640M,St. Patrick's Hill,Cork,51.902890500000005,-8.4701155
62650P,Blackrock,Cork,51.895577200000005,-8.4157559
62661U,Model Farm Road,Cork,51.890072100000005,-8.5169905
62690E,1-3 Sidney Place,Cork,51.9022221,-8.4679331
62691G,Douglas Road,Cork,51.88350429999999,-8.4437439
62692I,Half Moon Lane,Cork,51.8845041,-8.462411099999999
62693K,Joe Murphy Road,Cork,51.883843799999994,-8.4784426
62730N,Gardiner's Hill,Cork,51.9083252,-8.454953300000001
62770C,St. Oran's Road,Donegal,55.131218999999994,-7.4582273
62830R,Letterkenny,Donegal,54.95174960000001,-7.7455758
62840U,Letterkenny,Donegal,54.9496892,-7.7411439
62861F,Stranorlar,Donegal,54.8040645,-7.7752411
62870G,"Ballygarraun South,",Galway,53.2990914,-8.7619332
62880J,Gearrbhaile,Galway,53.328762100000006,-8.226946700000001
62890M,Mackney,Galway,53.3223039,-8.2467489
62900M,Ballygar,Galway,53.5243338,-8.3215176
62930V,Castleblakeney,Galway,53.428941,-8.472976800000001
62960H,Nun's Island,Galway,53.272562199999996,-9.057961500000001
62970K,Br. Na Mara,Galway,53.269358200000006,-9.0616526
62980N,St. Mary's Road,Galway,53.270982700000005,-9.067082899999999
62981P,Threadneedle Road,Galway,53.264687300000006,-9.0830859
62990Q,Taylors Hill,Galway,53.268730500000004,-9.075493699999999
63001G,Threadneedle Road,Galway,37.2467307,-95.7122751
63040Q,Headford,Galway,53.4683378,-9.111010400000001
63050T,Kinvara,Galway,53.1387045,-8.9352155
63070C,Loughrea,Galway,53.1999042,-8.5609795
63090I,Mountbellew,Galway,53.46959150000001,-8.497463400000001
63100I,Oranmore,Galway,53.267644999999995,-8.9332681
63101K,Oughterard,Galway,53.430205900000004,-9.3291638
63130R,An Spideal,Galway,53.2437593,-9.3074602
63160D,Convent Of Mercy,Galway,53.5128392,-8.8478484
63170G,Currylea,Galway,53.517980200000004,-8.8490486
63171I,Woodford,Galway,53.0488882,-8.3971015
63190M,Retreat Road,Westmeath,53.4250057,-7.9258939
63210P,Retreat Rd.,Westmeath,53.4225836,-7.9220011
63221U,Kilbeggan,Westmeath,53.367584400000005,-7.4931893
63270K,Mullingar,Westmeath,53.52725699999999,-7.3468931
63280N,Mullingar,Westmeath,53.53917729999999,-7.355459700000001
63290Q,Mullingar,Westmeath,53.5297874,-7.346506
63300Q,Multyfarnham,Westmeath,53.612615299999995,-7.418688400000001
63310T,Rochfortbridge,Westmeath,53.4140718,-7.302465299999999
63430G,Borris Road,Laois,53.0499161,-7.279241000000001
63451O,Presentation Secondary School,Laois,53.0487946,-7.2801655
63550Q,Bunclody,Wexford,52.656527600000004,-6.646004
63560T,Mill Park Road,Wexford,52.49736039999999,-6.569093700000001
63570W,Enniscorthy,Wexford,52.5018716,-6.5612254
63600F,Mountgarrett,Wexford,52.3989956,-6.9390784
63610I,New Ross,Wexford,52.3960173,-6.9313993
63620L,Irishtown,Wexford,52.399562700000004,-6.9307020999999995
63630O,Rosbercon,Wexford,52.3985154,-6.953003599999999
63640R,Thomas St,Wexford,52.333357,-6.4650908
63650U,Secondary School,Wexford,40.7272231,-74.07150290000001
63660A,Pembroke Hill,Wexford,52.3226218,-6.485494200000001
63661C,Grogan's Road,Wexford,52.335814299999996,-6.4644837
63710M,Ballymahon,Longford,53.565993000000006,-7.7673962
63730S,Granard,Longford,53.780258999999994,-7.4883880000000005
63750B,Longford,Longford,53.7289198,-7.7937244
63760E,5 St. Joseph's Road,Longford,53.7254726,-7.7956046
63840C,Newfoundwell Rd,Louth,53.7242161,-6.3312049
63841E,Beamore Road,Louth,53.708510700000005,-6.3473845
63850F,Greenhills,Louth,53.7202731,-6.3269481
63860I,Sunnyside,Louth,53.711273399999996,-6.343114
63870L,Mornington Road,Louth,53.718546200000006,-6.303513400000001
63880O,Sraid an tSéipéil,Louth,54.0074434,-6.4014755999999995
63890R,"St.Marys College,",Louth,37.8413472,-122.1101354
63891T,Castleblayney Road,Louth,54.01649690000001,-6.427779900000001
63900R,Seatown Place,Louth,54.005274,-6.391833999999999
63910U,Dun Lughaidh,Louth,54.017001199999996,-6.426256400000001
63920A,The Crescent,Louth,53.9986444,-6.4088736
64130W,Kilfinane,Limerick,52.3616468,-8.4720349
64150F,Murroe,Limerick,52.6606116,-8.3889565
64170L,Newcastle West,Limerick,52.838173499999996,-6.9229213000000005
64180O,Don Bosco Road,Limerick,52.64753760000001,-8.8577807
64200R,Sexton Street,Limerick,52.658865899999995,-8.6223226
64201T,North Circular Rd,Limerick,52.665479000000005,-8.6408913
64220A,Laurel Hill Avenue,Limerick,52.655709400000006,-8.6382446
64240G,Corbally,Limerick,52.682005700000005,-8.6140658
64250J,Sexton Street,Limerick,52.66014860000001,-8.6218387
64260M,Laurel Hill Secondary School FCJ,Limerick,52.654989799999996,-8.6363918
64270P,Cnoc Na Labhras,Limerick,52.654989799999996,-8.6363918
64290V,Corbally,Limerick,52.6702789,-8.6145849
64310B,North Circular Road,Limerick,52.6615983,-8.6584185
64350N,Moatlands,Meath,53.6521339,-6.698026400000001
64360Q,Brew's Hill,Meath,53.65027560000001,-6.688175299999999
64370T,St Michaels,Meath,53.6520087,-6.6762401
64410F,Cavan Rd,Meath,53.7304775,-6.8860615
64420I,Franciscan College,Meath,53.634481900000004,-6.2358322
64450R,Patrick Street,Meath,53.5524517,-6.790107000000001
64500G,Balla,Mayo,53.8071689,-9.1375791
64510J,Sligo Road,Mayo,54.11516339999999,-9.1430837
64520M,Convent Hill,Mayo,54.1158044,-9.1628981
64570E,Belmullet via Ballina,Mayo,54.213564399999996,-9.982405300000002
64580H,Newport Road,Mayo,53.8574365,-9.308046800000001
64590K,Castlebar,Mayo,53.855838299999995,-9.2908054
64610N,Claremorris,Mayo,53.735131499999994,-8.980841499999999
64620Q,Claremorris,Mayo,53.732416,-9.0014401
64630T,Gortnor Abbey,Mayo,37.2467307,-95.7122751
64640W,Foxford,Mayo,53.98170129999999,-9.111371499999999
64660F,Louisburgh,Mayo,53.76469,-9.8057109
64690O,Swinford,Mayo,53.94192760000001,-8.952237599999998
64691Q,Tuar Mhic Éadaigh,Mayo,53.6654081,-9.350634
64700O,Westport,Mayo,53.801213399999995,-9.5125995
64710R,Westport,Mayo,53.80126479999999,-9.5175595
64750G,Carrickmacross,Monaghan,53.982733499999995,-6.716467
64760J,Carrickmacross,Monaghan,53.9733154,-6.7184699000000005
64770M,Castleblayney,Monaghan,54.11920920000001,-6.743226600000001
64810V,Monaghan,Monaghan,54.2639066,-6.9562484
64820B,Monaghan,Monaghan,54.244908499999994,-6.9727512
64830E,Corlatt,Monaghan,54.2412459,-6.939515299999999
64880T,Mitchell Street,Waterford,52.0878205,-7.622764900000001
64890W,Abbeyside,Waterford,52.100178,-7.591896
64900W,Convent Rd.,Waterford,52.0873907,-7.618377799999999
64930I,Barrack Street,Waterford,52.256242799999995,-7.1167978000000005
64940L,Park Road,Waterford,52.255927899999996,-7.1015948
64950O,Newtown,Waterford,52.253541,-7.102575
64970U,Cannon Street,Waterford,52.252364899999996,-7.126614699999999
64971W,Ozanam St.,Waterford,52.260354,-7.1273478
64990D,Ursuline Convent,Waterford,52.2459495,-7.1137591
65010R,Newtown Road,Waterford,52.251796399999996,-7.100313000000001
65080P,Abbeytown,Roscommon,53.626567,-8.19538
65090S,Convent of Mercy,Roscommon,53.627366099999996,-8.197550099999999
65100S,Strokestown,Roscommon,53.777427100000004,-8.1123617
65130E,Ballysadare,Sligo,54.210057299999995,-8.5115243
