P-ID,S-ID,Closest School (km),Num Sec Schools < 5km
4454822,60440R,0.6022182642150419,42.0
4304493,60440R,0.1374911333617493,42.0
4327472,60440R,0.9417052563599638,38.0
4465980,60440R,0.5228427475534654,43.0
4466411,60440R,0.3854103820039405,44.0
4449847,60440R,0.4049370635374817,40.0
4466414,60440R,0.4678646862379097,40.0
4465305,60440R,0.5775154311643558,42.0
4448287,60440R,0.6871563917541826,43.0
4459014,60440R,0.4096387382163228,44.0
4453405,60440R,0.4157859160776041,40.0
4434298,60450U,0.7016284516503908,39.0
4445269,60450U,0.494111531367013,39.0
4454265,60450U,0.7932666107565234,40.0
4462185,60450U,0.8471984257263735,40.0
4417875,60450U,0.3619878247798596,39.0
4464687,60470D,0.4253455310267752,45.0
4384543,60470D,0.19203168690490904,47.0
4434448,60470D,0.33185005459003325,48.0
4431964,60470D,0.33185005459003325,48.0
4457577,60470D,0.17435443698213796,46.0
4449495,60471F,0.6719174170781852,25.0
4420130,60480G,0.33477599542522185,35.0
4436719,60481I,0.7521237964925314,25.0
4450643,60481I,1.3041861341833043,24.0
4456381,60481I,0.4210028804861128,27.0
4454805,60481I,0.32710951607685873,27.0
4454629,60481I,2.4229396646189376,15.0
4431663,60481I,2.0660785257156333,18.0
4459884,60481I,0.8291643536885375,25.0
4449370,60481I,0.8688139763605759,25.0
4457174,60481I,0.7952348987813765,26.0
4429742,60481I,0.9752452325509564,25.0
4436004,60481I,0.2520678589668812,26.0
4446584,60481I,0.39512550443532735,27.0
4461041,60481I,2.4645175736927767,15.0
4419855,60490J,1.2563968308736548,41.0
4458673,60490J,0.42009903688543737,42.0
4450067,60490J,0.8942998394443863,42.0
4464682,60490J,0.3939695188479556,43.0
4457648,60490J,0.58220941232673,43.0
4455500,60490J,0.7468196944960046,41.0
4444570,60490J,0.5312305095479597,44.0
4418483,60490J,0.42009903688543737,42.0
4453203,60490J,0.9905710094965856,44.0
4459532,60490J,0.5169080144131661,45.0
4462718,60490J,0.58220941232673,43.0
4414713,60490J,0.8406361347535122,42.0
4384375,60490J,0.9160546819575296,42.0
4414672,60490J,0.4324992185071748,44.0
4428927,60490J,0.5068610864957546,44.0
4379861,60490J,0.8274649952996418,41.0
4449598,60490J,0.9905710094965856,44.0
4438969,60490J,0.8179942530644628,45.0
4459223,60490J,0.9002837895689406,44.0
4454491,60491L,0.5634760283185576,35.0
4452916,60500J,0.9396794111621604,44.0
4327230,60500J,0.387265900947065,44.0
4466797,60500J,0.3713646667978833,44.0
4465235,60500J,0.9630494000944628,45.0
4429924,60500J,1.222445039017604,43.0
4462976,60500J,0.9396794111621604,44.0
4458725,60500J,0.4340096102903042,40.0
4462359,60500J,0.8464735296698014,44.0
4458764,60500J,0.29111345782004505,40.0
4464850,60500J,0.5432714198980845,44.0
4405491,60500J,0.7185043171233715,43.0
4458377,60500J,0.8929622493255318,44.0
4448201,60510M,1.1745423864535194,15.0
4456343,60510M,0.3158180582055887,19.0
4422514,60510M,0.8773910284054964,21.0
4461532,60510M,0.6228440152023249,21.0
4465874,60511O,0.7019689200414029,20.0
4301569,60511O,0.40278208476548,21.0
4456773,60511O,0.7792767829793218,22.0
4430919,60511O,1.545731506209634,13.0
4458076,60511O,1.8393783454963468,13.0
4429709,60511O,1.4817637198104068,14.0
4448200,60511O,1.4606551238251888,13.0
4467276,60511O,0.5101241512456861,20.0
4464108,60511O,0.4041451017726046,21.0
4446211,60511O,0.4041451017726046,21.0
4466614,60511O,0.5207671905615288,20.0
4456571,60511O,1.9175061429764408,12.0
4433782,60520P,0.38264863536615296,41.0
4461666,60520P,0.7186525419777041,40.0
4433865,60520P,0.4531271724142033,40.0
4463668,60520P,0.7686154913147084,45.0
4448659,60530S,0.2496071056391561,49.0
4409242,60530S,0.3342472986971512,49.0
4376275,60540V,0.5412128561074694,49.0
4458206,60540V,0.7157892469594207,46.0
4462795,60540V,0.5744167713745003,48.0
4451959,60550B,1.8138996089490147,16.0
4467231,60550B,1.6351273028629278,17.0
4468166,60550B,1.619888646392242,16.0
4441781,60560E,0.5660187443170281,47.0
4449030,60560E,0.4729328158106917,45.0
4462128,60560E,0.5722884033867074,49.0
4370610,60560E,0.4834160049919745,47.0
4465565,60560E,0.31499036373257405,48.0
4416588,60560E,0.5409054716578497,45.0
4456592,60560E,0.2692173745766034,44.0
4457142,60560E,0.4476915209528704,48.0
4446370,60560E,0.26750437136194954,47.0
4359003,60561G,0.9195977771900486,33.0
4460901,60561G,0.9195977771900486,33.0
4451993,60561G,0.6901707266440207,35.0
4327587,60561G,0.9195977771900486,33.0
4468214,60562I,0.2979419525560574,28.0
4446490,60562I,0.3707542678825109,33.0
4462367,60562I,0.33831065434387736,31.0
4464064,60562I,0.5311773177845533,32.0
4453830,60562I,0.26328054354570823,32.0
4449083,60562I,0.38948757368911296,31.0
4459057,60570H,1.118701408430817,40.0
4456388,60581M,0.08645707303517439,23.0
4464815,60581M,0.42299581381756396,24.0
4464836,60581M,0.42299581381756396,24.0
4464830,60581M,0.42299581381756396,24.0
4454806,60581M,0.4649079611378169,25.0
4454231,60581M,1.8343441409626808,21.0
4463424,60581M,0.6997877064899836,25.0
4418686,60590N,0.34243274883692754,48.0
4461721,60590N,0.5851211511224325,45.0
4361632,60590N,0.19642047611301025,46.0
4467061,60630W,0.4557505051997315,39.0
4468554,60630W,0.34783962045535843,41.0
4468129,60650F,0.5068551183560037,33.0
4435675,60650F,0.3694005539623479,32.0
4095111,60650F,0.3910839121685756,32.0
4215044,60660I,0.5146161008031614,45.0
4312832,60660I,0.3391277663013976,48.0
4439448,60660I,0.3044864577648762,48.0
4444003,60660I,0.4984276710088951,43.0
4429783,60670L,0.8221981476910906,41.0
4467109,60670L,0.26725434257192465,46.0
4416525,60690R,0.765785696794865,37.0
4421537,60690R,0.4607704710822944,31.0
4456843,60690R,0.9089586846262668,37.0
4459478,60700R,0.13549538471431066,33.0
4462188,60700R,0.5536019806057222,36.0
4466986,60700R,0.25414193561831416,33.0
4445500,60710U,0.5887547413663531,46.0
4458661,60710U,0.43024755372024176,46.0
4447966,60710U,0.42328706641826463,46.0
4450567,60710U,0.4754789602598444,46.0
4448715,60720A,0.33285286925618796,23.0
4437323,60720A,0.26713381254322865,24.0
4453968,60731F,0.9682279564183252,29.0
4453170,60731F,1.282510958770406,24.0
4454704,60731F,1.1824730353403756,24.0
4464913,60731F,1.335873849323104,22.0
4433354,60732H,0.7857957077770005,17.0
4460460,60732H,0.7007275125583268,18.0
4440128,60732H,1.008550612150854,16.0
4449393,60732H,0.7765540415177348,18.0
4461019,60741I,0.580240062342041,18.0
4463586,60750J,0.0779045760803309,25.0
4270705,60750J,0.11592552494264485,25.0
4452955,60750J,0.8681128241188132,17.0
4465844,60750J,0.4544552400998028,28.0
4455860,60750J,1.1226715310225006,32.0
4467438,60791A,0.7489986590696494,23.0
4467515,60791A,0.7274397185236261,23.0
4369668,60791A,0.6880611556501198,23.0
4432249,60792C,0.4675632262582002,47.0
4449069,60792C,0.17821653304111493,48.0
4463405,60792C,0.2438259301048773,49.0
4431312,60792C,0.40571634697494574,45.0
4317054,60792C,0.2083026093381198,49.0
4466326,60792C,0.3907507567252351,47.0
4467517,60800V,0.5981130969837216,43.0
4463807,60800V,0.6281688072235766,41.0
4455388,60800V,0.370798524249248,44.0
4467608,60810B,0.6834943076067813,2.0
4459514,60810B,0.7720161929365355,2.0
4460276,60810B,0.6136244350050137,2.0
4467186,60810B,0.8576544076678716,2.0
4465209,60810B,1.216658426572754,2.0
4462233,60810B,1.0854871378121556,2.0
4462066,60840K,0.3641950712150373,31.0
4452143,60840K,0.6379399443435745,26.0
4441729,60841M,0.7088924670187371,41.0
4354539,60841M,0.8938859394008335,39.0
4428316,60841M,0.6956230537561265,35.0
4415010,60841M,0.3675021512829118,38.0
4458893,60841M,0.8927071774813891,39.0
4451284,60841M,0.7015298331313634,40.0
4416529,60841M,0.3227807508944189,40.0
4451283,60841M,0.7335312044332234,40.0
4468866,60841M,0.4619714426435231,41.0
4426752,60851P,1.047477270111416,25.0
4443946,60851P,0.5683824307317786,29.0
4461239,60851P,0.5200401581040556,29.0
4435830,60851P,0.5235519040562043,28.0
4463002,60851P,0.5019611538115067,34.0
4453463,60851P,0.5469066571464675,28.0
4374853,60853T,0.802406684306496,43.0
4466167,60853T,0.2652579066044343,41.0
4467656,60853T,0.7873757061007798,42.0
4466659,60853T,0.570829206272926,45.0
4458867,60853T,0.27674475352428496,41.0
4444301,60860Q,0.9213646123214392,26.0
4413788,60860Q,0.3626975020830625,33.0
4411373,60860Q,0.0968710104096428,38.0
4455476,60860Q,0.628443211234802,38.0
4467675,60860Q,0.6145953472342937,32.0
4462063,60870T,0.5986245430657532,25.0
4462400,60870T,0.7090140093195471,22.0
4427291,60870T,0.10895229688358647,26.0
4468768,60870T,1.1092967752332341,20.0
4466547,60870T,0.6451303700944321,26.0
4468707,60870T,0.8248900026449344,22.0
4452934,60871V,0.5206136459294536,18.0
4442452,60871V,0.3926797994323453,17.0
4451968,60871V,1.0100746819130741,17.0
4459106,60872A,1.0926735656520727,39.0
4355068,60872A,0.8842345566094623,38.0
4467240,60872A,1.3285604911893671,38.0
4460874,60872A,0.5912458862140094,36.0
4467287,60872A,0.2578946689938545,35.0
4467648,60890C,0.5149100782149397,49.0
4465767,60890C,0.5244024036512768,49.0
4453418,60890C,0.32099691696003624,44.0
4452618,60890C,0.8004740634045455,43.0
4466368,60890C,0.5202438761407899,49.0
4438547,60890C,0.7034460831200015,45.0
4441095,60890C,1.1323307895074088,44.0
4463876,60890C,1.2318679503388414,43.0
4468399,60890C,0.15296013568117134,46.0
4466109,60890C,0.5216317872604274,44.0
4451900,60891E,0.7677376980344589,45.0
4453176,60891E,0.20613919449501747,42.0
4459160,60892G,0.14517902988204773,37.0
4457640,60902G,2.0946412688850087,14.0
4455259,60902G,0.7352810490068117,31.0
4448650,60902G,0.736952174914131,31.0
4453564,60902G,2.514541632098626,14.0
4466963,60902G,0.758496413260695,24.0
4408571,60902G,0.2824600929234194,27.0
4466234,60902G,2.0599690054616318,15.0
4464199,60902G,0.9463335612934294,35.0
4435370,60902G,0.5441070520543074,29.0
4467573,60910F,0.3380951814063906,49.0
4463591,60910F,0.7957680284899022,45.0
4455337,60910F,0.5933248628873918,44.0
4440893,60910F,0.5650536137481562,44.0
4465997,60991I,0.2296993730735629,39.0
4454233,60991I,0.3358439248913559,34.0
4440261,60991I,0.2978462204913511,35.0
4462171,60991I,0.19563352817655946,37.0
4466200,60991I,0.5284031528559066,41.0
4351817,60991I,0.44497467614586506,35.0
4448470,61010U,1.085145722587763,24.0
4452390,61010U,0.8977980461630419,37.0
4460986,61010U,0.754664656025365,33.0
4466574,61010U,1.0301906918880013,38.0
4240955,61010U,0.5188120460245589,33.0
4459685,61010U,0.9253763119211532,38.0
4457823,61010U,0.4867691348900289,30.0
4460509,61010U,0.4867691348900289,30.0
4453715,61010U,0.9936059964518538,26.0
4458205,61010U,0.8398475879344741,33.0
4401118,61020A,0.5128095985143922,43.0
4459851,61020A,0.4626549336790142,44.0
4243543,61020A,0.8853274937396717,43.0
4451657,61020A,0.2724047753296613,46.0
4448892,61020A,0.6590673666245525,42.0
4468716,61051L,0.9639328376229462,1.0
4466285,61051L,0.5674455867117566,1.0
4438767,61051L,8.063625698124572,0.0
4331988,61051L,6.996075462052407,0.0
4468522,61060M,1.431863654389664,3.0
4460922,61070P,32.8062767067755,0.0
4416538,61070P,1.5265996776077446,3.0
4443462,61070P,23.16750313891243,0.0
4468715,61070P,11.047895338498291,0.0
4460033,61080S,1.2691292994667471,3.0
4435297,61080S,0.955937749321066,3.0
4448993,61080S,1.5205751367439675,3.0
4468647,61130H,14.701093049987076,0.0
4465943,61140K,1.0705589350930145,5.0
4418173,61140K,0.9704204099109132,5.0
4452791,61140K,1.3811097059537627,5.0
4460368,61141M,1.0181054756881185,5.0
4449022,61141M,0.4904242120646543,5.0
4460297,61141M,0.3115479862316131,5.0
4463512,61141M,1.1280612385244195,5.0
4456082,61141M,12.716315442472375,0.0
4430223,61141M,1.191569694486574,5.0
4432902,61150N,12.315427059904088,0.0
4467133,61150N,11.316649100940106,0.0
4455722,61150N,10.371414170600037,0.0
4419739,61220I,9.451551218333746,0.0
4463092,61220I,17.924264544079584,0.0
4462070,61301I,3.72848010457098,1.0
4463548,61340S,40.250587824496336,0.0
4438125,61340S,2.614194790371027,2.0
4436215,61340S,0.05855020968447092,2.0
4460325,61340S,21.256886700689662,0.0
4425297,61340S,19.65713331835801,0.0
4444497,61360B,8.052544799444098,0.0
4422832,61370E,0.8077040249236619,2.0
4450124,61370E,10.18760171220323,0.0
4449700,61370E,10.18760171220323,0.0
4459248,61370E,0.7989747766495291,2.0
4447225,61440W,0.8223174805597783,3.0
4431034,61440W,0.7268648765202789,3.0
4468276,61450C,0.5741384047214834,3.0
4432840,61450C,1.1110664635453822,3.0
4414320,61450C,1.2343483661677934,3.0
4456125,61450C,1.687407272262972,3.0
4450781,61450C,2.121771372278007,3.0
4461582,61450C,0.5825885309110795,3.0
4465590,61450C,1.4504170084664254,3.0
4438855,61520U,0.5315662066061996,2.0
4443054,61550G,0.1553128344828818,5.0
4457488,61550G,0.7265948006890459,5.0
4465994,61550G,0.7767202660518833,5.0
4381598,61550G,1.005556764644308,5.0
4468442,61560J,0.3176631259324413,5.0
4453936,61560J,0.5412630647054364,5.0
4465773,61560J,1.1836612388198395,5.0
4459298,61560J,0.4372405933381649,5.0
4377500,61560J,0.7973988144667864,5.0
4451990,61570M,0.943594632621728,5.0
4461449,61570M,0.7912749817314715,5.0
4464735,61570M,1.226134490160733,5.0
4434007,61570M,0.7143285490274338,5.0
4449332,61590S,13.89340576092101,0.0
4465775,61590S,0.16233086608268904,5.0
4462175,61590S,0.374159665323466,5.0
4457649,61590S,13.753871236028926,0.0
4453763,61590S,0.17877272867533606,5.0
4440792,61590S,0.13610648712143414,5.0
4456787,61590S,0.7498520033036274,5.0
4415672,61590S,7.17209606991876,0.0
4450775,61590S,0.7755351083839581,5.0
4462093,61590S,15.044096039866211,0.0
4468601,61661P,3.228649094662845,1.0
4467929,61661P,2.653757857787882,2.0
4447676,61661P,3.6057841445750207,1.0
4466637,61661P,3.4193178791068632,3.0
4463231,61661P,3.4193178791068632,3.0
4459205,61661P,7.249002792090669,0.0
4465960,61661P,1.6548737957184456,1.0
4458204,61661P,2.610357283201129,1.0
4442883,61661P,1.8596276916954184,1.0
4465814,61661P,2.4404030112146065,1.0
4461543,61661P,3.227325768218269,1.0
4448250,61680T,0.3954478080620921,3.0
4467619,61680T,1.1456553072027562,3.0
4468864,61681V,8.573267967044456,0.0
4468867,61681V,8.573267967044456,0.0
4468873,61681V,8.573267967044456,0.0
4468876,61681V,8.573267967044456,0.0
4468903,61681V,8.573267967044456,0.0
4444218,61682A,6.333704490927751,0.0
4468469,61682A,2.3332209663931556,3.0
4466892,61682A,1.6112378665217468,3.0
4407927,61682A,1.5714241584757145,3.0
4445010,61690W,7.324313048689245,0.0
4445285,61690W,0.10143196634184512,1.0
4451864,61690W,6.363267599143097,0.0
4444782,61690W,6.2806907420865095,0.0
4453131,61690W,0.3882339315912048,1.0
4458714,61690W,0.3688924638537109,1.0
4466036,61690W,0.12358564633333033,1.0
4468798,61690W,8.830644554622182,0.0
4444017,61691B,6.334363711640662,0.0
4417181,61691B,9.75666799760974,0.0
4460169,61691B,0.4021428635594727,1.0
4448754,61702D,1.0818654601796822,1.0
4444730,61710C,0.96317568572388,3.0
4451171,61710C,12.184774873834472,0.0
4465156,61710C,9.08902233035435,0.0
4456066,61720F,3.5548418752843483,1.0
4456596,61720F,9.485921120210683,0.0
4418798,61720F,9.485921120210683,0.0
4440677,61720F,2.2981583802965875,1.0
4462519,61720F,9.063648475432279,0.0
4467446,61720F,1.7489134075241053,1.0
4376813,61720F,2.489416725017524,1.0
4379951,61730I,1.339079417558715,3.0
4446778,61730I,3.4276472960137374,3.0
4454426,61730I,3.4168775567747764,3.0
4453452,61730I,5.154401588707463,0.0
4463026,61770U,1.4517696836673786,2.0
4455733,61770U,16.66234392225612,0.0
4462406,61770U,15.507426946847891,0.0
4468656,61770U,0.4029492866453187,2.0
4432706,61770U,0.21370555072705466,2.0
4467290,61770U,16.461542600206954,0.0
4456492,61770U,0.7071625774864856,2.0
4464786,61770U,1.2888551885278154,2.0
4435781,61770U,15.902934962086404,0.0
4460220,61770U,0.28021227987824066,2.0
4377693,61770U,1.2933066329574872,2.0
4468574,61770U,11.179667802537523,0.0
4417917,61770U,16.310529884682516,0.0
4436961,61770U,16.42774472912005,0.0
4375562,61770U,15.264247087113404,0.0
4416307,61780A,1.942094032363472,2.0
4455179,61780A,0.9449643978709727,2.0
4452582,61780A,0.4301828891403471,2.0
4275224,61780A,11.365049787234039,0.0
4429061,61780A,0.42249668070876395,2.0
4462431,61780A,18.35562261618621,0.0
4451413,61780A,0.23508626094415996,2.0
4445359,61780A,17.36840967500583,0.0
4348433,61780A,17.992527709798924,0.0
4431115,61780A,17.837777813820487,0.0
4423157,61780A,19.278885139492427,0.0
4463685,61780A,18.202736967270226,0.0
4412925,61780A,17.877287146688328,0.0
4455402,61780A,19.854116021759605,0.0
4466061,61780A,0.3577423628581872,2.0
4463005,61780A,18.701324986570448,0.0
4401808,61780A,0.5998275912484877,2.0
4453103,61780A,16.934552834862608,0.0
4465927,61790D,1.2316864872200912,9.0
4441950,61790D,1.2350867913455632,9.0
4438201,61790D,1.1276174690127319,6.0
4454771,61800D,0.3698115109369389,7.0
4452746,61800D,2.0508995527107308,7.0
4462935,61800D,3.432226618907338,5.0
4446652,61800D,0.5191871198356034,7.0
4462950,61811I,3.2531863554864007,4.0
4468002,61811I,0.9848727264447468,6.0
4462932,61811I,1.119057881313513,6.0
4442786,61811I,1.6447026203454198,6.0
4451503,61820J,0.5387895869089301,6.0
4462138,61820J,0.3506457694452546,6.0
4466375,61820J,0.9772079909972288,6.0
4465843,61820J,0.4206199875662312,7.0
4449681,61820J,0.16497717486442942,7.0
4452743,61820J,0.7405634859921822,6.0
4454039,61830M,0.9839058457067976,4.0
4465395,61830M,3.6777374580448288,2.0
4420694,61830M,2.109098069042989,2.0
4460470,61830M,2.7578580062598244,2.0
4462926,61860V,1.6942707792229743,2.0
4459909,61860V,5.629850662315033,0.0
4467979,61860V,0.6022713996840132,2.0
4446604,61860V,0.8929877332975628,2.0
4457041,61860V,0.7984520125907558,2.0
4382275,61860V,0.8612209951325559,2.0
4467626,61920N,1.6886222170307577,3.0
4435834,61930Q,12.159932112406022,0.0
4468539,61940T,10.515364181893696,0.0
4445981,62050O,0.5589642368291385,3.0
4468808,62050O,0.4107587116156293,3.0
4446082,62050O,0.3524370253468705,3.0
