p_id,sale_price,property_type,beds,baths,area_sqm,routing_key,ber_rating,ber_energy,sec_school_distance,no_of_sec_schools_5k,pri_scholl_distance,no_of_pri_schools_5k,garda_distance,no_of_garda_5k,ann_mean_crime_0,total_crime_0,ann_mean_crime_1,total_crime_1,ann_mean_crime_2,total_crime_2,ann_mean_crime_3,total_crime_3,ann_mean_crime_4,total_crime_4,ann_mean_crime_5,total_crime_5,ann_mean_crime_6,total_crime_6,ann_mean_crime_7,total_crime_7,ann_mean_crime_8,total_crime_8,ann_mean_crime_9,total_crime_9,ann_mean_crime_10,total_crime_10,ann_mean_crime_11,total_crime_11,ed_english,pop_2016,hpindex_2016,ed_high,hl_prof,larent,unemployment,county,schoolrank,houses_sold,max_sale_price,min_sale_price,mean_sale_price,median_sale_price
4468403,95000.0,Apartment ,2.0,2.0,51.0,X91,C1,152.06,0.6676882854523927,7.0,0.5535604712574699,20.0,0.5835103638437295,2.0,329.67,3956.0,446.58,5359.0,467.83,5614.0,678.92,8147.0,180.5,2166.0,71.58,859.0,1.33,16.0,260.42,3125.0,1188.17,14258.0,46.0,552.0,1377.42,16529.0,67.58,811.0,MILITARY ROAD,763.0,-17.98239225,16.99804559,14.80996068,13.8550674,29.27793461,Waterford,,32.0,290000.0,40000.0,137741.200625,123500.0
4461716,640000.0,Duplex ,2.0,2.0,75.0,D04,B3,142.53,0.5545697289486331,46.0,0.2705589678606312,104.0,1.2938831666919428,14.0,57.5,690.0,288.08,3457.0,53.08,637.0,206.33,2476.0,77.67,932.0,49.17,590.0,0.83,10.0,14.42,173.0,272.75,3273.0,20.83,250.0,729.5,8754.0,15.25,183.0,PEMBROKE WEST C,4852.0,14.85072073,81.25012871,56.8219291,2.71702255,4.72950508,Dublin,15.0,28.0,1650000.0,250000.0,691816.0714285715,465000.0
4444469,375000.0,Apartment ,2.0,2.0,,D09,D1,,0.9411434493806754,40.0,0.21527543598591856,132.0,0.7605373329036981,16.0,150.5,1806.0,284.83,3418.0,171.42,2057.0,380.92,4571.0,70.42,845.0,66.58,799.0,1.17,14.0,122.42,1469.0,372.25,4467.0,64.08,769.0,840.92,10091.0,40.92,491.0,DRUMCONDRA SOUTH B,1697.0,4.73098353,56.14971247,41.543901,6.43096757,13.121136600000002,Dublin,,26.0,1460000.0,203000.0,493792.92307692306,472500.0
4456369,180000.0,Apartment ,2.0,1.0,67.0,D11,C3,205.54,1.9303290746970132,12.0,1.1316495870165444,58.0,2.0672670704252485,5.0,165.17,1982.0,160.0,1920.0,214.17,2570.0,432.75,5193.0,84.25,1011.0,25.5,306.0,1.25,15.0,33.92,407.0,313.67,3764.0,44.92,539.0,567.92,6815.0,48.58,583.0,BALLYMUN B,4379.0,-21.42904448,10.93266823,9.47704955,54.47598509,34.47686197,Dublin,,41.0,311000.0,123039.0,214762.86292682926,211000.0
4413684,168500.0,Apartment ,2.0,2.0,83.0,X35,C3,202.41,1.2197482041572851,3.0,1.2192524915929597,9.0,3.8416976070409463,1.0,82.5,990.0,75.0,900.0,76.5,918.0,142.58,1711.0,61.33,736.0,14.08,169.0,0.75,9.0,17.83,214.0,255.33,3064.0,3.25,39.0,217.42,2609.0,14.17,170.0,CLONEA,2710.0,-2.224024205,31.95979045,33.413402695,6.507235225,8.626501605,Waterford,238.0,6.0,300000.0,150000.0,201583.33333333334,168000.0
4459097,295000.0,Apartment ,2.0,2.0,71.0,D03,E2,318.32,0.4535173978124462,22.0,0.16798384980268438,88.0,1.7099023774937252,9.0,77.83,934.0,291.83,3502.0,80.17,962.0,330.83,3970.0,68.67,824.0,37.0,444.0,0.25,3.0,20.25,243.0,220.0,2640.0,45.92,551.0,711.08,8533.0,19.25,231.0,CLONTARF EAST C,3183.0,6.82604694,59.51103959,64.3732328,0.66037388,7.57673802,Dublin,25.0,23.0,1275000.0,125000.0,540304.3478260869,545000.0
4347498,295000.0,Apartment ,2.0,2.0,66.0,D08,B2,124.67,0.4034169842738815,44.0,0.35318384761468136,124.0,0.8733905937794882,16.0,144.75,1737.0,267.08,3205.0,153.08,1837.0,494.83,5938.0,104.17,1250.0,42.5,510.0,1.67,20.0,207.83,2494.0,481.42,5777.0,62.25,747.0,798.17,9578.0,49.17,590.0,USHERS C,3983.0,-6.66681291,35.84514691,23.80115491,31.42249947,19.76232686,Dublin,,41.0,815000.0,129000.0,314229.68292682926,290000.0
4467533,228000.0,Apartment ,2.0,2.0,,K78,C2,,0.6004907052525074,28.0,0.10245368026611323,91.0,1.103997656912748,9.0,96.33,1156.0,194.83,2338.0,280.75,3369.0,419.42,5033.0,103.42,1241.0,34.75,417.0,1.0,12.0,58.83,706.0,458.42,5501.0,30.08,361.0,561.67,6740.0,41.58,499.0,CHAPELIZOD,3056.0,5.15777131,55.70129076,48.756544500000004,11.29178031,8.66604384,Dublin,433.0,17.0,520000.0,6810.0,297860.35294117645,315000.0
4463440,155000.0,Apartment ,3.0,3.0,72.0,T12,D2,,1.2011826917427524,15.0,1.1453763946321178,35.0,1.595617640987833,7.0,31.5,378.0,76.25,915.0,38.17,458.0,105.0,1260.0,39.17,470.0,29.92,359.0,0.33,4.0,6.08,73.0,131.17,1574.0,5.67,68.0,357.92,4295.0,2.75,33.0,BISHOPSTOWN C,4925.0,-0.1197511,48.05253925,44.16243655,6.3373988,12.1113576,Cork,27.0,35.0,755000.0,100000.0,288192.0857142857,244000.0
4459402,650000.0,Apartment ,2.0,2.0,94.0,D13,D2,265.54,2.1728564874805905,4.0,0.3949907388916022,4.0,0.19962212574798946,1.0,31.33,376.0,140.25,1683.0,40.92,491.0,155.58,1867.0,31.42,377.0,14.92,179.0,0.33,4.0,9.42,113.0,120.42,1445.0,14.75,177.0,317.58,3811.0,9.67,116.0,HOWTH,8294.0,5.64440059,54.16434813,62.75620931,1.30621298,6.32320423,Dublin,67.0,35.0,2500000.0,213000.0,804087.0542857143,560000.0
4443628,250000.0,Apartment ,1.0,1.0,54.0,D01,C3,200.4,0.7354141898385079,45.0,0.11282523751759513,125.0,0.2626423496403063,16.0,291.67,3500.0,295.42,3545.0,509.25,6111.0,569.33,6832.0,121.75,1461.0,197.0,2364.0,2.17,26.0,165.25,1983.0,2022.33,24268.0,127.5,1530.0,4694.5,56334.0,122.25,1467.0,NORTH CITY,5654.0,4.71512084,61.01652652,26.936682,10.38193459,11.588482800000001,Dublin,20.0,8.0,485000.0,185000.0,274812.5,250750.0
4377497,725000.0,Apartment ,3.0,2.0,136.0,,C2,178.56,0.5944008714450516,9.0,0.054786823740432464,27.0,2.0177417483765203,2.0,117.17,1406.0,374.5,4494.0,146.92,1763.0,398.67,4784.0,62.5,750.0,56.08,673.0,0.75,9.0,195.83,2350.0,597.08,7165.0,27.58,331.0,826.25,9915.0,20.75,249.0,DALKEY-BULLOCK,1756.0,5.51043265,59.48009236,64.29384966,1.92586457,6.67913607,Dublin,43.0,13.0,1500000.0,440000.0,799192.3076923077,745000.0
4309492,209950.0,Apartment ,1.0,1.0,55.0,D13,D2,292.62,1.1656092592485736,12.0,0.3989394418680152,49.0,3.099734082926545,2.0,49.67,596.0,165.08,1981.0,74.25,891.0,204.67,2456.0,42.33,508.0,21.67,260.0,0.25,3.0,16.0,192.0,148.5,1782.0,30.25,363.0,336.33,4036.0,15.5,186.0,GRANGE B,5326.0,-0.65366185,39.1139711,32.83890349,8.05622093,10.68145124,Dublin,,38.0,680000.0,137966.87,287027.06684210524,265000.0
4466832,95000.0,Apartment ,2.0,2.0,77.0,N39,C3,,0.1161584755880493,2.0,0.05578681947774676,9.0,0.8095996904740759,1.0,90.17,1082.0,113.25,1359.0,73.08,877.0,146.5,1758.0,76.08,913.0,29.75,357.0,0.58,7.0,34.42,413.0,210.5,2526.0,6.17,74.0,275.75,3309.0,16.25,195.0,,,,,,,,Longford,239.0,16.0,240000.0,27500.0,79718.75,67500.0
4465757,375000.0,Apartment ,2.0,2.0,82.0,D18,B3,,1.23894290172426,12.0,0.9964853726093708,34.0,3.876785258827996,2.0,54.08,649.0,233.17,2798.0,49.5,594.0,182.33,2188.0,38.0,456.0,18.42,221.0,0.75,9.0,13.42,161.0,131.17,1574.0,14.42,173.0,392.83,4714.0,9.33,112.0,GLENCULLEN,19773.0,9.23503531,60.42719429,56.28887877,6.60337107,6.34231547,Dublin,,9.0,635000.0,385000.0,481561.5333333333,466960.0
4440098,340000.0,Apartment ,2.0,1.0,70.0,D01,D1,,0.38042537159473067,45.0,0.1760768024858674,125.0,0.3845500353896237,16.0,126.25,1515.0,210.33,2524.0,237.08,2845.0,506.08,6073.0,93.0,1116.0,49.83,598.0,1.83,22.0,3134.33,37612.0,512.83,6154.0,64.0,768.0,856.92,10283.0,68.83,826.0,INNS QUAY C,2757.0,-7.069579400000001,36.66649022,18.78853827,29.68291644,20.00432861,Dublin,456.0,46.0,2029950.0,9508.86,390982.6658695652,262500.0
4357856,275000.0,Apartment ,3.0,2.0,94.0,D13,B2,106.28,0.8144276066927681,11.0,0.08929183388203109,52.0,2.9865565626472264,2.0,49.67,596.0,165.08,1981.0,74.25,891.0,204.67,2456.0,42.33,508.0,21.67,260.0,0.25,3.0,16.0,192.0,148.5,1782.0,30.25,363.0,336.33,4036.0,15.5,186.0,GRANGE B,5326.0,-0.65366185,39.1139711,32.83890349,8.05622093,10.68145124,Dublin,,38.0,680000.0,137966.87,287027.06684210524,265000.0
4450719,300000.0,Apartment ,2.0,2.0,65.0,A63,C2,,1.2991881283867888,2.0,0.6566442395084662,9.0,1.4647096141035034,1.0,47.5,570.0,162.5,1950.0,33.08,397.0,159.75,1917.0,29.83,358.0,16.08,193.0,0.33,4.0,8.42,101.0,126.58,1519.0,7.08,85.0,301.33,3616.0,8.25,99.0,GREYSTONES,7258.0,5.82915146,53.84822793,59.16230366,2.85035272,7.599903599999999,Wicklow,194.0,48.0,1900000.0,155000.0,425401.575,321000.0
4422441,235000.0,Apartment ,1.0,1.0,39.0,D01,,,0.3792803749347126,44.0,0.22245895014168368,132.0,0.4675753119989465,15.0,133.17,1598.0,244.08,2929.0,175.0,2100.0,389.67,4676.0,67.83,814.0,47.5,570.0,1.08,13.0,30.83,370.0,349.25,4191.0,82.67,992.0,861.58,10339.0,55.25,663.0,MOUNTJOY A,5389.0,-4.7456174,41.92129552,16.96047504,26.01096574,22.67345889,Dublin,20.0,22.0,1400000.0,116709.0,303714.04545454547,252500.0
4468473,330000.0,Apartment ,2.0,1.0,54.0,D08,C2,195.37,0.3671691279969715,44.0,0.1867642814193936,116.0,0.3771864379602966,15.0,168.83,2026.0,350.75,4209.0,329.83,3958.0,464.83,5578.0,105.17,1262.0,66.83,802.0,1.25,15.0,57.75,693.0,624.33,7492.0,89.25,1071.0,1016.5,12198.0,63.25,759.0,MERCHANTS QUAY B,3966.0,3.9215225,61.35925909,31.46747352,11.30015847,15.15072081,Dublin,,28.0,9050000.0,30000.0,601373.2142857143,283750.0
4455808,395000.0,Apartment ,2.0,2.0,69.0,,D1,,0.3694005539623479,32.0,0.2389136108282419,59.0,1.86680922907753,6.0,60.92,731.0,279.67,3356.0,75.33,904.0,195.75,2349.0,49.67,596.0,49.42,593.0,0.25,3.0,14.58,175.0,242.42,2909.0,17.33,208.0,560.33,6724.0,11.5,138.0,BLACKROCK-BOOTERSTOWN,3436.0,12.87474956,77.08876647,65.54132712,0.82864685,4.84214718,Dublin,24.0,29.0,1150000.0,100000.0,539325.2793103448,440000.0
4415042,385000.0,Apartment ,2.0,2.0,69.0,D16,C1,,0.9919012859640916,37.0,0.2366081148826896,68.0,0.5016849516171682,6.0,91.5,1098.0,477.25,5727.0,198.42,2381.0,422.08,5065.0,83.58,1003.0,75.58,907.0,0.75,9.0,30.33,364.0,304.5,3654.0,29.25,351.0,1195.75,14349.0,17.67,212.0,DUNDRUM-KILMACUD,3274.0,12.110976699999998,72.47807324,65.11912034,1.72329605,4.5654211,Dublin,61.0,28.0,1210000.0,326000.0,549690.4642857143,499250.0
4466082,97500.0,Apartment ,2.0,2.0,70.0,H14,D1,,17.708654227331163,0.0,0.14961539525431766,4.0,0.6780169753082368,1.0,14.83,178.0,8.83,106.0,4.5,54.0,12.42,149.0,17.08,205.0,2.17,26.0,0.0,0.0,4.75,57.0,32.42,389.0,0.25,3.0,23.25,279.0,0.75,9.0,,,,,,,,Carlow,90.0,7.0,143000.0,70000.0,97428.57142857143,82000.0
4354341,174950.0,Apartment ,1.0,1.0,,D13,D2,291.29,1.2537716334019355,12.0,0.4949206830057091,48.0,3.0777101063667835,2.0,49.67,596.0,165.08,1981.0,74.25,891.0,204.67,2456.0,42.33,508.0,21.67,260.0,0.25,3.0,16.0,192.0,148.5,1782.0,30.25,363.0,336.33,4036.0,15.5,186.0,GRANGE B,5326.0,-0.65366185,39.1139711,32.83890349,8.05622093,10.68145124,Dublin,,38.0,680000.0,137966.87,287027.06684210524,265000.0
4468560,395000.0,Apartment ,2.0,2.0,,D18,B2,,0.9378595170018516,27.0,0.3433213018708378,51.0,2.0740096164266006,3.0,91.5,1098.0,477.25,5727.0,198.42,2381.0,422.08,5065.0,83.58,1003.0,75.58,907.0,0.75,9.0,30.33,364.0,304.5,3654.0,29.25,351.0,1195.75,14349.0,17.67,212.0,DUNDRUM-BALALLY,8035.0,8.59295474,57.98949182,49.19726198,9.84348024,8.58597763,Dublin,150.0,16.0,910000.0,60000.0,457406.25,429000.0
4435967,315000.0,Apartment ,2.0,2.0,74.0,A98,C1,,0.5795955406644095,6.0,0.20312724187400708,14.0,0.7627262806669576,3.0,129.92,1559.0,295.58,3547.0,203.0,2436.0,404.5,4854.0,88.83,1066.0,42.25,507.0,0.33,4.0,116.75,1401.0,513.0,6156.0,26.08,313.0,686.33,8236.0,37.33,448.0,,,,,,,,Wicklow,179.0,22.0,850000.0,100000.0,403393.0,355000.0
4461364,480000.0,Apartment ,2.0,2.0,93.0,D14,C1,,0.5777673683193322,45.0,0.6815911255343207,92.0,1.8057782618371885,10.0,108.5,1302.0,434.67,5216.0,235.33,2824.0,414.5,4974.0,97.75,1173.0,51.0,612.0,0.92,11.0,36.17,434.0,395.5,4746.0,35.83,430.0,847.08,10165.0,21.5,258.0,CHURCHTOWN-CASTLE,1476.0,8.41582747,52.92525154,55.55555556,11.95901454,6.20616545,Dublin,405.0,24.0,3950000.0,148549.0,666557.5966666667,515000.0
4453869,385000.0,Apartment ,2.0,1.0,60.0,D04,D1,,0.19940612244186626,35.0,1.1473545180394629,77.0,1.3998310776110328,9.0,57.5,690.0,288.08,3457.0,53.08,637.0,206.33,2476.0,77.67,932.0,49.17,590.0,0.83,10.0,14.42,173.0,272.75,3273.0,20.83,250.0,729.5,8754.0,15.25,183.0,PEMBROKE EAST C,3920.0,12.00176112,76.06340857,67.95918367,0.18494693,4.88521081,Dublin,,49.0,2575000.0,10000.0,806234.6734693878,705000.0
4460796,300000.0,Apartment ,1.0,1.0,43.0,D04,E1,321.68,0.7978927466670307,35.0,0.4533510963663733,74.0,1.818186663184087,10.0,36.0,432.0,248.83,2986.0,50.75,609.0,206.83,2482.0,32.0,384.0,29.17,350.0,1.42,17.0,14.67,176.0,175.0,2100.0,15.42,185.0,576.17,6914.0,11.25,135.0,PEMBROKE EAST C,3920.0,12.00176112,76.06340857,67.95918367,0.18494693,4.88521081,Dublin,,49.0,2575000.0,10000.0,806234.6734693878,705000.0
4464047,275000.0,Penthouse ,2.0,2.0,,H91,D2,278.11,0.2500712203523692,7.0,0.2009970473912827,27.0,0.4862621152830102,2.0,316.0,3792.0,393.67,4724.0,260.83,3130.0,607.33,7288.0,224.08,2689.0,111.08,1333.0,2.0,24.0,176.5,2118.0,1497.08,17965.0,30.83,370.0,1455.58,17467.0,33.75,405.0,CLADDAGH,2593.0,2.92961808,53.77947628,40.84072503,3.72852663,10.92564525,Galway,22.0,12.0,695000.0,175000.0,362416.6666666667,339500.0
4416209,105000.0,Apartment ,2.0,1.0,,V94,C2,,0.5807985281839173,10.0,0.3376791600269844,33.0,0.21927929001001387,3.0,235.08,2821.0,326.5,3918.0,297.83,3574.0,591.75,7101.0,185.0,2220.0,71.58,859.0,2.25,27.0,225.0,2700.0,1061.67,12740.0,48.67,584.0,1609.42,19313.0,71.17,854.0,DOCK B,1077.0,-5.50109331,36.48957494,22.19127205,16.35862595,17.34349049,Limerick,414.0,29.0,232000.0,52500.0,121189.6551724138,124000.0
4456488,149500.0,Apartment ,2.0,2.0,74.0,F23,D2,,0.7513124219260379,2.0,1.0817074051077085,10.0,1.501672898064133,1.0,94.75,1137.0,70.5,846.0,46.0,552.0,153.17,1838.0,59.92,719.0,24.17,290.0,0.42,5.0,19.5,234.0,276.25,3315.0,3.42,41.0,274.92,3299.0,7.17,86.0,CASTLEBAR RURAL,7308.0,-1.9283994,39.97028239,38.136289,6.19049825,12.90022322,Mayo,109.0,4.0,195000.0,140000.0,156250.0,145000.0
4462439,260000.0,Apartment ,1.0,1.0,48.0,D07,D2,,0.5291726411507744,46.0,0.5147202869251012,127.0,0.7062618327608386,17.0,126.25,1515.0,210.33,2524.0,237.08,2845.0,506.08,6073.0,93.0,1116.0,49.83,598.0,1.83,22.0,3134.33,37612.0,512.83,6154.0,64.0,768.0,856.92,10283.0,68.83,826.0,ARRAN QUAY B,4166.0,1.86729219,56.49973163,31.06096976,13.94581627,16.98553687,Dublin,363.0,30.0,547000.0,142288.14,335992.938,321000.0
4458620,304950.0,Apartment ,2.0,2.0,84.0,D18,B1,,0.4006601640583826,15.0,0.4210904433800356,42.0,3.523776109399256,2.0,91.5,1098.0,477.25,5727.0,198.42,2381.0,422.08,5065.0,83.58,1003.0,75.58,907.0,0.75,9.0,30.33,364.0,304.5,3654.0,29.25,351.0,1195.75,14349.0,17.67,212.0,GLENCULLEN,19773.0,9.23503531,60.42719429,56.28887877,6.60337107,6.34231547,Dublin,36.0,54.0,845000.0,127600.0,415636.36833333335,390000.0
4463389,550000.0,Duplex ,2.0,1.0,90.0,D02,G,,0.31852166920818625,49.0,0.4334373904787035,108.0,1.3394401736466377,16.0,494.67,5936.0,576.5,6918.0,356.42,4277.0,535.92,6431.0,133.25,1599.0,269.83,3238.0,2.42,29.0,138.92,1667.0,2474.67,29696.0,169.75,2037.0,4680.17,56162.0,103.58,1243.0,SOUTH DOCK,7004.0,10.90207182,73.56351778,49.71444889,10.64071163,7.76339994,Dublin,52.0,30.0,1450000.0,150000.0,471856.8,365000.0
4451840,365000.0,Apartment ,1.0,1.0,55.0,D02,C2,157.08,0.8592241808051624,41.0,0.6297182095185219,110.0,1.1643894800893402,12.0,291.67,3500.0,295.42,3545.0,509.25,6111.0,569.33,6832.0,121.75,1461.0,197.0,2364.0,2.17,26.0,165.25,1983.0,2022.33,24268.0,127.5,1530.0,4694.5,56334.0,122.25,1467.0,NORTH DOCK C,4214.0,-1.63031127,50.67152775,30.09017561,30.38744081,20.56213969,Dublin,,59.0,775000.0,30000.0,387613.35084745765,371727.85
4457963,300000.0,Apartment ,1.0,1.0,46.0,A94,D1,,0.28932300809680417,27.0,0.4456485200567504,46.0,0.7291288136138303,5.0,60.92,731.0,279.67,3356.0,75.33,904.0,195.75,2349.0,49.67,596.0,49.42,593.0,0.25,3.0,14.58,175.0,242.42,2909.0,17.33,208.0,560.33,6724.0,11.5,138.0,BLACKROCK-WILLIAMSTOWN,2982.0,12.11587962,73.92045991,63.68209256,2.91413923,5.53724435,Dublin,,19.0,2200000.0,280000.0,689921.052631579,560000.0
4447353,325000.0,Apartment ,2.0,1.0,50.0,D01,D1,258.95,0.6373795345734363,45.0,0.05697829635391746,130.0,0.26863047151179564,15.0,291.67,3500.0,295.42,3545.0,509.25,6111.0,569.33,6832.0,121.75,1461.0,197.0,2364.0,2.17,26.0,165.25,1983.0,2022.33,24268.0,127.5,1530.0,4694.5,56334.0,122.25,1467.0,NORTH CITY,5654.0,4.71512084,61.01652652,26.936682,10.38193459,11.588482800000001,Dublin,20.0,8.0,485000.0,185000.0,274812.5,250750.0
4452375,1100000.0,Apartment ,2.0,2.0,153.0,D02,Ex,,0.5348878137032048,43.0,0.31820331892095416,106.0,1.095508746214004,13.0,494.67,5936.0,576.5,6918.0,356.42,4277.0,535.92,6431.0,133.25,1599.0,269.83,3238.0,2.42,29.0,138.92,1667.0,2474.67,29696.0,169.75,2037.0,4680.17,56162.0,103.58,1243.0,SOUTH DOCK,7004.0,10.90207182,73.56351778,49.71444889,10.64071163,7.76339994,Dublin,,30.0,1450000.0,150000.0,471856.8,365000.0
4290792,219950.0,Apartment ,1.0,1.0,,D13,C1,157.92,1.1837462945652737,12.0,0.4227266350326155,49.0,3.0731593740434646,2.0,49.67,596.0,165.08,1981.0,74.25,891.0,204.67,2456.0,42.33,508.0,21.67,260.0,0.25,3.0,16.0,192.0,148.5,1782.0,30.25,363.0,336.33,4036.0,15.5,186.0,GRANGE B,5326.0,-0.65366185,39.1139711,32.83890349,8.05622093,10.68145124,Dublin,,38.0,680000.0,137966.87,287027.06684210524,265000.0
4459457,295000.0,Apartment ,2.0,1.0,64.0,D04,D2,,1.188944085703867,43.0,0.1171051957392058,103.0,0.6619153593012274,11.0,36.0,432.0,248.83,2986.0,50.75,609.0,206.83,2482.0,32.0,384.0,29.17,350.0,1.42,17.0,14.67,176.0,175.0,2100.0,15.42,185.0,576.17,6914.0,11.25,135.0,PEMBROKE EAST A,5078.0,-2.49667919,41.10521515,34.52146514,25.12099034,14.45859376,Dublin,491.0,56.0,1275000.0,150445.0,410816.23214285716,376000.0
4465067,450000.0,Apartment ,3.0,2.0,85.0,D09,,,0.9503625790664216,40.0,0.23826584873400405,132.0,0.7957344191026632,16.0,150.5,1806.0,284.83,3418.0,171.42,2057.0,380.92,4571.0,70.42,845.0,66.58,799.0,1.17,14.0,122.42,1469.0,372.25,4467.0,64.08,769.0,840.92,10091.0,40.92,491.0,DRUMCONDRA SOUTH B,1697.0,4.73098353,56.14971247,41.543901,6.43096757,13.121136600000002,Dublin,,26.0,1460000.0,203000.0,493792.92307692306,472500.0
4456902,265000.0,Apartment ,3.0,2.0,118.0,X91,B3,,1.9104481234387027,8.0,1.8263720363210871,19.0,3.2365558693724386,2.0,23.5,282.0,38.58,463.0,19.08,229.0,40.25,483.0,22.33,268.0,3.75,45.0,0.33,4.0,6.67,80.0,33.75,405.0,1.75,21.0,60.5,726.0,3.08,37.0,FARRANSHONEEN,5607.0,3.76743327,51.13475573,50.91849474,3.67680423,9.76998655,Waterford,,51.0,550000.0,63740.07,241153.15352941176,230000.0
4468749,89000.0,Apartment ,2.0,2.0,60.0,X91,E1,,0.5464677392458144,8.0,0.21865262758275586,20.0,0.2469326506764925,2.0,329.67,3956.0,446.58,5359.0,467.83,5614.0,678.92,8147.0,180.5,2166.0,71.58,859.0,1.33,16.0,260.42,3125.0,1188.17,14258.0,46.0,552.0,1377.42,16529.0,67.58,811.0,CENTRE B,236.0,-15.30555016,30.07518797,14.40677966,24.56140351,38.35616438,Waterford,,44.0,220000.0,13045.0,97836.25,86125.0
4468757,75000.0,Apartment ,1.0,1.0,50.0,X91,E1,,0.5585375769694805,8.0,0.2113848396660206,20.0,0.2347103546961557,2.0,329.67,3956.0,446.58,5359.0,467.83,5614.0,678.92,8147.0,180.5,2166.0,71.58,859.0,1.33,16.0,260.42,3125.0,1188.17,14258.0,46.0,552.0,1377.42,16529.0,67.58,811.0,CENTRE B,236.0,-15.30555016,30.07518797,14.40677966,24.56140351,38.35616438,Waterford,,44.0,220000.0,13045.0,97836.25,86125.0
4468755,89000.0,Apartment ,2.0,2.0,60.0,X91,E2,,0.5464677392458144,8.0,0.21865262758275586,20.0,0.2469326506764925,2.0,329.67,3956.0,446.58,5359.0,467.83,5614.0,678.92,8147.0,180.5,2166.0,71.58,859.0,1.33,16.0,260.42,3125.0,1188.17,14258.0,46.0,552.0,1377.42,16529.0,67.58,811.0,CENTRE B,236.0,-15.30555016,30.07518797,14.40677966,24.56140351,38.35616438,Waterford,,44.0,220000.0,13045.0,97836.25,86125.0
4458660,245000.0,Apartment ,3.0,2.0,78.0,X91,Ex,,10.472080659743195,0.0,0.8671569247484077,2.0,0.2300858721565609,1.0,7.58,91.0,15.92,191.0,5.67,68.0,18.92,227.0,8.0,96.0,0.42,5.0,0.0,0.0,0.58,7.0,19.17,230.0,0.33,4.0,28.83,346.0,0.33,4.0,KILLEA,1571.0,1.56652493,40.67659908,45.00318269,4.91892501,12.03669263,Waterford,,26.0,840000.0,160000.0,298568.5961538461,267500.0
4419958,275000.0,Apartment ,2.0,2.0,,D03,C2,176.73,0.22546801754505694,39.0,0.09926509595270673,131.0,1.1012818097739905,14.0,77.83,934.0,291.83,3502.0,80.17,962.0,330.83,3970.0,68.67,824.0,37.0,444.0,0.25,3.0,20.25,243.0,220.0,2640.0,45.92,551.0,711.08,8533.0,19.25,231.0,CLONTARF WEST D,2297.0,5.54540429,53.69053257,45.23291249,3.47776311,10.56531812,Dublin,,28.0,540000.0,100000.0,320599.8214285714,314233.5
4466191,445000.0,Apartment ,2.0,2.0,86.0,,B2,,0.3409428074020733,31.0,0.6158140123397009,62.0,1.7875452135922605,6.0,60.92,731.0,279.67,3356.0,75.33,904.0,195.75,2349.0,49.67,596.0,49.42,593.0,0.25,3.0,14.58,175.0,242.42,2909.0,17.33,208.0,560.33,6724.0,11.5,138.0,STILLORGAN-MOUNT MERRION,2383.0,9.55403007,68.47029402,67.6877885,0.51176272,6.01888175,Dublin,2.0,39.0,1753286.0,35000.0,766488.4358974359,730000.0
4461811,595000.0,Apartment ,2.0,2.0,78.0,D04,C2,,0.18482670248580604,42.0,0.5925195701654437,94.0,0.7909862879419701,14.0,36.0,432.0,248.83,2986.0,50.75,609.0,206.83,2482.0,32.0,384.0,29.17,350.0,1.42,17.0,14.67,176.0,175.0,2100.0,15.42,185.0,576.17,6914.0,11.25,135.0,PEMBROKE WEST C,4852.0,14.85072073,81.25012871,56.8219291,2.71702255,4.72950508,Dublin,491.0,52.0,4500000.0,21879.0,849305.0228846153,547500.0
4463300,265000.0,Apartment ,2.0,1.0,60.0,D20,D1,,0.4687730183251102,23.0,0.14322007194224345,94.0,0.9324850984153372,8.0,96.33,1156.0,194.83,2338.0,280.75,3369.0,419.42,5033.0,103.42,1241.0,34.75,417.0,1.0,12.0,58.83,706.0,458.42,5501.0,30.08,361.0,561.67,6740.0,41.58,499.0,CHAPELIZOD,3056.0,5.15777131,55.70129076,48.756544500000004,11.29178031,8.66604384,Dublin,433.0,17.0,520000.0,6810.0,297860.35294117645,315000.0
4422129,495000.0,Apartment ,3.0,2.0,93.0,,C2,,1.1073408234156814,24.0,0.6034431944026477,54.0,2.3790524972748788,4.0,60.92,731.0,279.67,3356.0,75.33,904.0,195.75,2349.0,49.67,596.0,49.42,593.0,0.25,3.0,14.58,175.0,242.42,2909.0,17.33,208.0,560.33,6724.0,11.5,138.0,STILLORGAN-MERVILLE,3217.0,12.44598995,66.69740116,67.23655579999999,2.18287737,5.152815299999999,Dublin,,30.0,1350000.0,59799.0,579276.6333333333,603750.0
4458638,375000.0,Apartment ,2.0,1.0,61.0,D06,D1,,0.1662243635666608,47.0,0.4102526346322734,111.0,0.1333644443562812,15.0,80.92,971.0,288.92,3467.0,140.67,1688.0,294.75,3537.0,46.92,563.0,45.75,549.0,0.75,9.0,19.08,229.0,284.67,3416.0,25.83,310.0,725.58,8707.0,13.75,165.0,RATHMINES WEST C,2681.0,12.74128106,77.80746814,64.04326744,1.49397719,6.67190493,Dublin,159.0,34.0,5600000.0,270000.0,1061654.0588235294,525000.0
