id,l_id,dateofsale,price,notfullprice,vatexcl,description,sizedesc
810,10585,25/01/2010,195000,No,No,Second-Hand Dwelling house /Apartment,NULL
4897,22643,15/04/2010,120000,No,No,Second-Hand Dwelling house /Apartment,NULL
7870,25336,04/06/2010,360000,No,No,Second-Hand Dwelling house /Apartment,NULL
8980,24147,24/06/2010,337445.2,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
9677,20884,05/07/2010,325000,No,No,Second-Hand Dwelling house /Apartment,NULL
10355,23185,15/07/2010,48000,Yes,No,Second-Hand Dwelling house /Apartment,NULL
14291,21016,14/09/2010,80000,Yes,No,Second-Hand Dwelling house /Apartment,NULL
15030,25160,24/09/2010,40000,No,No,Second-Hand Dwelling house /Apartment,NULL
17151,19891,29/10/2010,99500,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
24543,28597,01/04/2011,30000,No,No,Second-Hand Dwelling house /Apartment,NULL
28601,24360,30/06/2011,226000,No,No,Second-Hand Dwelling house /Apartment,NULL
31672,26828,29/08/2011,150000,Yes,No,Second-Hand Dwelling house /Apartment,NULL
32421,19579,12/09/2011,175000,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
32431,24707,12/09/2011,50000,No,No,Second-Hand Dwelling house /Apartment,NULL
33322,25717,28/09/2011,59000,No,No,Second-Hand Dwelling house /Apartment,NULL
37972,3007,12/12/2011,185000,No,No,Second-Hand Dwelling house /Apartment,NULL
39260,21317,22/12/2011,185022,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
40431,4564,27/01/2012,142500,No,No,Second-Hand Dwelling house /Apartment,NULL
41021,20545,08/02/2012,105000,No,No,Second-Hand Dwelling house /Apartment,NULL
42534,10199,08/03/2012,95000,No,No,Second-Hand Dwelling house /Apartment,NULL
43764,25085,02/04/2012,105000,No,No,Second-Hand Dwelling house /Apartment,NULL
44658,23529,20/04/2012,160000,No,No,Second-Hand Dwelling house /Apartment,NULL
49399,24423,05/07/2012,315000,No,No,Second-Hand Dwelling house /Apartment,NULL
49692,26213,10/07/2012,140000,No,No,Second-Hand Dwelling house /Apartment,NULL
50381,20256,20/07/2012,167753,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
56451,28496,12/10/2012,275000,No,No,Second-Hand Dwelling house /Apartment,NULL
61040,20823,04/12/2012,1025000,No,No,Second-Hand Dwelling house /Apartment,NULL
64512,26928,21/12/2012,40000,No,No,Second-Hand Dwelling house /Apartment,NULL
68284,7799,08/03/2013,110000,No,No,Second-Hand Dwelling house /Apartment,NULL
70232,120,12/04/2013,38000,No,No,Second-Hand Dwelling house /Apartment,NULL
71962,29067,08/05/2013,100000,Yes,No,Second-Hand Dwelling house /Apartment,NULL
72035,20214,09/05/2013,70000,No,No,Second-Hand Dwelling house /Apartment,NULL
72462,19928,16/05/2013,65000,No,No,Second-Hand Dwelling house /Apartment,NULL
72513,3567,17/05/2013,391000,No,No,Second-Hand Dwelling house /Apartment,NULL
75810,13777,28/06/2013,65000,No,No,Second-Hand Dwelling house /Apartment,NULL
77095,21603,15/07/2013,30348,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres
78329,21839,26/07/2013,260000,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
78526,9588,30/07/2013,130000,No,No,Second-Hand Dwelling house /Apartment,NULL
79059,21325,02/08/2013,48000,No,No,Second-Hand Dwelling house /Apartment,NULL
81308,8925,01/09/2013,14180,No,No,Second-Hand Dwelling house /Apartment,NULL
81967,26766,06/09/2013,34000,No,No,Second-Hand Dwelling house /Apartment,NULL
83027,11188,20/09/2013,65000,No,No,Second-Hand Dwelling house /Apartment,NULL
83715,9682,27/09/2013,320000,No,No,Second-Hand Dwelling house /Apartment,NULL
86698,15521,30/10/2013,92000,No,No,Second-Hand Dwelling house /Apartment,NULL
86885,10914,31/10/2013,109000,No,No,Second-Hand Dwelling house /Apartment,NULL
87693,28700,08/11/2013,400000,No,No,Second-Hand Dwelling house /Apartment,NULL
87862,12629,11/11/2013,430000,No,No,Second-Hand Dwelling house /Apartment,NULL
88157,8131,14/11/2013,175000,No,No,Second-Hand Dwelling house /Apartment,NULL
88182,12332,14/11/2013,460000,No,No,Second-Hand Dwelling house /Apartment,NULL
88482,28030,15/11/2013,62500,No,No,Second-Hand Dwelling house /Apartment,NULL
88498,5548,18/11/2013,43590,Yes,No,Second-Hand Dwelling house /Apartment,NULL
88581,25964,18/11/2013,45000,No,No,Second-Hand Dwelling house /Apartment,NULL
88626,10338,19/11/2013,42000,No,No,Second-Hand Dwelling house /Apartment,NULL
88926,14289,21/11/2013,20000,No,No,Second-Hand Dwelling house /Apartment,NULL
88962,21031,21/11/2013,170000,No,No,Second-Hand Dwelling house /Apartment,NULL
88964,26049,21/11/2013,60000,No,No,Second-Hand Dwelling house /Apartment,NULL
89278,22853,25/11/2013,138000,No,No,Second-Hand Dwelling house /Apartment,NULL
89389,23787,26/11/2013,200000,No,No,Second-Hand Dwelling house /Apartment,NULL
89405,28567,26/11/2013,180000,No,No,Second-Hand Dwelling house /Apartment,NULL
89442,6872,27/11/2013,261000,No,No,Second-Hand Dwelling house /Apartment,NULL
89460,11989,27/11/2013,10000,No,No,Second-Hand Dwelling house /Apartment,NULL
89539,27039,28/11/2013,212500,No,No,Second-Hand Dwelling house /Apartment,NULL
89631,17797,28/11/2013,65000,No,No,Second-Hand Dwelling house /Apartment,NULL
89737,3971,29/11/2013,150000,No,No,Second-Hand Dwelling house /Apartment,NULL
89781,9729,29/11/2013,295000,No,No,Second-Hand Dwelling house /Apartment,NULL
89867,19792,29/11/2013,38000,No,No,Second-Hand Dwelling house /Apartment,NULL
89892,22589,29/11/2013,22566.7,No,No,Second-Hand Dwelling house /Apartment,NULL
89894,22880,29/11/2013,30000,No,No,Second-Hand Dwelling house /Apartment,NULL
90050,23739,02/12/2013,220000,No,No,Second-Hand Dwelling house /Apartment,NULL
90170,23075,03/12/2013,450000,No,No,Second-Hand Dwelling house /Apartment,NULL
90186,1545,03/12/2013,25000,No,No,Second-Hand Dwelling house /Apartment,NULL
90279,20404,04/12/2013,225000,No,No,Second-Hand Dwelling house /Apartment,NULL
90292,16489,04/12/2013,262000,No,No,Second-Hand Dwelling house /Apartment,NULL
90350,20214,04/12/2013,200000,No,No,Second-Hand Dwelling house /Apartment,NULL
90357,21673,04/12/2013,155000,No,No,Second-Hand Dwelling house /Apartment,NULL
90746,20145,06/12/2013,100000,No,No,Second-Hand Dwelling house /Apartment,NULL
90788,26168,06/12/2013,175000,No,No,Second-Hand Dwelling house /Apartment,NULL
90886,14133,09/12/2013,44500,No,No,Second-Hand Dwelling house /Apartment,NULL
90961,3976,10/12/2013,330000,No,No,Second-Hand Dwelling house /Apartment,NULL
91006,12315,10/12/2013,292000,No,No,Second-Hand Dwelling house /Apartment,NULL
91020,1951,10/12/2013,400000,No,No,Second-Hand Dwelling house /Apartment,NULL
91053,20710,10/12/2013,20000,No,No,Second-Hand Dwelling house /Apartment,NULL
91210,18348,11/12/2013,282000,No,No,Second-Hand Dwelling house /Apartment,NULL
91488,20769,12/12/2013,273000,No,No,Second-Hand Dwelling house /Apartment,NULL
91497,29202,12/12/2013,414000,No,No,Second-Hand Dwelling house /Apartment,NULL
91635,17014,13/12/2013,395000,No,No,Second-Hand Dwelling house /Apartment,NULL
91644,16623,13/12/2013,25000,No,No,Second-Hand Dwelling house /Apartment,NULL
91653,20136,13/12/2013,80000,No,No,Second-Hand Dwelling house /Apartment,NULL
91655,17381,13/12/2013,190000,No,No,Second-Hand Dwelling house /Apartment,NULL
91715,24883,13/12/2013,205000,No,No,Second-Hand Dwelling house /Apartment,NULL
92302,21172,17/12/2013,7500,Yes,No,Second-Hand Dwelling house /Apartment,NULL
92308,23023,17/12/2013,160000,No,No,Teach/Árasán Cónaithe Atháimhe,NULL
92360,5675,18/12/2013,215000,No,No,Second-Hand Dwelling house /Apartment,NULL
92439,8958,18/12/2013,54000,No,No,Second-Hand Dwelling house /Apartment,NULL
92467,14619,18/12/2013,168000,No,No,Second-Hand Dwelling house /Apartment,NULL
92480,11126,18/12/2013,32000,No,No,Second-Hand Dwelling house /Apartment,NULL
92490,9201,18/12/2013,90000,No,No,Second-Hand Dwelling house /Apartment,NULL
92576,15219,18/12/2013,490000,No,No,Second-Hand Dwelling house /Apartment,NULL
92682,24405,18/12/2013,40000,No,No,Second-Hand Dwelling house /Apartment,NULL
92802,27466,19/12/2013,130000,No,No,Second-Hand Dwelling house /Apartment,NULL
93009,11997,19/12/2013,273000,No,No,Second-Hand Dwelling house /Apartment,NULL
93053,13951,19/12/2013,120000,No,No,Second-Hand Dwelling house /Apartment,NULL
93093,16372,19/12/2013,560000,No,No,Second-Hand Dwelling house /Apartment,NULL
93101,26353,19/12/2013,92500,No,No,Second-Hand Dwelling house /Apartment,NULL
93246,19572,19/12/2013,56000,No,No,Second-Hand Dwelling house /Apartment,NULL
93285,23939,19/12/2013,50000,No,No,Second-Hand Dwelling house /Apartment,NULL
93307,21707,19/12/2013,200000,No,No,Second-Hand Dwelling house /Apartment,NULL
93313,25359,19/12/2013,160000,No,No,Second-Hand Dwelling house /Apartment,NULL
93349,28363,19/12/2013,157500,No,No,Second-Hand Dwelling house /Apartment,NULL
93350,19241,19/12/2013,130000,No,No,Second-Hand Dwelling house /Apartment,NULL
93620,9085,20/12/2013,230000,No,No,Second-Hand Dwelling house /Apartment,NULL
93667,6259,20/12/2013,129000,No,No,Second-Hand Dwelling house /Apartment,NULL
93766,8453,20/12/2013,39750,No,No,Second-Hand Dwelling house /Apartment,NULL
93801,9119,20/12/2013,70000,No,No,Second-Hand Dwelling house /Apartment,NULL
93812,26758,20/12/2013,50000,No,No,Second-Hand Dwelling house /Apartment,NULL
93865,10683,20/12/2013,570000,No,No,Second-Hand Dwelling house /Apartment,NULL
94022,13977,20/12/2013,45000,No,No,Second-Hand Dwelling house /Apartment,NULL
94318,19764,20/12/2013,275000,No,No,Second-Hand Dwelling house /Apartment,NULL
94325,20016,20/12/2013,73000,No,No,Second-Hand Dwelling house /Apartment,NULL
94398,23940,20/12/2013,72500,No,No,Second-Hand Dwelling house /Apartment,NULL
94412,26302,20/12/2013,185000,No,No,Second-Hand Dwelling house /Apartment,NULL
94416,24785,20/12/2013,220000,Yes,No,Second-Hand Dwelling house /Apartment,NULL
94417,24371,20/12/2013,120000,No,No,Second-Hand Dwelling house /Apartment,NULL
94420,24365,20/12/2013,56000,No,No,Second-Hand Dwelling house /Apartment,NULL
94474,27406,20/12/2013,157000,No,No,Second-Hand Dwelling house /Apartment,NULL
94546,20417,23/12/2013,82000,No,No,Second-Hand Dwelling house /Apartment,NULL
94649,10747,23/12/2013,74950,No,No,Second-Hand Dwelling house /Apartment,NULL
94720,11157,23/12/2013,227000,No,No,Second-Hand Dwelling house /Apartment,NULL
94836,7313,30/12/2013,28000,No,No,Second-Hand Dwelling house /Apartment,NULL
94997,27957,03/01/2014,90000,No,No,Second-Hand Dwelling house /Apartment,NULL
95057,630,07/01/2014,93000,No,No,Second-Hand Dwelling house /Apartment,NULL
95148,19540,08/01/2014,85000,No,No,Second-Hand Dwelling house /Apartment,NULL
95187,11430,09/01/2014,155000,No,No,Second-Hand Dwelling house /Apartment,NULL
95222,25371,09/01/2014,123000,No,No,Second-Hand Dwelling house /Apartment,NULL
95260,7225,10/01/2014,310000,No,No,Second-Hand Dwelling house /Apartment,NULL
95358,5717,13/01/2014,438000,No,No,Second-Hand Dwelling house /Apartment,NULL
95478,26883,15/01/2014,81000,No,No,Second-Hand Dwelling house /Apartment,NULL
95483,2511,15/01/2014,128000,No,No,Second-Hand Dwelling house /Apartment,NULL
95525,27073,15/01/2014,263000,No,No,Second-Hand Dwelling house /Apartment,NULL
95545,24844,16/01/2014,66000,No,No,Second-Hand Dwelling house /Apartment,NULL
95578,13861,16/01/2014,150000,No,No,Second-Hand Dwelling house /Apartment,NULL
95609,22721,16/01/2014,305000,No,No,Second-Hand Dwelling house /Apartment,NULL
95646,1960,17/01/2014,93000,No,No,Second-Hand Dwelling house /Apartment,NULL
95694,13229,17/01/2014,73000,No,No,Second-Hand Dwelling house /Apartment,NULL
95962,20793,22/01/2014,79939,No,No,Second-Hand Dwelling house /Apartment,NULL
95976,22412,22/01/2014,215000,No,No,Second-Hand Dwelling house /Apartment,NULL
95980,23696,22/01/2014,26000,No,No,Second-Hand Dwelling house /Apartment,NULL
96003,1461,23/01/2014,50000,No,No,Second-Hand Dwelling house /Apartment,NULL
96019,9027,23/01/2014,70000,No,No,Second-Hand Dwelling house /Apartment,NULL
96172,15756,24/01/2014,388000,No,No,Second-Hand Dwelling house /Apartment,NULL
96208,20042,24/01/2014,141500,No,No,Second-Hand Dwelling house /Apartment,NULL
96241,5522,27/01/2014,72000,No,No,Second-Hand Dwelling house /Apartment,NULL
96243,5324,27/01/2014,137500,No,No,Second-Hand Dwelling house /Apartment,NULL
96311,25650,27/01/2014,47000,No,No,Second-Hand Dwelling house /Apartment,NULL
96513,20971,29/01/2014,124500,No,No,Second-Hand Dwelling house /Apartment,NULL
96537,7326,30/01/2014,29000,No,No,Second-Hand Dwelling house /Apartment,NULL
96573,18557,30/01/2014,237500,No,No,Second-Hand Dwelling house /Apartment,NULL
96819,28836,31/01/2014,175000,No,No,Second-Hand Dwelling house /Apartment,NULL
96860,28153,31/01/2014,460287,No,No,Second-Hand Dwelling house /Apartment,NULL
97026,23260,04/02/2014,35000,No,No,Second-Hand Dwelling house /Apartment,NULL
97030,921,04/02/2014,65000,No,No,Second-Hand Dwelling house /Apartment,NULL
97065,8391,05/02/2014,258000,No,No,Second-Hand Dwelling house /Apartment,NULL
97102,19789,05/02/2014,195000,No,No,Second-Hand Dwelling house /Apartment,NULL
97198,18765,06/02/2014,200000,No,No,Second-Hand Dwelling house /Apartment,NULL
97276,6731,07/02/2014,360000,No,No,Second-Hand Dwelling house /Apartment,NULL
97321,22138,07/02/2014,88000,No,No,Second-Hand Dwelling house /Apartment,NULL
97324,15478,07/02/2014,161000,No,No,Second-Hand Dwelling house /Apartment,NULL
97407,4153,10/02/2014,250000,No,No,Second-Hand Dwelling house /Apartment,NULL
97482,22902,10/02/2014,150000,No,No,Second-Hand Dwelling house /Apartment,NULL
97504,29009,10/02/2014,170000,No,No,Second-Hand Dwelling house /Apartment,NULL
97614,7811,12/02/2014,200000,No,No,Second-Hand Dwelling house /Apartment,NULL
97635,27976,12/02/2014,260000,No,No,Second-Hand Dwelling house /Apartment,NULL
97688,1523,13/02/2014,150000,No,No,Second-Hand Dwelling house /Apartment,NULL
97777,122,14/02/2014,228560,No,No,Second-Hand Dwelling house /Apartment,NULL
97813,6044,14/02/2014,51000,No,No,Second-Hand Dwelling house /Apartment,NULL
98047,3303,18/02/2014,70000,No,No,Second-Hand Dwelling house /Apartment,NULL
98051,3781,18/02/2014,102000,No,No,Second-Hand Dwelling house /Apartment,NULL
98056,4447,18/02/2014,62500,No,No,Second-Hand Dwelling house /Apartment,NULL
98078,11343,18/02/2014,125000,No,No,Second-Hand Dwelling house /Apartment,NULL
98081,1133,18/02/2014,70000,No,No,Second-Hand Dwelling house /Apartment,NULL
98085,1133,18/02/2014,102000,No,No,Second-Hand Dwelling house /Apartment,NULL
98098,15185,18/02/2014,70000,No,No,Second-Hand Dwelling house /Apartment,NULL
98099,15257,18/02/2014,70000,No,No,Second-Hand Dwelling house /Apartment,NULL
98100,15326,18/02/2014,102000,No,No,Second-Hand Dwelling house /Apartment,NULL
98103,17053,18/02/2014,125000,No,No,Second-Hand Dwelling house /Apartment,NULL
98104,16163,18/02/2014,102000,No,No,Second-Hand Dwelling house /Apartment,NULL
98150,24281,19/02/2014,204000,No,No,Second-Hand Dwelling house /Apartment,NULL
98195,15951,19/02/2014,155000,No,No,Second-Hand Dwelling house /Apartment,NULL
98233,27578,19/02/2014,160000,No,No,Second-Hand Dwelling house /Apartment,NULL
98280,15879,20/02/2014,212000,No,No,Second-Hand Dwelling house /Apartment,NULL
98304,18511,20/02/2014,94000,No,No,Second-Hand Dwelling house /Apartment,NULL
98451,20001,21/02/2014,127000,No,No,Second-Hand Dwelling house /Apartment,NULL
98530,15945,24/02/2014,150000,No,No,Second-Hand Dwelling house /Apartment,NULL
98558,28917,24/02/2014,35000,No,No,Second-Hand Dwelling house /Apartment,NULL
98667,24525,25/02/2014,180000,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres
98672,26928,25/02/2014,95000,No,No,Second-Hand Dwelling house /Apartment,NULL
98695,3128,26/02/2014,315000,No,No,Second-Hand Dwelling house /Apartment,NULL
98720,7731,26/02/2014,250000,No,No,Second-Hand Dwelling house /Apartment,NULL
98787,23109,26/02/2014,116750,No,No,Second-Hand Dwelling house /Apartment,NULL
98789,23529,26/02/2014,160000,No,No,Second-Hand Dwelling house /Apartment,NULL
98804,28570,26/02/2014,45000,No,No,Second-Hand Dwelling house /Apartment,NULL
98886,17821,27/02/2014,91000,No,No,Second-Hand Dwelling house /Apartment,NULL
98892,14684,27/02/2014,152500,No,No,Second-Hand Dwelling house /Apartment,NULL
98908,24935,27/02/2014,150000,No,No,Second-Hand Dwelling house /Apartment,NULL
98938,29193,28/02/2014,155000,No,No,Second-Hand Dwelling house /Apartment,NULL
98956,1387,28/02/2014,175000,No,No,Second-Hand Dwelling house /Apartment,NULL
99026,9431,28/02/2014,13500,No,No,Second-Hand Dwelling house /Apartment,NULL
99070,15799,28/02/2014,250000,No,No,Second-Hand Dwelling house /Apartment,NULL
99177,44,03/03/2014,116429,No,No,Second-Hand Dwelling house /Apartment,NULL
99178,44,03/03/2014,523929,No,No,Second-Hand Dwelling house /Apartment,NULL
99179,44,03/03/2014,174643,No,No,Second-Hand Dwelling house /Apartment,NULL
99201,19073,03/03/2014,33929,No,No,Second-Hand Dwelling house /Apartment,NULL
99209,24404,03/03/2014,147000,No,No,Second-Hand Dwelling house /Apartment,NULL
99227,19073,03/03/2014,33929,No,No,Second-Hand Dwelling house /Apartment,NULL
99231,11784,03/03/2014,300000,No,No,Second-Hand Dwelling house /Apartment,NULL
99357,15922,04/03/2014,68000,No,No,Second-Hand Dwelling house /Apartment,NULL
99395,20023,04/03/2014,57000,No,No,Second-Hand Dwelling house /Apartment,NULL
99396,25184,04/03/2014,50000,No,No,Second-Hand Dwelling house /Apartment,NULL
99492,20710,05/03/2014,90000,No,No,Second-Hand Dwelling house /Apartment,NULL
99497,22696,05/03/2014,25000,No,No,Second-Hand Dwelling house /Apartment,NULL
99552,6336,06/03/2014,135000,No,No,Second-Hand Dwelling house /Apartment,NULL
99602,18568,06/03/2014,80030,No,No,Second-Hand Dwelling house /Apartment,NULL
99623,25523,06/03/2014,140000,No,No,Second-Hand Dwelling house /Apartment,NULL
99655,2343,07/03/2014,375000,No,No,Second-Hand Dwelling house /Apartment,NULL
99733,15823,07/03/2014,288000,No,No,Second-Hand Dwelling house /Apartment,NULL
99777,19065,07/03/2014,165000,No,No,Second-Hand Dwelling house /Apartment,NULL
99824,20027,07/03/2014,75000,No,No,Second-Hand Dwelling house /Apartment,NULL
99835,24147,07/03/2014,360000,No,No,Second-Hand Dwelling house /Apartment,NULL
99846,26263,07/03/2014,80000,No,No,Second-Hand Dwelling house /Apartment,NULL
99913,15722,10/03/2014,277500,No,No,Second-Hand Dwelling house /Apartment,NULL
99931,28429,10/03/2014,130025,No,No,Second-Hand Dwelling house /Apartment,NULL
99968,1189,11/03/2014,25000,No,No,Second-Hand Dwelling house /Apartment,NULL
100036,22520,11/03/2014,128000,No,No,Second-Hand Dwelling house /Apartment,NULL
100060,2134,12/03/2014,371000,No,No,Second-Hand Dwelling house /Apartment,NULL
100110,14516,12/03/2014,57000,No,No,Second-Hand Dwelling house /Apartment,NULL
100118,13998,12/03/2014,73000,No,No,Second-Hand Dwelling house /Apartment,NULL
100159,24919,12/03/2014,245000,No,No,Second-Hand Dwelling house /Apartment,NULL
100261,25527,13/03/2014,175000,No,No,Second-Hand Dwelling house /Apartment,NULL
100262,20290,13/03/2014,185000,No,No,Second-Hand Dwelling house /Apartment,NULL
100432,26159,14/03/2014,180000,No,No,Second-Hand Dwelling house /Apartment,NULL
100445,22289,14/03/2014,106500,No,No,Second-Hand Dwelling house /Apartment,NULL
100455,23507,14/03/2014,50000,No,No,Second-Hand Dwelling house /Apartment,NULL
100491,17342,17/03/2014,149000,No,No,Second-Hand Dwelling house /Apartment,NULL
100624,13583,19/03/2014,409500,No,No,Second-Hand Dwelling house /Apartment,NULL
100652,29052,19/03/2014,50000,No,No,Second-Hand Dwelling house /Apartment,NULL
100726,17047,20/03/2014,58000,No,No,Second-Hand Dwelling house /Apartment,NULL
100776,18900,21/03/2014,112000,No,No,Second-Hand Dwelling house /Apartment,NULL
100819,6946,21/03/2014,310000,No,No,Second-Hand Dwelling house /Apartment,NULL
100929,21785,21/03/2014,195000,No,No,Second-Hand Dwelling house /Apartment,NULL
100976,19758,22/03/2014,220000,No,No,Second-Hand Dwelling house /Apartment,NULL
101067,29150,24/03/2014,258000,No,No,Second-Hand Dwelling house /Apartment,NULL
101076,1290,25/03/2014,95500,No,No,Second-Hand Dwelling house /Apartment,NULL
101140,16830,25/03/2014,118000,No,No,Second-Hand Dwelling house /Apartment,NULL
101251,20240,26/03/2014,38000,No,No,Second-Hand Dwelling house /Apartment,NULL
101335,23310,27/03/2014,92000,No,No,Second-Hand Dwelling house /Apartment,NULL
101392,22345,27/03/2014,148000,No,No,Second-Hand Dwelling house /Apartment,NULL
101395,23171,27/03/2014,120000,No,No,Second-Hand Dwelling house /Apartment,NULL
101432,1694,28/03/2014,95000,No,No,Second-Hand Dwelling house /Apartment,NULL
101557,17698,28/03/2014,215000,No,No,Second-Hand Dwelling house /Apartment,NULL
101563,18368,28/03/2014,82000,No,No,Second-Hand Dwelling house /Apartment,NULL
101567,18008,28/03/2014,86000,No,No,Second-Hand Dwelling house /Apartment,NULL
101584,25286,28/03/2014,185000,No,No,Second-Hand Dwelling house /Apartment,NULL
101649,209,31/03/2014,92000,No,No,Second-Hand Dwelling house /Apartment,NULL
101672,4821,31/03/2014,100000,No,No,Second-Hand Dwelling house /Apartment,NULL
101674,2151,31/03/2014,43000,No,No,Second-Hand Dwelling house /Apartment,NULL
101676,5967,31/03/2014,95000,No,No,Second-Hand Dwelling house /Apartment,NULL
101684,7346,31/03/2014,253000,No,No,Second-Hand Dwelling house /Apartment,NULL
101712,14638,31/03/2014,90000,No,No,Second-Hand Dwelling house /Apartment,NULL
101719,15895,31/03/2014,90000,No,No,Second-Hand Dwelling house /Apartment,NULL
101761,24940,31/03/2014,199000,No,No,Second-Hand Dwelling house /Apartment,NULL
101787,15991,01/04/2014,800000,No,No,Second-Hand Dwelling house /Apartment,NULL
101797,4450,01/04/2014,105000,No,No,Second-Hand Dwelling house /Apartment,NULL
101856,21557,01/04/2014,90000,No,No,Second-Hand Dwelling house /Apartment,NULL
101893,8667,02/04/2014,128000,No,No,Second-Hand Dwelling house /Apartment,NULL
101960,19941,02/04/2014,105000,No,No,Second-Hand Dwelling house /Apartment,NULL
101970,21775,02/04/2014,265000,No,No,Second-Hand Dwelling house /Apartment,NULL
102020,3684,03/04/2014,138000,No,No,Second-Hand Dwelling house /Apartment,NULL
102033,6634,03/04/2014,295000,No,No,Second-Hand Dwelling house /Apartment,NULL
102089,19906,03/04/2014,230000,No,No,Second-Hand Dwelling house /Apartment,NULL
102097,19785,03/04/2014,20000,No,No,Second-Hand Dwelling house /Apartment,NULL
102120,5847,03/04/2014,565000,No,No,Second-Hand Dwelling house /Apartment,NULL
102122,5559,04/04/2014,355000,No,No,Second-Hand Dwelling house /Apartment,NULL
102161,6077,04/04/2014,100000,No,No,Second-Hand Dwelling house /Apartment,NULL
102245,19525,04/04/2014,143000,No,No,Second-Hand Dwelling house /Apartment,NULL
102249,19803,04/04/2014,180000,No,No,Second-Hand Dwelling house /Apartment,NULL
102253,19785,04/04/2014,180000,No,No,Second-Hand Dwelling house /Apartment,NULL
102307,3473,07/04/2014,535000,No,No,Second-Hand Dwelling house /Apartment,NULL
102364,18930,07/04/2014,67500,No,No,Second-Hand Dwelling house /Apartment,NULL
102373,20039,07/04/2014,125000,Yes,No,Second-Hand Dwelling house /Apartment,NULL
102439,10452,08/04/2014,122500,No,No,Second-Hand Dwelling house /Apartment,NULL
102525,7548,09/04/2014,232000,No,No,Second-Hand Dwelling house /Apartment,NULL
102558,18033,09/04/2014,7087,No,No,Second-Hand Dwelling house /Apartment,NULL
102578,25529,09/04/2014,290000,No,No,Second-Hand Dwelling house /Apartment,NULL
102641,13261,10/04/2014,50000,No,No,Second-Hand Dwelling house /Apartment,NULL
102682,18409,10/04/2014,86500,No,No,Second-Hand Dwelling house /Apartment,NULL
102729,26156,10/04/2014,29000,No,No,Second-Hand Dwelling house /Apartment,NULL
102750,24498,11/04/2014,105000,No,No,Second-Hand Dwelling house /Apartment,NULL
102780,2284,11/04/2014,190000,No,No,Second-Hand Dwelling house /Apartment,NULL
102894,17202,11/04/2014,165000,No,No,Second-Hand Dwelling house /Apartment,NULL
102909,19789,11/04/2014,90000,No,No,Second-Hand Dwelling house /Apartment,NULL
102915,20997,11/04/2014,84000,No,No,Second-Hand Dwelling house /Apartment,NULL
102944,27144,11/04/2014,172500,No,No,Second-Hand Dwelling house /Apartment,NULL
102946,20061,11/04/2014,160000,No,No,Second-Hand Dwelling house /Apartment,NULL
102956,28775,11/04/2014,530000,No,No,Second-Hand Dwelling house /Apartment,NULL
103016,10866,14/04/2014,20000,No,No,Second-Hand Dwelling house /Apartment,NULL
103050,19759,14/04/2014,76250,No,No,Second-Hand Dwelling house /Apartment,NULL
103066,24412,14/04/2014,61000,No,No,Second-Hand Dwelling house /Apartment,NULL
103068,25285,14/04/2014,120000,No,No,Second-Hand Dwelling house /Apartment,NULL
103076,29068,14/04/2014,95000,No,No,Second-Hand Dwelling house /Apartment,NULL
103087,243,15/04/2014,80000,No,No,Second-Hand Dwelling house /Apartment,NULL
103094,1950,15/04/2014,117000,No,No,Second-Hand Dwelling house /Apartment,NULL
103146,19602,15/04/2014,142500,No,No,Second-Hand Dwelling house /Apartment,NULL
103168,17445,15/04/2014,157000,No,No,Second-Hand Dwelling house /Apartment,NULL
103265,29103,16/04/2014,295000,No,No,Second-Hand Dwelling house /Apartment,NULL
103360,23020,16/04/2014,160000,No,No,Second-Hand Dwelling house /Apartment,NULL
103366,24790,16/04/2014,50000,No,No,Second-Hand Dwelling house /Apartment,NULL
103371,26279,16/04/2014,50000,No,No,Second-Hand Dwelling house /Apartment,NULL
103454,6533,17/04/2014,238000,No,No,Second-Hand Dwelling house /Apartment,NULL
103559,22860,17/04/2014,262000,No,No,Second-Hand Dwelling house /Apartment,NULL
103576,23214,17/04/2014,95000,No,No,Second-Hand Dwelling house /Apartment,NULL
103579,23530,17/04/2014,40000,No,No,Second-Hand Dwelling house /Apartment,NULL
103594,26247,17/04/2014,158000,No,No,Second-Hand Dwelling house /Apartment,NULL
103596,1797,17/04/2014,130000,No,No,Second-Hand Dwelling house /Apartment,NULL
103660,12185,22/04/2014,82000,No,No,Second-Hand Dwelling house /Apartment,NULL
103789,23592,23/04/2014,20000,Yes,No,Second-Hand Dwelling house /Apartment,NULL
103871,14360,24/04/2014,65000,No,No,Second-Hand Dwelling house /Apartment,NULL
103908,20682,24/04/2014,387000,No,No,Second-Hand Dwelling house /Apartment,NULL
103968,3692,25/04/2014,200000,No,No,Second-Hand Dwelling house /Apartment,NULL
104013,10307,25/04/2014,160000,No,No,Second-Hand Dwelling house /Apartment,NULL
104087,28743,25/04/2014,20000,No,No,Second-Hand Dwelling house /Apartment,NULL
