P-ID,S-ID,Closest Sec School (km),Num Sec Schools < 5km,PrS-ID,Closest Pri School (km),Num Pri Schools < 5km
4467492,60070K,0.43549396928805595,26.0,14586M,0.5384846840384673,45.0
4468705,60070K,1.03977554803001,22.0,14586M,0.5839134767412391,42.0
4468633,60070K,0.10243345375122816,29.0,19901T,0.06610338860872428,52.0
4468354,60070K,0.5843995154790648,27.0,14586M,0.07742177339245214,49.0
4468035,60070K,1.0729213969444555,21.0,18451J,0.6930548279429836,43.0
4467536,60070K,0.6796722918616549,26.0,14586M,0.33871410927321743,48.0
4458304,60070K,0.9111600102642263,25.0,14586M,0.3095237693179564,48.0
4453458,60070K,0.523790873437013,30.0,19901T,0.3626525985804718,56.0
4465661,60070K,0.7811325484119414,28.0,14586M,0.5401644131287759,53.0
4451262,60070K,1.0030243312985425,25.0,10494K,0.4438649286933884,49.0
4382542,60070K,0.8272217795861453,28.0,14586M,0.5918647811335297,54.0
4394786,60070K,0.9997354561664418,22.0,14586M,0.5345098783403829,44.0
4457963,60070K,0.28932300809680417,27.0,19901T,0.4456485200567504,46.0
4460200,60070K,0.21444759294173205,28.0,19901T,0.23059516029337615,51.0
4459988,60070K,0.06330495377548144,28.0,19901T,0.14109804126035388,52.0
4455996,60070K,0.17671268161082948,28.0,19901T,0.21101480634624095,51.0
4459822,60070K,0.5709769035355438,26.0,14586M,0.4158485757279828,47.0
4459493,60070K,0.38259533283143776,30.0,19901T,0.22186532409437762,55.0
4433725,60070K,0.6605597361919948,28.0,14586M,0.4422097558749048,52.0
4421916,60070K,0.6085056192623448,30.0,14586M,0.4822691848885455,54.0
4409386,60070K,0.556211558026632,30.0,19901T,0.39729373931823087,56.0
4457065,60070K,0.7582118862702936,27.0,14586M,0.3317183363521072,50.0
4444385,60070K,0.5033062713004803,30.0,19901T,0.34366608856511704,56.0
4422762,60070K,0.9757862196422414,22.0,14586M,0.5118649431004212,44.0
4413096,60070K,0.5807327752764881,29.0,19901T,0.4278421423759562,57.0
4423464,60070K,0.6464954737241195,27.0,14586M,0.1574553947279176,49.0
4422758,60070K,0.9757862196422414,22.0,14586M,0.5118649431004212,44.0
4422764,60070K,0.9757862196422414,22.0,14586M,0.5118649431004212,44.0
4422756,60070K,0.9757862196422414,22.0,14586M,0.5118649431004212,44.0
4464987,60081P,0.5554471237458993,21.0,18451J,0.5293512492002673,43.0
4461303,60081P,0.38676537393360294,23.0,20518E,0.6778941011165875,50.0
4467495,60081P,1.3230940448380828,24.0,10494K,0.5152410439053936,51.0
4467103,60081P,1.054595105053657,21.0,18451J,0.15650981826159446,41.0
4420231,60081P,0.5571087757624501,25.0,19335M,0.39347410003701755,48.0
4456600,60081P,1.2361329059070065,21.0,18451J,0.2675014372731396,41.0
4466971,60081P,0.9742064826059287,21.0,18451J,0.08953493883145643,44.0
4437610,60081P,0.9287699424444916,22.0,19335M,0.3159230491867416,47.0
4466663,60081P,0.6665530408819207,20.0,20518E,0.4387051810909379,45.0
4466644,60081P,0.48214350172172793,20.0,20503O,0.13590472595983694,45.0
4452901,60081P,1.050797752645266,21.0,18451J,0.2364362062073754,43.0
4466304,60081P,0.3106983409868954,20.0,20503O,0.2838649988333552,44.0
4457153,60081P,0.6590158920190758,20.0,18451J,0.5183076639154047,42.0
4423247,60081P,1.2141831526546278,24.0,10494K,0.2967269469792019,46.0
4450336,60081P,0.36962787401777564,23.0,19335M,0.45717316729777147,48.0
4454874,60081P,1.0069976041197173,24.0,10494K,0.4711190443412762,49.0
4455739,60081P,0.3716540157987447,22.0,20503O,0.621022646974544,45.0
4450130,60081P,0.380431370951051,19.0,20503O,0.22112649001483872,44.0
4463767,60081P,1.2708586257378385,24.0,19259W,0.5758505829093168,50.0
4463262,60081P,0.18712893643279985,21.0,20503O,0.3665716628887668,44.0
4459925,60081P,0.37381921164546483,24.0,19335M,0.6829294074296647,48.0
4451261,60081P,1.1405042960315064,24.0,10494K,0.48032820401175236,49.0
4462369,60081P,0.8684949386381535,24.0,10494K,0.5528739549385463,48.0
4462191,60081P,0.7783159247932301,21.0,18451J,0.2880274720103476,45.0
4461437,60081P,0.30799381541915943,20.0,20503O,0.3238945053508707,45.0
4458365,60081P,0.39301981071248165,22.0,19335M,0.6252873659814357,45.0
4449378,60081P,1.2974078329819931,24.0,10494K,0.3529884866483962,51.0
4459823,60081P,0.4063079847491981,23.0,19335M,0.4535902455415784,46.0
4458031,60081P,0.7864333906395613,20.0,18451J,0.5324044536559625,41.0
4455473,60081P,1.077261776298278,21.0,18451J,0.10515113652643081,41.0
4455257,60081P,0.3296352516163664,23.0,20518E,0.5897490042628637,48.0
4453801,60081P,1.1628252611335204,21.0,18451J,0.19716298292049012,41.0
4449602,60081P,1.1508071125646493,21.0,18451J,0.19942158765581755,43.0
4452684,60081P,0.8438996880472956,20.0,20518E,0.22651342785730053,47.0
4437474,60081P,0.8895221728102501,24.0,19259W,0.4645881031851481,50.0
4406213,60081P,0.593886769900829,20.0,19840C,0.20855737869478358,45.0
4415033,60081P,1.0909680851592698,21.0,18451J,0.12836755305815223,42.0
4449477,60081P,0.29669709275053535,22.0,20518E,0.7659766772809457,49.0
4374837,60081P,1.3129321827782137,23.0,10494K,0.19547005678522228,50.0
4427504,60081P,1.2270162055995344,21.0,18451J,0.3595458478055814,44.0
4439209,60081P,0.13902491312184623,22.0,20503O,0.5753523605769088,45.0
4315643,60081P,0.5831951440506769,23.0,19335M,0.24315533529240665,47.0
4375883,60081P,1.2115418436681096,21.0,18451J,0.34668519752292454,44.0
4396729,60090Q,0.4889194595162885,9.0,19400U,0.5692865365632047,34.0
4456686,60090Q,1.3402256708502842,9.0,20141G,0.5272342876360898,29.0
4455491,60090Q,1.0373971569948788,11.0,20141G,0.08414664801945569,31.0
4466091,60090Q,0.905928423249418,9.0,19400U,0.5049063497006143,31.0
4467079,60090Q,0.8770047079702505,11.0,20141G,0.15709102350415627,31.0
4467021,60090Q,0.7733990056900257,14.0,20141G,0.5657401801672822,36.0
4466600,60090Q,0.927494298516167,17.0,19979K,0.45028664151013265,43.0
4435568,60090Q,0.7003608339932377,11.0,19400U,0.16337752392915758,31.0
4433908,60090Q,1.1418797522630908,9.0,19400U,0.5462854191173349,29.0
4465384,60090Q,0.8968792953914391,11.0,20141G,0.1345319991055519,31.0
4463350,60090Q,0.986775597672993,9.0,19400U,0.5495422868839157,31.0
4464470,60090Q,0.9551951797856648,17.0,19979K,0.4325798862441048,43.0
4464042,60090Q,0.7380918714122752,9.0,19400U,0.5508215720770651,32.0
4445931,60090Q,0.44279186601540493,13.0,19979K,0.6158301897588524,38.0
4462334,60090Q,1.1167819802432766,11.0,20141G,0.21838799041620804,31.0
4462038,60090Q,0.6458510761842818,13.0,20141G,0.521706590683792,36.0
4460467,60090Q,0.954679232925151,11.0,20141G,0.07037345159249804,31.0
4454741,60090Q,1.2383104259739848,10.0,20141G,0.41112074517329567,29.0
4233197,60090Q,0.9648255240974296,9.0,19400U,0.3398883147337031,29.0
4452601,60090Q,0.9891588300144913,11.0,20141G,0.11242178602881443,31.0
4451882,60090Q,0.9380257693441838,10.0,19400U,0.33081542616491283,31.0
4451087,60090Q,0.3683789315905685,14.0,19979K,0.423940939972643,38.0
4407651,60090Q,0.7652337699255705,11.0,19400U,0.25000558967140324,31.0
4428913,60090Q,0.7652337699255705,11.0,19400U,0.25000558967140324,31.0
4431494,60090Q,1.2438250097839967,11.0,20141G,0.298321428850021,30.0
4435864,60090Q,0.9269050509742793,11.0,20141G,0.12310787134200368,31.0
4436554,60090Q,0.6896369494868501,16.0,19979K,0.3884548323468976,42.0
4434360,60090Q,0.7827886037420316,9.0,19400U,0.41358471275388436,32.0
4197425,60090Q,0.7652337699255705,11.0,19400U,0.25000558967140324,31.0
4370604,60090Q,0.23241754687140362,10.0,19400U,0.4804550625593615,36.0
4462155,60092U,0.8306871520847995,14.0,19320W,0.6628013433055691,44.0
4438834,60092U,0.8525229725150766,16.0,16353W,0.2995741248590322,49.0
4467466,60092U,0.7966080558436184,21.0,18886V,0.22463717450114717,48.0
4466937,60092U,0.6008173998935917,14.0,16353W,0.6799531375894501,46.0
4465656,60092U,1.055020950524351,12.0,19320W,0.5232981724230408,42.0
4465083,60092U,1.2805435452358471,15.0,16353W,0.43958805049617433,50.0
4263384,60092U,0.6269845303595063,14.0,19320W,0.808459081737111,45.0
4263381,60092U,0.6269845303595063,14.0,19320W,0.808459081737111,45.0
4464787,60092U,0.9605863501909364,20.0,18886V,0.1929837277746042,47.0
4450037,60092U,1.2870042169076976,14.0,16353W,0.4546615235295445,46.0
4454530,60092U,1.241318948452999,12.0,16353W,0.7645596041909241,43.0
4464194,60092U,1.0010926444292336,13.0,19979K,0.6189375361935391,42.0
4461660,60092U,0.73658208726944,14.0,19320W,0.7579662036634064,44.0
4461219,60092U,1.1418098423039653,16.0,16353W,0.2613028548719251,49.0
4419994,60092U,0.5330011050668589,21.0,16352U,0.4390724299972701,50.0
4459974,60092U,0.7458230727442418,13.0,19321B,0.7692011795562543,45.0
4458747,60092U,1.3912704615776057,15.0,16353W,0.43219489357129215,48.0
4436042,60092U,1.091418759828336,19.0,20060G,0.2103649708415262,44.0
4419839,60092U,0.9522752667467059,13.0,19320W,0.5758990366125563,43.0
4444962,60092U,0.6348629713211109,21.0,16352U,0.2528330136830751,50.0
4435022,60092U,0.9686072570063557,13.0,19320W,0.6128573007608269,43.0
4414281,60092U,0.9987099473883756,13.0,19320W,0.639833600176312,43.0
4422196,60092U,0.2321380513766496,21.0,18886V,0.7475402373056563,51.0
4440775,60100Q,1.0378189107822322,12.0,00697S,0.17143628311064826,64.0
4463521,60100Q,0.47024062889220053,14.0,00697S,0.6434147530627393,66.0
4463795,60100Q,1.4420347119543795,17.0,00697S,0.9666633710246539,72.0
4467932,60100Q,0.6612947558084843,13.0,00697S,0.580832029329079,67.0
4465928,60100Q,0.5927195659356822,13.0,00697S,0.7240680741068855,70.0
4462542,60100Q,0.8844502753672999,13.0,00697S,0.45416916712540534,64.0
4373122,60100Q,1.3645681936429863,12.0,19769W,0.18952636467464878,66.0
4452495,60100Q,1.0854587634556134,14.0,00697S,0.6555979276300656,67.0
4468591,60100Q,1.7524673476673733,11.0,19505L,0.6790184975710442,61.0
4443846,60100Q,1.198967293747312,14.0,00697S,0.41956155572502046,68.0
4457533,60100Q,1.0068146499427502,13.0,00697S,0.4276566965695088,64.0
4461738,60100Q,0.3994761876927567,14.0,00697S,0.7352066344293419,69.0
4466780,60100Q,1.0294686321617046,11.0,20130B,0.1989361402127281,65.0
4437750,60100Q,0.7161482234419856,13.0,19769W,0.6269249259532775,67.0
4466093,60100Q,1.492439277476982,18.0,00697S,1.0636747319698894,72.0
4456913,60100Q,0.8770764556676744,12.0,20130B,0.37808831486388306,67.0
4464902,60100Q,0.48818181937236477,14.0,00697S,0.4955728983900572,68.0
4461713,60100Q,0.6848625133403331,13.0,20130B,0.6384782523168802,68.0
4460585,60100Q,1.1203242992829439,14.0,00697S,0.28669805815096955,67.0
4454192,60100Q,0.6683192883499922,14.0,00697S,0.24177246378145584,68.0
4456541,60100Q,1.442051865795482,11.0,19769W,0.6055684931891597,63.0
4457820,60100Q,1.4771102841041934,11.0,19769W,0.5201925250673944,62.0
4464121,60100Q,1.194539228902389,12.0,19769W,0.1539744443935987,67.0
4459434,60100Q,1.7520781571231072,11.0,19505L,0.7719466104365679,62.0
4455819,60100Q,1.2314411116096355,12.0,20098I,0.21645379960347624,64.0
4333487,60100Q,0.39692954281069837,14.0,00697S,0.4946097225281108,66.0
4450595,60100Q,0.7192719747812811,12.0,20130B,0.5680154026579959,68.0
4438594,60100Q,1.1832727482505863,11.0,20130B,0.417266021552794,65.0
4459989,60100Q,1.6739150658905255,11.0,19505L,0.6575629728858481,58.0
4373074,60100Q,1.0820296886831204,12.0,19769W,0.4756204067017177,67.0
4441774,60100Q,0.9498844376265675,13.0,00697S,0.3034898502635186,69.0
4438843,60100Q,1.0196460435597572,12.0,19769W,0.4897803053139756,66.0
4332636,60100Q,0.3956580301739136,14.0,00697S,0.8176344056162804,68.0
4467935,60120W,0.7568148100180335,22.0,10653E,0.6244187361556047,84.0
4464179,60120W,0.9247211193356587,18.0,18324C,0.46842365855918594,77.0
4463232,60120W,1.7973585375577508,20.0,00697S,1.4491948311004075,81.0
4461274,60120W,1.703229817647425,20.0,00697S,1.4225074574048684,81.0
4446327,60120W,1.8914986282962207,20.0,20392I,1.420305071161493,81.0
4445768,60120W,1.9773740425775053,20.0,20392I,1.3190150625089798,79.0
3860254,60121B,3.880742515318937,2.0,20422O,0.4487549211616596,42.0
4468959,60121B,6.878147875796886,0.0,13217W,0.42577160576250767,11.0
4468809,60121B,5.047265352969696,0.0,17055T,0.33606575574877195,25.0
4468609,60121B,7.034515153144507,0.0,13217W,0.24885174146821296,10.0
4468570,60121B,4.927723731098476,1.0,20422O,0.7977301805472029,36.0
4468298,60121B,7.4476012656826525,0.0,13217W,0.5794134403723347,6.0
4323102,60121B,4.946318590674731,1.0,17055T,0.4684266130965496,27.0
4468108,60121B,4.195564326738175,3.0,19782O,0.4939219016550724,50.0
4468028,60121B,4.18130604103413,3.0,20422O,0.5525096617688159,50.0
4467993,60121B,1.137937331607773,7.0,19509T,0.8067491205511694,62.0
4467816,60121B,4.467840714784901,3.0,19702N,0.2812000454646017,47.0
4467896,60121B,0.4178743811042998,12.0,19855P,0.10229608481256368,71.0
4467739,60121B,7.288732581778297,0.0,16461C,1.7216253151348326,9.0
4467465,60121B,4.912009277498004,1.0,20422O,0.7993303420884754,36.0
4467719,60121B,3.7151509273494767,2.0,20422O,0.4821022616971327,46.0
4467548,60121B,6.676056998740538,0.0,19503H,0.4119482261892557,11.0
4457732,60121B,0.699403323122555,8.0,19855P,0.5047428906484724,65.0
4466843,60121B,4.725670991854574,2.0,20402I,0.4626973283201389,37.0
4466789,60121B,2.8531101976465094,2.0,19834H,1.5174002339170396,52.0
4466474,60121B,4.467502475043096,2.0,20422O,0.41926376804944354,40.0
4466275,60121B,6.264265497687117,0.0,19503H,0.08549680083453619,13.0
4447357,60121B,4.541550160222216,2.0,20402I,0.34931015963993334,37.0
4462952,60121B,0.9627626918189279,4.0,19799I,0.44300366151009124,65.0
4465688,60121B,7.5882288671313525,0.0,13217W,0.683136644789433,6.0
4465711,60121B,1.2011781862676805,4.0,19799I,0.503694923398838,69.0
4465670,60121B,2.222385289847484,5.0,19707A,0.285426187312405,48.0
4460606,60121B,5.644152213181698,0.0,17055T,0.3907431775969748,21.0
4465417,60121B,0.7925710293306008,11.0,19566I,0.08300053916722291,68.0
4446109,60121B,4.930978420135251,1.0,20402I,0.4545730698303433,27.0
4452483,60121B,5.721686773747315,0.0,17055T,0.6004175647118222,19.0
4465196,60121B,4.560490375584556,2.0,20402I,0.5641453239237624,37.0
4465176,60121B,4.511539606831752,2.0,20402I,0.15040794480535596,36.0
4465053,60121B,6.775596858774854,0.0,13217W,2.062617026395601,7.0
4464957,60121B,6.4432852496574915,0.0,19503H,0.21703055449813274,11.0
4419281,60121B,6.98677548001981,0.0,16461C,2.0323371634752974,8.0
4464795,60121B,6.787659477692546,0.0,13217W,0.3489305088655878,11.0
4464295,60121B,4.4671490830233385,2.0,20402I,0.41859077642203174,39.0
4464310,60121B,4.481388215131664,2.0,20422O,0.361451638559962,40.0
4464284,60121B,6.9450029408589105,0.0,16461C,2.1963508767536357,7.0
4463938,60121B,4.817480643611813,2.0,20422O,0.6619283106418119,34.0
4443280,60121B,6.98677548001981,0.0,16461C,2.0323371634752974,8.0
4419285,60121B,6.98677548001981,0.0,16461C,2.0323371634752974,8.0
4463703,60121B,4.478608774056424,2.0,20402I,0.42568516431842046,38.0
4463505,60121B,3.992562584286349,2.0,20422O,0.35627030870310705,42.0
4463356,60121B,0.6767572116332063,11.0,19566I,0.14079369270652778,68.0
4462996,60121B,6.815194518371274,0.0,13217W,0.3544397392290566,11.0
4462766,60121B,6.931698858268705,0.0,13217W,0.1553456661316412,10.0
4462318,60121B,6.588363504836036,0.0,19503H,0.26208782529178526,11.0
4445866,60121B,6.975351889502574,0.0,16461C,2.0082130468536867,8.0
