P-ID,G-ID,Closest Garda Station (km),Num Garda Stations < 5km
4458169,20379,0.9851730108603312,1
4457084,20379,2.2395847033914746,1
4456923,20379,2.342829411028978,1
4453918,20379,1.1702736281294712,1
4456125,20379,2.324528280129659,1
4455779,20379,1.2385810339179146,1
4454836,20379,0.40107381316041557,1
4264183,20379,2.2848552967369673,1
4450781,20379,2.1498495235462096,1
4447225,20379,0.30828659238141976,1
4436251,20379,1.1916987162870618,1
4444078,20379,1.5125833618360627,1
4442148,20379,0.9376215929540973,1
4437556,20379,2.1171891086000576,1
4436227,20379,4.218682953052237,1
4432840,20379,1.8031985831434518,1
4434084,20379,1.9383366256177226,1
4434370,20379,0.7158460664381537,1
4432177,20379,0.8104067460043537,1
4431034,20379,0.1699018989549578,1
4427998,20379,2.0943442406352264,1
4421474,20379,1.2385810339179146,1
4416951,20379,0.6499633674925304,1
4416740,20379,2.052878969800767,1
4414320,20379,1.942777784798553,1
4409640,20379,0.9727102976358531,1
4469011,20178,1.008563938042491,1
4468329,20178,2.6989789564472746,2
4458910,20178,4.228134851592354,1
4463414,20178,2.3335639069579175,1
4463427,20178,0.8939738200703726,2
4460507,20178,2.6661603086094634,2
4459653,20178,2.8522247798400846,2
4456814,20178,0.3983011162394426,2
4455796,20178,2.939702070057714,2
4455480,20178,1.0923591044536554,1
4447845,20178,1.9073539344622963,1
4434748,20178,0.734496153332128,2
4432808,20178,2.8409061930670605,2
4417380,20178,1.8720171147880478,1
4447269,20586,0.5611533300878833,1
4460120,20586,2.429127690958245,1
4468926,20586,0.2994719517959553,1
4465979,20586,1.6987596275521255,1
4339823,20586,3.105188138367901,1
4436399,20586,0.2994719517959553,1
4464347,20586,1.8883227211729907,1
4463173,20586,0.4558801189174877,1
4462984,20586,0.7366850488617163,1
4462694,20586,1.6669529078399212,1
4461896,20586,1.116481994549429,1
4461011,20586,2.063303053986616,1
4460593,20586,4.435927294140026,1
4457073,20586,0.2994719517959553,1
4454202,20586,2.2612988682696678,1
4447343,20586,4.4134098001947795,1
4384262,20586,2.981353574645415,1
4446678,20586,1.4740341857468446,1
4445913,20586,0.9887378009996217,1
4445024,20586,0.5689184629025229,1
4443479,20586,4.766537518843812,1
4440750,20586,0.4607104870415217,1
4439303,20586,1.3650237458125924,1
4434732,20586,1.393493385956088,1
4431064,20586,3.7478134546001294,1
4422031,20586,2.7214669090315007,1
4418409,20586,0.476637774753276,1
4415665,20586,0.7638447076614651,1
4415595,20586,1.7490840395779403,1
4413568,20586,1.3542025425724313,1
4412720,20586,1.777584202631783,1
4450237,204,0.8429554244376581,16
4468875,204,1.035654661654861,13
4468871,204,0.4679388132790993,15
4468516,204,0.3350265991233178,13
4468432,204,1.0663486634008104,16
4468398,204,1.5863776850255809,12
4444986,204,1.206047898273873,14
4351817,204,1.168885264412711,14
4467658,204,0.608267431681755,15
4451143,204,1.6693270510270768,12
4467518,204,0.8817976611954871,16
4467287,204,1.0235244931479317,13
4467240,204,0.7246171237267922,14
4456095,204,0.4985354156529957,14
4455388,204,0.6745213445186096,15
4466943,204,0.7039612790776696,16
4456482,204,1.0788914208327869,13
4466767,204,0.806038046562203,14
4461393,204,0.721011058047864,14
4466432,204,0.6755038028896524,16
4459385,204,0.44022343638097783,15
4440647,204,0.5068828442017547,15
4417981,204,0.4501553287735207,13
4451104,204,0.09372690441066525,14
4462919,204,0.4184971697515741,14
4428918,204,0.7202861928981462,14
4464797,204,1.769629710018647,12
4464202,204,0.6612274221079066,14
4464025,204,0.5985043038804929,14
4401100,204,1.0591125344917507,13
4463493,204,0.479622829768417,15
4459218,204,1.023344731950359,15
4462786,204,0.9139144735577306,16
4461978,204,1.0784694202909944,13
4434461,204,0.721011058047864,14
4461460,204,0.6790599542026288,15
4461220,204,0.8347318348285215,14
4414773,204,0.8669688863815181,16
4460874,204,0.7006299378745809,13
4460148,204,0.8995898705775122,16
4459106,204,0.18076633953235025,13
4457590,204,0.5399686582352952,16
4457024,204,0.681286801536651,14
4456343,204,1.641346055574548,12
4355068,204,0.522960973679079,13
4449939,204,0.9418712858187334,16
4455047,204,1.3058360428521771,13
4454487,204,0.3458930491981421,13
4452824,204,0.07944205615015511,14
4451178,204,0.3458930491981421,13
4450753,204,1.116209922202336,15
4448741,204,1.6576362296988127,12
4448157,204,0.6437151090627077,15
4448099,204,1.7285398394183003,12
4440261,204,1.3496358062830565,13
4439487,204,1.0947284621880995,16
4434206,204,1.6512881428399713,12
4433548,204,1.3001764627171275,13
4433477,204,0.746821045478112,14
4432966,204,0.8530947071530671,15
4347498,204,0.8733905937794882,16
4427780,204,1.2518296745158677,15
4422741,204,0.6971567248275233,14
4332824,204,1.045522794034283,15
4433554,205,1.2629394023094638,16
4460901,205,2.0810029148697096,6
4383293,205,1.1488253829181851,10
4458661,205,0.20492907242939098,16
4449320,205,0.3920776709949473,13
4449379,205,0.7615189998739945,16
4460090,205,0.7431381615409951,15
4468907,205,1.0995011287324352,14
4445500,205,0.26122106087896596,14
4417316,205,1.5324109192412827,10
4406440,205,0.8882042470917956,12
4468726,205,1.665507894530394,13
4437734,205,0.7035737915613768,16
4459047,205,0.6424612923449804,14
4468604,205,1.1908401334183891,13
4468590,205,1.0684822829836311,13
4468508,205,1.2662713947298274,15
4468392,205,1.040364433851255,16
4467573,205,1.2854085439896552,14
4463829,205,1.0581828218533367,15
4467677,205,1.0172274379603483,14
4467528,205,1.0307169323960699,14
4274842,205,1.9665638461286317,9
4374005,205,1.8580969081514858,9
4461571,205,0.8254393673499144,15
4467167,205,0.34325533550183834,16
4447966,205,0.2798041005612014,14
4378064,205,1.8666159813018675,8
4459160,205,1.0613155549640263,11
4448947,205,1.3736730047536574,11
4457042,205,1.5783521375496479,13
4451993,205,1.9367606307156,8
4443625,205,0.97861453160689,16
4459991,205,0.5040133487232473,13
4450567,205,0.25536252338078136,14
4451673,205,0.5591516771925348,14
4466427,205,1.3720603964803268,14
4409498,205,0.9348516704945211,16
4463711,205,0.2997685231683229,16
4466195,205,0.8170646669282996,15
4466170,205,1.2507755299069008,14
4466154,205,1.160819841072691,14
4461716,205,1.293883166691943,14
4465959,205,1.7888855991382464,8
4449856,205,1.2854085439896552,14
4449094,205,0.7217028152047643,15
4359003,205,2.0810029148697096,6
4402502,205,1.0296443668378432,16
4405326,205,0.7896855149214804,16
4458559,205,0.8306628154964882,15
4457006,205,1.007558814722951,16
4453301,205,1.9665638461286317,9
4458968,205,1.5136261447683228,12
4451208,205,1.4132888787196112,14
4464356,205,1.22611264988879,14
4417708,205,1.027622340060333,13
4423898,205,1.1011894799988375,11
4380185,205,1.1011894799988375,11
4380188,205,1.1011894799988375,11
4458209,205,1.1011894799988375,11
4463732,205,1.4614117883246218,11
4463534,205,0.3308897464592351,16
4463445,205,0.9585667809956147,16
4439277,205,1.1011099454552271,16
4463298,205,0.24287094958019104,16
4461285,205,1.9190333207209005,10
4458756,205,0.9585667809956147,16
4462795,205,1.4320828772296887,16
4462746,205,1.1705013465317746,11
4455238,205,1.8203804561793364,9
4433288,205,0.9712976007939463,14
4462091,205,0.8229966938226365,16
4461248,205,2.279618819007598,5
4418686,205,0.8306787158597602,16
4460646,205,0.8600314607542089,12
4460624,205,0.4185819418686374,15
4440730,205,2.0840107963522763,6
4460366,205,1.0815316379516056,13
4460360,205,2.0810029148697096,6
4459850,205,0.5012508840969421,15
4392061,205,1.3717958158560528,14
4449715,205,1.3720603964803268,14
4458350,205,0.741605450117801,13
4436044,205,1.2662713947298274,15
4455326,205,0.719698792879627,14
4327587,205,2.0810029148697096,6
4458913,205,1.3413888675083363,14
4458900,205,1.6635651096426392,11
4458819,205,0.8936635254634061,16
4458725,205,0.9948238593799952,15
4452697,205,1.1200703465198358,13
4435973,205,2.1578807837910254,7
4458308,205,1.88128057616578,10
4457905,205,0.7448723667831176,15
4457741,205,0.8614061542624615,16
4457150,205,1.9449351939932893,8
4317203,205,1.5431693555464205,9
4456914,205,1.1447417315848054,13
4456879,205,1.0720709286463341,15
4456818,205,0.3505315817676289,16
4456763,205,1.0431542683555695,16
4456152,205,1.3686969510350346,16
4456062,205,1.3351213954392236,11
4455511,205,1.2525829472907348,12
4445292,205,1.4135517487978475,14
4455329,205,1.8022573948444054,11
4455116,205,1.1742874485071935,15
4454744,205,0.949508715794918,13
4452782,205,0.26975194915054856,14
4453842,205,1.4443475629333136,10
4453869,205,1.3998310776110328,9
4453674,205,0.890392960706346,12
4441366,205,1.1756692261049564,11
4404580,205,0.6734056117612598,15
4407980,205,1.1936149993364145,11
4452124,205,0.7076363116779245,15
4452002,205,1.3562024666425962,16
4441590,205,0.7596300651219622,16
4363918,205,0.67359353348237,15
4444718,205,1.3756434991402702,12
4450539,205,1.0162220353716147,11
4412533,205,1.2276712613886986,13
4435334,205,1.4845347407401395,16
4442101,205,0.4578498539581857,13
4441391,205,0.19190524716433707,16
4441157,205,0.4914357422774901,15
4440893,205,1.716267339566267,13
4439239,205,1.088004068567038,13
4301231,205,0.9477413307081577,15
4437944,205,1.3587201659163808,11
4421876,205,0.9225976101542899,13
4412281,205,1.3128086854391232,11
4277483,205,0.33659334039716077,15
4378429,205,1.0337565568956335,15
3538992,205,1.4974331925392481,12
4437295,205,1.8228534524058622,9
4409242,205,1.2931640466568874,14
4434537,205,1.2662713947298274,15
4430999,205,1.4590872023736714,11
4361632,205,0.7685811293637034,16
4428380,205,1.9933315519381067,8
4411727,205,0.6382615964812565,16
4427394,205,0.4185819418686374,15
4418755,205,0.9791247559462471,16
4351531,205,1.1493932223111518,13
4417606,205,0.9225976101542899,13
4417605,205,0.8865155861878008,13
4460583,2018,0.9159179634106654,15
4457059,2018,0.534558259799731,11
4466807,2018,0.45349971503696374,12
4437934,2018,0.9274265664191873,11
4454804,2018,0.6112235797824924,13
4354539,2018,0.8406329293972659,11
4468687,2018,0.6389921341773898,13
4468641,2018,0.9092878551276398,13
4459851,2018,0.4715942658246216,11
4437933,2018,0.8525526207147793,11
4468407,2018,1.561261418349988,9
4452618,2018,0.9605547211020299,15
4468283,2018,0.19417061445304748,12
4447368,2018,0.61227351656263,11
4467459,2018,0.7921672786062188,12
4440771,2018,0.5107391842791225,13
4459192,2018,1.005402528863646,11
4449708,2018,0.6519571956302882,13
4451649,2018,0.8353688868570517,12
4466015,2018,0.8728014280042258,14
4452700,2018,0.9773641837735582,15
4465654,2018,0.3166076658114961,11
4280338,2018,0.8489395108293709,15
4243543,2018,0.8205494939654263,14
4306168,2018,0.8489395108293709,15
4465381,2018,0.7931223502616846,11
4401118,2018,0.5704854817061248,11
4438482,2018,0.5704854817061248,11
4465154,2018,0.7579271530157821,13
4464648,2018,1.10410245692611,12
4447354,2018,0.8582796240718095,12
4463876,2018,1.0363087511856872,15
4463747,2018,0.8846208132476739,11
4416974,2018,0.9830071383397789,13
4280434,2018,0.3319544875662136,11
4461564,2018,1.2093141412997055,11
4461856,2018,0.8499931216272599,11
4431404,2018,1.2376112584895727,13
4460847,2018,1.2333017268787723,11
4259787,2018,0.6720168151757319,13
4459672,2018,0.537989207193611,11
4459057,2018,0.4409458565112231,12
4444817,2018,0.40736356726256356,13
4458893,2018,1.0622502562375895,11
4458306,2018,0.7655110358220453,11
4324333,2018,1.0551940553112455,11
4450594,2018,0.11095687240438215,12
4451284,2018,0.9238486692833283,11
4423333,2018,0.8372693594848141,12
4455840,2018,0.9293968709183338,13
4455753,2018,0.38314809331990346,11
4441095,2018,1.0753004350813542,15
4454679,2018,0.7401918058358324,12
4454547,2018,1.1700652954851367,10
4454189,2018,0.7749778272811894,12
4453830,2018,1.4689082430148785,9
4318706,2018,1.2376112584895727,13
4442818,2018,0.7473704405364944,11
4363144,2018,0.6953418980360911,11
4451657,2018,0.6389921341773898,13
4451283,2018,0.9265184293093442,11
3816560,2018,0.36250663033195424,12
4409179,2018,0.29063519930536946,12
4450060,2018,0.9757001630738695,13
4449175,2018,0.4920911307609722,11
4449146,2018,1.8061582237606018,11
4318697,2018,1.2376112584895727,13
4448892,2018,0.28249890083945994,12
4442967,2018,0.8194154251594266,12
4438135,2018,1.09084939551064,13
4374207,2018,0.8258201467538581,14
4373707,2018,0.7280958015469808,12
4441729,2018,0.985155284187439,12
4383023,2018,0.9293811491046836,12
4429711,2018,0.8895077189817817,15
4430558,2018,0.4932833338434003,12
4394849,2018,1.1700652954851367,10
4348900,2018,0.9062841549595404,14
4420600,2018,1.1013743180378182,11
4346063,2018,1.8839952022017081,11
4444563,2044,0.9123766328964787,5
4455459,2044,1.6195176865284195,5
4455441,2044,1.6195176865284195,5
4355457,2044,2.1801038160351704,4
4468915,2044,1.904822533556683,4
4455448,2044,1.6195176865284195,5
4467492,2044,0.42776646049546,5
4464987,2044,1.3416208325765113,3
4355458,2044,2.1801038160351704,4
4468705,2044,0.25997403969541666,5
4468633,2044,0.853711033866606,5
4468610,2044,1.342990219270516,5
4468505,2044,2.3783538235760533,4
4468354,2044,0.41125092280350284,5
4448747,2044,1.817957934113747,6
4467894,2044,2.3179666561187497,4
4463694,2044,1.625560372347783,5
4468035,2044,0.28928142516090394,5
4468129,2044,1.9878858297012088,5
4465093,2044,2.7767373523863705,4
4461303,2044,1.7920910577010543,3
4467822,2044,2.253348190367928,4
4467701,2044,0.8536680731172034,5
4462000,2044,2.3434781271387783,4
4467595,2044,1.2243874157656922,3
4467536,2044,0.14433722634220947,5
4467495,2044,1.699906866479944,4
4450248,2044,1.7490927371254292,5
4467103,2044,1.0620651112315354,3
4455367,2044,1.5634905552931366,4
4458304,2044,0.6619216463295534,5
4420231,2044,1.2801597236084996,4
4456600,2044,1.0499243778529204,3
4466971,2044,0.995831257267739,3
4453458,2044,1.214864003024154,5
4455413,2044,2.3434512370669305,5
4437610,2044,0.809569393235431,4
4462168,2044,1.8253751957944058,5
4452901,2044,0.7421976672613384,4
4454347,2044,2.175641243242014,5
4454009,2044,2.506160930133315,4
4466305,2044,1.435955275861327,5
4425003,2044,1.3772810904133936,3
4466191,2044,1.7875452135922605,6
4466122,2044,1.830999365409058,6
4465976,2044,1.6370522868012622,6
4455824,2044,1.8709309709869948,5
4465715,2044,1.6955855296464872,5
4465698,2044,2.1801038160351704,4
4465663,2044,1.4930447631436343,3
4465661,2044,1.0093817300120098,5
4457153,2044,1.391866400696973,3
4423247,2044,0.8935170964513416,4
4450277,2044,1.7490927371254292,5
4451262,2044,0.8482898461126682,5
4464854,2044,2.754879474264397,4
4382542,2044,1.0614158916195793,5
4450336,2044,1.3523549777604853,3
4451254,2044,2.1749070202736114,5
4464728,2044,1.7831602922622847,5
4454874,2044,1.5812218519083712,4
4435676,2044,1.9911510508002959,5
4435675,2044,1.9144469842052914,5
4455739,2044,1.4275090217099704,3
4456120,2044,2.3783538235760533,4
4461715,2044,1.3701382479350819,5
4465007,2044,1.6955855296464872,5
4464901,2044,1.539314289302936,6
4338123,2044,2.1210116598477446,5
4449161,2044,2.3434781271387783,4
4464788,2044,1.452875968765134,5
4464160,2044,1.7681965724015036,6
4464159,2044,2.2295823160089547,4
4442548,2044,2.2200597059913196,4
4463980,2044,1.5380455638362207,6
4463767,2044,1.813142071881981,4
4394786,2044,0.23514559569228477,5
4463262,2044,1.7257378445008853,3
4456825,2044,1.5200921125551925,5
4457963,2044,0.7291288136138303,5
4459925,2044,1.5795081902037234,4
4451261,2044,1.640046659252128,4
4443389,2044,2.2663343428793827,4
4462369,2044,1.5891718010482028,4
4462365,2044,3.26373421111996,4
4462191,2044,1.0286378195533337,3
4460038,2044,1.6219000407707032,5
4460161,2044,1.7320758479851226,5
4461808,2044,1.8709309709869948,5
4461768,2044,1.4834051200720186,4
4458365,2044,1.4161051271248646,3
4461356,2044,2.0697691214688576,5
4380883,2044,2.1801038160351704,4
4461261,2044,3.2577073828693046,4
4095111,2044,1.95166349615975,5
4450164,2044,1.8398889335338433,6
4460453,2044,2.1418496553629227,5
4449378,2044,1.5373284951595052,4
4448279,2044,1.8132209610125738,6
4460200,2044,0.7094809621095934,6
4460199,2044,1.5857714420788205,5
4459988,2044,0.7824660012049172,5
4455996,2044,0.7132997160863269,5
4459823,2044,1.3047697595589178,3
4459822,2044,0.23514099409323785,5
4459493,2044,1.0822891603283307,5
4433725,2044,0.9060229998635534,5
4459161,2044,1.8868552428805463,5
4421916,2044,0.9343473000878778,5
4409386,2044,1.2030650919308354,5
4362906,2044,1.6873508793402068,6
4458031,2044,1.4414827591855712,3
4455076,2044,2.245462736831175,4
4457065,2044,0.7963650438913742,5
4455810,2044,0.8395120624083734,5
4455808,2044,1.86680922907753,6
4455473,2044,1.0016147459956668,3
4437919,2044,2.4394253180187966,4
4455257,2044,1.8849270798356623,3
4455036,2044,1.4290737242504112,5
4454402,2044,1.4170041381840355,5
4452208,2044,1.838586239046424,6
4453801,2044,1.0340758121328355,3
4449602,2044,0.7206163246040521,3
4444385,2044,1.1671448036487866,5
4422762,2044,0.21689049047702902,5
4437474,2044,1.7885000968731908,4
4412633,2044,1.7490927371254292,5
4445227,2044,2.19289283746781,5
4450798,2044,2.0141899736070887,5
4450509,2044,2.19289283746781,5
4450265,2044,1.7490927371254292,5
4415033,2044,0.7961649586747487,3
4449477,2044,1.703471648889503,3
4448953,2044,1.4408827425941422,4
4442859,2044,2.0032012712395226,5
4446562,2044,3.2339632149201587,4
4440170,2044,1.9625240856242216,5
4436754,2044,2.3593028821012303,4
4413096,2044,1.3279304315289737,5
4400499,2044,1.7867838719507123,6
4374837,2044,1.368581229372383,4
4423464,2044,0.31237639942002376,5
4427504,2044,0.56646828077983,4
4439209,2044,1.5706550145877751,3
4315643,2044,1.1254850508764311,4
4435642,2044,1.946826569547474,5
4375883,2044,0.5814644182869724,4
4422129,2044,2.3790524972748788,4
4422758,2044,0.21689049047702902,5
4422764,2044,0.21689049047702902,5
4422756,2044,0.21689049047702902,5
4420178,2044,1.4403485346990765,5
4344696,2044,2.2378783977780543,4
4400828,2017,0.9102147239017898,16
4461966,2017,0.7333040793267624,16
4461478,2017,1.5407345751275188,13
4454845,2017,1.954302968013125,11
4463434,2017,0.4804588640358848,15
4463946,2017,1.041528453159511,16
4400827,2017,0.9102147239017898,16
4468615,2017,1.6794463058258318,13
4468513,2017,0.8541020731176018,15
4468399,2017,0.1569603615461382,15
4447920,2017,0.9158341455381652,16
4448659,2017,1.0815187008684481,15
4465795,2017,1.0199874278370396,16
4467409,2017,0.723887498735649,16
4467222,2017,1.249561234597744,16
4467193,2017,0.8000473725718621,15
4467170,2017,0.9544879170635889,14
4361452,2017,1.373352425713179,13
4394488,2017,0.9171263865484706,14
4262647,2017,0.7958352336363118,14
4460875,2017,0.8779857503764973,15
4465561,2017,0.7637421553194651,16
4466444,2017,0.8401591036076967,15
4466412,2017,0.992652522081809,16
4466368,2017,0.3176207292231606,15
4376275,2017,1.3844838625596392,16
4466109,2017,0.7569130243382145,15
4466077,2017,0.9893551315445112,17
4454680,2017,1.5278263766674773,13
4465767,2017,0.3202946878482302,15
4465727,2017,0.9852416666428455,16
4465565,2017,0.5744139426598845,15
4465479,2017,0.8508876153849178,15
4450452,2017,0.4213855466718779,15
4459814,2017,0.4213855466718779,15
4336076,2017,0.5130771934751559,15
4431796,2017,0.7447213713061059,16
4431657,2017,1.0206376949042921,15
4446370,2017,0.7841895823376672,16
4450890,2017,0.8396269579133028,16
4089752,2017,0.8276923917749369,16
4436790,2017,0.897530979899218,16
4442399,2017,0.9208019995353335,15
4452829,2017,0.9071204238327443,16
4447655,2017,0.9319472275105464,14
4444475,2017,0.7887946800327805,15
4464717,2017,1.4110679080543649,13
4459460,2017,0.7797363949255918,15
4461849,2017,0.46706367605675453,15
4463797,2017,0.9586578076049465,16
4463775,2017,0.9076300354071315,16
4444665,2017,0.6019241729679395,15
4463436,2017,0.32703926929934896,15
4463132,2017,0.3197196110571253,15
4326625,2017,1.3481168959392646,13
4462705,2017,1.4337108185132843,13
4462339,2017,0.36279888028180524,15
4462128,2017,0.5817580899366306,15
4414237,2017,1.0039891463225963,15
4427154,2017,1.036083341422679,16
4462069,2017,0.824201407078573,15
4461741,2017,1.2102840835285686,13
4460604,2017,1.1803501676428234,13
4460548,2017,0.8581384735134944,16
4427117,2017,0.37727518716703295,15
4459499,2017,0.43632503411893503,15
4459491,2017,0.8247739246733847,15
4450418,2017,0.9605624468976491,17
4446627,2017,0.6707569425100336,15
4458904,2017,0.7086970961125609,16
4458638,2017,0.1333644443562812,15
4458553,2017,0.29210329428502946,15
4458206,2017,1.1919857721336558,16
4457792,2017,1.56236342481103,13
4457621,2017,0.628610655305182,15
4457142,2017,0.9592719259495005,16
4417941,2017,0.4492377691418896,15
4456844,2017,0.2446742169702495,15
4456592,2017,0.9233798553673931,17
4323507,2017,0.9545409828721916,16
4324749,2017,0.41359710415096945,15
4443875,2017,0.30608279343337524,15
4447048,2017,0.9356715422385731,17
4323086,2017,0.6356865914415759,15
