P-ID,BER_ID,BER_Rating,BER_Energy_PI_(kWh/sqm/yr)
4407608,,B2,
4417642,102434339.0,C2,194.67
4461814,,B3,
4464321,,E2,369.38
4439284,,Ex,
4466195,113507099.0,D1,250.41
4452220,111326492.0,E1,174.92
4459667,113433684.0,C2,190.91
4444563,,E2,
4448117,113075352.0,C2,186.85
4436723,,C2,
4454575,,F,
4447060,,C3,
4410222,112929666.0,D1,
4468857,102977865.0,C2,
4462008,,G,
4467394,103779674.0,C2,191.65
4450192,,E1,
4429821,108118878.0,D2,
4358016,,E1,
4451338,102484441.0,B2,121.63
4467865,,A3,
4361130,112494521.0,C1,174.71
4466536,,G,
4464987,113479828.0,C2,
4457628,100276518.0,D1,240.96
4442859,107555849.0,D1,227.41
4357568,103151866.0,D2,294.05
4462558,113472732.0,F,424.12
4468466,108403114.0,C3,
4441060,113152623.0,D2,284.04
4468373,,B2,
4449702,,F,
4458175,113418552.0,D1,228.7
4468556,104602750.0,D1,244.48
4345505,,G,
4445350,109835223.0,E2,
4464905,,D2,
4468875,,D1,
4466643,109941609.0,D1,258.36
4376921,104215819.0,C3,214.56
4413894,,F,
4438687,113107346.0,G,532.55
4462365,113471825.0,D2,287.66
4465966,103523213.0,E2,358.82
4458196,,D1,
4443171,113191282.0,D1,234.41
4434816,107518110.0,C3,208.13
4464654,,D2,
4445059,111241485.0,D1,233.08
4466313,113483622.0,C2,192.7
4460934,113452197.0,B2,124.39
4463700,105713309.0,C3,207.81
4433326,,D2,
4411402,109555359.0,C3,220.48
4437066,100888932.0,D2,270.86
4420960,112900360.0,D1,
4465731,,C3,
4457019,113270532.0,D2,275.14
4460228,,C2,
4460560,112914650.0,B2,
4427825,102417227.0,E1,304.75
4444475,113157531.0,B2,115.92
4463931,113487649.0,F,408.77
4449347,,C1,
4451460,,C2,
4450607,,E1,
4441318,113142939.0,C1,154.86
4435569,,C3,
4468569,100829076.0,B3,149.49
4462106,,C2,
4465088,100802263.0,E2,369.54
4423102,,D1,
4448953,113220974.0,B3,126.47
4444149,,C1,
4449460,101091528.0,F,390.6
4452262,112651997.0,F,427.36
4467557,,C3,
4460388,113428494.0,D1,255.81
4417002,112980701.0,C1,172.21
3816516,,A2,
4409820,106422520.0,C2,195.41
4459450,,D2,266.12
4431494,105663728.0,D1,256.19
4447582,113180681.0,C2,195.16
4468807,,B3,
4459892,110017357.0,C2,176.25
4465810,,B3,
4464717,11133445.0,D2,276.88
4291461,111517793.0,D2,260.65
4436153,,B2,
4464198,,D1,
4307276,111907465.0,D1,256.31
4461981,,C1,
4458712,,D1,
4468521,,D2,
4462245,112364815.0,C1,160.03
4464177,,D1,
4457935,113285688.0,C1,
4453898,,B3,
4430244,101963072.0,D1,242.09
4465115,107548844.0,D2,288.91
4468679,107371122.0,,
4460569,113446876.0,D2,289.51
4467628,109335695.0,A3,11.55
4465177,,E2,
4381385,113460059.0,B1,85.29
4465556,,C3,
4446385,,E2,
4447599,110883857.0,D1,225.04
4416700,113130207.0,D1,240.46
4463172,112930698.0,C1,167.3
4461330,106314768.0,F,417.9
4419577,112892674.0,E2,365.16
4446703,,B3,
4467575,,D2,
4458934,113512123.0,E2,348.83
4444797,113196497.0,G,481.17
4465196,,C2,
4455434,102072618.0,B2,113.41
4446475,104642384.0,G,
4446472,104642384.0,G,
4446566,104642384.0,G,
4458737,113428619.0,C2,185.26
4460881,,C2,
4366729,112560214.0,G,547.83
4459162,112988811.0,E2,365.99
4332246,,C3,
4452416,113242036.0,D1,251.41
4450603,,D2,
4467027,113512024.0,F,418.57
4459143,,C1,
4456489,110725397.0,B3,144.65
4463436,107209553.0,D2,295.8
4461915,101660652.0,C1,171.28
4446269,,B2,
4447813,800747115.0,C3,
4451763,112888458.0,B2,
4467143,106463532.0,C3,215.41
4457656,113418040.0,D1,321.55
4465397,113504153.0,D2,281.43
4441663,113147292.0,E2,353.7
4458510,113441711.0,C1,
4301231,,Ex,
4466952,105009815.0,C1,
4467227,108531658.0,C1,165.5
4446691,,D2,291.36
4453101,,C3,
4384272,112496807.0,B2,113.28
4454019,,A3,
4458540,113422307.0,B3,130.33
4430700,112967724.0,C2,186.61
4463156,107704124.0,A3,56.04
4447200,,C3,
4460292,,B3,
4445751,106126020.0,C3,214.62
4444507,,E2,
4433480,104221999.0,D1,249.06
4431750,113104020.0,D2,298.75
4467801,101769446.0,E1,334.71
4465714,,B2,
4415849,112881495.0,D1,228.35
4408327,,C2,
4202986,,G,
4464974,,D1,
4462613,113474639.0,C2,32.76
4332824,,F,
4447374,,E1,
4459008,,F,393.71
4438935,,C2,
4465131,104970405.0,B3,147.46
4458821,108912205.0,C3,220.02
4438843,113000129.0,C3,215.48
4461460,,C3,
4452810,,G,
4463366,112943055.0,E1,329.82
4466985,106788797.0,C3,
4460818,113400440.0,B3,140.73
4449107,,C3,
4446147,113189997.0,E1,313.3
4402502,100778133.0,D2,268.12
4443258,113158034.0,F,404.91
4413011,112904701.0,D1,226.66
4449720,113052310.0,C3,203.8
4461710,113261143.0,E1,308.65
4438153,108910605.0,C3,213.66
4459916,,C2,
4466272,110844719.0,C3,201.11
4467933,111570412.0,D1,233.02
4463707,113458871.0,F,421.45
4447996,100214741.0,E2,372.62
4458571,,C1,
4431237,107021099.0,C3,214.03
4460667,,Ex,
4441366,107539892.0,D2,52.1
4374837,112619648.0,C2,186.54
4463833,113490635.0,D1,258.49
4422052,110315827.0,C3,210.55
4455296,105427629.0,B2,120.65
4356251,106679996.0,C3,207.46
4465654,,C3,
4469010,,G,
4431579,112584511.0,C2,194.8
4444876,,C1,
4461720,113459085.0,D2,277.48
4460311,109997320.0,C3,209.06
4446783,,F,
4464071,,B3,
4447532,105372866.0,C2,202.74
4427000,,C1,
4467330,,D1,
4449725,113231872.0,,
4466700,,B3,
4463485,113483960.0,G,92.41
4435676,112992474.0,F,393.58
4412600,,E1,
4463161,,C1,
4460552,,C3,
4465121,,E1,
4466212,108847070.0,C2,195.9
4462534,105166383.0,D1,249.9
4464063,111650800.0,C2,179.08
4417024,108831074.0,E2,377.1
4462363,101599967.0,G,
4468638,113475982.0,C1,156.44
4464813,113490346.0,D1,239.79
4465661,113506737.0,D2,287.84
4462159,,C1,
4459049,113438758.0,F,440.2
4464689,,C1,
4461677,11316429.0,D1,256.55
4451257,11222586.0,B3,129.13
4356329,,C2,
4442512,,A3,
4466951,,E1,
4449378,113132005.0,C3,219.14
4466053,113509541.0,E2,359.83
4457101,,C2,
4419905,112793617.0,C2,197.69
4466599,110320769.0,C1,169.18
4466289,,A3,
4468293,113550800.0,C1,172.6
4455823,113126668.0,D1,249.04
4461806,,C3,
4466324,105884613.0,C3,206.24
4431489,,C1,
4462022,,D1,
4451409,113131411.0,G,
4455461,103110094.0,B3,145.08
4445299,,B2,
4430811,,C1,
4468906,,B2,
4460865,113472088.0,,
4440101,110014800.0,A3,73.03
4466924,,D2,
4456347,,C2,
4450662,,D1,
4468319,,C3,
4423500,112908868.0,C2,194.58
4463658,113487797.0,B3,
4433286,,C2,
4457616,,D1,
4466946,113458624.0,F,403.30
4464797,,F,
4435716,101667434.0,E1,314.43
4466750,113150544.0,D2,278.13
4463368,110876794.0,A2,46.4
4459932,112774088.0,B3,137.58
4458013,,D1,
4464752,,B2,
4457546,113422505.0,C1,174.55
4462107,113456958.0,C1,174.92
4392548,,C1,
4466967,113304620.0,E2,361.87
4457059,,E1,
4457132,,C2,
4432631,,E2,
4458651,,A2,
4439291,113129183.0,E2,342.3
4422663,113016729.0,F,435.99
4325332,,C2,
4465576,101815397.0,C1,168.01
4461437,113442578.0,D1,232.59
4432988,113071898.0,D1,52.59
4462314,,C1,
4465681,113505051.0,C3,218.2
4465795,107167983.0,F,449.48
4462978,102237054.0,C1,
4417753,11189722.0,F,418.15
4465082,105432058.0,C2,184.24
4465423,104087739.0,D1,235.88
4459969,113467039.0,E2,347.32
4462495,113453617.0,D2,293.17
4427154,113011696.0,D2,296.85
4468180,,C3,
4460548,108077405.0,D2,299.63
4462949,105118772.0,C3,216 
4264183,108695586.0,C2,180.24
4457913,113416440.0,D1,
4459649,102722915.0,C1,170.95
4466766,100096700.0,D1,236.80
4462381,,C3,
4468193,109764118.0,B3,142.19
4454203,,C3,
4446667,100927912.0,C3,203.80
4418434,101056000.0,D1,251.91
4430310,,B2,
4310778,111916201.0,C2,187.24
4451112,113476204.0,G,488.62
4458095,,C2,
4468804,,E2,
4376395,,D2,
4462545,101812626.0,C2,185.6
4324506,,F,
4418869,112962238.0,E2,370.17
4461342,,C1,
4460844,103719456.0,C3,203.2
4467535,103542395.0,D2,
4417947,104425004.0,C3,208.81
4455989,,C2,623.75
4406213,112781281.0,C3,209.42
4456019,113438303.0,C3,203.29
4452069,110177805.0,C1,163.55
4463556,111115168.0,D2,284.63
4467355,113477855.0,C3,217.78
4456178,113295448.0,G,
4465328,113510002.0,C3,
4458308,103339859.0,E1,316.17
4466588,110938206.0,C2,
4379918,112680509.0,E2,369.27
4451383,111913901.0,E2,344.4
4464728,,G,
4460771,,C3,
4461002,,B3,
4416782,112923610.0,D2,282.86
4461273,,D1,
4390264,112784962.0,B2,123.23
4461678,,D2,
4418123,112902036.0,E1,320.6
4421142,113184832.0,F,156.59
4372784,109779785.0,D1,253.8
4462808,100873256.0,B1,96.82
4413579,,C1,
4425372,111435384.0,C2,187.92
4436517,109661868.0,C1,165.17
4443024,113165138.0,G,592.29
4467000,,A3,
4442525,,E1,
4454633,,C3,
4446336,,C1,
4447589,,A2,
4462064,,E1,
4464960,113194864.0,C2,179.52
4448785,107252439.0,C1,
4435577,108769217.0,E2,360.41
4464877,112352448.0,F,385.26
4466881,113534788.0,B2,116.28
4455403,110590429.0,,
4346811,112518188.0,B3,148.45
4462078,111244505.0,C3,213.59
4459560,,C2,
4453465,108463894.0,E2,342.81
4456728,,E2,
4444056,109835249.0,F,449.6
4463239,100712561.0,G,740.39
4450393,,C3,
4419694,112866140.0,C2,186.44
4410173,112884895.0,C1,154.44
4463194,113483341.0,D1,242.18
4458067,112291406.0,F,
4462999,108857483.0,A3,61.03
4442927,,C3,
4468567,,BE,
4460805,112597281.0,C3,216.02
4448000,107910051.0,C1,
4442889,113173702.0,B3,126.4
4463084,,C1,
4460689,113457717.0,G,865.9
4459434,113435341.0,D1,
4467405,113529937.0,B3,132.95
4434680,,E1,
4464160,113492573.0,D2,291.91
4468459,,E1,
4455274,,C3,
4441317,106281504.0,C2,193.8
4466325,,D1,
4244576,,C2,
4456107,113278667.0,B2,102.7
4452068,110177805.0,C2,188.26
4466901,113525133.0,C2,181.12
4467542,112985080.0,D2,268.91
4465064,113505424.0,D2,295.18
4468418,108503616.0,B3,131.45
4468346,108503616.0,B3,
4468587,,D1,
4462461,108039157.0,C2,192.91
4456730,113409957.0,C1,156.69
4462476,102262532.0,B2,110.46
4462353,,D2,
4461190,113449607.0,G,521.71
4461053,113421143.0,F,394.58
4423333,105358766.0,F,412.16
4417731,800302317.0,D2,509.46
4451649,,G,
4446210,,G,
4455147,113439616.0,C2,187.7
4467596,104982608.0,D2,275.32
4453660,,D2,
4447183,106157225.0,D2,
4378948,,C3,
4454660,100775832.0,C3,216.74
4463038,,C3,
4468581,,C3,
4466885,113477681.0,C2,194.37
4457150,,E2,
4446040,112569439.0,C2,195.92
4462042,113440531.0,C2,179.76
4468479,100606987.0,,
4453812,113250765.0,C2,190.15
4456104,100607175.0,C1,158.84
4465019,113471544.0,G,539.37
4434283,113127013.0,C1,
4413900,,B3,
4457103,112290093.0,B3,131.91
4456935,113412449.0,G,658.46
4450545,103637963.0,C2,195.32
4431035,113104368.0,D2,268.85
4450387,,F,
4460309,101330884.0,B3,137.38
4457959,113049191.0,E2,
4452909,100742980.0,C2,192.13
4327268,,A2,
4451139,,A2,
4422056,,A3,
4420088,,A3,0000|
4146267,,A3,
4352443,,A3,
4448962,,A2,
4440386,,A3,0000|
4456469,,A2,
4309129,,A3,
4366343,,A3,
4448961,,A2,
4434140,,A2,
4321939,,A2,
4414527,,A2,
4466692,113501803.0,A3,69.7
4318706,,A2,
4437934,188089067.0,A2,48.10
4342628,,A3,
4341296,,A3,
4400827,,A3,
4437933,188089067.0,A2,48.10
4396729,,A2,
4279855,111844031.0,A2,45.5
4414184,,A3,
4380883,,A2,
4377133,,A2,
4355457,,A2,
4330030,111933990.0,C3,211.01
4362607,110824558.0,D2,294.73
4297482,,D2,
4442692,,E1,
4460185,,D1,
4453964,,B2,
4468298,,A3,
4442522,110036795.0,B3,142.49
4466937,105824866.0,D1,229.81
4459087,,C1,
4430250,111121737.0,C1,
4450212,,B3,
4461174,113449052.0,F,398.26
4404208,,A1,
4466651,102907110.0,C2,192.25
3120466,109063370.0,C3,215.04
4465694,113480347.0,F,402.99
4460068,113295075.0,11,
4463479,,C2,
4461906,,B3,
4410207,113420681.0,G,645.97
4457705,,E2,
4455757,,C3,
4445903,109052647.0,D2,270.49
4461955,100704600.0,B3,145.85
4449171,,A2,
4466874,105402671.0,F,383.55
4442080,,C3,
4460910,,B2,
4454820,105461008.0,D2,290.01
4461771,108638222.0,G,560.86
4438710,,E2,
4465413,,C2,
4430856,105428627.0,D2,269.45
4457715,113275812.0,C1,152.39
4465751,111508271.0,C1,159.22
4461051,,Ex,
4332636,,B3,
4465093,108371667.0,A2,44.66
4427780,,G,
4448436,113235071.0,D1,257.36
4450265,,A2,
4414749,,Ex,
4463598,107728834.0,D2,274.71
4433518,113275119.0,B2,115.93
4468845,,C2,
4465340,112974134.0,C3,202.03
4467928,113539340.0,G,613.45
4436797,,C2,
4468424,108084997.0,E1,307.37
4434748,,A1,0000000
4468315,,C3,
4465229,,G,
4416818,,C3,
4458669,,B3,
4433669,108928914.0,C3,222.02
4468781,112503834.0,C1,153.21
4453666,113257521.0,E1,335.94
4445960,113127674.0,D1,249.93
4444250,,B3,
4392139,,Pe,
4443859,111557419.0,D1,231.93
4452610,113497465.0,G,453.35
4432313,111856191.0,C1,157.19
4467857,113304190.0,B3,127.29
4417981,112857586.0,E1,306.43
4366875,,E2,
4277379,111334728.0,F,405.98
4457843,,D1,
4468143,,C3,
4462254,,F,
4465432,111873683.0,B3,147.83
4466644,110519410.0,A2,37.39
4452700,106597164.0,D1,232.69
4459653,106341704.0,C3,223.21
4453164,113431829.0,G,487.32
4468181,,C3,
4444852,,F,
4426985,112983705.0,C1,164.21
4466578,104430392.0,G,720.92
4376680,1033645543.0,D2,272.95
4454744,112972898.0,D1,289.04
4452763,,C3,
4452528,,B3,
4456743,,Ex,
4433756,112971882.0,E1,330.69
4449146,113181549.0,G,620.86
4459753,,C1,
4454804,,E2,
4463056,109865907.0,G,
4419630,104220553.0,C2,
4453547,113261481.0,G,597.63
4454645,,B3,
4463750,101075653.0,C1,158.74
4466393,,Ex,
4444325,113301337.0,D1,244.44
4345891,104454848.0,D2,276.98
4447810,109671792.0,A3,57.72
4459224,,Ti,
4455224,107787566.0,C3,218.62
4446070,113196182.0,B3,147.47
4432723,104784590.0,D1,250.95
4452382,,D1,
4466288,,C1,
4455795,,D1,
4461297,103857843.0,E1,316.84
4462636,102435898.0,B3,120.11
4437403,,B3,
4465543,113507693.0,B2,105.36
4465924,,A2,
4455398,113261994.0,D1,254.38
4455787,111897641.0,C2,
4448010,,E2,
4445725,113232615.0,F,398.93
4462368,,D1,
4453353,113260830.0,D2,286.57
4450061,112606330.0,C1,156.5
4466091,110316452.0,C1,169.32
4444874,112877253.0,G,505.86
4460148,,D2,
4414350,,A3,
4460427,103978722.0,D2,263.74
4450403,102144789.0,E1,300.63
4468253,,D1,249.77
4457820,,C2,180.77
4462995,107716235.0,C2,
4460868,109078030.0,C1,154.21
4436369,113108484.0,B3,148.85
4420397,,D1,
4441152,112885843.0,G,546.12
4460394,,G,
4442166,,C2,
4466301,,A3,
4461433,,D1,
4443762,,G,
4457798,,Ex,
4404057,111528766.0,F,401.32
4465338,,C3,
4460581,109880641.0,D1,235.59
4446741,,D1,
4464442,109647131.0,C3,
4463298,112691712.0,B3,126.11
4458553,113418651.0,G,453.86
4035767,109871897.0,G,
4457081,,B3,
4447565,,G,
4453415,,Ex,
4447390,,Ex,
4454494,113262844.0,C2,191.21
4446622,11326584.0,D2,
4461425,113465124.0,D1,246.43
4468468,,C3,
4467953,,B2,
4459925,,D1,
4270967,,E2,
4460217,113439053.0,B3,131.26
4418034,112988712.0,B3,141.31
4467997,107431280.0,C2,197.39
4417856,103124863.0,B2,123.39
4450897,113145304.0,B3,145.28
4466043,104336557.0,C3,"210,89"
4461235,103502860.0,D2,279.12
4463380,,C3,
4420654,112985007.0,B3,127.84
4428406,105218630.0,C2,
4455668,113064620.0,D2,277.22
4466474,,C2,
4436043,,E1,
4410144,109526434.0,C3,185.44
4465750,109910695.0,D1,234.82
4464680,111496774.0,B3,145.45
4463336,,C1,
4465381,112249420.0,C3,221.13
4466878,,B2,
4444708,109218081.0,B3,132.02
4459619,,C3,
4459004,,C2,
4453397,,C1,
4455255,113278816.0,C1,165 
4465186,,C2,
4459250,,C1,
4461323,,E1,
4387753,105715270.0,B3,
4427504,,A1,
4464895,108844481.0,C1,168.48
4466670,101925212.0,B2,105.09
4089421,113145577.0,C2,198.78
4400421,106014129.0,F,400.69
4463963,100896950.0,D1,237.22
4467100,,C2,
4461312,,C1,
4459799,113449219.0,D2,295.45
4468830,,Ex,
4420068,113303994.0,E1,335.86
4454321,,C3,
4417217,101000123.0,C3,222.75
4436212,102649837.0,D2,262.27
4459459,104934641.0,D1,250.61
4462197,101067106.0,B3,135.3
4450130,108535311.0,E2,
4459852,107516981.0,B2,121.77
4449315,105118376.0,D2,279.24
4444304,113068555.0,F,417.18
4450841,,G,460.32
4420923,,C2,
4466813,,D2,
4422565,110803657.0,C3,
4464171,113483424.0,B3,126.25
4439927,109393421.0,B3,144.51
4435817,113095574.0,E1,331.79
4467469,,C1,
4467695,113522296.0,E2,347.65
4460070,,D1,
4452483,,A3,
4468486,113008916.0,C1,172.67
4453731,100889393.0,F,
4462011,,D1,
4464656,112431804.0,C3,210.76
4417035,,E2,
4441231,108603077.0,G,477.8
4457762,106214851.0,D1,241 
4466134,111278842.0,D2,271.84
3820024,,Ex,
4421046,103730545.0,B3,144.52
4459819,,D1,
4451956,113266324.0,C3,214.53
4435546,,D1,
4437944,113115455.0,C3,210.36
4451239,103167573.0,C2,189.25
4459962,105941157.0,C2,182.8
4449342,,C2,
4448575,,Ex,
4446992,102856598.0,C1,174.9
4456977,113184105.0,C2,50.26
4326180,105393951.0,C2,176.52
4432406,113409742.0,E2,373.6
4434631,113104764.0,C1,155.44
4467694,113496160.0,D2,294.67
4442298,113157721.0,D1,249.62
4364028,,F,
4439906,113137673.0,C3,
4463376,,C3,
4420399,,G,
4466353,113502033.0,C1,170.06
4466991,,C1,
4440138,100122720.0,C1,152.58
4448783,105152722.0,E1,310.46
4413609,112909841.0,B3,144.78
4451700,110543063.0,F,414.63
4460730,113265797.0,F,442.99
4440961,112923818.0,D1,231.97
4442853,113182257.0,C3,215.63
4462067,112341292.0,D2,264.5
4467452,,A3,
4464119,102834579.0,C3,204.86
4446095,100144054.0,D1,255.11
4304212,,C2,
4468224,100165182.0,C1,
4465086,113502421.0,B3,
4467872,,C1,
4455260,,D2,
4465130,107719015.0,D1,234.97
4462884,111054128.0,C2,195.58
4468420,,C3,
4465377,,C3,
4464926,109384990.0,A3,6091|
4433351,,Ex,
4444892,113205629.0,C3,208.12
4441177,113146799.0,G,528.15
4449091,,Ex,
4454258,112522156.0,,
4460202,113448476.0,C3,224.44
4468099,,E2,
4446647,113190870.0,D2,295.13
4456075,113296024.0,C3,214.73
4436998,,C2,
4450539,113121388.0,E2,372.67
4379382,,Ex,
4441391,,D1,
4463101,,C3,
4436546,105183032.0,C3,214 
4422594,112845284.0,C3,200.5
4463695,113211171.0,C2,178.3
4467560,,B1,
4462190,,F,
4439239,109703934.0,C3,38.5
4462628,,A3,
4454686,,C3,
4468058,112586896.0,C1,164.69
4467456,113531636.0,C2,186.54
4453084,,C3,
4457124,111516225.0,D1,256.12
4435053,113170534.0,D2,270.26
4379764,112592738.0,C1,169.93
4454679,,D2,
4466057,,E1,
4460058,,B3,
4465806,,D2,
4456721,104863378.0,C3,200.9
4444302,113177158.0,C2,198.01
4419220,104169768.0,B3,140.26
4459564,113422893.0,B3,133.07
4462804,113455299.0,C3,205.49
4446191,109328831.0,B3,128.51
4440917,113457360.0,C1,163.81
4434537,102450749.0,F,425.34
4459773,,E1,
4453591,,D1,
4466663,113414023.0,F,430.4
4465384,100594084.0,E1,320.11
4455556,100413368.0,E2,379.97
4460263,104759170.0,C3,221.38
4450904,113226468.0,G,564.15
4467568,,E1,
4460139,,D1,
4463433,,E2,
4457082,109973883.0,D1,235.76
4440203,,C2,
4467134,113507867.0,D2,263.21
4450414,,C3,
4443731,,D1,
4456698,103930483.0,B3,137.84
4466633,111930152.0,C3,214.33
4466696,107740003.0,D1,
4464356,,B2,
4450287,,C1,
4446601,,C2,
4450842,,D2,
4459645,,B2,
4449865,,D2,
4462707,109239921.0,C2,182.74
4465974,113252894.0,C3,205.36
4467339,,A3,
4462747,,F,
4462711,,C2,
4432457,112901889.0,D1,236.58
4465366,113503916.0,E2,
4466903,106797061.0,C3,
4468614,100534866.0,F,404.86
4437647,,B3,
4467151,105161996.0,E2,363.59
4448594,,D1,
4435821,108620311.0,C1,151.53
4453783,,B3,
4417089,100926765.0,E1,
4455367,,E2,
4454239,,D1,
4468280,,C3,
4448705,113217384.0,C3,204.37
4446541,,D2,
4459900,104205554.0,E2,356.05
4446407,113298814.0,E1,317.83
4404301,103002705.0,D2,278.44
4440847,113142285.0,E1,328.87
4433862,,C1,
4460453,108031238.0,C2,182.11
4455116,113174726.0,E1,
4449480,,C1,173.4
4444069,113217970.0,B3,139.7
4462827,105488621.0,B3,144.3
4468102,113461313.0,E1,336.53
4467152,,E2,
4406086,,F,
4431528,800691222.0,D2,1040.43
4468600,,C3,
4456236,,E1,
4460531,,E2,
4455840,109780221.0,A3,58.69
4451143,,F,
4450673,113260293.0,D2,277.46
4461202,100270685.0,C2,104.46
4467336,,D1,
4463225,113465041.0,C1,164.27
4418555,,C1,
4460366,,D2,
4447823,112342985.0,F,390.74
4442846,100548353.0,D2,278.81
4463118,104404330.0,C3,221.49
4433256,112876917.0,E2,378.43
4416329,106508187.0,C2,175.38
4463241,,D2,
4462942,,B2,
4456588,,D1,
4454048,,B3,
4456442,105125215.0,C2,191.66
4467484,113518856.0,D1,230.24
4458925,113431035.0,C1,171.38
4404289,105307508.0,E2,362.24
4458740,,C2,
4465028,,C3,
4452953,,C3,
4460187,,C1,
4465689,111877296.0,C3,206.21
4447805,113203921.0,B2,121.26
4437316,,D2,
4400664,112847710.0,B3,141.16
4468135,113529903.0,C3,205.72
4444009,,D1,
4453935,113260186.0,C3,212.86
4449094,113302327.0,C3,207.76
4463930,100747401.0,B2,108.86
4451216,,C2,
4453387,110166048.0,A3,50.69
4430586,107340887.0,C3,215.06
4434817,,C3,
4419238,112971460.0,C3,216.22
4468004,,B3,
4454658,100210699.0,C3,215.63
4448260,113216477.0,C3,214.31
4450769,100760396.0,G,459.38
4467414,113438352.0,E2,375.51
4450304,,G,
4458508,100328558.0,D2,288.25
4464439,113480321.0,C2,177.2
4457590,,D1,
4415975,106433113.0,B3,
4460090,,C3,
4323228,101279362.0,B3,128.05
4422638,100413152.0,,206.99
4461966,,Ex,
4468591,108019811.0,D2,284.2
4447903,105929335.0,E2,357.95
4454636,113293179.0,E2,354.19
4429711,111177754.0,A2,44.92
4416639,112942073.0,E1,
4463514,100371640.0,B3,147.06
4421781,104468798.0,D1,228.89
4458519,,B2,
4450356,,D2,
4458822,,C2,
4467081,,D2,
4467331,107373581.0,B3,134.73
4462792,113448211.0,C3,221.36
4457976,,E1,
4460004,,F,
4448392,,E2,
4419139,106715238.0,E2,
4422112,112986799.0,C3,206.25
4437628,113114771.0,D1,252.79
4462672,,D1,
4468287,,A3,
4368192,112576442.0,E1,315.48
4464648,113293062.0,E2,375.26
4418993,109927632.0,C1,155.22
4462800,,B3,
4366486,100775931.0,D2,268.01
4444320,,F,
4460963,,A3,
4465429,,A2,
4462556,113469035.0,F,408.94
4445370,,C2,
4454595,113251276.0,E1,337 
4435119,112224688.0,E1,329.26
4401906,,C2,
4453917,,C2,
4441512,113143598.0,C3,214.73
4456062,,E2,
4458944,106471865.0,C1,166.07
4432876,,G,
4460566,,F,
4447046,,D2,
4462996,,B1,
4440580,113118947.0,E1,317.7
4458811,,C1,156.75
4458914,113420244.0,E2,371.72
4467105,,Ex,
4466135,113507040.0,F,405.17
4468380,,C2,
4449168,,F,
4461531,,F,
4464048,113483713.0,C2,
4464165,113188502.0,B3,139.11
4468183,107783573.0,B3,137.17
4468242,,B3,
4433653,112363353.0,D2,275.33
4467923,113494405.0,D1,251.42
4436169,104384722.0,C1,
4461047,,D2,
4457084,107209231.0,F,398.98
4434287,100472067.0,C3,211.69
4447036,,C3,
4460138,113279178.0,E1,323.87
4465166,,B3,
4456216,,C1,
4454545,,D2,
4466801,103245700.0,B3,
4298357,,C3,
4464900,,F,
4432681,112965710.0,C1,155.03
4448573,113156269.0,D1,236.53
4467106,,D2,
4464061,113491765.0,D2,293.52
4459081,,C1,
4382802,103166872.0,E2,376.61
4457747,113520548.0,C1,155.6
4462569,108819624.0,D2,263.97
4438391,,B3,
4462826,103979548.0,C1,172.84
4465779,,D2,
4457241,109687475.0,D1,238.35
4466767,111301149.0,C2,
4465003,113500060.0,E2,372.44
4458908,113309611.0,D2,295.03
4466401,,D2,
4438135,101185533.0,C3,224.41
4466557,,C2,
4434406,,C1,
4348994,112405402.0,C3,222.98
4380824,112719208.0,E1,336.93
4434384,,B1,
4434912,107535205.0,C1,155.31
4433441,100332212.0,C3,218.39
4467411,105795132.0,D2,269.96
4466808,109239301.0,A2,49.13
4417774,106261993.0,D2,266.72
4459686,,D1,
4449269,113231427.0,C2,
4402422,,B2,
4378429,,Ex,
4451072,,C3,
4455829,100978287.0,C2,188.13
4437707,109874693.0,E1,311.19
4463021,113158083.0,D2,285.36
4455169,113158083.0,,
4466418,105569677.0,D1,249.38
4457093,,C3,
4444174,,D1,
4418250,107459489.0,C2,192.14
4453883,113180525.0,C2,180.07
4466094,,C1,
4467678,113535801.0,C2,199.53
4418847,,A2,
4442403,109824615.0,G,489.16
4446648,111440186.0,E2,367.25
4462965,108054099.0,C2,198.24
4462931,113461818.0,F,412.95
4447792,113226732.0,D1,
4443246,,D2,
4450028,,C3,
4453729,,A2,"45,17"
4456567,,D1,
4464197,111060208.0,D1,251.64
4456778,100583319.0,C1,164.13
4461817,,C1,
4420178,112983002.0,D1,234.49
4454961,113232235.0,G,1061.2
4461292,106895105.0,D2,264.32
4415828,108381617.0,D1,251.66
4463829,112388228.0,E1,336 
4465479,102158391.0,D1,233.03
4345771,,B3,
4445248,,A3,
4460411,113456545.0,B3,138.77
4302399,110895992.0,C2,176.37
4431030,106435837.0,C1,150.37
4467564,101443356.0,C1,165.61
4445039,113212724.0,C2,183.77
4417690,103257762.0,C3,206 
4454308,,F,
4430863,,A3,
4455328,113256507.0,E2,
4418610,,G,
4468612,113547467.0,B2,107.74
4462236,113467062.0,F,390.51
4468120,,D2,
4458832,100876135.0,B3,143.09
4463980,113490494.0,E2,352.26
4464871,,C2,
4468255,,G,
4462300,106020290.0,B2,107.03
4425002,,C3,
4439375,107063778.0,A3,64.52
4455986,,E1,
4454788,,C1,
4434461,,C3,
4464772,112453733.0,F,398.43
4454305,110517349.0,E1,312.23
4466850,108450412.0,C2,186.28
4413818,,C3,
4355605,112400593.0,E1,315.56
4433356,105794192.0,D1,
4372359,,G,
4468568,112820170.0,G,484.46
