P-ID,BER_ID,BER_Rating,BER_Energy_PI_(kWh/sqm/yr)
4465089,,C3,
4060129,106192966.0,D1,240.5
4467773,111594610.0,A3,57.77
4446701,,D1,
4466349,112831094.0,D1,255.2
4463442,,E2,
4467984,,B1,78.67
4459806,,D1,
4431113,107324923.0,C2,192.89
4434480,,E2,
4450247,108649435.0,E1,303.9
4461745,,D2,
4467553,,C1,
4449195,104548454.0,C2,48.56
4464615,,D1,
4452514,,C1,
4455084,,C2,
4454670,111499844.0,C1,170.13
4313049,103531679.0,C2,177.02
4448956,113192538.0,G,499.51
4468108,,C1,
4454189,112679667.0,A2,47.61
4456491,113297972.0,C3,221.71
4468897,,D1,
4414326,,A3,
4423464,112857875.0,D1,256.91
4467526,104535539.0,B3,145.52
4329721,112216635.0,E2,354.04
4441576,108187436.0,C3,215.01
4458783,,A2,
4467976,101861714.0,B2,125.69
4404616,,G,
4438832,113130876.0,C1,161.95
4464077,106503790.0,F,392.43
4468705,,E1,
4463945,113434799.0,B1,92.72
4443978,104859400.0,C2,178.9
4468513,113537229.0,G,502.78
4275707,106875628.0,C1,158.8
4430116,111105920.0,G,632.95
4447645,,E1,
4458841,,C2,
4318631,105489223.0,D2,
4468667,,D2,
4464739,105433767.0,C1,186.44
4462695,113475594.0,D1,249.71
4450792,111217790.0,D1,235.52
4464740,,C3,
4464666,100903673.0,E1,329.49
4452605,113218945.0,D1,240.51
4461418,,C1,
4460149,,F,
4448763,109923276.0,A3,
4451049,,D2,299.51
4355528,112427695.0,C1,160.05
4437230,111151171.0,C3,222.73
4468665,,C3,
4460511,,A1,
4449489,,A3,
4444472,,B3,
4451958,113443360.0,F,401.83
4463975,100643089.0,E2,362.56
4467111,,C3,
4463222,,E2,
4438368,11846226.0,E2,
4358487,103483277.0,B2,103.96
4462130,,C3,
4468822,,D2,
4438482,,D2,
4457741,110195674.0,C2,190.02
4392525,112754478.0,E2,364.08
4446633,,Ex,
4468220,,D2,
4463289,,E1,
4462001,,C2,
4463797,101029734.0,E1,314.06
4463224,,F,429.71
4449541,,Ex,
4458379,113421028.0,D2,287.04
4466434,104667928.0,E2,351.88
4467600,113528715.0,B3,142.65
4285530,111458113.0,D1,238.55
4455745,112659222.0,C3,212.15
4467679,101932663.0,D1,248.01
4435832,104324348.0,B2,110.99
4453759,110763414.0,D2,273.3
4460573,113441174.0,E1,332.09
4440191,,C1,
4450424,,B3,105085997
4466887,,C3,
4444329,103911285.0,D2,282.98
4464156,,B3,
4446048,,C3,213.86
4417605,105725923.0,F,380.09
4372255,113412324.0,C2,187.77
4446678,101153385.0,C2,190.29
4463923,,B3,
4407980,107820201.0,E1,312.66
4434910,113024152.0,E1,313.95
4460945,113453963.0,E1,333.25
4413487,112937925.0,C2,195.73
4461954,107062309.0,E2,345.77
4467293,113547095.0,D2,66.27
4460708,,C1,
4447448,,E2,
4456881,108136458.0,A3,51.9
4456879,112377973.0,F,437.57
4427895,112842778.0,C3,222.39
4460933,113449243.0,C2,181.38
4442399,,C2,
4468974,,C1,
4450839,113165294.0,C1,153.47
4449183,113016489.0,C1,163.07
4454756,,D1,
4450336,113170260.0,F,398.3
4444657,109816967.0,E1,327.97
4459045,,E2,
4465743,,Ex,
4462210,109886846.0,E1,316.55
4466917,,F,
4422038,111335683.0,11,219.92
4468931,113549232.0,G,1924.54
4467400,113492417.0,D2,287.58
4412863,,G,
4457144,,D2,
4461191,100716364.0,B3,139.1
4415865,111431912.0,G,541.59
4462919,,D1,
4457646,,B3,
4460850,101925352.0,E1,71.83
4454337,113026140.0,D1,39.2
4468095,103453254.0,C2,193.72
4460747,104881867.0,D1,240.34
4458350,112597596.0,C3,206.54
4454547,113280283.0,B2,109.4
4467202,111576583.0,B3,143.11
4458940,109537944.0,C2,38.13
4464184,113491633.0,B3,136.19
4456482,113272462.0,D1,234.15
4454845,,G,
4449708,104808167.0,B3,139.14
4453534,113255004.0,E2,350.00
4432040,11673182.0,G,
4459192,113434823.0,D1,240.21
4458572,,E2,
4460875,105224307.0,E1,328.37
4457632,109564468.0,C2,191.44
4401100,113475891.0,C2,196.52
4339616,,G,
4294758,,D2,
4442967,113181150.0,D1,256.11
4463699,,Ex,
4465778,113438725.0,C1,174.4
4464825,,D2,
4463565,100312040.0,C1,168.36
4462281,112931894.0,D1,
4452589,106072473.0,D2,
4457099,113067516.0,D1,230.55
4410130,102696838.0,G,544.29
4448782,104977541.0,C2,202.31
4467462,,F,
4442918,113209332.0,C3,219.55
4450237,107878431.0,C1,159.97
4452386,113477251.0,C3,
4456138,,C3,
4390616,112648167.0,D1,234.55
4454574,,C3,
4416872,101277382.0,B3,141.81
4454525,113284939.0,C3,221.71
4413965,,D1,232 
4468196,111841151.0,E2,346.73
4467974,110573243.0,C1,173.62
4467651,,C1,
4440884,106701014.0,C1,174.45
4464203,105388763.0,B3,135.79
4458099,,D1,
4430660,108439282.0,C3,212.19
4415955,104230867.0,D2,355.33
4463422,,D1,
4444221,,C3,
4468610,113535637.0,D2,276.6
4465499,113493373.0,G,589.67
4450486,113269955.0,C1,153.7
4452908,,D1,
4468783,,D1,
4447110,,E1,
4463159,113468953.0,D2,279.9
4461172,104004544.0,C2,190.16
4440672,113078844.0,C2,183.47
4449928,,C3,
4376548,,C1,
4439048,113126742.0,C3,210.53
4461935,113422323.0,B3,133.44
4430329,,C2,
4465403,105287551.0,C3,44.20
4362371,112540380.0,C3,210.8
4442548,112480546.0,C3,217 
4464566,113201313.0,D1,252.37
4438920,,F,
4454113,105396238.0,F,390.49
4468379,,C1,
4452508,,D2,
4411291,,C2,
4451765,106665938.0,C3,210.55
4457689,113444889.0,B2,
4461671,113471353.0,C3,202.32
4463461,,C1,
4450037,113234900.0,C1,170.66
4464314,113474803.0,B2,114.99
4447897,,E1,
4450160,,C3,
4464410,113496590.0,C1,160.99
4446028,103935409.0,C1,167.1
4462096,,B1,
4460413,112218383.0,D1,253.88
4420323,,D1,
4462981,106509912.0,C1,170.49
4461996,,G,
4440354,,F,
4460527,113446058.0,E2,375.97
4463749,,B3,
4457383,113417018.0,C1,169.58
4456810,105304174.0,D1,257.9
4465380,,C1,
4450560,,Ex,
4440974,112756200.0,B1,98.66
4438263,,B3,
4460892,,E2,
4416195,113174551.0,B3,125.78
4450066,106530983.0,C1,166.2
4453878,,E2,
4465770,113472138.0,D2,264.76
4465916,,E1,
4453522,113259071.0,E1,333.91
4453285,108432758.0,C3,215.83
4467778,107854754.0,D2,276.08
4418759,112945993.0,F,400.05
4443955,113172613.0,D1,
4428218,,C2,
4460110,111182937.0,C3,208.93
4458729,,C3,
4417687,105924260.0,E1,315.89
4468482,113546402.0,C3,223.11
4463434,,C3,
4125972,,C3,
4460904,,D2,
4432139,108513797.0,D2,264.3
4467761,113457931.0,C1,
4458070,,E1,
4454342,,B2,
4456744,,Ex,
4436751,,B3,
4459846,,C1,
4460507,113443030.0,C3,212.9
4464950,105165757.0,D2,273.99
4432118,,D1,
4466631,113512602.0,C3,
4464669,113487805.0,C1,153.03
4444558,,E1,
4466823,,C1,
4460971,100524750.0,D1,240.76
4451969,113247589.0,D2,277.51
4464909,,D2,
4467528,,G,517.65
4447541,103988275.0,C3,219.51
4467983,113173355.0,B2,120.48
4435375,102673969.0,B3,146.41
4447120,,D2,
4418526,,B2,
4466247,,C1,
4452127,,D2,
4462401,,D1,
4466069,,Ex,
4464829,113503106.0,E1,315.87
4445222,113186266.0,C2,191.84
4463495,106748676.0,E1,326.46
4439385,,C2,
4467087,,B3,
4392281,,B3,
4436003,,C1,
4463662,109696542.0,C3,217.61
4446655,,C3,
4461356,113291454.0,E2,379.25
4468392,,Ex,
4464997,,11,
224913,101220499.0,B3,31.56
4461320,113458673.0,E2,374.03
4466015,113509582.0,E2,374.69
4323086,,G,
4437919,112880422.0,E2,368.33
4463534,,D2,
4438034,,Ex,
4437295,,C1,
4465614,110760998.0,C3,215.98
4458154,113122154.0,D2,266.25
4452923,104271275.0,C1,161.35
4443882,107447161.0,D1,259.01
4458577,101056794.0,B2,106.09
4449052,,D2,
4462709,,C3,
4409964,112885108.0,E1,332.71
4463098,113263538.0,C3,215.5
4468426,108001868.0,C2,
4465154,108358003.0,E1,329.41
4461393,112358635.0,C1,173.28
4461636,,C1,
4449381,,F,
4464886,113497093.0,B3,147.3
4467479,,B1,
4464881,,C1,
4466655,,E1,
4463323,113478341.0,C3,207.24
4436201,113173884.0,B3,148.33
4450797,113231211.0,C2,176.69
4453993,113272504.0,F,384.89
4467844,110842994.0,D2,275.75
4464708,104452396.0,C2,218.41
4454269,103466843.0,C2,195.62
4457688,,E2,
4454402,113284954.0,D1,245.78
4381950,102235496.0,C3,206.34
4447836,,C1,
4461114,,B2,
4396097,,C1,
4462279,113457253.0,C2,187.7
4422188,113048029.0,D2,263.44
4466534,,C1,
4466570,113512156.0,C2,182.34
4461522,,C3,
4467513,113533608.0,D1,259.51
4455832,,D1,257.89
4373707,112616792.0,,
4467453,,D1,
4452071,,C2,
4462252,109675512.0,C2,195.65
4446392,113195523.0,C1,160.01
4336076,,D1,
4447840,111494415.0,F,
4416167,,D1,
4436044,100202175.0,D2,285.06
4466868,107265688.0,B2,121.34
4443791,,C3,
4443798,,C3,
4444085,,C3,
4440890,104745062.0,C3,211.08
4444091,,C3,
4452506,,C2,
4448113,102011491.0,C2,199.24
4422238,112959655.0,F,426.37
4450809,,E2,
4439892,113204556.0,C2,187.38
4466600,,A2,
4452387,113204028.0,C3,220.32
4465976,113513378.0,E2,366.03
4452495,,D2,
4463947,113491658.0,B3,143.74
4464792,113496202.0,B3,148.7
4443714,106635758.0,D2,267.4
4380201,,E1,
4444844,113203939.0,D1,234.1
4468889,,D1,
4446339,101156925.0,C3,200.97
4455304,102654845.0,A3,63.28
4468197,113536767.0,D2,280.25
4467521,,A2,
4463571,,D1,
4421516,,G,
4464252,,C2,
4467772,113536072.0,D2,273.57
4431920,103451464.0,E1,318.26
4465212,,C1,
4461600,113473896.0,C2,186.4
4465018,113497895.0,F,449.56
4452829,113264089.0,E2,362.89
4455975,111317392.0,C1,166.88
4466698,105914188.0,E1,333.29
4463201,113423875.0,D1,237.61
4441533,112772272.0,B3,
4365735,108836206.0,F,439.74
4458493,108459959.0,B2,109.68
4448340,113209670.0,G,608.42
4454492,109804724.0,C1,158.69
4426820,,G,
4467948,113506646.0,E1,326.63
4419223,113121784.0,C3,206.31
4463256,100690353.0,C3,224.03
4459571,102328408.0,D1,239.38
4446572,,B2,
4445391,,B3,
4373183,105665095.0,D1,236.62
4459573,,C1,
4447419,,C2,
4459464,109025650.0,D1,231.75
4464681,108777442.0,C2,185.49
4439611,113144422.0,D1,231.67
4460230,,C1,
4450062,,C2,
4468922,,C1,
4452681,,B2,
4412237,,D1,
4455979,,C2,
4441314,110353604.0,C1,155.64
4458526,,B2,
4445038,,Ex,
4419886,113131700.0,B3,135.81
4443924,113173975.0,C3,213.43
4460472,,C1,
4443600,,G,
4463942,,C2,
4447130,113178552.0,B3,129.63
4467372,,C2,
4422152,113014930.0,B2,104.73
4437474,,E2,
4467919,113536585.0,D1,237.17
4462905,,D2,
4459499,113431654.0,C1,164.51
4453249,104127873.0,C2,178.79
4466681,102403185.0,C3,212.12
4447045,102042892.0,A3,72.86
4441205,,C2,
4436554,113101885.0,C3,221.94
4392234,,C2,
4464608,,G,
4457812,112560404.0,E1,300.16
4447392,,Ex,
4452648,113249700.0,C2,176.53
4466657,113526933.0,C1,
4463570,113485640.0,C1,153.43
4439129,,G,
4427667,101120491.0,E1,339.86
4468431,,A3,
4274842,111353272.0,C2,196.92
4462312,113443352.0,C3,212.82
4280338,,A3,
4461736,,B3,
4461451,,C1,
4467334,111383733.0,E2,353.74
4461751,113256598.0,C3,215.61
4359081,112480496.0,C3,217.65
4460351,,D1,
4400499,101332161.0,C1,162.23
4468541,113522593.0,C2,199.49
4451992,,D2,
4434793,,C2,
4465676,113502710.0,D2,285.81
4442148,101540904.0,D1,317.07
4466390,,E2,
4457159,113307276.0,F,418.34
4457599,109977876.0,G,
4432045,108607110.0,G,
4468821,113505036.0,B3,127.52
4461089,,A3,
4468872,113540454.0,C2,184.08
4264264,108621285.0,C1,159.27
4447521,109698134.0,D1,231.4
4466605,103104063.0,D1,252.15
4450416,113259501.0,G,516.97
4458565,113414304.0,C2,198.51
4437321,108506809.0,D2,277 
4463777,103459921.0,E2,344.74
4466826,113522148.0,D1,58.56
4458192,113243398.0,D2,261.51
4455992,,C2,
4463093,,C2,
4446327,,B1,97.6
4415190,112961131.0,D2,296.96
4452503,,C3,
4423091,,Ex,
4466800,112236633.0,C3,214.62
4437288,113101109.0,G,787|
4465762,,C1,
4459721,,E1,
4437717,,B3,
4447291,,C3,
4458765,,E1,
4446567,,D1,
4449249,,C3,
4455867,113302608.0,C1,156.64
4456126,113302608.0,C1,156.64
4248553,111210902.0,E2,324.47
4463702,,C2,
4466143,113484794.0,E1,332.59
4466058,,C1,
4415292,107431413.0,F,401.77
4459874,110843513.0,A3,59.94
4468752,109022202.0,C3,203.95
4446436,105313738.0,C3,223.73
4351751,112397013.0,C2,
4467967,1069990005.0,C2,184.13
4467577,,Ex,
4467615,,Ex,
4454579,113461347.0,C2,188.51
4452343,103938445.0,C2,185.86
4465004,113498265.0,D2,281.42
4422150,,A3,
4444147,113186639.0,G,
4467235,,C2,
4420094,100726017.0,F,407.77
4459963,106690357.0,D2,294.54
4374005,105091151.0,D1,241.67
4449856,107928582.0,B3,136.61
4459528,113434757.0,D2,278.32
4437039,105272629.0,E1,329.88
4466211,,G,
4462780,111207502.0,C2,177.67
4439209,113120653.0,C1,168.35
4455944,107821746.0,B3,103.56
4468369,108063223.0,C1,
4466079,,D2,
4459569,113422190.0,F,381.64
4468784,,C2,
4460918,111140893.0,C1,169.98
4465930,108770553.0,B2,100.58
4450692,,C1,
4420119,100726025.0,E2,361.63
4443094,102689759.0,C3,209.54
4461211,,A3,71 
4458904,108055229.0,D1,253.62
4467077,102912383.0,E1,77.6
4433288,106242738.0,E1,61.19
4463137,112345178.0,F,
4453891,,D1,
4458819,,Ex,
4466608,113500078.0,E1,
4467532,,C2,
4461669,105748776.0,E2,340.84
2515349,,D1,
4457732,,C2,
4457791,112742788.0,C3,223.25
4463866,113146765.0,B1,98.36
4455798,106751332.0,B3,140.71
4454273,,D2,
4374923,107862070.0,E1,339.88
4435828,,G,
4461071,113455729.0,B3,135.5
4468726,,E1,
4459107,,C1,
4460797,100836022.0,D1,243.3
4452393,102244225.0,D2,
4420574,,D1,
4466772,,C3,
4468124,113536403.0,D2,291.76
4436248,113266506.0,D2,277.66
4458506,,G,
4445138,,D1,
4419420,101249829.0,D1,249.7
4461740,,C1,
4467896,,D1,
4435610,,C2,
4447135,101497501.0,C3,211.01
4463439,,D2,
4453293,113419360.0,D2,295.53
4455701,113289441.0,E2,341.77
4458566,111212007.0,C1,165.25
4464831,,F,
4467039,,D1,
4447331,,B3,
4364639,110594884.0,E2,344.09
4459672,106152713.0,C1,160.92
4433946,113096226.0,F,445.77
4450384,113245393.0,C2,187.7
4467982,107426934.0,C1,170.69
4438963,113127286.0,C1,160.59
4434084,,C3,
4441157,113142905.0,D2,288.32
4427159,,C2,
4468999,,F,
4439648,,C2,
4467932,113537435.0,D1,233.62
4447798,,C3,
4462956,113469654.0,F,389.54
4469012,100193754.0,C3,214.91
4466371,,C1,
4458968,113429310.0,D1,256.87
4460847,110174182.0,E2,375.07
4417009,112946983.0,E1,339.84
4464902,103737912.0,C2,177.71
4449705,107932857.0,C1,163.67
4338123,100416031.0,D1,46.19
4454270,,C3,
4446599,,D1,
4466233,113543946.0,C2,188.77
4462347,101673069.0,C2,175.21
4467110,,C2,186.44
4466354,113519995.0,C3,206.49
4460869,113477095.0,C2,179.96
4463638,105102057.0,D1,228.61
4459239,113432017.0,C3,217.19
4466020,,E2,353.48
4454329,100157973.0,B3,143.15
4454073,112988027.0,E2,369.86
4452358,,A2,
4461833,109776104.0,D1,
4356651,,B1,
4452302,103826574.0,C2,186.15
4335684,112234497.0,D2,283.83
4359824,,B1,
4447668,113177166.0,G,501.09
4458757,112241310.0,D2,269.31
4468735,,E2,
4460698,113448559.0,C3,
4466113,110921434.0,C3,210.54
4463339,111088340.0,D1,239.65
4467167,113252464.0,D2,266.65
4456600,,Ex,
4463274,112236492.0,C2,175.4
4456819,106211048.0,C1,153.62
4462105,113466205.0,E2,370.64
4466261,,C1,
4457726,,C3,
4454637,,D2,
4466417,108507583.0,D2,291.09
4464907,113495386.0,C2,183.91
4462339,,D2,
4462249,,E1,
4463925,,D1,
4440543,105480537.0,D2,271.45
4460505,113437461.0,C2,190.76
4463698,101271385.0,B3,133.42
4465323,,C1,
4364480,,E2,
4439098,,C3,
4463521,113464499.0,E1,322.32
4461233,,C2,
4457953,,E1,
4461747,105659528.0,BE,
4449172,,A2,
4457766,,B2,
4467574,113542674.0,C2,33.35
4466660,,B3,
4462317,113476824.0,E2,363.16
4413980,101947729.0,D1,246.94
4418510,113088298.0,F,386.45
4463669,112374269.0,C2,196.29
4468372,113538268.0,F,401.77
4467488,113532782.0,C2,
4461816,,C1,
4465880,110767068.0,C2,188.44
4464787,109864207.0,C3,220.4
4450745,110007150.0,C3,
4466461,111569141.0,C2,186.94
4454614,,E1,
4459385,113434518.0,D1,242.68
4459661,113435663.0,E2,367|
4464762,109311605.0,D1,241.42
4165711,113187249.0,D2,277.86
4460170,113479365.0,B3,128 
4462735,,G,
4463851,101519205.0,F,398.08
4449926,113229355.0,D1,240.8
4456923,105044952.0,F,403.81
4457272,105998314.0,C2,177052
4463037,113435432.0,E2,352.48
4440625,106896764.0,C2,187.5
4390562,,C1,195.24
4464981,113449847.0,E1,338.42
4441838,,D2,
4421303,102482585.0,D1,254.95
4429077,113050793.0,C2,176.43
4441423,113179998.0,C1,164.61
4443297,100652106.0,C3,211.36
4464224,,D2,
4465922,100460476.0,C3,201.79
4454236,113301865.0,C2,
4439303,105443287.0,B2,124.61
4465496,101394575.0,C2,191.47
4461857,113303028.0,D1,253.63
4458183,105302863.0,G,483.02
4462720,113299986.0,C3,204.86
4449170,,Ex,
4464901,113497317.0,B2,123.02
4446521,104779681.0,E2,352.72
4459000,,C2,
4466006,,E2,
4439816,,G,
4465123,,D1,
4456775,112945860.0,F,393 
4464093,,D1,
4435668,,D1,
4463028,107709925.0,D1,253.4
4465898,113439558.0,E1,327.21
4431404,109319012.0,A2,48.67
4450822,,C3,
4452222,,C3,
4467787,,E2,
4466689,100164227.0,B1,82.08
4463165,,A2,
4439732,,B2,
4464674,112545744.0,C1,160.85
4421805,105325914.0,D1,226.78
4462000,113459325.0,B2,121.18
4450818,112430319.0,C2,197.68
4460473,,C3,
4460999,107720617.0,D1,234.76
4447085,103437422.0,C1,158.37
4442064,106981764.0,C3,202.42
4430545,,D1,
4419781,,E1,
4448911,112798327.0,D2,274.73
4450012,102368313.0,D1,258.79
4462587,113158604.0,C1,162.17
4463471,,C1,
4423297,,A3,
4456071,113446892.0,E1,304.02
4433858,113443089.0,E1,324.11
4466857,113233423.0,B3,148.41
4408714,110755246.0,D2,291.81
4436251,106684400.0,E1,328.53
4443726,113264444.0,F,
4457559,,B3,
4442379,113127351.0,C3,209.51
4453576,113122139.0,D1,256.53
4451244,113214399.0,D1,258.66
4418369,103665857.0,NO,
4436589,,G,
4458756,,F,
4441120,112499769.0,C1,161.76
4453379,,E1,
4431281,,D2,
4448910,105025563.0,C3,224.84
4321512,111696688.0,D1,
4462597,113410476.0,E2,353.37
4453745,,C2,
4449383,,C3,
4466306,113518732.0,B2,114.62
4464322,109593293.0,D2,274 
4445815,,C1,
4452002,,F,
4461020,113432009.0,G,588.64
4466580,101095594.0,B3,145.25
4463445,,F,
4446387,,C1,
4436386,113120950.0,B3,
4458551,113421044.0,D1,253.45
4432921,,C3,
4467960,,D2,
4455520,,D1,240.72
4457090,108801630.0,D2,291.59
4449112,,C3,
4455831,,B3,
4449175,113177752.0,F,434.38
4466213,104355698.0,C2,197.07
4460234,112458732.0,C1,163.81
4467511,,D1,
4467403,113526644.0,C3,209.61
4459741,105329510.0,D2,
4464344,103490603.0,C2,190.56
4460145,101171833.0,C3,221.35
4461564,102326998.0,B3,131.4
4455703,107552853.0,A3,58.82
4445514,,B3,
4444319,,E2,
4465583,113487045.0,C1,152.87
4464420,,C3,
4463799,113490205.0,E2,371.22
4456963,,D1,
4463835,,C2,176 
4461647,,D2,
4419574,106216492.0,D1,248.61
4454212,,E1,
4324333,,G,
4463480,113442412.0,C3,218.22
4463704,113290480.0,C2,
4467459,,C3,
4438522,,E1,
4412776,100995984.0,C2,181.87
4457544,,E1,
4467037,113519177.0,D2,261.98
4460255,,D1,
4454397,,C3,
4466818,109151175.0,C1,
4459161,113431084.0,B2,114.62
4455564,112821988.0,F,391.55
4467926,113491104.0,E1,338.54
4448170,113416382.0,F,382.07
4356706,,E1,
4454685,112279559.0,D2,284.39
4450670,,B3,
4462157,100987247.0,C3,213.7
4457173,100748623.0,B2,107.97
4460143,109758979.0,E1,
4312224,,C3,
4417849,,E2,
4453875,113131429.0,B2,116.66
4463409,113483887.0,D2,295.08
4437173,,C2,
4461968,,C3,
4450611,,D1,
4454465,,F,
4445262,,Ex,
4450675,112487079.0,G,609.55
4463665,,C2,
4463312,113474944.0,E2,378.05
4458635,,C1,
4459104,,C3,
4455076,,C2,
4467146,,E2,
4447818,100580745.0,C1,166.28
4458622,,C3,
4462177,,F,
4401883,,C3,
4461405,113454219.0,C1,168.37
4455719,,C2,
4438024,,D1,
4399379,,B3,
4451812,113245252.0,D1,228.56
4468771,,D1,
4464807,113091110.0,F,430.86
4376097,,D1,
4468159,109616409.0,E2,340.88
4458616,,D2,
4460950,,B3,
4451866,,D1,
4453918,113428882.0,E1,295.95
4466432,,C2,
4295252,,E1,
4466142,,C1,
4465684,,G,
4451084,,C2,
4466658,106508989.0,C1,166.79
4467859,,C2,
4447416,,C3,
4442885,,Ex,
4448236,,B3,
4339979,,A3,
4456357,,C3,
4446418,,E1,
4443594,105562334.0,C1,166.17
4384379,106288293.0,C2,
4452342,,A2,
4466108,115314889.0,E2,360.37
4466869,107128662.0,B2,123.19
4463273,,B3,
4444251,113180020.0,C2,109.81
4438873,112397807.0,C2,191.78
4432109,,G,
4466140,113502777.0,E2,372 
4457565,,A2,
4448930,,C2,
4467386,109604739.0,A3,56.03
4451411,100757889.0,C2,179.04
4468961,,F,
4465833,101543643.0,E2,
4458961,110727641.0,D2,283.69
4459283,112886924.0,D1,226.14
4455198,113417687.0,C2,180.46
4465151,,Ex,
4452371,113247498.0,E1,330.62
4448694,112522826.0,C2,181.02
4432964,,C2,
4435911,101902369.0,B2,111.02
4447947,102959020.0,C3,203|
4454624,,D1,
4457171,111090692.0,B3,149.16
4461808,,C2,196.82
4460506,,A1,
4465448,104950449.0,C1,173.57
4420817,106223897.0,C3,215.05
4430924,,B2,
4449418,112416250.0,C3,212.94
4438207,113121321.0,E1,321.03
4446129,100000298.0,B3,141.54
4445980,113132690.0,B3,137.45
4458464,113005540.0,D1,
4457957,113256002.0,E2,364.15
4460467,113442610.0,G,1092.06
4463594,,B3,
4462518,113307839.0,B3,127.32
4441821,,D2,
4467845,,C3,
4466404,113519557.0,E1,305.54
4462212,101551935.0,C1,166.46
4445135,101647246.0,C3,
4323507,111893152.0,E1,318.9
4417941,112942495.0,D2,279.8
4435543,112586102.0,D2,270.22
4448890,113206965.0,F,385.18
4467437,113512578.0,C1,160.63
4462635,106824295.0,D2,296.91
4451104,100491117.0,C2,198.77
4463080,1101185031.0,F,411.01
4465098,113290191.0,C3,202.64
4456565,,D2,
4457814,,C1,
4434469,,C2,
4463255,113479877.0,F,431.24
4465111,106530403.0,C3,202.73
4455025,103099222.0,B3,
4438120,111143335.0,E2,364.68
4373122,100811744.0,D2,289.92
4462762,,C1,
4448279,112851886.0,C3,205.77
4456462,109684647.0,G,605.33
4465181,112897699.0,C2,189.88
4416722,,G,
4466406,,D2,
4452835,,D1,
4461815,,C1,
4326070,,Ex,
4417316,112940028.0,D1,257.27
4427018,113037618.0,C2,183.65
4456607,107888414.0,A3,55.38
4455410,113289698.0,D1,246.42
4457886,,A3,
4462234,111674271.0,A3,72.86
4446583,,G,
4455324,106790603.0,F,399.29
4465549,,C2,
4455452,113281737.0,D2,298.22
4459210,113435408.0,E2,354.24
4414819,112688908.0,G,546.26
4428509,111505681.0,G,544.71
4468018,,D1,
4457050,,Ex,
4448766,113237069.0,D1,
4454390,,A3,
4433741,104050463.0,E1,320.54
4429016,107520306.0,E1,325.93
4450038,111919924.0,C3,211.1
4457153,,D1,
4414175,106006703.0,B3,139.49
4366458,112797204.0,C3,208.44
4451124,,Ex,
4434360,109164475.0,E1,325.69
4378893,107740292.0,F,382.08
4454424,,D1,
4462410,108238726.0,A2,"47,13"
4445933,113191902.0,C1,161.32
4461341,113062509.0,C3,200.9
4442933,,D2,309.94
4444891,,C2,
4460737,,D2,
4466496,101242105.0,D2,29.632
4468869,113545776.0,C1,173.02
4467098,,D1,
4465505,113503460.0,F,399.03
4466039,111165197.0,C2,
4409498,,Ex,
4417370,11289865.0,C1,163.31
4466433,,C3,
4451301,106922636.0,D2,277.42
4459332,113410070.0,B3,143.81
4436343,104153051.0,D1,
4458793,103294450.0,B3,128.87
4456554,113301840.0,D1,254.86
4459182,111905568.0,G,815.82
4447068,,B1,
4455494,,E1,
4465492,,B3,
4464202,106046253.0,D2,276.47
4443621,105423685.0,C3,211.08
4463060,113472724.0,E2,449.52
4448336,,C2,
4465011,113500490.0,D2,277.97
4448873,113101083.0,C3,
4452601,113251649.0,C2,189.24
4468919,110297520.0,C2,183.03
4465153,110582749.0,B2,121.67
4461594,,B3,
4447288,,C2,
4466943,112201819.0,G,606.93
4460069,113529879.0,D1,255.93
4450966,,C1,
4462151,108383340.0,C2,195.53
4443909,113021786.0,D2,266.99
4451779,110807252.0,C2,184.22
4442519,100960426.0,F,448.34
4467966,105181093.0,10,
4434110,113133920.0,C1,166.57
4461576,,D2,
4453529,,C1,
4462809,,C1,
4429843,105576474.0,C1,160.3
4459026,113298590.0,E2,363.57
4461105,,E2,
4456785,113303614.0,D2,289.42
4450884,,C2,
4449508,,A2,
4437376,100564624.0,B3,131.71
4437010,,C3,
4453298,100159813.0,E2,
4456818,113298756.0,D2,270.29
4468801,,B3,
4453850,102086378.0,C1,159.78
4461322,,C1,
4464295,,C1,
4454503,,D2,
4451801,113155626.0,D1,
4448146,,B3,
4462498,,G,
4458213,113423222.0,C2,182.66
4458891,,C1,
4423110,101092740.0,C2,185.03
4422264,101347292.0,E2,83.11
4456090,107902066.0,D2,262.14
4448872,108234352.0,B3,149.62
4463282,113478077.0,D2,262.4
4459565,100753714.0,C3,210.19
4466232,100497387.0,C1,174.57
4465934,105190862.0,D1,250.57
4463545,113471205.0,E1,334.46
4449651,,C2,
4462364,113285027.0,D2,
4462541,102915519.0,B3,135.48
4438414,100141894.0,C3,213.92
4277483,,Ex,
4466994,,F,
4448186,112908777.0,C1,170.84
4441788,,D2,
4467752,106549223.0,B1,98.18
4445954,113279947.0,E1,317.56
4415807,100177724.0,B3,136.05
4431898,112844063.0,D1,250.17
4463780,,C3,
4465984,113511497.0,C1,171.59
4458964,113428189.0,C3,222.25
4444010,,C1,
4450817,100177757.0,B3,133.78
4433709,106389117.0,E1,309.43
4462419,,Ex,
4453240,,D2,
4395206,112705140.0,G,522.71
4460488,104289855.0,C3,207.13
4450811,100177765.0,B3,146.59
4446664,113196919.0,D1,
4437902,,B3,
4451858,107583577.0,C2,187.7
4452762,102249646.0,10,
4456848,,B1,
4467698,113527865.0,C2,
4455969,,D1,
4466336,,B3,
4455131,100561133.0,C2,181.53
