P-ID,Lat_(WGS84_GPS),Long_(WGS84_GPS),Address,Eircode,Routing_Key
4432540,52.4473539,-6.346930299999999,"   blackwater, blackwater, wexford",,Y35
4454727,52.59939749999999,-8.806099099999997,"  'cois na coille',curraghchase,, kilcornan, limerick",V94 DCN4,V94
4432817,51.59762,-9.568404,"  'janest' dunbeacon, durrus, west cork",P75NR74,P75
4448747,53.3054493,-6.2031515,"  10 merrion woods, stillorgan road, booterstown, dublin",,
4440864,51.821931,-8.403391300000001,"  173 dun eoin, carrigaline, cork",P43FE82,P43
4416307,52.80825180000001,-6.1386046,"  18 cluain árd court, arklow, wicklow",Y14YC58,Y14
4452303,53.6108671,-6.2106118,"  20 martello rise, balbriggan, dublin",K32RW29,K32
4459106,53.34119889999999,-6.3067438,"  23 carrickfoyle terrace, kilmainham, dublin 8",D08 R5FR,D08
4454626,53.04156769999999,-7.2949182,"  25 primrose avenue, esker hills, portlaoise, co. laois, portlaoise, laois",R32 Y43A,R32
4451959,53.4039338,-6.2087414,"  26 clonshaugh walk, clonshaugh, dublin 17",D17YF54,D17
4362906,53.3029713,-6.2023183,"  3 bedroom stable house, the rise , mount merrion, dublin",,
4452916,53.34146260000001,-6.228281099999999,"  38 fitzwilliam quay, ringsend, dublin 4",D04VW13,D04
4443054,52.6516712,-7.2555838,"  4 wellington square, kilkenny, kilkenny",R95FE81,R95
4448470,53.2728517,-6.255246400000001,"  50 ballintyre meadows, ballinteer, dublin 16, ballinteer,   dublin 16",,D16
4436719,53.39047530000001,-6.2574314000000015,"  50 shanowen avenue, santry, dublin 9",D09K4W8,D09
4432167,53.16072310000001,-7.2109596000000025,"  52 kilmalogue park , portarlington, laois",R32R726,R32
4463026,52.78520049999999,-6.1732679999999975,"  78 knockmore, wexford road, arklow, wicklow",Y14E179,Y14
4450643,53.39427930000001,-6.2629224999999975,"  apartment 26, block c, the gateway student village, ballymun, dublin 9",D09TR50,D09
4457488,52.65622239999999,-7.2467553,"  apartment 37, the arches, kilkenny, kilkenny",R95CD32,R95
4451990,52.67472799999999,-7.2553937999999984,"  apartment 82, station house, macdonagh junction, kilkenny, kilkenny",R95RW77,R95
4465874,53.3955103,-6.284008399999999,"  bella vista, 35 cedarwood road, glasnevin, dublin 11, dublin",D11P400,D11
4454631,52.9502365,-6.8597114,"  brooklands, kilkea, castledermot, kildare",R14X995,R14
4460922,54.10075819999999,-7.853509499999999,"  curraghnabania, aughnasheelin , ballinamore, leitrim",N41XF97,N41
4420206,52.7514416,-7.8165569,"  graiguefrehane, templemore, tipperary",E41D304,E41
4445981,51.744201200000006,-8.7374755,"  house type a, maple drive, dunmanway road, bandon, west cork",,P72
4465945,53.33374910000001,-7.0697316999999975,"  killane view, edenderry, offaly",,R45
4458713,51.8684051,-8.7999722,"  knockshanawee, farnanes, cork",P14V583,P14
4465994,52.6541454,-7.2447879,"  lands 12.8 acres at bonnettstown,tullaroan road, kilkenny, kilkenny",,R95
4442344,51.9549482,-7.849220499999999,"  north main street, youghal, cork",P36XE86,P36
4463548,51.7010826,-9.6132543,"  old schoolhouse, derreenacarrin, adrigole, west cork",,
4421491,52.3449916,-7.674733199999999,"  poulavanogue (co. waterford), clonmel, tipperary",E91 P798,E91
4468442,52.650159,-7.2529080000000015,"  spellbound, garringreen, kilkenny, kilkenny",R95Y7Y0,R95
4466520,52.67451429999999,-8.5025285," ""abhaile"", raheen, lisnagry, limerick",V94N9C6,V94
4409316,51.865083,-8.075021000000001," ""an teachin"", ballymaloe, shanagarry, cork",P25HC42,P25
4468649,53.464116,-6.2050595," ""anam cara"", seatown road, swords, co. dublin",,K67
4330367,52.6226681,-8.642603999999999," ""autumn lodge"", dooradoyle road, dooradoyle, limerick",V94160P,V94
4453915,52.30305560000001,-8.538611099999999," ""beech"",12 ballyhoura, ballyorgan, kilfinane, limerick",V35 H306,V35
4444017,53.42723,-6.58392," ""baile an fhéir"" ballynare cross, kilcloon, meath",,
4380594,52.2717468,-6.4712273," ""ballyfinogue house"" on c.7.2 acres, killinick, wexford",Y35A48F,Y35
4447943,53.7082542,-6.342331," ""blackthorn wood"" blackbush lane, stameen,off dublin road, drogheda, co louth., drogheda, louth",A92 XR64,A92
4435632,53.4886674,-7.362329300000002," ""bloomfield house"", rivers, annacotty, limerick",V94CY8N,V94
4276863,53.7297731,-6.6546164," ""bow lodge "",mullagha, slane, meath",C15XC58,C15
4444497,52.0979281,-9.9122408," ""bramble house"" on c.3 acres/ 1.21 ha., illaunstookagh, killorglin, cromane, kerry",V93X985,V93
4452936,52.3387021,-6.5333583," ""carrig crest"", ballygoman, barntown, wexford",Y35DY29,Y35
4464993,52.2215024,-6.3674124," ""dun bhreathnach"", ballyhitt, barntown, wexford",Y35E892,Y35
4438125,52.055668,-9.4779536," ""flesk view"", ballycasheen heights, upper ballycasheen, killarney, co kerry",,V93
4458104,52.2364067,-6.3216668," ""fourwinds"", walshstown, killinick, co. wexford, killinick, wexford",Y35Y765,Y35
4359058,52.66466379999999,-8.6535041," ""geraldville"", 14 revington park, north circular road, limerick",V94AD9R,V94
4445010,53.0644309,-6.738808300000001," ""hatfield house"" stable yard and land c.10.6 acres/ 4.3 ha., usk, dunlavin, wicklow",W91 V88X,W91
4445285,53.1302865,-6.745279099999999," ""hatfield house"" stable yard and land c.10.6 acres/ 4.3 ha., usk, kilcullen, kildare",W91V88X,W91
4444626,52.28344,-6.565659999999999," ""heronford farm"", casey's lane, kilmannon, murrintown, wexford",Y35RD43,Y35
4460851,53.6945741,-6.2435025," ""hillbrook"", laytown road, bettystown, meath",A92XV57,A92
4449001,53.2814601,-6.442824799999999," ""hillside"", raheen, brittas, saggart, dublin",D24HC56,D24
4448999,53.28582120000001,-6.3868073," ""hillside"", raheen, brittas, tallaght, dublin 24",D24 HC56,D24
4438021,53.1938103,-6.090514199999999," ""hillside"", raheen, brittas, wicklow",D24HC56,D24
4357456,53.3893686,-6.3800719999999975," ""hillview"" & ""riverside cottage"" (two houses plus site potential), blanchardstown, dublin 15",D15A6DY,D15
4454576,51.70472170000001,-8.5238926," ""kittys"" main street, carrignavar, cork",T34EY13,T34
4453923,52.30305560000001,-8.538611099999999," ""larch"", 15 ballyhoura, ballyorgan, kilfinane, limerick",V35D529,V35
4464296,53.52040059999999,-6.540132499999999," ""lia fail"", bog road, dunshaughlin, meath",A85K009,A85
4417833,51.8816536,-8.5302131," ""maryville"" no 48 rossa avenue, bishopstown, cork city",T12 YTC0,T12
4418463,52.51819680000001,-7.812629500000001," ""mayfield"" boherlode, ballyneety, limerick",,V94
4454920,52.6472703,-8.6440719," ""midfield"", sth circ rd, limerick",V94PW3F,V94
3765723,51.896719,-8.470539," ""millboro house"", lee road, , cork city, cork",,
4444768,53.338607,-9.180955," ""montbretia"", kylebroghlan, moycullen, galway",H91E76X,H91
4450023,51.8948729,-8.4243221," ""moselle"", menloe gardens, blackrock road, blackrock, cork",T12D6N3,T12
4453904,52.30305560000001,-8.538611099999999," ""oak"", 11 ballyhoura, ballyorgan, kilfinane, limerick",V35 TY84,V35
4375213,52.3789287,-6.448695799999999," ""oldtown house"", oldtown, castlebridge, wexford",Y35YHE1,Y35
3665703,53.00938490000001,-6.7855742," ""portersize lodge"", ballitore, kilcullen, kildare",W91T2K7,W91
4323325,53.00938490000001,-6.7855742," ""portersize lodge"", ballitore, kildare",W91T2K7,W91
4468776,53.00938490000001,-6.7855742," ""portersize lodge"", grange con, wicklow",W91T2K7,W91
4442098,52.6486069,-8.638259300000001," ""rainsbows end""  1 southville gardens, ballinacurra, limerick",V94NR2N,V94
4285093,52.2052173,-6.6000546," ""roc house"", killag, duncormick, wexford",Y35TX22,Y35
4451864,53.1334338,-6.842022600000001," ""rokeldone stud"" suncroft, curragh, kildare",R56XF60,R56
4418155,51.88906550000001,-8.5786512," ""rowan house"", carrigrohane, ballincollig, cork",P31 AD98,P31
4455179,52.80079820000001,-6.1472748999999975," ""shanuiui"" 2 seaview avenue, arklow, wicklow",Y14KX73,Y14
4450388,53.5613922,-6.1010313," ""siavonga"",ballyhavil lane, skerries, county dublin",K34NF74,K34
4454297,52.33956729999999,-6.4605125," ""sleepy dog's cottage"", courtlands west, mayglass, wexford",Y35W6R9,Y35
4334891,52.6769006,-8.5021592," ""sleepy hollow"", thornfield, lisnagry, limerick",V94Y7Y8,V94
4349025,53.35928249999999,-6.2408233000000015," ""somali"", carrickbrack road, howth,   county dublin",D13AV24,D13
4413617,52.3338987,-6.4586644," ""somerset house"", drinagh, wexford, wexford town, wexford",Y35YX93,Y35
4458965,52.64733029999999,-8.638636500000002," ""sunbury"", ballinacurra, limerick",V94 Y0EN,V94
4372923,52.5994444,-6.3463889," ""sunnyhill view"", boley hill  gorey, ballycanew, wexford",Y25FY58,Y25
4452361,52.803769,-8.4778962," ""swallows rest"", ardnataggle, o briensbridge, clare",V94 XH33,V94
4452582,52.79746480000001,-6.152686999999999," ""sylvan house"" 5 lower main street, arklow, wicklow",Y14AH74,Y14
4456066,53.3203726,-6.6327773999999975," ""the birches"", 1 straffan manor, baybush, straffan, kildare",W23 PK31,W23
4468985,53.27552550000001,-7.4933852," ""the haven"" ballinagar, tullamore, offaly",,R35
4453936,52.644521,-7.261189999999999," ""the laurels b&b"", 1a circular road, kilkenny, r95 cx40",R95 CX40,R95
4459584,52.63285010000001,-6.4458665," ""the oak"" camolin park, , gorey, wexford",Y21AO37,Y21
4438855,52.54337899999999,-7.390922900000001," ""the shell house"" ballyfliugh, windgap, callan, kilkenny",R95H2D6,R95
4444782,53.08280799999999,-6.798117899999999," ""the stream inn"" licensed premises & investment property, calverstown, kilcullen, kildare",R56RX43,R56
4462179,51.9058033,-8.376887700000001," ""tichein"", north esk, glanmire, glanmire, cork",T45 VX06,T45
4439995,52.663098100000006,-8.655972199999999," ""whispering trees"" 13 the cloisters, revington crescent, north circular road, limerick city",V94TYE8,V94
4450762,53.36742460000001,-6.2172544," ""willow"" 102 howth road, clontarf,   dublin 3",D03 H5X9,D03
4453968,53.3701103,-6.321968399999999," &quot;wildwood&quot;, no.28 ashtown grove, navan road, dublin 7 d07 yw40",D07 YW40,D07
4455733,52.6753885,-6.3098183," 'ard na naoimh', gorey hill, gorey, wexford",Y25VP21,Y25
4275224,52.6994444,-6.217222200000001," 'ashram', kilcavan, tara hill, wexford",Y25X400,Y25
4266181,53.4515233,-6.1922416," 'avondale', swords road, malahide, county dublin",K36HE40,K36
4399671,53.4803649,-6.765668199999999," 'bullring' clondoogan, summerhill, meath",A83EF44,A83
4438802,53.63401649999999,-8.181945899999999," 'corriga', lanesboro road, roscommon, roscommon",F42X018,F42
4455437,51.9187992,-8.444628999999999," 'dun laoghaire', arderrow, rathcooney road, glanmire, cork",T23 F6W7,T23
4444362,53.9840451,-6.3973403," 'duncairn', mullaharlin road, dundalk, co. louth",A91XA3C,A91
4419971,53.1011372,-7.904108," 'ennell', burkes hill, birr, offaly",,R42
4416525,53.36748009999999,-6.2501741," 'grace park house', 8 grace park gardens, grace park road, drumcondra,   dublin 9",D09V2T8,D09
4462694,53.8,-9.548055500000002," 'harbour house' upper quay, westport, mayo",F28 YW98,F28
4461455,51.8916595,-8.427117599999999," 'rathgar', 32 upper beaumont drive,cork, blackrock, cork city",T12KP8N,T12
4418269,53.58008620000001,-6.1096043," 'roancarrig' 1 church street, skerries, county dublin",K34 NT27,K34
4462449,53.51608419999999,-6.1144773," 'sandpiper', channel road, rush, county dublin",K56C535,K56
4419850,52.5191179,-6.8010291," 'tally ho', corrageen, rathure, enniscorthy, wexford",Y21A3T0,Y21
4453555,52.3428304,-6.7912642000000005," 'the cottage', faree, newbawn, wexford",Y35 HH27,Y35
4467272,52.2803179,-6.8397818," 'the cottage', kinnagh, ballycullane, wexford",Y34ER29,Y34
4455973,51.5328949,-9.1679116," 'waterside' rineen, union hall,   west cork",P81XP92,P81
4453108,52.6721188,-7.818303200000001," 'wayside' carba, thurles, tipperary",E41N665,E41
4454218,51.89639099999999,-8.4287939," 'wayside' temple gardens, barringtons avenue, blackrock, blackrock, cork",T12K7H2,T12
4462406,52.67820450000001,-6.285723300000001," 'willow', killybegs, inch, gorey, co. wexford",,Y25
4453799,52.326305,-6.496645," 'windross cottage', the green, windmill hills, wexford town, wexford",Y35X297,Y35
4438220,51.8291759,-8.582481300000001," .8 acres of land, ballyleigh, waterfall, cork, waterfall, cork",,
4432900,52.24506419999999,-7.097293899999999," 0.09 acres, grange heights, johns hill, waterford city, waterford",,X91
4432902,52.59059660000001,-6.9513886," 0.5 acre site, milltown, piltown, kilkenny",,R95
4464906,52.7514416,-7.8165569," 0.62 acre residential site, graiguefrehane, loughmore, templemore, co. tipperary",,E34
4394786,53.28331850000001,-6.3255455000000005," 01 prospect lodge, blackrock, blackrock, dublin",A94 AC66,A94
4422756,53.3647845,-6.2721692," 03 prospect house, blackrock, dublin",A94 XT10,A94
4422758,53.3647845,-6.2721692," 04 prospect house, blackrock, dublin",A94 HX98,A94
4466066,53.38656339999999,-6.4296012000000005," 04 st josephs green, clonsilla, dublin 15",,D15
4422762,53.3647845,-6.2721692," 05 prospect house, blackrock, dublin",A94 PY26,A94
4422764,53.3647845,-6.2721692," 06 prospect house, blackrock, dublin",A94 W680,A94
4462789,53.86986959999999,-8.405369799999999," 1  cloonshanville park, frenchpark, roscommon",F42VW70,F42
4467580,52.85180459999999,-7.5852702," 1  harp road, rathdowney, co. laois, rathdowney, laois",,R32
4468276,52.270573,-9.7041455," 1 & 2 church place, rathmore, co. kerry",,
4433782,53.3591355,-6.2609811," 1 & 2 dorset lane, north city centre, dublin 1",,D01
4467702,52.66757140000001,-8.6199681," 1 & 2 longs lane, sir harrys mall, city centre (limerick), limerick city",,
4441729,53.31673019999999,-6.297312799999999," 1 & 4 poddle view, kimmage, dublin 12",,D12
4468656,52.7940671,-6.167882700000002," 1 abbey villas, meadows lane, arklow, co. wicklow",,Y14
4459981,52.3591442,-7.702856599999999," 1 airhill, clonmel, co. tipperary",,E91
4464693,53.3914907,-6.429371199999999," 1 allendale walk, clonsilla, dublin 15",D15N6X7,D15
4215044,53.3414723,-6.278144699999999," 1 alley haven, 75 engine alley, the liberties, dublin 8, dublin",D08EY62,D08
4440154,52.5151808,-6.5807357," 1 an glasan, greenville lane, enniscorthy, co. wexford, enniscorthy, wexford",Y21C2R9,Y21
4451900,53.298305000000006,-6.2458956," 1 annaville park, dundrum, dublin 14",D14Y392,D14
4451701,53.0192246,-8.362943300000001," 1 ard aoibhinn, gurteeny, woodford, galway",H62FT92,H62
4466389,53.7301801,-7.783785099999998," 1 ard michael, ballinalee road, longford, n39 e2w8",N39 E2W8,N39
4455122,53.6139647,-8.200587700000002," 1 ard ri, galway road, roscommon, roscommon",F42 K880,F42
4451325,52.2735959,-7.110657799999999," 1 arlington grove blackthorn hills, ferrybank, waterford city, waterford",X91N6KF,X91
4454929,51.907026,-8.4198939," 1 ashmount mews, silversprings, cork city",T23H242,T23
4468862,53.65182040000001,-6.6948794000000005," 1 aylesbury lodge, navan, meath",C15P7W9,C15
4324883,52.8031395,-6.4678252," 1 ballinacor, barndarrig, co wicklow, a67hd73",A67HD73,A67
4434428,53.7210708,-8.995177499999997," 1 ballyhaunis road, knock, co. mayo",,F12
4461818,53.295703,-6.4943269999999975," 1 ballynakelly rise, newcastle, dublin",D22AE35,D22
4416755,51.9083598,-8.4573201," 1 balmoral terrace, old youghal road, cork, city centre nth, cork city",T23F6X9,T23
4444132,53.5220554,-6.0880804," 1 barrack lane, rush,   county dublin",,K56
4450706,52.1426986,-8.6434832," 1 bathview terrace, mallow, cork",P51NR1E,P51
4459381,51.58083170000001,-9.7032933," 1 bay view cottage, kilcrohane, west cork",P75CY67,P75
4462670,52.9700284,-6.019114099999999," 1 bayside glen, wicklow town, county wicklow, a67 ph04",A67 PH04,A67
4464810,53.40174589999999,-6.153723299999999," 1 beau park place, clongriffin,   dublin 13",,D13
4462276,53.294796700000006,-6.282151799999999," 1 beaufort downs, rathfarnham, dublin 14",D14P9Y1,D14
4448964,53.26224740000001,-8.9251921," 1 bed apartment, coill clocha, oranmore, co. galway",,H91
4454039,53.154142500000006,-6.0690203," 1 bed apartments, marina village,, greystones, wicklow",,A63
4327230,53.3331103,-6.2328706," 1 bedroom apartment, lansdowne place, ballsbridge, dublin 4",,D04
4452390,53.2864331,-6.2389382000000015," 1 bedroom apartment, stockwell, sandyford road, dundrum, dublin 16",,D16
4336721,53.4469894,-6.414263," 1 belgree court, kilbride, co meath, d15kp95",D15KP95,D15
4447234,51.8741166,-8.3429547," 1 bellevue court, passage west, cork",T12 W8NA,T12
4468933,51.5967175,-9.7030317," 1 bellview, faunmore, kilcrohane, co. cork, p75 fh66",P75 FH66,P75
4466797,53.3346809,-6.231907499999998," 1 berkeley mews, lansdowne lane, ballsbridge, dublin 4, d04 t9n3",D04 T9N3,D04
4433733,53.29446549999999,-6.2697407," 1 berwick house, whitehall road, churchtown, dublin 14, d14 vn56",D14 VN56,D14
4436214,53.52660110000001,-7.3433543000000014," 1 bishop gate street, mullingar, westmeath",N91X6Y1,N91
4463014,53.75921409999999,-6.274929699999999," 1 bishops court, sheetland road, termonfeckin, louth",A92C8K6,A92
4439905,53.75921409999999,-6.274929699999999," 1 bishops court, termonfeckin, louth",A92C8K6,A92
4430142,51.7037404,-8.5251492," 1 blindgate house, kinsale, co. cork, p17 hy92",P17 HY92,P17
4462784,53.9090965,-6.816248499999999," 1 bramble wood, kingscourt, cavan",A82Y9Y5,A82
4464839,54.16811209999999,-8.1424171," 1 breffni court, drumkeeran, leitrim",N41CF72,N41
4448428,53.6143851,-6.1922266," 1 bremore court, balbriggan, co. dublin k32e422",K32E422,K32
4428242,51.8858229,-8.4271987," 1 brickfield mews, skehard road, blackrock, cork",,A94
4461244,53.36436260000001,-6.245736900000002," 1 brook house, richmond road, fairview, dublin 3",,D03
4444301,53.29342270000001,-6.3034082," 1 butterfield grove, rathfarnham, dublin 14",D14NY16,D14
4441686,54.2609407,-8.4753555," 1 caltragh road, caltragh, sligo, f91hfc9",F91HFC9,F91
4458288,53.2953322,-6.2600583," 1 camberley mews, churchtown, dublin 14",D14W2T9,D14
4466256,51.8274409,-8.223266299999999," 1 carlisle court, mosestown, whitegate, cork",P25FP30,P25
4438594,53.372337,-6.3848740999999976," 1 carpenterstown road, castleknock,   dublin 15",D15Y09D,D15
4437847,51.9048039,-8.958847800000003," 1 carrig rua, ballinagree, macroom, cork",P12NX88,P12
4458414,51.7439785,-8.734992," 1 casement road, bandon, cork",P72 XD35,P72
4453222,53.15502270000001,-7.183437," 1 castlegate, station road, portarlington, laois",,R32
4466084,53.61194449999999,-6.1922387," 1 chapel close, balbriggan, dublin",K32 EP84,K32
4463036,52.3468299,-7.4114236999999985," 1 chapel street, carrick on suir, co. tipperary, e32rt73",E32RT73,E32
4444256,52.7220149,-7.5785667," 1 chapelfields, urlingford, kilkenny",E41HP52,E41
4460368,52.8280486,-6.9118210000000015," 1 cherrymount drive tullow road, carlow town, carlow",R93 ND78,R93
4419855,53.3508538,-6.235615," 1 church street east & 16a abercorn road, east wall,   dublin 3",D03E403,D03
4419868,53.3511892,-6.2359239," 1 church street east, east wall,   dublin 3",D03E403,D03
4460688,53.28711260000001,-7.5065307999999975," 1 cill bán, collins lane, tullamore, offaly",R35 T6W8,R35
4380027,53.7652071,-9.8020115," 1 cill cluain, louisburgh, mayo",F28 KR63,F28
4458103,53.391534,-6.089261599999999," 1 claremont mews, claremont road, howth, co. dublin",,D13
4455885,53.53446990000001,-6.0914575," 1 clifflands court, rush, county dublin",K56W594,K56
4460462,53.6484939,-7.216765400000001," 1 clog na léinn, collinstown, westmeath",,
4464195,52.4385939,-6.811496000000001," 1 clonleigh, clonroche, enniscorthy, co. wexford",,Y21
4463673,53.393731,-6.180470099999999," 1 clonrosse drive, ard na greine, ayrfield, dublin 13, d13 hr27",D13 HR27,D13
4447747,52.7108368,-8.858896000000003," 1 cluain donn, shannon, co clare, v14 x977",V14 X977,V14
4456596,53.302228,-6.8261004000000005," 1 cois na mona, coill dubh, prosperous, co kildare",,R51
4418798,53.302228,-6.8261004000000005," 1 cois na mona, cooleragh  coill dubh, naas, co kildare",W91PTOV,W91
4449939,53.338232700000006,-6.2914777000000015," 1 colbert's fort, james's walk, rialto, dublin 8",D08R2P7,D08
4464096,54.99881749999999,-7.5127836," 1 colehill, newtown cunningham, donegal",F93RK82,F93
4465773,52.6412103,-7.269010400000001," 1 college avenue, college park, callan road, kilkenny, kilkenny",R95VY48,R95
4463768,53.451288,-6.2122882000000015," 1 commons east, drynam road, swords, co. dublin",,K67
4312832,53.33601039999999,-6.2722561999999975," 1 coolevin road, long lane, dublin 8, dublin",D08W3R2,D08
4468716,53.8576217,-7.2043743000000005," 1 cul na greine, oldcastle road, ballyjamesduff, co. cavan",,H12
4457398,52.28857929999999,-7.314271700000001," 1 cul rua, queen street upper, portlaw, co.waterford, x91 x2w7",X91 X2W7,X91
4430251,53.267425900000006,-7.3478075999999986," 1 curragh hill, ballinagar, offaly",R35CD76,R35
4376275,53.3306664,-6.253214100000001," 1 dartmouth road, ranelagh, dublin 6",,D06
4452086,53.2947156,-6.1451609000000005," 1 de vesci terrace, monkstown, co. dublin",A96 HX48,A96
4436215,52.0588635,-9.515289," 1 deenagh close, 50 new street, killarney, co. kerry, v93y8k5",V93Y8K5,V93
4433478,53.2867673,-6.3263998," 1 delaford drive, knocklyon, dublin 16",D16E4A4,D16
4437127,53.6912981,-9.563094," 1 derryherbert, liscarney, westport, co mayo, f28 y688",F28 Y688,F28
4466521,51.95635,-7.8647452000000015," 1 dun coran, youghal, cork",P36AE48,P36
4421991,53.26995179999999,-8.928156800000002," 1 dun oran, oranmore, galway",H91DP46,H91
4418686,53.32693769999999,-6.245213199999999," 1 edward place, bloomfield avenue, donnybrook, dublin 4",D04 C2V0,D04
4463775,53.3913193,-6.4224777," 1 elmwood avenue, ranelagh, dublin 6, d06 h729",D06 H729,D06
4433827,53.28390770000001,-6.1127296," 1 elton park, sandycove, co dublin a96 e186",A96 E186,A96
4468381,52.6566238,-8.6323549," 1 emmet place, st joseph's street, limerick city, co. limerick",,V94
4458299,53.994504000000006,-6.8947860000000025," 1 englewood drive, shercock, cavan",A81FA00,A81
4458673,53.3393522,-6.251456999999999," 1 erne terrace rear, south city centre, dublin 2",D02H688,D02
4467648,53.3188498,-6.2642333," 1 esker villas, rathmines road upper, dublin 6, dublin",,D06
4462455,52.320756,-6.477596," 1 evergreen way, whiterock hill, wexford town, wexford",Y35XRC3,Y35
4420562,52.3463345,-6.479603099999999," 1 farnogue terrace, carcur, wexford, y35 t6r2",Y35 T6R2,Y35
4445913,53.8034956,-9.5055603," 1 fernhill apartments, knockranny, westport, co mayo, f28 tw82",F28 TW82,F28
4354539,53.31197170000001,-6.3001553," 1 fortfield road, terenure,   dublin 6w",,D06
4432840,52.2634218,-9.6842713," 1 fortfield, killerisk, tralee, kerry",V92P2N7,V92
4450248,53.300791,-6.1770667," 1 fortwilliam, blackrock, county dublin",,A94
4449332,52.51963420000001,-7.185541099999999," 1 foxes covert, mount juliet estate, cokilken, thomastown, co. kilkenny",COKILKE,COK
4468511,52.2126505,-8.8302512," 1 garran na dara, kilbrin, kanturk, co cork, p51 w2f1",P51 W2F1,P51
4444791,52.14402930000001,-8.6436894," 1 gerladville, mallow, cork",P51W7EK,P51
4461278,51.9412201,-7.8429755," 1 gibralter terrace, youghal, cork",P36RX49,P36
4443804,52.95943579999999,-7.795668800000001," 1 glebe view, roscrea, tipperary",E53VN12,E53
4452364,53.26585079999999,-9.0872318," 1 glenard crescent, dr mannix road, salthill, galway city",H91 T6DT,H91
4464667,52.7098895,-6.488782," 1 glenview, gorey road, carnew, wicklow",Y14DH32,Y14
4448059,51.8193329,-8.392511599999999," 1 glenwood, carrigaline, cork",P43RX24,P43
4467567,53.3399081,-6.437016499999999," 1 griffeen glen dene, lucan, dublin",K78E803,K78
4441530,53.280199,-6.1025765," 1 harbour crescent, harbour rd, dalkey, dublin",A96 D5N7,A96
4465235,53.34114920000001,-6.232151999999999," 1 hastings street, ringsend, dublin 4",D04XR62,D04
4456915,51.85889539999999,-8.552536," 1 heatherfield, waterfall, co cork, t12 d45n",T12 D45N,T12
4464768,53.38757579999999,-6.374209," 1 herbert road, blanchardstown, dublin",D15VHR8,D15
4463806,53.363040700000006,-6.2187486," 1 hollybrook road, clontarf, dublin 3",,D03
4458833,51.5478225,-9.2619173," 1 home rule terrace, chapel lane, skibbereen, cork",P81 EH10,P81
4443033,53.27057070000001,-6.3292965," 1 hunters hall, hunterswood, ballycullen, dublin 24, d24 ax03",D24 AX03,D24
4461166,53.40030400000001,-6.413846299999999," 1 huntstown glen, clonsilla, dublin 15",,D15
4463226,53.36657220000001,-6.2665428," 1 iona court, glasnevin, dublin 9",,D09
4452848,53.3673805,-6.265537399999999," 1 iona crescent, glasnevin, dublin 9",D09A2N5,D09
4466549,52.26071229999999,-7.1091336," 1 keizer house, high st, waterford, x91 vx83",X91 VX83,X91
4451503,53.2005458,-6.1117247," 1 killarney villas , bray, wicklow",A98AN88,A98
4461578,51.87397559999999,-8.471945199999999," 1 kinsale, the headlands, sarsfield road , wilton, cork",T12 PY61,T12
4447251,52.7534159,-7.965837599999999," 1 knockanevin, borrisoleigh, tipperary",E41YK53,E41
4441575,51.90001179999999,-8.4772765," 1 kyle street, off cornmarket street, , cork city, cork",,T12
4429061,52.79355820000001,-6.163570099999999," 1 liam mellowes avenue, wexford road, arklow, wicklow",Y14YD66,Y14
4440677,53.2908807,-6.6881469," 1 liffey lawns, clane, kildare",,R51
4463415,52.9515235,-7.8049928999999985," 1 limerick road, roscrea, roscrea, tipperary",E53TH59,E53
4439448,53.3363144,-6.2709832," 1 long lane close, long lane, south city centre - d8, dublin 8",,D08
4468363,53.2758689,-9.0289672," 1 lough atalia grove, renmore, galway",H91AA53,H91
4465000,54.03463879999999,-9.322847," 1 lough conn drive, lahardaun, ballina, mayo",F26 F9F5,F26
4467624,52.16049599999999,-7.1500496," 1 lyon terrace, turkey road, tramore, waterford",X91 CP21,X91
4414320,52.2612932,-9.683636300000002," 1 maple court, ashleigh downs, tralee, kerry",V92EKR9,V92
4455810,53.3049456,-6.1866866," 1 marine view, blackrock, co. dublin",,A94
4430728,53.96451800000001,-6.391038," 1 marlmount court, dublin road, dundalk, co. louth, a91 eh2f",A91 EH2F,A91
4455749,51.9259881,-8.3829482," 1 marwood lawn, riverstown, glanmire, cork",T45WF51,T45
4421768,53.102799,-7.910168400000001," 1 mcauley drive, birr, offaly",,R42
4455429,51.89608819999999,-8.409790699999999," 1 meadow grove estate, convent road, blackrock, cork",T12KV44,T12
4467877,53.286111,-6.2613151," 1 meadow grove, oldcourt grove, bray, wicklow",A98X3K7,A98
4466939,51.8041312,-8.4021103," 1 meadow walk, castle heights, carrigaline, co cork, p43 x015",P43 X015,P43
4452934,53.3888717,-6.1931125000000025," 1 moatfield park, artane, dublin 5",D05A0E0,D05
4467018,53.3517696,-6.250014599999999," 1 montogmery court, foley street, amiens street, dublin 1",D01 EC66,D01
4444730,53.2136114,-6.6483623," 1 mountain view, blessington road, naas, kildare",W91FPY9,W91
4441781,53.32797289999999,-6.2587715999999975," 1 mountpleasant square, ranelagh, dublin 6",,D06
4461700,53.2917397,-6.1361078," 1 mulgrave street, dun laoghaire, co. dublin",A96H024,A96
4247599,52.0475696,-7.581835799999999," 1 na ceithre gaoithe, ring, dungarvan, waterford",,X35
4435810,52.3520967,-7.7002492," 1 new quay, clonmel, co. tipperary",E91 WR60,E91
4294453,53.1231524,-6.1103695," 1 old downs road, willow grove, delgany, co wicklow, a63 px04",A63 PX04,A63
