G-ID,Lat (WGS84 GPS),Long (WGS84 GPS),X (TM65 IE Grid),Y (TM65 IE Grid)
2040,53.19867883898722,-6.100591514233755,326982.0,218126.0
20290,51.9004711384695,-8.47702741870969,167215.0,72081.0
2035,53.34707716540723,-6.2741298448966525,314987.0,234346.0
20431,52.4773299034865,-8.546977253974452,162884.0,136304.0
20435,52.42316680886075,-8.650334760388088,155807.0,130335.0
20181,52.656757455063655,-6.662471883544675,290559.0,156971.0
20628,55.131261678708476,-7.450703633838558,235086.0,431698.0
20657,54.47655169322933,-8.27933589991076,181940.0,358711.0
20629,55.054669701100856,-7.4015876915790795,238292.0,423197.0
20321,52.22931455639628,-8.671282529139283,154182.0,108777.0
2039,53.260790556833506,-6.1506536420770725,323458.0,224950.0
2028,53.36498119057735,-6.307628979140498,312709.0,236285.0
20387,51.94696579602128,-10.219845444934176,47419.0,79475.0
20422,52.59381925774855,-8.469538097178313,168230.0,149230.0
20258,52.37596774217192,-7.920293299979812,205478.0,124887.0
20230,52.54237234366931,-7.391035493081938,241366.0,143576.0
20198,52.28778208387642,-6.939622129468571,272408.0,115601.0
20438,52.6146734209625,-8.338485381043482,177122.0,151501.0
20284,52.5831589180646,-8.164839741615678,188876.0,147953.0
20214,52.1458893084791,-7.8457252898083185,210611.0,99293.0
20153,53.338460297702206,-6.9366994002518085,270878.0,232525.0
2053,54.04122662874907,-6.187215774455322,318804.0,311739.0
20154,52.840526097558744,-6.929318426967474,272198.0,177119.0
20487,53.323565487127716,-9.824117504040137,78502.0,231891.0
20630,55.25350678945487,-7.259462221561332,247140.0,445420.0
20184,52.71050610553708,-6.491760067087934,301985.0,163180.0
20637,55.175125610078275,-7.798485298373884,212888.0,436462.0
20197,52.362374162220675,-6.759712298138499,284542.0,124096.0
20669,53.97606408995971,-6.718775995443777,284115.0,303725.0
20194,52.23814203799101,-6.734019252205116,286534.0,110303.0
20605,53.94434095116947,-8.090150059403873,194129.0,299437.0
20256,52.3481531667575,-7.409895549217047,240263.0,121953.0
20295,51.81483163716114,-8.391541786483225,173048.0,62517.0
20696,53.97559474695478,-7.646699692161793,223231.0,302970.0
20620,54.95118489968593,-7.426756371905662,236778.0,411663.0
20307,51.909468079642345,-8.261817349979891,182032.0,73007.0
20262,52.51633759043351,-7.890297892111208,207497.0,140510.0
20551,53.8534329616345,-9.297618921894331,114657.0,290095.0
2048,53.89926349198606,-6.389939171449739,305884.0,295618.0
20671,54.11786086131444,-6.735035715285223,282766.0,319488.0
20175,52.38470518220822,-6.452557699074843,305412.0,126984.0
20231,52.79926709052732,-7.2095394119268015,253366.0,172283.0
20416,52.71340537913159,-8.498474928493083,166361.0,162551.0
20161,52.90922129309997,-6.8491727247856815,277476.0,184847.0
20621,54.802695106305286,-7.595229234565368,226079.0,395057.0
20382,52.25416836136177,-10.020622089078973,62067.0,113254.0
20399,52.23037550963061,-9.46280371091197,100103.0,109691.0
20395,52.17023401100352,-9.700594332791118,83700.0,103354.0
20108,53.67848343430774,-7.296628800499848,246529.0,270072.0
20537,53.76663430244349,-8.48405941247235,168128.0,279762.0
20351,51.649483430730776,-9.914681807630144,67530.0,45783.0
20318,52.170730507405736,-8.467954285766394,168033.0,102149.0
20675,53.99333432320539,-7.360871214791803,241968.0,305076.0
20142,53.343999069878684,-6.5417272564009865,297174.0,233606.0
20582,53.962743609539864,-8.793508783736877,147966.0,301773.0
20322,52.356053006925094,-8.682564140562762,153544.0,122887.0
20506,53.121307739016295,-9.667819366805588,88391.0,209129.0
20143,53.29365605523458,-6.685889732112522,287676.0,227817.0
20135,53.345415033586505,-7.614099641302238,225751.0,232841.0
20572,53.72361271568632,-8.985062338098368,135024.18,275315.22
20483,53.48818035420877,-10.009238508713883,66684.0,250540.0
20489,53.393575073889,-9.92110051800096,72250.0,239851.0
20127,53.224848947308644,-7.877514799166403,208230.0,219360.0
20263,52.27690015363854,-7.99533735876108,200368.0,113860.0
20650,54.83677256296998,-8.42749840116493,172579.0,398859.0
2049,53.790413345850105,-6.242667149622508,315864.0,283734.0
20352,51.624947241422326,-8.888911314529842,138491.0,41691.0
20528,53.36839885197506,-8.034658376380598,197742.0,235330.0
20116,53.14861753990488,-7.526043505534551,231761.0,210974.0
20136,53.25914193587359,-7.085759745398474,261062.0,223560.0
2012,53.32314493975407,-6.394953512815407,307001.0,231495.0
20663,54.177493196447905,-7.228150395834803,250449.0,325661.0
20631,55.26300915481674,-7.412819148073707,237379.0,446385.0
20251,52.3540903187082,-7.6999390807841275,220495.0,122492.0
20191,52.45037365355303,-6.71586382110903,287355.0,133940.0
2027,53.363546441454595,-6.220148024246521,318536.0,236267.0
20267,52.941964844517344,-8.039719844687376,197379.0,187871.0
20329,51.862762729259615,-8.123500723217845,191542.0,67785.0
20363,51.9091333588964,-8.791133988317993,145605.0,73233.0
20306,51.84823640078269,-8.303646542331956,179125.0,66205.0
2080,53.77785191932693,-6.484899297724862,299931.0,281968.0
20593,54.18547743819724,-8.487862821810053,168198.0,326384.0
20577,53.54147161058072,-9.28653729653086,114758.0,255362.0
20627,54.859322004234855,-7.669000426604588,221305.0,401336.0
20595,54.172368150795634,-8.603379578018835,160644.0,324983.0
2023,53.39033617695974,-6.2010965283261825,319729.0,239280.0
20688,54.07470543064646,-7.07869606240366,260357.0,314337.0
20470,52.94748854906269,-9.068571458739353,128220.0,189019.21
20549,53.43762622618142,-8.863071704911246,142691.0,243381.0
20182,52.64425319785284,-6.230518095695523,319821.0,156210.0
20509,53.22943011355791,-8.733920883974491,151036.0,220114.01
20519,53.5948615212139,-8.363794719269313,175961.0,260596.0
20366,51.85865435874869,-8.801265502565755,144846.0,67624.0
20426,52.52199964755425,-8.718795523763141,151259.0,141377.0
20296,51.80397166907402,-8.304451224415997,179049.0,61280.0
20558,54.09980927260472,-9.32269267574709,113519.0,317547.0
207,53.31957100358385,-6.315009588943794,312337.0,231220.0
20448,52.938477863213656,-8.898639436503174,139630.0,187860.0
20137,53.292955885792075,-7.293563527534107,247157.0,227166.0
2088,53.61445817586418,-7.090080256512498,260269.0,263101.01
20381,52.13924737726468,-10.27050250308759,44605.0,100974.0
20268,52.79713750549527,-8.192108209688955,187091.0,171770.0
20658,54.652425759436426,-8.111053604501704,192880.0,378259.0
20323,52.21570700593769,-8.585413988622697,160037.0,107212.0
205,53.32173398843589,-6.235906842929134,317602.0,231588.0
20294,51.87508885895769,-8.430963194954357,170369.0,69237.0
20617,54.19042468626393,-8.015251683355721,199053.0,326825.0
20350,51.65902594411821,-9.263980478194581,112583.0,45865.0
20359,51.64771323184212,-9.15452728261134,120137.0,44481.0
2047,53.71506055975043,-6.35664699113855,308547.0,275168.0
2055,54.09568110956091,-6.360826005251554,307291.36,317522.13
20327,52.338218383501996,-8.911265688826457,137937.0,121074.0
2097,53.82170002862936,-7.765932972882527,215464.0,285808.0
20608,54.04650718717882,-8.039976983037679,197430.0,310806.0
2022,53.429888887776926,-6.245482800564008,316668.0,243608.0
2081,53.65386962761335,-6.4180639035389815,304644.0,268266.0
20641,55.182915881865355,-7.97444499432617,201676.0,437311.0
203,53.28991544942522,-6.133348448497407,324528.0,228221.0
2065,53.421090395349566,-6.477144368540463,301292.0,242275.0
20195,52.22139579228457,-6.929776293657203,273189.0,108224.0
2052,53.99950418170534,-6.4096645114954915,304337.0,306745.0
2045,53.28954478038918,-6.242572650503322,317246.0,227995.0
20213,52.087686740466296,-7.624483992929479,225790.0,92872.0
20164,53.05877818064921,-6.7010606533519015,287139.0,201660.0
2050,53.82852148689416,-6.394568114689188,305758.0,287738.0
20358,51.722830725425254,-9.110144327219453,123336.0,52791.01
20207,52.148382950608934,-6.9928722232992575,268990.0,100038.01
20548,53.6175533971174,-8.740632363718941,151036.0,263315.0
2067,53.51076227519818,-6.5393074452062905,296955.0,252168.0
20119,52.844259868175925,-7.3960934153458595,240741.0,177168.0
20348,51.62054463412344,-9.52396124087452,94504.0,41927.0
20138,53.336833484932576,-7.060814757366147,262613.0,232228.0
20105,53.695579622420865,-7.605981072568184,226076.0,271817.0
20533,53.84581721800117,-8.192476180086349,187380.0,288484.0
20282,52.46513212658871,-8.354185169800843,175977.0,134865.0
20667,54.33936038497519,-6.957595988100821,267849.0,343905.0
2071,53.415106866140306,-6.833855598027455,277589.0,241162.01
20447,52.846921556282986,-8.981114553394075,133945.89,177743.83
20185,52.50073357808049,-6.570684176729503,297114.0,139729.0
20564,54.21384742281886,-9.088508003272274,129034.0,329979.01
2041,53.19134682970826,-6.169520161124471,322397.0,217190.0
20468,52.93739797229613,-9.288542855926194,113414.0,188139.0
20495,53.1994290536291,-8.132368997085882,191203.0,216532.0
20400,52.17139609788518,-9.549683492325073,94027.0,103252.0
20128,53.27075510890053,-7.827622119125677,211550.0,224476.0
20312,52.138519448249006,-8.2741686190807,181278.0,98497.0
20187,52.590994100497284,-6.497757473725152,301857.0,149873.0
