S-ID,Name,Type,Ranking,Num Pupils
20229U,NAGLE RICE PRIMARY SCHOOL,primary,,369
20230F,SCOIL PHADRAIG,primary,,338
20231H,ST BENEDICTS NATIONAL SCHOOL,primary,,656
20233L,SCOIL CHAITRÍONA,primary,,66
20235P,LETTERKENNY EDUCATE TOGETHER,primary,,293
20237T,GAELSCOIL RIADA,primary,,273
20238V,Gaelscoil An Choillín,primary,,73
20239A,GAELSCOIL UI DRISCEOIL,primary,,465
20241K,Scoil Choilm Community NS,primary,,875
20242M,BLESSINGTON EDUCATE TOGETHER,primary,,53
20243O,GAEL SCOIL NA LOCHANNA,primary,,198
20245S,Ennistymon National School,primary,,72
20246U,THE BILLIS NATIONAL SCHOOL,primary,,37
20247W,Scoil Ghrainne Community National School,primary,,663
20252P,GAELSCOIL BHAILE BRIGIN,primary,,470
20255V,Bunscoil McAuley Rice,primary,,447
20256A,Scoil Náisiúnta Thuar Mhic Éadaigh,primary,,93
20257C,Scoil Naomh Padraig,primary,,415
20258E,Gaelscoil an Bhradáin Feasa,primary,,437
20259G,St. Francis National School,primary,,289
20260O,Gaelscoil Chluainín,primary,,71
20261Q,Newtown Junior School,primary,,120
20264W,GAELSCOIL NA BHFILI,primary,,43
20265B,Gaelscoil Chionn tSáile,primary,,200
20267F,Scoil Bhríde Primary School,primary,,629
20268H,Adamstown Castle Educate Together National School,primary,,438
20269J,Scoil Chormaic,primary,,554
20270R,Holy Family Junior School,primary,,655
20271T,Scoil na Naomh Uilig,primary,,626
20272V,St Mary's National School,primary,,451
20273A,S N Chartaigh Naofa,primary,,186
20274C,Esker Educate Together N.S.,primary,,413
20275E,Scoil Íosa,primary,,185
20277I,St Michaels National School,primary,,268
20278K,Newtownmountkennedy Primary School,primary,,365
20280U,Newtown NS,primary,,164
20281W,St Benedicts and St Marys National School,primary,,141
20282B,Bracken Educate Together N.S.,primary,,403
20289P,St. Cynoc's National School,primary,,197
20292E,Maynooth Educate Together National School,primary,,284
20294I,Aston Village Educate Together National School,primary,,419
20295K,Carlow Educate Together NS,primary,,361
20300A,Greystones Educate Together National School,primary,,465
20301C,Gaelscoil na gCloch Liath,primary,,435
20302E,Thornleigh Educate Together National School,primary,,355
20303G,Lucan East ETNS,primary,,432
20304I,St. Francis of Assisi National School,primary,,455
20307O,Skerries Educate Together National School,primary,,370
20308Q,Belmayne Educate Together National School,primary,,437
20309S,Mary Mother of Hope Junior National School,primary,,442
20310D,Educate Together Carrigaline,primary,,471
20312H,Raheen Wood Community National School,primary,,93
20313J,Mol an Óige Community National School,primary,,108
20326S,Kilcolgan Educate Together NS,primary,,219
20327U,Gaelscoil Lorgan,primary,,146
20332N,Gaelscoil Éadan Doire,primary,,101
20333P,Wexford Educate Together National School,primary,,171
20334R,Gaelscoil Ros Eo,primary,,216
20335T,Scoil Phadraig Naofa,primary,,479
20336V,Midleton Educate Together School,primary,,542
20337A,Edenmore N.S.,primary,,156
20338C,Holy Child National School,primary,,406
20339E,RÉALT NA MARA SCHOOL,primary,,466
20345W,S N Leitir Meallain,primary,,32
20346B,Kilcoole Primary School,primary,,610
20347D,Portlaoise Educate Together NS,primary,,413
20348F,Holywell Educate Together National School,primary,,677
20349H,SCOIL OILIBHÉIR NAOFA,primary,,440
20350P,Merlin Woods Primary School,primary,,451
20351R,Naas Community National School,primary,,253
20352T,ARD Rí COMMUNITY NATIONAL SCHOOL,primary,,260
20353V,St Coleman's National School,primary,,273
20355C,Holy Trinity National School,primary,,220
20382F,Gaelscoil na Mí,primary,,325
20383H,Hansfield Educate Together National School,primary,,628
20384J,Powerstown Educate Together National School,primary,,317
20385L,Our Lady's National School,primary,,44
20387P,Scoil Mhuire Agus Chormaic,primary,,104
20388R,Bunscoil Chriost Ri,primary,,474
20389T,Scoil Maria Assumpta,primary,,167
20392I,Pelletstown ETNS,primary,,260
20394M,Gaelscoil an Chuilinn,primary,,292
20396Q,Ashbourne Educate Together National School,primary,,477
20397S,St Louise de Marillac Primary School,primary,,312
20398U,Citywest & Saggart Community National School,primary,,414
20399W,Scoil Chroí Íosa,primary,,313
20400E,Ballinteer Educate Together National School,primary,,390
20401G,Stepaside Educate Together National School,primary,,337
20402I,City West Educate Together National School,primary,,384
20403K,KILDARE TOWN EDUCATE TOGETHER,primary,,415
20404M,Coore National School,primary,,32
20405O,St Mary's National School,primary,,119
20410H,Knocknacarra Educate Together NS,primary,,159
20411J,Firhouse Educate Together National School,primary,,288
20412L,Gaelscoil na Giúise,primary,,170
20413N,Douglas Rochestown Educate Together National School,primary,,332
20421M,Scoil Chróine,primary,,278
20422O,Scoil Aoife CNS,primary,,215
20425U,Gaelscoil Shliabh Rua,primary,,236
20426W,Lucan Community National School,primary,,223
20427B,St Brigid's Kildare Town Primary School,primary,,1001
20428D,Gaelscoil Mhic Aodha,primary,,148
20429F,ST. JAMES'S PRIMARY SCHOOL,primary,,251
20430N,Canal Way Educate Together National School,primary,,317
20431P,Scoil Néifinn,primary,,19
20432R,Scoil Mhuire,primary,,466
20434V,Scoil Mhichil,primary,,46
20435A,Scoil Naomh Eltin,primary,,321
20436C,St Mary's Primary School,primary,,243
20437E,St Laurence's National School,primary,,465
20439I,Scoil Chroi Naofa,primary,,243
20440Q,Scoil Aonghusa Community National School,primary,,135
20441S,Shellybanks Educate Together National School,primary,,277
20442U,Scoil Chliodhna Community National School,primary,,208
20443W,St. Senan's National School,primary,,173
20444B,Trim Educate Together National School,primary,,101
20445D,Malahide / Portmarnock Educate Together National School,primary,,260
20446F,Tramore Educate Together National School,primary,,119
20447H,Kilmurry McMahon National School,primary,,67
20448J,Annagh Hill NS,primary,,101
20450T,Assumption Junior School,primary,,401
20451V,Scoil Naomh Cualán,primary,,186
20452A,Broadford & Kilbane National School,primary,,117
20453C,Broombridge Educate Together National School,primary,,119
20456I,Tuam Educate Together National School,primary,,126
20457K,Castlebar Educate Together National School,primary,,64
20458M,New Ross Educate Together National School,primary,,62
20459O,Le Chéile National School,primary,,177
20460W,Thomond Primary School,primary,,229
20461B,Gaelscoil na Laochra,primary,,35
20462D,Cuan na Gaillimhe Community National School,primary,,55
20463F,Holy Spirit Junior Primary School,primary,,251
20464H,Holy Spirit Senior Primary School,primary,,320
20465J,Gort National School,primary,,202
20466L,St Fergal's National School,primary,,420
20467N,ST AILBE'S NATIONAL SCHOOL,primary,,117
20468P,St Dominic's National School,primary,,365
20469R,St John's Senior School,primary,,427
20470C,St Michael's and St Peter's Junior School,primary,,363
20473I,Greystones Community NS,primary,,216
20475M,Our Lady's National School,primary,,100
20476O,SCOIL NA MAINISTREACH QUIN DANGAN,primary,,290
20477Q,St Patrick's Boys' National School,primary,,220
20478S,Ballyduff National School,primary,,122
20480F,Holy Family Senior School,primary,,743
20481H,Bunscoil Nic Amhlaidh,primary,,327
20482J,Bunscoil Ris,primary,,409
20483L,Scoil Chlann Naofa,primary,,151
20485P,Ballyroan Primary School,primary,,159
20486R,Grace Park Educate Together National School,primary,,182
20487T,Gaelscoil na Fuinseoige,primary,,140
20488V,Scoil Úna Naofa,primary,,412
20491K,St Columba's National School,primary,,29
20492M,Scoil Mhuire,primary,,279
20493O,Canon Sheehan Primary School,primary,,130
20494Q,Riverview Educate Together National School,primary,,119
20496U,Salesian Primary School,primary,,409
20497W,Scoil Mhuire agus Eoin,primary,,254
20498B,St Cóman's Wood Primary School,primary,,639
20499D,St Mary's National School,primary,,43
20500I,Gaelscoil an Chaisleáin,primary,,68
20501K,Harcourt Terrace Educate Together National School,primary,,31
20502M,Scoil Sinead NS,primary,,30
20503O,Dun Laoghaire ETNS,primary,,62
20504Q,Rossmore National School,primary,,80
20505S,Scoil Mhuire Allenwood National School,primary,,258
20506U,Ballyragget National School,primary,,136
20507W,St Laurence O'Toole's National School,primary,,163
20508B,St Brigid's and St Patrick's National School,primary,,534
20509D,Lusk Junior National School St Maccullins,primary,,441
20510L,Westport Educate Together National School,primary,,8
20511N,Fermoy Educate Together NS,primary,,13
20512P,Lacken National School,primary,,28
20513R,Kilmurry NS,primary,,63
20517C,Drumcondra Marino Dublin 1 gaelscoil,primary,,16
20518E,Gaelscoil Laighean,primary,,12
20519G,Stapolin Educate Together National School,primary,,19
20520O,Dublin 6 Clonskeagh and Dublin 6W Primary School,primary,,12
20522S,Glasheen Pouladuff Cork city Primary School,primary,,7
20523U,Goatstown Stillorgan Primary School,primary,,8
20524W,Newtownmountkennedy Educate Together National School,primary,,9
20525B,Killester Raheny Clontarf Educate Together National School,primary,,7
20526D,Leixlip Primary School,primary,,11
20527F,Gaelscoil Ruairí,primary,,13
20528H,River Valley CNS,primary,,15
20545H,St Christopher's NS,primary,,626
20546J,Ashbourne Community National School,primary,,90
20547L,Trinity Primary School,primary,,806
60010P,Loreto Secondary School,Secondary,160.0,1282
60021U,St Marys Secondary School,Secondary,443.0,274
60030V,Blackrock College,Secondary,12.0,1024
60040B,Willow Park School,Secondary,,207
60041D,Coláiste Eoin,Secondary,16.0,496
60042F,Coláiste Íosagáin,Secondary,2.0,485
60050E,Oatlands College,Secondary,172.0,545
60070K,Dominican College,Secondary,,437
60081P,Rockford Manor Secondary School,Secondary,431.0,277
60090Q,Rathdown School,Secondary,,263
60092U,Clonkeen College,Secondary,226.0,575
60100Q,Castleknock College,Secondary,13.0,701
60120W,Mount Sackville Secondary School,Secondary,21.0,656
60121B,Moyle Park College,Secondary,409.0,738
60122D,Coláiste Bríde,Secondary,291.0,959
60130C,Loreto Abbey Secondary School,Secondary,43.0,653
60140F,Mount Anville Secondary School,Secondary,9.0,698
60180R,Christian Brothers College,Secondary,,515
60240J,Loreto College Foxrock,Secondary,23.0,519
60250M,Holy Child Secondary School,Secondary,11.0,352
60260P,St Joseph Of Cluny Secondary School,Secondary,32.0,252
60261R,St Benildus College,Secondary,150.0,807
60262T,St Laurence College,Secondary,,258
60263V,St Josephs College,Secondary,98.0,884
60264A,Coláiste Phádraig CBS,Secondary,282.0,538
60272W,The Kings Hospital,Secondary,68.0,710
60290B,St Pauls College,Secondary,407.0,591
60291D,Árdscoil La Salle,Secondary,,166
60300B,Manor House School,Secondary,243.0,688
60310E,De La Salle College,Secondary,405.0,320
60320H,St Columba's College,Secondary,,333
60321J,Rockbrook Park School,Secondary,317.0,163
60340N,Loreto High School,Secondary,18.0,660
60341P,Sancta Maria College,Secondary,,549
60342R,Coláiste Éanna,Secondary,122.0,601
60343T,St Joseph's Secondary School,Secondary,359.0,793
60361V,St Raphaela's Secondary School,Secondary,,569
60370W,St. Fintan's High School,Secondary,127.0,704
60380C,Santa Sabina Dominican College,Secondary,63.0,669
60381E,Sutton Park School,Secondary,67.0,371
60383I,Coláiste Choilm,Secondary,,550
60390F,St Josephs C.B.S.,Secondary,,258
60400F,St Vincents C.B.S. Glasnevin,Secondary,,362
60410I,C.B.S. James Street,Secondary,,152
60420L,Árdscoil Rís,Secondary,56.0,541
60430O,St Pauls C.B.S.,Secondary,,213
60440R,O'Connell School,Secondary,,206
60450U,Coláiste Mhuire,Secondary,298.0,284
60470D,"Christian Brothers, Synge St.",Secondary,,263
60471F,St. David's C.B.S.,Secondary,,508
60480G,Meanscoil Iognáid Rís,Secondary,,579
60481I,St. Aidan's C.B.S.,Secondary,269.0,721
60490J,C.B.S. Westland Row,Secondary,,135
60491L,St Declan's College,Secondary,287.0,651
60500J,Marian College,Secondary,491.0,345
60510M,St Johns College De La Salle,Secondary,,282
60511O,Beneavin De La Salle College,Secondary,,509
60520P,Belvedere College S.J,Secondary,20.0,1000
60530S,Gonzaga College,Secondary,5.0,555
60540V,Catholic University School,Secondary,52.0,510
60550B,Chanel College,Secondary,,569
60560E,St Marys College,Secondary,28.0,429
60561G,St Michaels College,Secondary,,664
60562I,Templeogue College,Secondary,133.0,678
60570H,Terenure College,Secondary,87.0,688
60581M,St Kevins College,Secondary,480.0,534
60590N,St Conleths College,Secondary,15.0,284
60630W,St Kilian's Deutsche Schule,Secondary,35.0,403
60640C,Sandford Park School Ltd,Secondary,14.0,403
60650F,St Andrews College,Secondary,24.0,991
60660I,St Patricks Cathedral Grammar School,Secondary,,218
60670L,The High School,Secondary,39.0,730
60690R,Dominican College,Secondary,,744
60700R,Scoil Chaitriona,Secondary,82.0,470
60710U,Muckross Park College,Secondary,8.0,707
60720A,Saint Dominic's Secondary School,Secondary,433.0,295
60731F,St Dominics College,Secondary,201.0,800
60732H,Caritas College,Secondary,486.0,188
60741I,St Michaels Secondary School,Secondary,,623
60750J,Holy Faith Secondary School,Secondary,25.0,645
60770P,St Mary's Secondary School,Secondary,,811
60791A,St Marys Secondary School,Secondary,,319
60792C,Presentation College,Secondary,,169
60800V,Loreto College,Secondary,454.0,400
60810B,Loreto College,Secondary,,629
60820E,Loreto College,Secondary,3.0,562
60840K,Maryfield College,Secondary,145.0,592
60841M,Rosary College,Secondary,,185
60843Q,St Josephs Secondary School,Secondary,363.0,191
60851P,Assumption Secondary School,Secondary,234.0,251
60853T,Mount Carmel Secondary School,Secondary,456.0,400
60860Q,Our Ladys School,Secondary,75.0,764
60870T,Our Lady Of Mercy College,Secondary,,385
60871V,Mercy College Coolock,Secondary,,427
60872A,Mercy Secondary School,Secondary,255.0,156
60890C,St Louis High School,Secondary,159.0,679
60891E,Our Lady's Grove Secondary School,Secondary,,304
60892G,The Teresian School,Secondary,6.0,198
60902G,St Pauls Secondary School,Secondary,319.0,449
60910F,Alexandra College,Secondary,26.0,589
60930L,Rosemont School,Secondary,36.0,182
60991I,Our Lady Of Mercy Secondary School,Secondary,,307
61010U,Wesley College,Secondary,61.0,928
61020A,Stratford College,Secondary,177.0,148
61051L,St Clare's College,Secondary,,613
61060M,St Patrick's College,Secondary,,739
61070P,Loreto College,Secondary,90.0,700
61080S,Royal School Cavan,Secondary,248.0,232
61120E,St Mary's Academy CBS,Secondary,487.0,498
61130H,St Mary's Knockbeg College,Secondary,176.0,439
61140K,St. Leo's College,Secondary,219.0,1031
61141M,Presentation College,Secondary,,803
61150N,Presentation / De La Salle College,Secondary,455.0,731
61220I,St. Joseph's Secondary School,Secondary,352.0,321
61250R,Meanscoil Phadraig Naofa,Secondary,446.0,197
61260U,Mean Scoil Naomh Ioseph,Secondary,,245
61301I,Coláiste Íde,Secondary,,100
61320M,St. Brendan's College,Secondary,,761
61340S,St. Brigid's Secondary School,Secondary,294.0,633
61360B,The Intermediate School,Secondary,,480
61370E,St. Michael's College,Secondary,225.0,253
61380H,Presentation Secondary School,Secondary,103.0,317
61410N,Presentation Secondary School,Secondary,,613
61440W,C.B.S. Secondary School,Secondary,,637
61450C,Presentation Secondary School,Secondary,185.0,566
61510R,Coláiste Éamann Rís,Secondary,,251
61520U,St. Brigid's College,Secondary,355.0,244
61550G,Meánscoil na mBráithre Criostaí,Secondary,198.0,738
61560J,St Kieran's College,Secondary,102.0,775
61570M,Kilkenny College,Secondary,66.0,916
61580P,Loreto Secondary School,Secondary,,999
61590S,Presentation Secondary School,Secondary,173.0,782
61661P,Salesian College,Secondary,110.0,702
61680T,Newbridge College,Secondary,53.0,889
61681V,Patrician Secondary School,Secondary,335.0,884
61682A,Holy Family Secondary School,Secondary,267.0,712
61690W,Cross And Passion College,Secondary,292.0,835
61691B,Scoil Dara,Secondary,164.0,922
61702D,St Pauls Secondary School,Secondary,495.0,503
61710C,Meánscoil Iognáid Ris,Secondary,,1011
61720F,Clongowes Wood College,Secondary,31.0,446
61730I,Coláiste Naomh Mhuire,Secondary,54.0,1040
61770U,Arklow CBS,Secondary,438.0,375
61780A,St Marys College,Secondary,277.0,552
61790D,Woodbrook College,Secondary,,412
61800D,Presentation College,Secondary,,644
61811I,St. Gerard's School,Secondary,30.0,551
61820J,Loreto Secondary School,Secondary,179.0,746
61830M,St David's Holy Faith Secondary,Secondary,194.0,579
61860V,Dominican College,Secondary,,463
61910K,Rice College,Secondary,,702
61920N,St Flannan's College,Secondary,161.0,1178
61930Q,Coláiste Mhuire,Secondary,85.0,983
61940T,Meánscoil Na mBráithre,Secondary,216.0,232
61950W,Scoil Mhuire,Secondary,138.0,241
62000W,Mary Immaculate Secondary School,Secondary,275.0,251
62010C,St. Joseph's Secondary School,Secondary,,319
62020F,St. Joseph's Secondary School,Secondary,326.0,595
62050O,Árdscoil Uí Urmoltaigh,Secondary,171.0,397
62060R,Bandon Grammar School,Secondary,,675
62061T,Coláiste Na Toirbhirte,Secondary,94.0,494
62090D,Scoil Mhuire gan Smal,Secondary,400.0,803
62130M,Coláiste An Chroí Naofa,Secondary,415.0,541
62140P,St Aloysius College,Secondary,,776
62170B,Sacred Heart Secondary School,Secondary,108.0,529
62180E,Coláiste Muire,Secondary,445.0,666
62200H,Colaiste Muire,Secondary,220.0,452
62210K,Nagle Rice Secondary School,Secondary,462.0,187
62260C,Coláiste Cholmáin,Secondary,254.0,514
62270F,Loreto Secondary School,Secondary,100.0,616
62290L,Scoil Mhuire,Secondary,265.0,290
62301N,Colaiste An Phiarsaigh,Secondary,115.0,543
62310O,De La Salle College,Secondary,120.0,367
62320R,St Mary'S Secondary School,Secondary,70.0,323
62330U,Patrician Academy,Secondary,,565
62350D,St Mary's Secondary School,Secondary,44.0,707
62360G,Christian Brothers Secondary School,Secondary,397.0,844
62370J,Midleton College,Secondary,,433
62380M,St Mary's High School,Secondary,,718
62420V,Christian Brothers Secondary School,Secondary,,322
62421A,Presentation Secondary School,Secondary,76.0,315
62440E,Scoil na mBráithre Chríostaí,Secondary,343.0,281
62450H,St. Mary's Secondary School,Secondary,210.0,292
62460K,St Francis Capuchin College,Secondary,,768
62470N,Mount St Michael,Secondary,129.0,310
62520C,Christian Brothers College,Secondary,17.0,911
62530F,North Monastery Secondary School,Secondary,,346
62531H,Gaelcholáiste Mhuire,Secondary,,576
62540I,Coláiste Éamann Rís,Secondary,,326
62560O,Coláiste Chríost Rí,Secondary,271.0,575
62570R,Presentation Brothers College,Secondary,4.0,713
62580U,Coláiste An Spioraid Naoimh,Secondary,128.0,710
62590A,St Vincent's Secondary School,Secondary,,203
62621I,North Presentation Secondary School,Secondary,,197
62630J,St Aloysius School,Secondary,260.0,309
62640M,St. Angela's College,Secondary,62.0,582
62650P,Ursuline Secondary School,Secondary,250.0,243
62661U,Mount Mercy College,Secondary,27.0,796
62690E,Scoil Mhuire,Secondary,7.0,425
62691G,Regina Mundi College,Secondary,48.0,566
62692I,Christ King Girls' Secondary School,Secondary,134.0,776
62693K,Presentation Secondary School,Secondary,461.0,233
62730N,St Patricks College,Secondary,448.0,253
62770C,Scoil Mhuire Secondary School,Secondary,498.0,744
62830R,St Eunan's College,Secondary,403.0,872
62840U,Loreto Secondary School,Secondary,296.0,920
62861F,St Columbas College,Secondary,401.0,841
62870G,Presentation College,Secondary,80.0,1076
62880J,Colaiste Sheosaimh,Secondary,,514
62890M,Ardscoil Mhuire,Secondary,,462
62900M,Coláiste Mhuire,Secondary,313.0,242
62930V,St. Cuan's College,Secondary,310.0,307
62960H,St Joseph's College,Secondary,57.0,755
62970K,Coláiste Iognáid S.J.,Secondary,22.0,627
62980N,St. Mary's College,Secondary,,383
62981P,Coláiste Einde,Secondary,,792
62990Q,Dominican College,Secondary,,635
63001G,Jesus & Mary Secondary School,Secondary,489.0,658
63040Q,Presentation College,Secondary,318.0,779
63050T,Seamount College,Secondary,111.0,528
63070C,St Raphaels College,Secondary,215.0,670
63090I,Holy Rosary College,Secondary,136.0,708
63100I,Calasanctius College,Secondary,97.0,853
63101K,St Pauls,Secondary,191.0,431
63130R,Colaiste Chroi Mhuire,Secondary,137.0,231
63160D,St. Brigid's School,Secondary,213.0,404
63170G,Presentation College,Secondary,181.0,434
63171I,Mercy College,Secondary,163.0,148
63190M,Marist College,Secondary,320.0,485
63210P,Our Lady's Bower,Secondary,92.0,708
63221U,Meán Scoil an Chlochair,Secondary,289.0,596
63270K,"Colaiste Mhuire,",Secondary,349.0,786
63280N,St Finian's College,Secondary,,814
63290Q,Loreto College,Secondary,231.0,852
63300Q,Wilson's Hospital School,Secondary,288.0,403
63310T,St Joseph's Secondary School,Secondary,384.0,895
63430G,St. Mary's C.B.S.,Secondary,334.0,816
63451O,Scoil Chriost Ri,Secondary,249.0,950
63550Q,F.C.J. Secondary School,Secondary,,934
63560T,St. Mary's C.B.S.,Secondary,312.0,692
63570W,Coláiste Bríde,Secondary,,719
63600F,Christian Brothers Secondary School,Secondary,,371
63610I,Good Counsel College,Secondary,412.0,820
63620L,St. Mary's Secondary School,Secondary,158.0,615
63630O,Our Lady of Lourdes Secondary School,Secondary,280.0,296
63640R,Christian Brothers Secondary School,Secondary,422.0,662
63650U,St Peter's College,Secondary,,776
63660A,Loreto Secondary School,Secondary,81.0,808
63661C,Presentation Secondary School,Secondary,322.0,823
63710M,Mercy Secondary School,Secondary,382.0,668
63730S,Cnoc Mhuire,Secondary,392.0,425
63750B,St. Mel's College,Secondary,353.0,548
63760E,Meán Scoil Muire,Secondary,239.0,558
63840C,St. Joseph's C.B.S.,Secondary,,785
63841E,St Mary's Diocesan School,Secondary,,837
63850F,Our Lady's College,Secondary,232.0,934
63860I,Sacred Heart Secondary School,Secondary,132.0,648
63870L,Drogheda Grammar School,Secondary,205.0,389
63880O,Colaiste Rís,Secondary,377.0,627
63890R,St Mary's College,Secondary,,740
63891T,De La Salle College,Secondary,376.0,664
63900R,St Vincent's Secondary School,Secondary,139.0,928
63910U,St Louis Secondary School,Secondary,283.0,459
63920A,Dundalk Grammar School,Secondary,,557
64130W,Scoil Pól,Secondary,212.0,509
64150F,Glenstal Abbey School,Secondary,34.0,228
64170L,Scoil Mhuire & Íde,Secondary,,709
64180O,Salesian Secondary College,Secondary,321.0,708
64200R,Colaiste Mhichil,Secondary,,330
64201T,Ardscoil Ris,Secondary,49.0,752
64220A,St Clements College,Secondary,414.0,505
64240G,St Munchin's College,Secondary,358.0,656
64250J,Coláiste Nano Nagle,Secondary,,324
64260M,Laurel Hill Secondary School FCJ,Secondary,,625
64270P,Laurel Hill Coláiste FCJ,Secondary,83.0,411
64290V,Ardscoil Mhuire,Secondary,332.0,566
64310B,Villiers Secondary School,Secondary,117.0,537
64350N,St Patrick's Classical School,Secondary,,905
64360Q,"St. Joseph's Secondary School, Navan,",Secondary,237.0,734
64370T,Loreto Secondary School,Secondary,59.0,806
64410F,Eureka Secondary School,Secondary,91.0,701
64420I,Franciscan College,Secondary,208.0,433
64450R,Scoil Mhuire,Secondary,55.0,821
64500G,Balla Secondary School,Secondary,148.0,335
64510J,St Muredachs College,Secondary,336.0,353
64520M,St. Mary's Secondary School,Secondary,188.0,474
64570E,Our Lady's Secondary School,Secondary,157.0,193
64580H,St. Geralds College,Secondary,109.0,619
64590K,St Joseph's Secondary School,Secondary,72.0,596
64610N,Coláiste Cholmáin,Secondary,197.0,379
64620Q,Mount St Michael,Secondary,106.0,420
64630T,Jesus & Mary Secondary School,Secondary,,573
64640W,St Joseph's Secondary School,Secondary,386.0,466
64660F,Sancta Maria College,Secondary,475.0,481
64690O,Scoil Muire Agus Padraig,Secondary,281.0,305
64691Q,Coláiste Mhuire,Secondary,347.0,162
64700O,Rice College,Secondary,408.0,460
64710R,Sacred Heart School,Secondary,184.0,544
64750G,Patrician High School,Secondary,,474
64760J,St Louis Secondary School,Secondary,175.0,521
64770M,Our Lady's Secondary School,Secondary,187.0,714
64810V,St. Macartan's College,Secondary,202.0,601
64820B,St. Louis Secondary School,Secondary,196.0,519
64830E,Monaghan Collegiate School,Secondary,440.0,261
64880T,Scoil na mBraithre,Secondary,435.0,366
64890W,St Augustines College,Secondary,238.0,753
64900W,Ard Scoil na nDeise,Secondary,342.0,325
64930I,"C.B.S. Mount Sion, Waterford",Secondary,,320
64940L,Waterpark College,Secondary,,523
64950O,De La Salle College,Secondary,490.0,1082
64970U,Presentation Secondary School,Secondary,,410
64971W,Our Lady of Mercy Secondary School,Secondary,,483
64990D,St Angela's Secondary School,Secondary,245.0,938
65010R,Newtown School,Secondary,,406
65080P,C.B.S. Roscommon,Secondary,302.0,381
65090S,Scoil Muire gan Smal,Secondary,,510
65100S,Scoil Mhuire,Secondary,257.0,579
65130E,St Marys College,Secondary,340.0,130
65140H,Coláiste Muire,Secondary,262.0,302
65150K,Jesus & Mary Secondary School,Secondary,,313
65170Q,Summerhill College,Secondary,329.0,1011
65180T,Ursuline College,Secondary,,707
65181V,Mercy College,Secondary,368.0,497
65190W,Sligo Grammar School,Secondary,180.0,450
65240L,Presentation Secondary School,Secondary,290.0,279
65241N,St Josephs College,Secondary,95.0,275
65270U,Edmund Rice Secondary School,Secondary,,294
65280A,Scoil Mhuire,Secondary,286.0,434
65300D,Rockwell College,Secondary,65.0,497
65320J,Árdscoil na mBráithre,Secondary,389.0,699
65330M,Loreto Secondary School,Secondary,166.0,492
65340P,Presentation Secondary School,Secondary,439.0,445
65350S,Patrician Presentation,Secondary,,154
65370B,St. Joseph's C.B.S,Secondary,242.0,538
65380E,St Mary's Secondary School,Secondary,73.0,450
65400H,St. Mary's Secondary School,Secondary,,566
65410K,Cistercian College,Secondary,64.0,220
65440T,Our Ladys Secondary School,Secondary,391.0,564
65450W,C.B.S. Thurles,Secondary,399.0,574
65460C,Presentation Secondary School,Secondary,,618
65470F,Ursuline Secondary School,Secondary,,810
65490L,The Abbey School,Secondary,,397
65500L,St. Anne's Secondary School,Secondary,278.0,331
65582Q,St Mary's Secondary School,Secondary,211.0,875
65610S,Colaiste Choilm,Secondary,331.0,610
65620V,Sacred Heart Secondary School,Secondary,162.0,595
65630B,Killina Presentation Secondary School,Secondary,362.0,496
68067P,St Nathy's College,Secondary,419.0,642
68068R,Coláiste Íosagáin,Secondary,371.0,997
68070E,Mercy Secondary School Mounthawk,Secondary,272.0,1262
68071G,John Scottus Secondary School,Secondary,,119
68072I,Gael-Choláiste Chill Dara,Secondary,123.0,372
68074M,St. Jarlaths College,Secondary,341.0,570
68075O,MEAN SCOIL NUA AN LEITH TRIUIGH,Secondary,404.0,158
68077S,Árdscoil na Trionóide,Secondary,327.0,856
68078U,Gaelcholáiste Phort Láirge,Secondary,,132
68080H,Meanscoil Gharman,Secondary,240.0,253
68081J,Temple Carrig Secondary School,Secondary,,812
68082L,Coláiste Ghlór na Mara,Secondary,,320
68083N,Le Cheile Secondary School,Secondary,,750
68101M,Hansfield ETSS,Secondary,,646
68121S,Scoil na Tríonóide Naofa,Secondary,390.0,636
68141B,Ard Scoil na Mara,Secondary,,1190
68161H,Gaelcholáiste an Phiarsaigh,Secondary,,262
68181N,New Cross College,Secondary,,199
68241F,Stepaside Educate Together Secondary School,Secondary,,214
68261L,North Wicklow Educate Together Secondary School,Secondary,,226
68262N,Bremore Educate Together Secondary School,Secondary,,368
68263P,Cork Educate Together Secondary School,Secondary,,262
68264R,Edmund Rice College,Secondary,,335
68285C,Our Lady's College,Secondary,,265
68305F,Sandymount Park Educate Together Secondary School,Secondary,,78
68306H,Edmund Rice College,Secondary,,135
68307J,Firhouse Educate Together Secondary School,Secondary,,81
68308L,Malahide & Portmarnock Secondary School,Secondary,,67
68309N,Limerick City East Secondary School,Secondary,,118
68325L,Coláiste Chiaráin,Secondary,,458
68345R,Wicklow Educate Together Secondary School,Secondary,,38
68346T,Donaghmede Howth Educate Together Secondary School,Secondary,,30
68347V,Galway City & Oranmore Educate Together Secondary School,Secondary,,37
68348A,Laytown & Drogheda Educate Together Secondary School,Secondary,,36
70010V,Balbriggan Community College,Vocational,,516
70020B,Grange Community College,Vocational,,280
70021D,Coláiste de hÍde,Vocational,,299
70040H,Deansrath Community College,Vocational,,298
70041J,Collinstown Park Community College,Vocational,,569
70042L,St. Kevin's Community College,Vocational,,373
70080T,Lucan Community College,Vocational,130.0,922
70081V,Colaiste Ghleann na hAbhann,Vocational,,252
70100W,Coláiste Chilliain,Vocational,,415
