P-ID,P-Lat,P-Long,G-ID,G-Lat,G-Long,Closest Garda Station (km),# Garda Stations < 5km
4444626,52.28344,-6.5656599999999985,20173,52.32202496806725,-6.651721827285249,7.25289368205408,0.0
4460851,53.694574100000004,-6.2435025,2051,53.689200341649816,-6.243995079263054,0.5977091443476672,1.0
4449001,53.281460100000004,-6.442824799999999,2014,53.28179332833403,-6.464710550302071,1.455469495838281,1.0
4448999,53.28582120000001,-6.3868073,2016,53.28680560467453,-6.367839690324143,1.2655891331114826,2.0
4438021,53.1938103,-6.0905141999999985,2040,53.19867883898722,-6.100591514233755,0.8619706186260219,2.0
4357456,53.3893686,-6.380071999999998,2031,53.38991966501459,-6.380972289469859,0.08549822632669365,2.0
4454576,51.70472170000001,-8.5238926,20340,51.70631608112974,-8.525484570354518,0.20828683378080665,1.0
4453923,52.30305560000001,-8.538611099999999,20315,52.24543957997241,-8.429619762632889,9.794491243210167,0.0
4464296,53.52040059999999,-6.540132499999999,2067,53.51076227519818,-6.5393074452062905,1.0718449068486127,1.0
4417833,51.8816536,-8.5302131,20293,51.880666667903206,-8.514618025731577,1.076044113870466,7.0
4418463,52.51819680000001,-7.812629500000001,20262,52.51633759043351,-7.890297892111208,5.259461853715969,0.0
4454920,52.647270299999995,-8.6440719,20417,52.66166724812851,-8.631609309166013,1.8064063043207577,3.0
3765723,51.896719,-8.470539,20288,51.89581891439854,-8.464993744273308,0.39340928924460294,9.0
4444768,53.338606999999996,-9.180955,20499,53.33831141815586,-9.181165411046242,0.035676504949025065,1.0
4450023,51.894872899999996,-8.4243221,20291,51.894325688819045,-8.404477114774783,1.3631102600129303,8.0
4453904,52.30305560000001,-8.538611099999999,20315,52.24543957997241,-8.429619762632889,9.794491243210167,0.0
4375213,52.3789287,-6.4486957999999985,20175,52.38470518220822,-6.452557699074843,0.692993839751512,2.0
3665703,53.00938490000001,-6.7855742,20164,53.05877818064921,-6.7010606533519015,7.875686074993552,0.0
4323325,53.00938490000001,-6.7855742,20164,53.05877818064921,-6.7010606533519015,7.875686074993552,0.0
4468776,53.00938490000001,-6.7855742,20164,53.05877818064921,-6.7010606533519015,7.875686074993552,0.0
4442098,52.648606900000004,-8.638259300000001,20417,52.66166724812851,-8.631609309166013,1.518219434538842,3.0
4285093,52.205217299999994,-6.6000546,20176,52.17866273175262,-6.583725696502872,3.1520563410101894,1.0
4451864,53.1334338,-6.842022600000001,20146,53.156038106972076,-6.907264949767331,5.0235496511620035,0.0
4418155,51.88906550000001,-8.5786512,20304,51.888238344732024,-8.590317436526401,0.8058906543498677,3.0
4455179,52.80079820000001,-6.147274899999998,20183,52.796281485424636,-6.154621812337727,0.703984676344341,1.0
4450388,53.5613922,-6.1010313,2073,53.57959427934089,-6.106954458677863,2.059060407415139,1.0
4454297,52.33956729999999,-6.4605125,20172,52.335541940950115,-6.461992167659045,0.45820083073443196,1.0
4334891,52.6769006,-8.5021592,20416,52.71340537913159,-8.498474928493083,4.061718616064978,1.0
4349025,53.35928249999999,-6.2408233000000015,2033,53.35774027298264,-6.2553585219148635,0.9796742000002381,16.0
4413617,52.3338987,-6.4586644,20172,52.335541940950115,-6.461992167659045,0.29056307932931846,1.0
4458965,52.64733029999999,-8.638636500000002,20419,52.65078254067142,-8.614977723066566,1.6414604349708752,3.0
4372923,52.5994444,-6.3463889,20180,52.675041615508654,-6.2972569013360715,9.026516751845216,0.0
4452361,52.803768999999996,-8.4778962,20462,52.806663486612166,-8.443666889433668,2.3232539113502657,1.0
4452582,52.79746480000001,-6.1526869999999985,20183,52.796281485424636,-6.154621812337727,0.18491101388752207,1.0
4456066,53.3203726,-6.632777399999998,20143,53.29365605523458,-6.685889732112522,4.610550251270033,1.0
4468985,53.27552550000001,-7.4933852,20134,53.2760536608729,-7.494908156037368,0.1170248881183465,1.0
4453936,52.644521,-7.261189999999999,20228,52.652442997986824,-7.259726713038376,0.8853144653822631,1.0
4459584,52.632850100000006,-6.4458665,20187,52.590994100497284,-6.497757473725152,5.820900333138335,0.0
4438855,52.54337899999999,-7.390922900000001,20230,52.54237234366931,-7.391035493081938,0.11205460182837128,1.0
4444782,53.08280799999999,-6.7981178999999985,20148,53.12914139049575,-6.746567647749939,6.190394544929849,0.0
4462179,51.9058033,-8.376887700000001,20308,51.91835656324452,-8.39684454066213,1.953793846298193,3.0
4439995,52.663098100000006,-8.655972199999999,20418,52.673736457750906,-8.64482219040204,1.4004141821963574,3.0
4450762,53.36742460000001,-6.2172544,2027,53.363546441454595,-6.220148024246521,0.471568329318525,12.0
4453968,53.3701103,-6.3219683999999985,2028,53.36498119057735,-6.307628979140498,1.1088908369807726,11.0
4455733,52.675388500000004,-6.3098183,20180,52.675041615508654,-6.2972569013360715,0.8477801522918764,1.0
4275224,52.699444400000004,-6.217222200000001,20180,52.675041615508654,-6.2972569013360715,6.0370373882975095,0.0
4266181,53.4515233,-6.1922416,2025,53.45601931354164,-6.221114487383202,1.9759089960808611,3.0
4399671,53.4803649,-6.765668199999999,2070,53.481959804356826,-6.733431057076537,2.1404978223449227,1.0
4438802,53.63401649999999,-8.181945899999999,20514,53.629839128101594,-8.193579792610247,0.8964769567880992,1.0
4455437,51.9187992,-8.444628999999999,20298,51.90968819030654,-8.428954488651401,1.4763454008740782,8.0
4444362,53.9840451,-6.3973403,2052,53.99950418170534,-6.4096645114954915,1.8965922275911353,2.0
4419971,53.1011372,-7.904108,20125,53.09604826814636,-7.911513687177697,0.7509343054611903,1.0
4416525,53.36748009999999,-6.2501741,2033,53.35774027298264,-6.2553585219148635,1.1351051283510423,15.0
4462694,53.8,-9.548055500000002,20586,53.79906591152995,-9.519427224337226,1.8829699250350795,1.0
4461455,51.891659499999996,-8.427117599999999,20291,51.894325688819045,-8.404477114774783,1.5815985135856125,9.0
4418269,53.58008620000001,-6.1096043,2073,53.57959427934089,-6.106954458677863,0.18326690514598853,1.0
4462449,53.51608419999999,-6.1144773,2074,53.52342871357104,-6.167336486634475,3.5884873568049986,1.0
4419850,52.5191179,-6.8010291,20191,52.45037365355303,-6.71586382110903,9.567790159737443,0.0
4453555,52.3428304,-6.7912642000000005,20197,52.362374162220675,-6.759712298138499,3.0500800570857853,1.0
4467272,52.2803179,-6.8397818,20193,52.27886582658564,-6.839204482368271,0.16597345067951194,1.0
4455973,51.532894899999995,-9.1679116,20355,51.54858689697628,-9.264133171841797,6.878935114253198,0.0
4453108,52.6721188,-7.818303200000001,20243,52.67571580679915,-7.81189822361592,0.5882755247846412,2.0
4454218,51.89639099999999,-8.4287939,20298,51.90968819030654,-8.428954488651401,1.4767252165998481,9.0
4462406,52.67820450000001,-6.285723300000001,20180,52.675041615508654,-6.2972569013360715,0.8532415471268096,1.0
4453799,52.326305,-6.496645,20172,52.335541940950115,-6.461992167659045,2.5684467649310743,1.0
4438220,51.829175899999996,-8.582481300000001,20337,51.80408804851253,-8.570546062916462,2.904333666589501,1.0
4432900,52.24506419999999,-7.097293899999999,20206,52.26018579707088,-7.113675302414548,2.0158335221850114,2.0
4432902,52.590596600000005,-6.9513886,20242,52.60180338755652,-6.9293064160282345,1.9425672238614078,1.0
4464906,52.7514416,-7.8165569,20272,52.796629103701676,-7.835080794476258,5.1708119713639205,0.0
4394786,53.28331850000001,-6.3255455000000005,2016,53.28680560467453,-6.367839690324143,2.8381057338185247,4.0
4422756,53.3647845,-6.2721692000000004,2034,53.36048626216546,-6.266813037659392,0.5951449620612025,15.0
4422758,53.3647845,-6.2721692000000004,2034,53.36048626216546,-6.266813037659392,0.5951449620612025,15.0
4466066,53.38656339999999,-6.4296012000000005,2031,53.38991966501459,-6.380972289469859,3.2463262197513902,3.0
4422762,53.3647845,-6.2721692000000004,2034,53.36048626216546,-6.266813037659392,0.5951449620612025,15.0
4422764,53.3647845,-6.2721692000000004,2034,53.36048626216546,-6.266813037659392,0.5951449620612025,15.0
4462789,53.86986959999999,-8.405369799999999,20534,53.869238878710526,-8.405601524773767,0.07167934797110102,1.0
4467580,52.85180459999999,-7.5852702,20120,52.85671591719932,-7.597832656798697,1.0044900480008296,1.0
4468276,52.270573,-9.704145500000001,20379,52.26949179842672,-9.708843556685329,0.3414844589873213,1.0
4433782,53.3591355,-6.2609810999999995,2033,53.35774027298264,-6.2553585219148635,0.40402231483944345,16.0
4467702,52.66757140000001,-8.6199681,20417,52.66166724812851,-8.631609309166013,1.0228637364436455,4.0
4441729,53.31673019999999,-6.2973127999999985,2018,53.30981410046755,-6.2880269947194725,0.985155284187439,12.0
4468656,52.7940671,-6.167882700000001,20183,52.796281485424636,-6.154621812337727,0.9249019321467478,1.0
4459981,52.3591442,-7.702856599999999,20251,52.3540903187082,-7.6999390807841275,0.5952055057134553,1.0
4464693,53.3914907,-6.4293711999999985,2031,53.38991966501459,-6.380972289469859,3.2141560645471228,3.0
4215044,53.3414723,-6.278144699999999,2036,53.33897817123413,-6.270238036575657,0.5935295118837518,16.0
4440154,52.515180799999996,-6.5807357,20185,52.50073357808049,-6.570684176729503,1.7427120771721574,1.0
4451900,53.298305000000006,-6.2458956,2045,53.28954478038918,-6.242572650503322,0.99767087188462,9.0
4451701,53.0192246,-8.362943300000001,20493,53.0476075186584,-8.400134998385537,4.015093018827087,1.0
4466389,53.7301801,-7.783785099999998,2096,53.7325134612029,-7.8013701322460625,1.1854161907401686,1.0
4455122,53.6139647,-8.200587700000002,20514,53.629839128101594,-8.193579792610247,1.822635693676769,1.0
4451325,52.2735959,-7.1106577999999985,20208,52.267463880299175,-7.101119948897246,0.9407121147151686,2.0
4454929,51.907026,-8.4198939,20298,51.90968819030654,-8.428954488651401,0.688273837801475,7.0
4468862,53.65182040000001,-6.6948794000000005,2078,53.65451786209057,-6.6904192752816725,0.41970169056134776,1.0
4324883,52.8031395,-6.4678252,20168,52.796724353677114,-6.4692815115149225,0.7191488300490757,1.0
4434428,53.7210708,-8.995177499999997,20572,53.72361271568632,-8.985062338098368,0.7229207164452544,1.0
4461818,53.295703,-6.494326999999998,2014,53.28179332833403,-6.464710550302071,2.5023864431309164,1.0
4416755,51.9083598,-8.4573201,20300,51.907131876354796,-8.474511534920213,1.1871818804875527,10.0
4444132,53.5220554,-6.0880804,2074,53.52342871357104,-6.167336486634475,5.241513126741451,0.0
4450706,52.1426986,-8.6434832,20320,52.138769050840644,-8.645938826563702,0.4674616742086489,1.0
4459381,51.580831700000005,-9.7032933,20344,51.52871643809008,-9.541356536105727,12.603238188067962,0.0
4462670,52.9700284,-6.019114099999999,20199,52.981435992618856,-6.042625643127803,2.0207275712813852,1.0
4464810,53.40174589999999,-6.1537232999999985,2026,53.37898641369849,-6.177980530267399,2.996120368675976,2.0
4462276,53.294796700000006,-6.2821517999999985,2015,53.29738793993335,-6.288149184300443,0.4916167880195538,8.0
4448964,53.26224740000001,-8.9251921,20476,53.27207603753367,-8.93189336462273,1.1790482283554438,1.0
4454039,53.154142500000006,-6.0690203,2043,53.14796613639136,-6.0631595941533405,0.7894703571408861,1.0
4327230,53.3331103,-6.2328706,206,53.33824379520832,-6.2233342013018405,0.8520469083280294,14.0
4452390,53.2864331,-6.238938200000001,2045,53.28954478038918,-6.242572650503322,0.421657042249812,6.0
4336721,53.4469894,-6.414263,2065,53.421090395349566,-6.477144368540463,5.062138837172665,0.0
4447234,51.8741166,-8.3429547,20297,51.86518254982985,-8.331748621931144,1.2555089405390056,3.0
4468933,51.5967175,-9.7030317,20348,51.62054463412344,-9.52396124087452,12.64571429024464,0.0
4466797,53.3346809,-6.231907499999999,206,53.33824379520832,-6.2233342013018405,0.693257802869614,13.0
4433733,53.29446549999999,-6.2697407,2015,53.29738793993335,-6.288149184300443,1.2657369517412558,8.0
4436214,53.52660110000001,-7.3433543000000014,2083,53.52569844621908,-7.345952275009768,0.19884821614366746,1.0
4463014,53.75921409999999,-6.274929699999999,2049,53.790413345850105,-6.242667149622508,4.06221044251536,1.0
4439905,53.75921409999999,-6.274929699999999,2049,53.790413345850105,-6.242667149622508,4.06221044251536,1.0
4430142,51.7037404,-8.5251492,20340,51.70631608112974,-8.525484570354518,0.28696426230333394,1.0
4462784,53.9090965,-6.816248499999999,20683,53.90431108986489,-6.8067569023996075,0.8179575275905041,1.0
4464839,54.16811209999999,-8.1424171,20617,54.19042468626393,-8.015251683355721,8.638638574085823,0.0
4448428,53.6143851,-6.1922266,2072,53.61433456287878,-6.191175749225228,0.06954405506219472,1.0
4428242,51.8858229,-8.4271987,20294,51.87508885895769,-8.430963194954357,1.2197240718298215,8.0
4461244,53.36436260000001,-6.245736900000001,2033,53.35774027298264,-6.2553585219148635,0.9739526447181079,17.0
4444301,53.29342270000001,-6.3034082,2015,53.29738793993335,-6.288149184300443,1.1056080491749471,7.0
4441686,54.2609407,-8.4753555,20592,54.2692541258543,-8.471261639295914,0.9608613636147132,1.0
4458288,53.295332200000004,-6.2600583,2045,53.28954478038918,-6.242572650503322,1.328079997058965,8.0
4466256,51.8274409,-8.223266299999999,20331,51.82707155006393,-8.227820435058785,0.31564741879953817,1.0
4438594,53.372337,-6.384874099999998,2031,53.38991966501459,-6.380972289469859,1.9698329783790807,4.0
4437847,51.9048039,-8.958847800000001,20361,51.90627224429567,-8.963993901852836,0.38887660647072936,1.0
4458414,51.7439785,-8.734992,20335,51.74508552912841,-8.739865287047339,0.35733216924047406,1.0
4453222,53.15502270000001,-7.183437,20114,53.1591630733976,-7.187796239442557,0.5439883500236099,1.0
4466084,53.61194449999999,-6.1922387,2072,53.61433456287878,-6.191175749225228,0.274552157034273,1.0
4463036,52.3468299,-7.4114236999999985,20256,52.3481531667575,-7.409895549217047,0.17991822283591793,1.0
4444256,52.7220149,-7.5785667000000005,20249,52.72205371599879,-7.579834237489653,0.0854759999864967,1.0
4460368,52.8280486,-6.911821000000001,20154,52.840526097558744,-6.929318426967474,1.8170856932437358,1.0
4419855,53.350853799999996,-6.235615,2032,53.350451870152476,-6.252247134162363,1.104845659622951,15.0
4419868,53.3511892,-6.2359239,2032,53.350451870152476,-6.252247134162363,1.0865265646916298,16.0
4460688,53.28711260000001,-7.506530799999998,20134,53.2760536608729,-7.494908156037368,1.4510578899514353,1.0
4380027,53.7652071,-9.8020115,20590,53.764607387749294,-9.80758617201625,0.3724133637313405,1.0
4458103,53.391534,-6.089261599999999,2029,53.3872921460248,-6.068993106152862,1.424251884153353,1.0
4455885,53.534469900000005,-6.0914575,2073,53.57959427934089,-6.106954458677863,5.115101749896008,0.0
4460462,53.6484939,-7.216765400000001,20108,53.67848343430774,-7.296628800499848,6.227457113131598,0.0
4464195,52.4385939,-6.811496000000001,20191,52.45037365355303,-6.71586382110903,6.612337242545557,0.0
4463673,53.393731,-6.180470099999999,2023,53.39033617695974,-6.2010965283261825,1.4187479609895033,4.0
4447747,52.7108368,-8.858896000000001,20452,52.70789357825589,-8.877222611748566,1.277171579412497,1.0
4456596,53.302228,-6.8261004000000005,20147,53.27022261160859,-6.816384322999007,3.6127524046307276,1.0
4418798,53.302228,-6.8261004000000005,20147,53.27022261160859,-6.816384322999007,3.6127524046307276,1.0
4449939,53.338232700000006,-6.291477700000001,204,53.341866088698616,-6.304265488048896,0.9400099151857966,16.0
4464096,54.99881749999999,-7.5127836,20623,54.99759429175171,-7.507798561422407,0.3457656979735714,1.0
4465773,52.6412103,-7.269010400000001,20228,52.652442997986824,-7.259726713038376,1.3958733192390762,1.0
4463768,53.451288,-6.212288200000001,2025,53.45601931354164,-6.221114487383202,0.7859169491069774,3.0
4312832,53.33601039999999,-6.272256199999998,2036,53.33897817123413,-6.270238036575657,0.35580038133737546,16.0
4468716,53.8576217,-7.2043743000000005,20689,53.863107685039694,-7.208766036383753,0.6739355645014701,1.0
4457398,52.28857929999999,-7.314271700000001,20224,52.286258677090174,-7.317606834178772,0.3433341220599108,2.0
4430251,53.267425900000006,-7.3478075999999986,20137,53.292955885792075,-7.293563527534107,4.587501930289688,1.0
4376275,53.3306664,-6.253214100000001,2017,53.32131831184267,-6.267005522175023,1.3844838625596392,16.0
4452086,53.294715599999996,-6.1451609000000005,203,53.28991544942522,-6.133348448497407,0.9490044508440572,3.0
4436215,52.0588635,-9.515289,20396,52.062401785506964,-9.512385205267984,0.44023946270515807,1.0
4433478,53.286767299999994,-6.3263998,2016,53.28680560467453,-6.367839690324143,2.754659329556943,4.0
4437127,53.691298100000004,-9.563094,20586,53.79906591152995,-9.519427224337226,12.308728457777347,0.0
4466521,51.95635,-7.864745200000001,20332,51.9480639626009,-7.842756327526685,1.7656691700041822,1.0
4421991,53.26995179999999,-8.928156800000002,20476,53.27207603753367,-8.93189336462273,0.3426333232212618,1.0
4418686,53.32693769999999,-6.2452131999999985,205,53.32173398843589,-6.235906842929134,0.8461854710820208,16.0
4463775,53.3913193,-6.4224777,2031,53.38991966501459,-6.380972289469859,2.7566883144596495,3.0
4433827,53.28390770000001,-6.1127296,203,53.28991544942522,-6.133348448497407,1.5243837164886038,3.0
4468381,52.6566238,-8.6323549,20417,52.66166724812851,-8.631609309166013,0.5623635681758887,3.0
4458299,53.994504000000006,-6.894786000000002,20685,53.99219788880657,-6.900789055026197,0.4686063085526504,1.0
4458673,53.3393522,-6.2514569999999985,201,53.345703145442286,-6.256270656531839,0.7743588272819598,15.0
4467648,53.3188498,-6.2642333,2017,53.32131831184267,-6.267005522175023,0.3302535757681912,15.0
4462455,52.320756,-6.477596,20172,52.335541940950115,-6.461992167659045,1.954665018829945,1.0
4420562,52.3463345,-6.4796030999999985,20172,52.335541940950115,-6.461992167659045,1.6935094858536375,2.0
4445913,53.8034956,-9.5055603,20586,53.79906591152995,-9.519427224337226,1.035046832925806,1.0
4354539,53.31197170000001,-6.3001553,2018,53.30981410046755,-6.2880269947194725,0.8406329401186347,11.0
4432840,52.263421799999996,-9.6842713,20379,52.26949179842672,-9.708843556685329,1.8029130519079815,1.0
4450248,53.300791000000004,-6.1770667,2044,53.299755743243644,-6.177501074750233,0.11854477362289459,5.0
4449332,52.519634200000006,-7.185541099999999,20234,52.528952073217795,-7.140037147090545,3.247784099312308,2.0
4468511,52.2126505,-8.8302512,20326,52.259564754905604,-8.806271046623257,5.459951922499287,0.0
4444791,52.14402930000001,-8.6436894,20320,52.138769050840644,-8.645938826563702,0.6040029241156619,1.0
4461278,51.9412201,-7.8429755000000005,20332,51.9480639626009,-7.842756327526685,0.7601772203782721,1.0
4443804,52.95943579999999,-7.795668800000001,20274,52.95615936030007,-7.798777688471793,0.4192538515780693,1.0
4452364,53.26585079999999,-9.087231800000001,20505,53.25880666865598,-9.07974422548356,0.9273888884846319,2.0
4464667,52.7098895,-6.488782,20184,52.71050610553708,-6.491760067087934,0.2119889393910899,1.0
4448059,51.8193329,-8.392511599999999,20295,51.81483163716114,-8.391541786483225,0.5042988210952619,1.0
4467567,53.3399081,-6.437016499999999,2010,53.35605148533821,-6.4506720186154505,2.009012150696837,3.0
4441530,53.280198999999996,-6.1025765,203,53.28991544942522,-6.133348448497407,2.3127878004991147,2.0
4465235,53.34114920000001,-6.232151999999999,206,53.33824379520832,-6.2233342013018405,0.6684628304978244,12.0
4456915,51.85889539999999,-8.552536,20293,51.880666667903206,-8.514618025731577,3.552877208634472,3.0
4464768,53.38757579999999,-6.374209,2031,53.38991966501459,-6.380972289469859,0.5185758368014968,3.0
4463806,53.363040700000006,-6.2187486,2027,53.363546441454595,-6.220148024246521,0.10852419723372286,13.0
4458833,51.547822499999995,-9.2619173,20355,51.54858689697628,-9.264133171841797,0.17516436198824095,1.0
4443033,53.27057070000001,-6.3292965,2016,53.28680560467453,-6.367839690324143,3.1333517202802046,2.0
4461166,53.400304000000006,-6.413846299999999,2031,53.38991966501459,-6.380972289469859,2.466014787832446,2.0
4463226,53.36657220000001,-6.2665428,2034,53.36048626216546,-6.266813037659392,0.6761511632720597,14.0
4452848,53.3673805,-6.265537399999999,2034,53.36048626216546,-6.266813037659392,0.7703486155664444,15.0
4466549,52.26071229999999,-7.1091336,20206,52.26018579707088,-7.113675302414548,0.3145875894294938,2.0
4451503,53.2005458,-6.1117247,2040,53.19867883898722,-6.100591514233755,0.7700130395850725,3.0
4461578,51.87397559999999,-8.471945199999999,20292,51.876428170449316,-8.486298515058833,1.022293614380913,8.0
4447251,52.7534159,-7.965837599999999,20277,52.75149188425846,-7.955371180169644,0.7361055680549444,1.0
4441575,51.90001179999999,-8.4772765,20290,51.9004711384695,-8.47702741870969,0.05379708620212537,8.0
4429061,52.79355820000001,-6.1635700999999985,20183,52.796281485424636,-6.154621812337727,0.6733897762744129,1.0
4440677,53.2908807,-6.6881469,20143,53.29365605523458,-6.685889732112522,0.3428044690435208,1.0
4463415,52.9515235,-7.8049928999999985,20274,52.95615936030007,-7.798777688471793,0.6621400172950501,1.0
4439448,53.3363144,-6.2709832,2036,53.33897817123413,-6.270238036575657,0.29995037023070387,16.0
4468363,53.2758689,-9.028967199999999,20475,53.27134198806543,-9.058277481173905,2.012762206712232,2.0
4465000,54.03463879999999,-9.322847,20558,54.09980927260472,-9.32269267574709,7.238221607128861,0.0
4467624,52.16049599999999,-7.1500496,20220,52.16147191937261,-7.153410570854187,0.25358574274956425,1.0
4414320,52.261293200000004,-9.683636300000002,20379,52.26949179842672,-9.708843556685329,1.9420609221498457,1.0
4455810,53.3049456,-6.1866866,2044,53.299755743243644,-6.177501074750233,0.8395120624083734,5.0
4430728,53.964518000000005,-6.391038,20703,53.963753863786145,-6.3682390849029735,1.4938067283466232,2.0
4455749,51.9259881,-8.3829482,20308,51.91835656324452,-8.39684454066213,1.2753120064304886,3.0
4421768,53.102799,-7.910168400000001,20125,53.09604826814636,-7.911513687177697,0.7550961240387266,1.0
4455429,51.89608819999999,-8.409790699999999,20291,51.894325688819045,-8.404477114774783,0.413825871580142,7.0
4467877,53.286111,-6.2613151,2045,53.28954478038918,-6.242572650503322,1.3029076014337915,5.0
4466939,51.8041312,-8.4021103,20295,51.81483163716114,-8.391541786483225,1.3928317839642805,1.0
4452934,53.3888717,-6.193112500000002,2023,53.39033617695974,-6.2010965283261825,0.5538681707722546,5.0
4467018,53.3517696,-6.250014599999999,2032,53.350451870152476,-6.252247134162363,0.2082680783277089,15.0
4444730,53.2136114,-6.6483623,20141,53.21072073478486,-6.666007121063252,1.2180309294241158,1.0
4441781,53.32797289999999,-6.258771599999998,2017,53.32131831184267,-6.267005522175023,0.9193843687961019,16.0
4461700,53.2917397,-6.1361078000000004,203,53.28991544942522,-6.133348448497407,0.2732873140128189,3.0
4247599,52.0475696,-7.5818357999999995,20218,52.04838105303443,-7.593052813451124,0.7723520766098426,1.0
