P-ID,P-Lat,P-Long,S-ID,S-Lat,S-Long,Closest School (km),# Sec Schools < 5km
4426782,52.60041999999999,-6.3265400000000005,63570W,52.5018716,-6.5612254,19.275962649952987,0.0
4464681,52.50419920000001,-6.3918390999999986,63570W,52.5018716,-6.5612254,11.46809447886299,0.0
4443094,52.5152502,-6.5761499999999975,63570W,52.5018716,-6.5612254,1.7965987502550858,3.0
4454356,52.390021600000004,-6.9438851999999995,63600F,52.3989956,-6.9390784,1.0486246775038552,4.0
4463923,52.39866689999999,-6.9390684999999985,63600F,52.3989956,-6.9390784,0.03651004963860546,4.0
4460413,52.40698560000001,-6.937559700000001,63600F,52.3989956,-6.9390784,0.8932947589449648,4.0
4421516,52.3924415,-6.9445231,63600F,52.3989956,-6.9390784,0.8162552055450237,4.0
4415678,52.3891888,-6.9357729999999975,63610I,52.3960173,-6.9313993,0.8143483077009739,4.0
4459197,52.3874487,-6.938525200000001,63610I,52.3960173,-6.9313993,1.067399232182793,4.0
4466681,52.38615739999999,-6.9451361999999985,63610I,52.3960173,-6.9313993,1.4380386182296427,4.0
4461833,52.3415124,-6.8007843999999995,63610I,52.3960173,-6.9313993,10.73677361982894,0.0
4466868,52.3953773,-6.9585288,63630O,52.3985154,-6.953003599999999,0.5118518105931339,4.0
4469011,52.2780159,-6.3906094000000015,63640R,52.333357,-6.4650908,7.9634217836718495,0.0
4467024,52.3319104,-6.4529043,63640R,52.333357,-6.4650908,0.8434967634976435,3.0
4443955,52.328966799999996,-6.4597361,63640R,52.333357,-6.4650908,0.6083588034489659,3.0
4457599,52.33084849999999,-6.4529299999999985,63640R,52.333357,-6.4650908,0.872016446219983,3.0
4458401,52.3345114,-6.491363199999999,63660A,52.3226218,-6.4854942000000015,1.3793181903039422,3.0
4464077,52.1978224,-6.3694066,63660A,52.3226218,-6.4854942000000015,15.95340426670406,0.0
4411291,52.3414095,-6.506181,63660A,52.3226218,-6.4854942000000015,2.5157962787147885,3.0
4460507,52.24564210000001,-6.3850656,63660A,52.3226218,-6.4854942000000015,10.943200206622432,0.0
4468153,52.3404612,-6.4674676,63661C,52.335814299999996,-6.4644837,0.5544528287852527,3.0
4456196,52.3465826,-6.4744737,63661C,52.335814299999996,-6.4644837,1.3750332660628153,3.0
4462130,52.3379406,-6.4603455,63661C,52.335814299999996,-6.4644837,0.3671652163508937,3.0
4396097,52.336915999999995,-6.4633381,63661C,52.335814299999996,-6.4644837,0.1450093451266454,3.0
4430882,53.489725199999995,-7.659031999999999,63710M,53.56599300000001,-7.7673962,11.092910464197722,0.0
4452153,53.703986300000004,-7.6152085000000005,63730S,53.780258999999994,-7.4883880000000005,11.887699261221487,0.0
4458841,53.7036161,-7.6161481,63730S,53.780258999999994,-7.4883880000000005,11.960384690930894,0.0
4457761,53.6993704,-7.6148387999999985,63750B,53.7289198,-7.7937244,12.220802751329513,0.0
4436630,53.69930840000001,-7.614770299999999,63750B,53.7289198,-7.7937244,12.227003686634333,0.0
4453759,53.72904339999999,-7.801220499999999,63750B,53.7289198,-7.7937244,0.4933116046985248,2.0
4446701,53.721869700000006,-7.7985121,63760E,53.7254726,-7.7956046,0.4435234741660136,2.0
4456491,53.7232809,-7.7955714999999985,63760E,53.7254726,-7.7956046,0.2434281281084313,2.0
4462366,53.731424600000004,-6.3326918,63840C,53.7242161,-6.3312049,0.8065564792971329,5.0
4468504,53.7188916,-6.3384135000000015,63840C,53.7242161,-6.3312049,0.7580616604000743,5.0
4446567,53.720992599999995,-6.3453637999999986,63840C,53.7242161,-6.3312049,0.9979914935725251,5.0
4461567,53.6993733,-6.370526,63841E,53.70851070000001,-6.3473845,1.8303383472412047,5.0
4465552,53.70774770000001,-6.353356400000001,63841E,53.70851070000001,-6.3473845,0.4020794046762951,5.0
4420662,53.70337650000001,-6.3509078,63841E,53.70851070000001,-6.3473845,0.6155751532519553,5.0
4415556,53.71628079999999,-6.3890525999999985,63841E,53.70851070000001,-6.3473845,2.8747460695256177,4.0
4447351,53.691925899999994,-6.418049,63841E,53.70851070000001,-6.3473845,5.003156841512482,0.0
4455295,53.715572200000004,-6.368455,63841E,53.70851070000001,-6.3473845,1.593076377524705,5.0
4464000,53.70467239999999,-6.3494338999999975,63841E,53.70851070000001,-6.3473845,0.4471272970323912,5.0
4462511,53.7072057,-6.3537541,63841E,53.70851070000001,-6.3473845,0.4435733343072759,5.0
4461568,53.7171451,-6.3610980999999995,63841E,53.70851070000001,-6.3473845,1.3168460763417529,5.0
4461515,53.70841460000001,-6.350174299999999,63841E,53.70851070000001,-6.3473845,0.1839226453957684,5.0
4462981,53.70427660000001,-6.350732,63841E,53.70851070000001,-6.3473845,0.5193111645648296,5.0
4467235,53.7212951,-6.3704803,63841E,53.70851070000001,-6.3473845,2.0798942348769787,5.0
4462780,53.69059499999999,-6.4129878,63841E,53.70851070000001,-6.3473845,4.7549866944984975,1.0
4466787,53.7123382,-6.3463962999999985,63860I,53.711273399999996,-6.343114,0.2462636214914275,5.0
4460980,53.70379939999999,-6.3284062999999975,63860I,53.711273399999996,-6.343114,1.275189882465823,5.0
4460475,53.717329799999995,-6.3423941999999975,63860I,53.711273399999996,-6.343114,0.6743117865812277,5.0
4461841,53.76002159999999,-6.2739572999999975,63870L,53.71854620000001,-6.303513400000001,4.999754754463344,1.0
4430007,53.71258169999999,-6.2821608,63870L,53.71854620000001,-6.303513400000001,1.5534252315415218,6.0
4420091,53.704597,-6.309474099999999,63870L,53.71854620000001,-6.303513400000001,1.5981412457281696,5.0
4466367,53.70473489999999,-6.3108281999999996,63870L,53.71854620000001,-6.303513400000001,1.6076972291239344,5.0
4465933,53.71428179999999,-6.253876999999999,63870L,53.71854620000001,-6.303513400000001,3.3003977244043616,3.0
4458999,53.7067841,-6.3110447,63870L,53.71854620000001,-6.303513400000001,1.397203081222354,5.0
4438263,53.706827000000004,-6.3059118,63870L,53.71854620000001,-6.303513400000001,1.3111124368879707,5.0
4461320,54.011667700000004,-6.4106036999999985,63880O,54.0074434,-6.4014755999999995,0.7588771594383676,5.0
4449195,53.98975229999999,-6.3715262999999975,63900R,54.005274,-6.391833999999999,2.1757334302685885,5.0
4466534,54.00204489999999,-6.3730046,63900R,54.005274,-6.391833999999999,1.2817565709912269,5.0
4468922,53.9841422,-6.3715676,63900R,54.005274,-6.391833999999999,2.6950776799884246,3.0
4372255,53.89735289999999,-6.3877108,63920A,53.9986444,-6.4088736,11.334874982660336,0.0
4462252,53.95839300000001,-6.3771641999999975,63920A,53.9986444,-6.4088736,4.928013402761618,1.0
4447045,53.96624199999999,-6.3738625,63920A,53.9986444,-6.4088736,4.265196311166768,3.0
4467077,53.9904772,-6.3992692,63920A,53.9986444,-6.4088736,1.103163177645615,5.0
4439129,52.470074200000006,-8.4326241,64130W,52.3616468,-8.4720349,12.33455018933319,0.0
4467498,52.79993929999999,-8.4452263,64150F,52.6606116,-8.3889565,15.930544797786805,0.0
4466247,52.59653620000001,-8.4772903,64150F,52.6606116,-8.3889565,9.283435737741543,0.0
4439611,52.80371529999999,-8.438540399999999,64150F,52.6606116,-8.3889565,16.239639803864936,0.0
4459582,52.81783369999999,-6.9343188,64170L,52.838173499999996,-6.9229213000000005,2.3851610259797202,4.0
4459583,52.819171600000004,-6.9349465,64170L,52.838173499999996,-6.9229213000000005,2.2596767553827806,4.0
4420094,52.8243843,-6.9328496,64170L,52.838173499999996,-6.9229213000000005,1.6703482871903403,5.0
4420119,52.824404799999996,-6.9329829,64170L,52.838173499999996,-6.9229213000000005,1.6718616313493178,5.0
4465737,52.4468032,-9.0526452,64180O,52.64753760000001,-8.8577807,25.89572582544971,0.0
4437225,52.70932510000001,-8.8618204,64180O,52.64753760000001,-8.8577807,6.86735001794476,0.0
4468482,52.7134493,-8.853644599999997,64180O,52.64753760000001,-8.8577807,7.325279254365435,0.0
4459239,52.71444,-8.8622809,64180O,52.64753760000001,-8.8577807,7.436186076299416,0.0
4468924,52.64681479999999,-8.589908699999999,64200R,52.658865899999995,-8.6223226,2.5635909614847088,9.0
4466840,52.66621490000001,-8.650710400000001,64201T,52.66547900000001,-8.6408913,0.6671818455061213,10.0
4458099,52.6712356,-8.632413999999999,64201T,52.66547900000001,-8.6408913,0.8576074830370898,9.0
4459975,52.66028799999999,-8.637326600000002,64220A,52.655709400000006,-8.6382446,0.5122418521155029,10.0
4460230,52.6554928,-8.64301,64220A,52.655709400000006,-8.6382446,0.3223319957439269,10.0
4465161,52.70810669999999,-8.499670199999999,64240G,52.68200570000001,-8.6140658,8.236139185956253,0.0
4466584,52.68067679999999,-8.5976766,64240G,52.68200570000001,-8.6140658,1.1146380017614552,9.0
4462686,52.6583015,-8.610797,64250J,52.66014860000001,-8.6218387,0.7724526421824012,9.0
4468765,52.6606748,-8.606108899999999,64250J,52.66014860000001,-8.6218387,1.0624894167414631,9.0
4427610,52.663192099999996,-8.5327646,64290V,52.6702789,-8.6145849,5.5733428056139545,0.0
4438549,52.65583880000001,-8.5703807,64290V,52.6702789,-8.6145849,3.385100022476544,8.0
4420574,52.6705164,-8.6081025,64290V,52.6702789,-8.6145849,0.4378943814057432,9.0
