Unnamed: 0,amenity_id,lattitude,longitutude,amenity,Distance,Score,Amenity_Group,lattitude_rad,longitutude_rad,Amenity_Group_0,Amenity_Group_1
0,Act0,52.6297968743748,-7.07423970149609,"""A Rural Experience"" Day Tours",,,"Activity Operator,Tour",0.9185632401136606,-0.1234687748664076,Activity Operator,Tour
1,Act1,53.3457958187091,-6.261232210082201,10 Fleet Street Restaurant & Bar,,,"Food and Drink,Restaurant,Pubs and Bar,Seafood,Vegetarian",0.9310597791330979,-0.10927911729785571,Food and Drink,Restaurant
2,Act2,53.350167000000006,-6.257199,101 Talbot,,,"Covid Safety Charter,Food and Drink,Restaurant,Vegetarian",0.9311360706388258,-0.10920872450249666,Covid Safety Charter,Food and Drink
3,Act3,53.3493056292935,-6.260205157501219,11 Day Discover Ireland Tour - Vagabond Tours of Ireland,,,"Activity Operator,Tour",0.9311210368839169,-0.10926119184872647,Activity Operator,Tour
4,Act4,53.3493056292935,-6.260205157501219,12 Day Giant Irish Adventure Tour - Vagabond Tours of Ireland,,,"Activity Operator,Tour",0.9311210368839169,-0.10926119184872647,Activity Operator,Tour
5,Act5,53.3524569,-6.2705757,12 Henrietta Street,,,"Historic Houses and Castle,Venue,Music",0.931176036933367,-0.10944219196054819,Historic Houses and Castle,Venue
6,Act6,53.2772719,-9.049449099999999,126 Artist-Run Gallery,,,"Craft,Shopping,Art Gallery",0.9298638111352552,-0.15794268228663758,Craft,Shopping
7,Act7,53.3525066716744,-6.2702109047595505,14 Henrietta Street,,,"Covid Safety Charter,Historic Houses and Castle,Museums and Attraction,Venue,Music,Food Shops,Shopping,Tour",0.9311769056129595,-0.10943582508250675,Covid Safety Charter,Historic Houses and Castle
8,Act8,53.33913832450211,-6.25036385533451,1916 Freedom Tour,,,"Activity Operator,Tour",0.9309435839392535,-0.10908942872323374,Activity Operator,Tour
9,Act9,53.343099,-6.261746,1916 Rebellion Walking Tours,,,"Walking,Activity Operator,Tour",0.9310127107672947,-0.10928808462358484,Walking,Activity Operator
10,Act10,53.3454402,-6.2798109,1916 Ride the Revolution Rise of the Rebels Bus Tour - Hidden Dublin Walks,,,"Activity Operator,Tour",0.9310535724157424,-0.10960337660762838,Activity Operator,Tour
11,Act11,54.1680768171531,-8.60323392388511,1st Adventure Tours,,,"Activity Operator,Tour",0.945411289932532,-0.1501547582910664,Activity Operator,Tour
12,Act12,53.3294028362726,-6.2322532612145105,2019 Irish Harvest Festival,,,"Food and Drink,Restaurant",0.9307736676153593,-0.10877333922634742,Food and Drink,Restaurant
13,Act13,51.90143,-8.4801299,2020 Art Gallery,,,"Craft,Shopping,Art Gallery",0.9058508399933605,-0.14800618775181748,Craft,Shopping
14,Act14,53.343801,-6.269701,3 Day Southern Tour - Shamrocker Adventures,,,"Activity Operator,Tour",0.9310249629786437,-0.109426925565581,Activity Operator,Tour
15,Act15,53.343801,-6.269701,3 Day Western Rocker Tour - Shamrocker Adventures,,,"Activity Operator,Tour",0.9310249629786437,-0.109426925565581,Activity Operator,Tour
16,Act16,52.0889628,-7.617269099999999,360 Cookhouse,,,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar",0.9091239048088445,-0.13294642580542518,Covid Safety Charter,Food and Drink
17,Act17,53.349383037235796,-6.2601700553123,365 Chauffeur Drive,,,"Activity Operator,Tour",0.9311223879073772,-0.10926057919995517,Activity Operator,Tour
18,Act18,53.340540000000004,-6.258755000000001,37 Dawson Street,,,"Food and Drink,Restaurant,Pubs and Bar,Vegetarian",0.9309680477917363,-0.10923588182565772,Food and Drink,Restaurant
19,Act19,53.343801,-6.269701,5 Day Celtic Rocker Tour - Shamrocker Adventures,,,"Activity Operator,Tour",0.9310249629786437,-0.109426925565581,Activity Operator,Tour
20,Act20,54.9838630279562,-8.43079226026218,5 Day Fishing-Fly Fishing or Sea Angling,,,"Fishing,Angling",0.9596494453034146,-0.14714508349322974,Fishing,Angling
21,Act21,53.343801,-6.269701,5 Day Giant's Rocker Tour - Shamrocker Adventures,,,"Activity Operator,Tour",0.9310249629786437,-0.109426925565581,Activity Operator,Tour
22,Act22,51.899331200000006,-8.4755582,53 Degrees North,,,"Shopping,Shopping Centres and Department Store,Food Shops",0.9058142090230198,-0.14792639653440406,Shopping,Shopping Centres and Department Store
23,Act23,53.272925,-9.052348,56 Central Restaurant,,,"Covid Safety Charter,Food and Drink,Restaurant,Pubs and Bar,Fine Dining",0.9297879434180002,-0.15799327763632365,Covid Safety Charter,Food and Drink
24,Act24,53.3493056292935,-6.260205157501219,6 Day Northern Ireland Tour - Vagabond Tours of Ireland,,,"Activity Operator,Tour",0.9311210368839169,-0.10926119184872647,Activity Operator,Tour
25,Act25,53.2872152821415,-6.1231167715272905,64 Wine,,,"Food and Drink,Restaurant",0.9300373558924083,-0.1068685481472366,Food and Drink,Restaurant
26,Act26,53.343801,-6.269701,7 Day All Ireland Rocker Tour - Shamrocker Adventures,,,"Activity Operator,Tour",0.9310249629786437,-0.109426925565581,Activity Operator,Tour
27,Act27,53.0844372051494,-6.10577993557354,"7 Day Magnetic North Adventure Tour, Vagabond Tours of Ireland",,,"Activity Operator,Tour",0.9264982107980336,-0.10656596327796551,Activity Operator,Tour
28,Act28,53.3493056292935,-6.260205157501219,7 Day Treasure Ireland Tour - Vagabond Tours of Ireland,,,"Activity Operator,Tour",0.9311210368839169,-0.10926119184872647,Activity Operator,Tour
29,Act29,53.3493056292935,-6.260205157501219,7 Day World Tour of Ireland - Vagabond Tours of Ireland,,,"Activity Operator,Tour",0.9311210368839169,-0.10926119184872647,Activity Operator,Tour
30,Act30,54.211630500000005,-9.0987116,"7th Wave Surf, Sup, Kayak School",,,"Surfing,Activity Operator",0.94617144509958,-0.1588024751094013,Surfing,Activity Operator
31,Act31,53.3493056292935,-6.260205157501219,8 Day Wild Irish Rover - Vagabond Tours of Ireland,,,"Activity Operator,Tour",0.9311210368839169,-0.10926119184872647,Activity Operator,Tour
32,Act32,53.2721788149031,-9.049472549712089,A Heritage Walk of Old Galway,,,"Activity Operator,Tour,Walking",0.92977492003123,-0.1579430915613222,Activity Operator,Tour
33,Act33,53.3422400230571,-6.251647725944509,A Spasso A Dublino - Italian Tour in Dublin,,,"Walking,Activity Operator,Tour",0.9309977187914424,-0.10911183649254781,Walking,Activity Operator
34,Act34,53.336932,-6.236283,A Touch of Ireland Ltd.,,,"Covid Safety Charter,Activity Operator,Tour",0.9309050763123241,-0.10884367143614954,Covid Safety Charter,Activity Operator
35,Act35,53.618081000000004,-9.672464,Aasleagh Falls,,,Discovery Point,0.9358120520510138,-0.1688163435806208,Discovery Point,
36,Act36,53.3446096824302,-6.27682906018833,Abbey Ireland & UK,,,"Activity Operator,Tour",0.9310390771496537,-0.10955133368514769,Activity Operator,Tour
37,Act37,52.231827,-6.862713,Abbey Par 3 Golf Club,,,"Pitch And Putt,General,Pitch and Putt",0.9116173554820723,-0.11977693746941762,Pitch And Putt,General
38,Act38,52.248165,-9.742521,Annagh Church,,,"Church Abbey,Monastery,Churches,Abbeys and Monastery",0.9119025073752631,-0.17003906889469048,Church Abbey,Monastery
39,Act39,53.42985600000001,-7.9442923,Abbey Road Artists’ Studios,,,"Craft,Shopping,Art Gallery",0.9325269060664475,-0.1386540573758331,Craft,Shopping
40,Act40,52.264196000000005,-7.102183999999999,Abbey Road Gardens,,,"Gardens,Garden",0.9121823011076504,-0.12395649488246094,Gardens,Garden
41,Act41,53.34854,-6.2571069999999995,Abbey Theatre,,,"Covid Safety Charter,Venue,Music,Food and Drink,Pubs and Bar,Cafe,Activity Operator,Tour",0.9311076741318957,-0.10920711879958482,Covid Safety Charter,Venue
42,Act42,53.34854,-6.2571069999999995,Abbey Theatre Tours,,,"Activity Operator,Tour",0.9311076741318957,-0.10920711879958482,Activity Operator,Tour
43,Act43,53.633465402492895,-7.78910667668568,Abbeyderg Abbey and Graveyard,,,"Photography,Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins",0.9360805605279667,-0.13594555729723856,Photography,Learning
44,Act44,52.384547,-9.301963,Abbeyfeale Farmers Market,,,"Food and Drink,Restaurant,Shopping,Shopping Centres and Department Store,Food Shops",0.914282822315718,-0.16234988124868932,Food and Drink,Restaurant
45,Act45,52.921763,-7.3372447,Abbeyleix Golf Club,,,"Golf,Golf Course",0.9236590103101119,-0.1280590780395036,Golf,Golf Course
46,Act46,52.9172919,-7.3464114,Abbeyleix Heritage House,,,"Covid Safety Charter,Tracing Your Ancestors,Museums and Attraction,Historic Houses and Castle,Cafe,Food and Drink,Tour",0.923580974893926,-0.12821906713604617,Covid Safety Charter,Tracing Your Ancestors
47,Act47,52.9068305299693,-7.353079203168019,Abbeyleix Loops - Killamuck Bog,,,"Walking,Natural Landscape",0.9233983895426208,-0.128335442255203,Walking,Natural Landscape
48,Act48,53.579691427389896,-7.6583470787125005,Abbeyshrule Monastery,,,"Photography,Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins",0.935142027610534,-0.13366337178402246,Photography,Learning
49,Act49,51.8984153316716,-8.47400571035269,About Cork Taxi Tours,,,"Activity Operator,Tour",0.9057982241051744,-0.1478993004784554,Activity Operator,Tour
50,Act50,53.297294731712796,-6.14870248101192,Aboveboard,,,"Cycling,Kitesurfing,Windsurfing,Activity Operator,Surfing",0.9302132754742162,-0.10731510301920213,Cycling,Kitesurfing
51,Act51,53.343616000000004,-6.264233,Acapulco Dublin,,,"Food and Drink,Restaurant",0.9310217341195276,-0.10933149096208195,Food and Drink,Restaurant
52,Act52,53.341337548274296,-6.264722933135201,Accents Coffee & Tea Lounge,,,"Food and Drink,Restaurant,Pubs and Bar",0.9309819676350662,-0.10934004190840582,Food and Drink,Restaurant
53,Act53,51.9022032,-8.469254600000001,ACET - Cork Language Centre International,,,"Covid Safety Charter,Learning",0.905864334879137,-0.14781637795967537,Covid Safety Charter,Learning
54,Act54,53.9747652,-10.1285782,Achill Archaeological Field School - Scoil Seandálúil Acla,,,"Covid Safety Charter,Learning,Activity Operator",0.9420373657308557,-0.1767770381357207,Covid Safety Charter,Learning
55,Act55,53.9742244,-10.132819699999999,Achill Bikes - Bike Rental,,,"Cycling,Activity Operator,Bike Rental",0.9420279269902608,-0.17685106627594405,Cycling,Activity Operator
56,Act56,53.976098,-10.0810517,Achill Cliff House Restaurant,,,"Food and Drink,Restaurant",0.9420606274791262,-0.17594754422877165,Food and Drink,Restaurant
57,Act57,53.96261006603871,-9.990732595473869,Achill Cycle Hub,,,"Cycling,Island,Offshore Island",0.9418252186222101,-0.17437117847733774,Cycling,Island
58,Act58,53.983982999999995,-10.080603,Achill Experience and Aquarium,,,"Covid Safety Charter,Museums and Attraction,Zoos and Aquarium,Food Shops,Shopping",0.9421982466906459,-0.17593971293641794,Covid Safety Charter,Museums and Attraction
59,Act59,53.97578000000001,-10.0676021,Achill Golf Club,,,"Golf,Golf Course",0.942055077332105,-0.17571280442569542,Golf,Golf Course
60,Act60,53.9762269,-9.9833712,Achill Heritage Centre,,,"Tracing Your Ancestors,Museums and Attraction,Activity Operator",0.9420628772085321,-0.17424269788877733,Tracing Your Ancestors,Museums and Attraction
61,Act61,53.9729098377987,-10.1242851467434,Achill Island - Dooagh Loop Walk,,,"Walking,Natural Landscape",0.942004983551626,-0.1767021102214296,Walking,Natural Landscape
62,Act62,53.95175264246679,-9.99389294297557,Achill Island -Acaill,,,"Craft,Shopping,Bird Watching,Nature and Wildlife,Climbing,Activity Operator,Cycling,Fishing,Angling,Golf,Horse Riding,Equestrian,Kayaking,Kitesurfing,Windsurfing,Surfing,Swimming,Swimming Pools and Water Park,Venue,Walking,Island,Offshore Island",0.9416357208325966,-0.1744263369467496,Craft,Shopping
63,Act63,53.97379137841,-10.126090449603199,"Achill Island Blueway, Achill Island",,,Beach,0.9420203693377832,-0.17673361870032875,Beach,
64,Act64,53.973273173970696,-10.1368075500764,Achill Island Heritage Tours,,,"Activity Operator,Tour",0.9420113249641189,-0.17692066738985315,Activity Operator,Tour
65,Act65,53.96261006603871,-9.990732595473869,Achill Isle Walks,,,"Covid Safety Charter,Walking,Activity Operator,Tour",0.9418252186222101,-0.17437117847733774,Covid Safety Charter,Walking
66,Act66,53.9576243,-9.9685692,Achill Outdoor Education Centre,,,"Adventure Park,Activity Operator",0.9417382005891006,-0.1739843542528971,Adventure Park,Activity Operator
67,Act67,53.9776589,-10.0451336,Achill Seaweed Baths,,,"Pampering,Health Farm,Spa and Wellness,Specialised Retreat,Spa",0.9420878703234207,-0.17532065512271106,Pampering,Health Farm
68,Act68,53.875656000000006,-9.9595077,Achill Secret Garden,,,"Gardens,Garden,Tour",0.9403075838718382,-0.17382620124272766,Gardens,Garden
69,Act69,53.9725795088618,-10.0792666145332,Achill Surf & Kayak,,,"Cycling,Kayaking,Activity Operator,Surfing,Walking,Venue,Sports Venues",0.9419992182240624,-0.1759163886099465,Cycling,Kayaking
70,Act70,52.7095672,-8.508589500000001,Acorn Restaurant,,,"Food and Drink,Restaurant,Seafood,Vegetarian",0.9199554949412085,-0.1485029014756181,Food and Drink,Restaurant
71,Act71,52.242381,-7.0895608999999995,Activate,,,"Covid Safety Charter,Climbing,Activity Operator,Movies,Cinema,Venue,Cafe,Food and Drink",0.9118015575313277,-0.12373618022565244,Covid Safety Charter,Climbing
72,Act72,53.35839250000001,-6.4491178,Activities Ireland,,,"Golf,Activity Operator,Venue,Sports Venues,Tour",0.9312796326964485,-0.11255833945897316,Golf,Activity Operator
73,Act73,51.939505100000005,-8.5674229,Activity Days Ltd.,,,"Covid Safety Charter,Cycling,Food and Drink,Restaurant,Kayaking,Activity Operator,Sailing,Walking,Tour",0.9065153758513868,-0.14952973801576092,Covid Safety Charter,Cycling
74,Act74,53.3403825,-6.3007858,Adam Ladd Tours,,,"Activity Operator,Tour,Walking,Day Tour",0.9309652988981642,-0.10996945767290493,Activity Operator,Tour
75,Act75,53.300625,-6.215285,Adams & Butler,,,"Covid Safety Charter,Golf,Activity Operator,Tour",0.9302713996208025,-0.10847718719981576,Covid Safety Charter,Golf
76,Act76,52.5518669162486,-8.77973613258908,Adare Franciscan Friary,,,"Photography,Learning,Historic Houses and Castle,Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins",0.9172031057584172,-0.15323530296999288,Photography,Learning
77,Act77,52.5647887,-8.789831300000001,Adare Heritage Centre,,,"Covid Safety Charter,Restaurant,Shopping,Shopping Centres and Department Store,Craft,Tracing Your Ancestors,Museums and Attraction,Cafe,Food and Drink,Tour,Food Shops",0.9174286334301098,-0.15341149687985348,Covid Safety Charter,Restaurant
78,Act78,52.562085705516004,-8.79321382607429,Adare Village & Riverbank Walk,,,Walking,0.9173814572767008,-0.15347053309688435,Walking,
79,Act79,52.56479,-8.789833,Adare Woollens,,,"Shopping,Shopping Centres and Department Store,Craft,Food Shops",0.9174286561193902,-0.15341152655045073,Shopping,Shopping Centres and Department Store
80,Act80,52.684946,-6.778635,Adelaide Memorial Church,,,"Church Abbey,Monastery,Churches,Abbeys and Monastery",0.9195257739354163,-0.11830949954092583,Church Abbey,Monastery
81,Act81,53.332501,-6.258781,Adelaide Road Presbyterian Church,,,"Church Abbey,Monastery,Churches,Abbeys and Monastery",0.9308277407731683,-0.10923633561126322,Church Abbey,Monastery
82,Act82,52.177009999999996,-7.250912,Adrian Cooke Classical Art Atelier,,,"Learning,Activity Operator",0.9106606183460064,-0.12655228817236708,Learning,Activity Operator
83,Act83,51.684405700000006,-9.7104121,Adrigole Arts,,,"Craft,Shopping,Art Gallery,Food Shops",0.9020630514015248,-0.16947866287049684,Craft,Shopping
84,Act84,51.8970869054031,-8.47502159701708,AdvenTour in Cork,,,"Activity Operator,Tour",0.9057750386929191,-0.14791703104557608,Activity Operator,Tour
85,Act85,52.186723,-7.086347,ADVENTURE 001 Ireland,,,"Activity Operator,Day Tour,Tour",0.9108301421762528,-0.12368008708882261,Activity Operator,Day Tour
86,Act86,53.018851719979104,-9.31895341098016,ADVENTURE 001 Ireland - Helicopter Tours,,,"Activity Operator,Tour",0.925353528140294,-0.1626464198615601,Activity Operator,Tour
87,Act87,53.3488728652515,-6.25930291817713,Adventure Breaks Ireland - Segway Tour,,,"Activity Operator,Tour",0.9311134837264998,-0.10924544480188014,Activity Operator,Tour
88,Act88,53.3488840730941,-6.25930828259504,Adventure Breaks Ireland Bicycle Rental,,,"Cycling,Bike Rental",0.9311136793402552,-0.10924553842863512,Cycling,Bike Rental
89,Act89,53.038294400000005,-9.0551087,Adventure Burren,,,"Activity Operator,Climbing,Cycling,Kayaking",0.9256928669220704,-0.15804146094098345,Activity Operator,Climbing
90,Act90,54.2304964391538,-8.3012295257849,Adventure Gently,,,"Kayaking,Activity Operator",0.9465007178542945,-0.144883787188714,Kayaking,Activity Operator
91,Act91,53.5536588112235,-9.94810605761722,Adventure Getaways with Connemara Wild Escapes,,,"Activity Operator,Tour",0.9346876727455224,-0.1736272050430132,Activity Operator,Tour
92,Act92,52.93231,-9.20297,Adventure Kayaking Tours,,,"Kayaking,Activity Operator",0.9238430901863197,-0.16062212746226256,Kayaking,Activity Operator
93,Act93,55.247958999999994,-7.701934,Adventure One Surf School,,,"Surfing,Activity Operator",0.9642587895568338,-0.13442410707129693,Surfing,Activity Operator
94,Act94,53.349663799999995,-6.2704305,Adventure Rooms Dublin,,,"Covid Safety Charter,Activity Operator",0.9311272881420295,-0.1094396577424743,Covid Safety Charter,Activity Operator
95,Act95,53.119140828151906,-9.669047928558369,Adventure Tours Inis Mor,,,"Covid Safety Charter,Activity Operator,Tour",0.9271039032817981,-0.168756721886481,Covid Safety Charter,Activity Operator
96,Act96,53.232080708613005,-9.46731509511847,Aer Arann Islands,,,"Coach,Road,Transport",0.9290750760526532,-0.16523581973357745,Coach,Road
97,Act97,53.232266,-9.46964,Aerfort Réigiúnach Chonamara (Connemara Regional Airport),,,"Transport,Coach,Road",0.9290783099974319,-0.16527639697855584,Transport,Coach
98,Act98,52.9222166,-7.5140093,Aghaboe Abbey,,,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle",0.9236669271235989,-0.13114420231047436,Church Abbey,Monastery
99,Act99,51.912194,-8.724551,Agharinagh Inspirational Gardens,,,"Gardens,Garden",0.9060387072340452,-0.1522721407081638,Gardens,Garden
100,Act100,53.166725899999996,-6.1880463,Agricultural Heritage Display Centre,,,"Agriculture,Nature and Wildlife,Museums and Attraction",0.9279344194603454,-0.10800178220085278,Agriculture,Nature and Wildlife
101,Act101,51.59751,-9.621448,Ahakista Air India Plane Disaster Memorial,,,Public Sculpture,0.9005464353306993,-0.16792594640942338,Public Sculpture,
102,Act102,52.41253745665961,-7.39333338161782,Ahenny High Crosses,,,"Church Abbey,Monastery,Churches,Abbeys and Monastery,Ruins,Historic Houses and Castle",0.914771347943565,-0.12903801020683736,Church Abbey,Monastery
103,Act103,54.6333848,-8.446041099999999,Ahoy Café,,,"Covid Safety Charter,Food and Drink,Restaurant,Cafe,Seafood",0.9535324462690238,-0.14741122595376363,Covid Safety Charter,Food and Drink
104,Act104,52.447323,-9.482014999999999,Aidi MacDáibhi Celtic Jewellery,,,"Shopping,Shopping Centres and Department Store,Craft,Food Shops",0.91537847020695,-0.1654923814734901,Shopping,Shopping Centres and Department Store
105,Act105,54.9436594,-7.6983954,Aileach Restaurant,,,"Food and Drink,Restaurant",0.9589477596243322,-0.13436234685038587,Food and Drink,Restaurant
106,Act106,53.4164726309031,-10.1401412242919,Aillebrack Green Coast Beach 2019,,,Beach,0.9322933222106968,-0.17697885098110247,Beach,
107,Act107,53.089126,-9.143653,Duplicate Aillwee Cave & The Birds Of Prey Centre,,,"Learning,Museums and Attraction,Falconry,Nature and Wildlife,Bird Watching,Walking,Visitor Farm,Natural Landscape,Cafe,Food and Drink,Tour,Food Shops,Shopping",0.9265800457061272,-0.15958685050985708,Learning,Museums and Attraction
108,Act108,53.0891282,-9.1436674,Aillwee Cave & The Birds of Prey Centre,,,"Covid Safety Charter,Learning,Falconry,Nature and Wildlife,Museums and Attraction,Natural Landscape,Activity Operator,Cafe,Food and Drink,Tour,Food Shops,Shopping",0.9265800841033707,-0.15958710183726937,Covid Safety Charter,Learning
109,Act109,53.762114000000004,-6.351277,Aine Dunne - Fine Art Tapestry Weaver,,,"Learning,Craft,Shopping,Art Gallery,Activity Operator",0.9383259021325387,-0.11085069535618788,Learning,Craft
110,Act110,53.428486,-6.243069,Aircoach,,,"Transport,Coach,Road",0.9325029950556951,-0.10896210947918987,Transport,Coach
111,Act111,52.647958200000005,-6.2260467,Courtown  Beach,,,Beach,0.9188802150423474,-0.10866501429792765,Beach,
112,Act112,53.288179500000005,-6.2369953,Airfield Estate,,,"Covid Safety Charter,Restaurant,Walking,Visitor Farm,Local Produce,Food and Drink,Food Shops,Shopping,Tour",0.9300541846687458,-0.1088561034164115,Covid Safety Charter,Restaurant
113,Act113,53.0044789,-9.2627951,Airmid Natural Handmade Skincare,,,"Learning,Craft,Shopping",0.9251026751088622,-0.1616662724325974,Learning,Craft
114,Act114,53.2276828,-8.880342500000001,AJLA Restaurant,,,"Food and Drink,Restaurant,Seafood",0.9289983180671544,-0.15499121532978458,Food and Drink,Restaurant
115,Act115,51.84421,-9.9086594,Alaind Walking Sneem,,,"Walking,Activity Operator,Tour",0.9048521625953694,-0.1729387309886858,Walking,Activity Operator
116,Act116,54.276444346788,-8.49441129053582,Alainn Tours,,,"Activity Operator,Tour",0.9473026601269136,-0.14825544503843072,Activity Operator,Tour
117,Act117,53.503391,-10.031528999999999,Alan Gaillard Stoneware Pottery,,,"Shopping,Shopping Centres and Department Store,Craft,Food Shops",0.9338103339319015,-0.17508321005929423,Shopping,Shopping Centres and Department Store
118,Act118,51.6806008,-9.453056,Albatross Escape Rooms,,,Activity Operator,0.9019966433688155,-0.16498695157540508,Activity Operator,
119,Act119,53.334945,-6.257232,Alex Restaurant,,,"Food and Drink,Restaurant,Seafood",0.930870396620087,-0.10920930046114982,Food and Drink,Restaurant
120,Act120,53.3347402832561,-6.25750520601275,Alfie Byrne's,,,"Food and Drink,Restaurant,Pubs and Bar,Vegetarian",0.9308668236388721,-0.10921406880560856,Food and Drink,Restaurant
121,Act121,53.334945,-6.257232,Alfie's Bar and Grill,,,"Food and Drink,Restaurant,Pubs and Bar,Seafood,Vegetarian",0.930870396620087,-0.10920930046114982,Food and Drink,Restaurant
122,Act122,53.329643999999995,-6.2453330000000005,Alix Gardners Cookery School,,,"Learning,Cooking,Cookery,Historic Houses and Castle,Activity Operator,Artisan,Food and Drink,Restaurant,Local Produce",0.9307778767164387,-0.10900162373345502,Learning,Cooking
123,Act123,52.2393818711705,-7.07549231468045,All Ireland Chauffeur - Coach Tours,,,"Activity Operator,Tour",0.9117492128585615,-0.12349063709072858,Activity Operator,Tour
124,Act124,53.48757220000001,-10.0206564,All Things Connemara,,,"Shopping,Shopping Centres and Department Store,Activity Operator,Bike Rental,Cycling,Food Shops",0.9335342437881872,-0.1748934473910419,Shopping,Shopping Centres and Department Store
125,Act125,51.650442197433,-10.0509686404297,Allihies - Ballydonegan Loop,,,Walking,0.9014702764562209,-0.1754224957901963,Walking,
126,Act126,51.648951052449206,-10.0516552859375,Allihies - Kealogue Mine Loop,,,Walking,0.9014442510666292,-0.17543448001510145,Walking,
127,Act127,51.638933,-10.045585,Allihies Copper Mine Museum,,,"Covid Safety Charter,Learning,Walking,Museums and Attraction,Cafe,Food and Drink",0.9012694030667531,-0.17532853353895458,Covid Safety Charter,Learning
128,Act128,51.63912118061871,-10.045510909174,Allihies Copper Mine Tour,,,"Walking,Activity Operator,Tour",0.9012726874381379,-0.17532724041009534,Walking,Activity Operator
129,Act129,52.44659920000001,-9.484224800000002,"Allo's Restaurant, Bar & Bistro",,,"Food and Drink,Restaurant",0.9153658375138242,-0.16553094975930072,Food and Drink,Restaurant
130,Act130,53.1174754,-9.2861007,Aloha Surf School,,,"Surfing,Activity Operator",0.927074836077092,-0.1620730318867502,Surfing,Activity Operator
131,Act131,53.3552083170315,-6.26182401719666,Alpha College of English,,,Learning,0.9312240582196621,-0.10928944628053974,Learning,
132,Act132,54.2159,-9.09244,Alpine Fishery,,,"Fishing,Angling",0.9462459619319937,-0.15869301504003322,Fishing,Angling
133,Act133,52.7357813084342,-6.7208373902129805,Altamont Gardens,,,"Gardens,Garden,Cafe,Food and Drink",0.9204130174438601,-0.11730074095035943,Gardens,Garden
134,Act134,51.514061,-9.6438852,Altar,,,Discovery Point,0.8990899755232026,-0.16831754942435184,Discovery Point,
135,Act135,51.8976506,-8.4747435,Alternative Bread Company,,,"Shopping,Shopping Centres and Department Store,Food Shops",0.9057848770196106,-0.14791217733698808,Shopping,Shopping Centres and Department Store
136,Act136,55.1832747091389,-7.969439296019,Alternative Visions,,,"Photography,Learning,Activity Operator,Tour",0.96312983570699,-0.13909295525335058,Photography,Learning
137,Act137,53.110615100000004,-6.138117299999999,Altidore Castle,,,"Museums and Attraction,Historic Houses and Castle,Castle",0.9269551012544175,-0.10713035675862452,Museums and Attraction,Historic Houses and Castle
138,Act138,52.2602341,-7.118780900000001,Altitude Cycle & Outdoor Store,,,"Shopping,Shopping Centres and Department Store,Food Shops",0.9121131529080155,-0.12424616543308521,Shopping,Shopping Centres and Department Store
139,Act139,53.3643182,-6.4883839000000005,Alvito's Italian Restaurant,,,"Food and Drink,Restaurant",0.9313830556719339,-0.11324366218839052,Food and Drink,Restaurant
140,Act140,52.6631013855745,-8.62726945078339,Amazing Irish Vacations,,,"Activity Operator,Tour",0.9191445134898628,-0.15057425737289304,Activity Operator,Tour
141,Act141,53.352709,-6.261968,Ambassador Theatre,,,,0.9311804369084113,-0.10929195925452428,,
142,Act142,51.899358,-8.474213,Amicus Restaurant,,,"Covid Safety Charter,Food and Drink,Restaurant",0.9058146767712593,-0.14790291836530625,Covid Safety Charter,Food and Drink
143,Act143,53.1443074,-6.0625099,AMOC Jewellery,,,"Shopping,Shopping Centres and Department Store,Craft,Food Shops",0.9275431428219871,-0.10581075868975218,Shopping,Shopping Centres and Department Store
144,Act144,52.0895,-10.536,An Blascaod Mór,,,Discovery Point,0.9091332807175863,-0.18388788999012257,Discovery Point,
145,Act145,55.095235586634395,-7.53358418684104,An Bonnán Buí,,,"Food and Drink,Restaurant,Seafood,Vegetarian",0.9615932631487197,-0.13148584853655582,Food and Drink,Restaurant
146,Act146,54.223721,-9.989789,An Builín Blasta,,,"Food and Drink,Restaurant,Cafe",0.9463824641327921,-0.1743547096295118,Food and Drink,Restaurant
147,Act147,53.880075,-9.947296699999999,An Chéibh Bheag (Cloghmore Pier),,,"Fishing,Angling,Embarkation Point,Boat,Tour",0.9403847099714837,-0.1736130790877666,Fishing,Angling
148,Act148,52.181771000000005,-10.207747,An Chonair (Conor Pass),,,Discovery Point,0.910743713471694,-0.1781587943605736,Discovery Point,
149,Act149,54.94857579999999,-8.359942599999998,An Club Beag,,,"Activity Operator,Cafe,Food and Drink",0.9590335669916771,-0.14590852364773527,Activity Operator,Cafe
150,Act150,53.350890299999996,-6.2542656999999995,"An Evening of Food, Folklore and Fairies",,,"Food and Drink,Restaurant,Activity Operator,Venue,Music,Traditionally Irish,Pubs and Bar,Food Shops,Shopping",0.9311486946053052,-0.10915752875954791,Food and Drink,Restaurant
151,Act151,54.09554,-10.085653,An Fál Mór (Falmore),,,Discovery Point,0.9441452836442933,-0.17602785206364366,Discovery Point,
152,Act152,54.098875,-10.060761999999999,An Fód Dubh (Blacksod Harbour),,,Embarkation Point,0.9442034903748473,-0.17559342215952972,Embarkation Point,
153,Act153,51.5164822518373,-9.66788012695315,Ballyrisode Green Coast Beach 2019,,,Beach,0.8991322343397835,-0.16873633990345985,Beach,
