Property ID,Latitude,Longitude,Latitude_rad,Longitude_rad,0,Amenity_id,Nearest_Food__Amenity_to_Property,Number_Food__Amenity_to_Property,Dist_Nearest_Outdoor_Amenity_to_Property,Amenity_id,Nearest_Outdoor_Amenity_to_Property,Number_Outdoor__Amenity_to_Property,Dist_Nearest_Shopping_Amenity_to_Property,Amenity_id,amenity,Number_Shopping_Amenity_to_Property
4454631,52.9502365,-6.8597114,0.9241559666346785,-0.11972454966658976,5.196902229203179,Act985,Burtown House Gardens,0.0,1.9630594758992326,Act3592,Kilkea Castle Golf Club,1.0,22.931353219252077,Act3586,Kildare Village Outlet Shopping,0.0
4460922,54.10075819999999,-7.853509499999999,0.9442363584153207,-0.13706959861165358,8.970511329924731,Act2824,Glenview Folk Museum,0.0,5.186664405457598,Act426,Ballinamore Golf Club,0.0,23.46826677256992,Act3920,Leitrim Crystal,0.0
4420206,52.7514416,-7.8165569,0.9206863410935056,-0.13642465407448115,5.163084172843862,Act5805,Templemore Farmers Market,0.0,4.566472403524357,Act5806,Templemore Golf Course,1.0,24.79983031344895,Act685,Bevans Glass,0.0
4445981,51.744201200000006,-8.7374755,0.903106679754401,-0.1524977157873378,0.14336542444753517,Act2329,Embrace Abundant Bandon,4.0,2.6684161458109634,Act556,Bandon Golf Club,2.0,0.21239664066892774,Act2942,Grey Heron West Cork,1.0
4465945,53.333749100000006,-7.069731699999998,0.9308495242275626,-0.12339009539761597,1.6282773325203437,Act4862,Patrick Larkin Bar & Lounge,1.0,3.759943711024609,Act2298,Edenderry Golf Club,2.0,22.46938459685966,Act3586,Kildare Village Outlet Shopping,0.0
4458713,51.868405100000004,-8.7999722,0.9052744467532188,-0.15358848897396893,7.106172917420746,Act6058,The Garden Restaurant at Griffin's Garden Centre,0.0,5.552133129658154,Act690,BEYOND THE GLASS Wild Atlantic Way Adventure Tours,0.0,14.344864617136373,Act2942,Grey Heron West Cork,0.0
4465994,52.654145400000004,-7.2447879,0.9189882020538268,-0.1264454024636457,0.2083091108369388,Act6999,White Oak Restaurant - Kilford Arms Hotel,38.0,0.3859721682747801,Act2838,DUPLICATE Go With The Flow River Adventures,18.0,0.12369414898727563,Act4142,MacDonagh Junction Kilkenny - Shopping Centre,8.0
4442344,51.954948200000004,-7.849220499999999,0.9067849087931015,-0.13699474144003554,0.08794612306531233,Act5953,The Coachouse Bar & Bistro at The Old Imperial Hotel,5.0,0.31618664828446974,Act7145,Youghal Self Guided Historic Town Walk,6.0,3.918303803807904,Act5451,Simply Irish,2.0
4463548,51.7010826,-9.613254300000001,0.9023541182155504,-0.16778293936650274,7.000086592488745,Act4141,MacCarthys Bar Glengarriff,0.0,6.583106014270844,Act2703,DUPLICATE Garinish Island,0.0,4.718948659156853,Act5245,Rynhart Fine Art Bronze Studio,1.0
4421491,52.3449916,-7.6747331999999995,0.9135924503487747,-0.13394936355212048,2.064733589298722,Act4473,Mulcahy's,3.0,2.1853546183366794,Act1509,Clonmel Golf Club,2.0,1.0952243054301003,Act1510,Clonmel Market at Dudleys Mill,4.0
4468442,52.650158999999995,-7.252908000000001,0.918918626248525,-0.1265871249442369,0.04187779860409935,Act3048,Hibernian Bar and Harpers Restaurant,38.0,0.12111735366675493,Act4648,North Kilkenny Cycle Loop,18.0,0.11304289965331339,Act5230,Rudolf Heltzel,8.0
4466520,52.67451429999999,-8.5025285,0.919343706423836,-0.1483971170696547,1.0716014945834984,Act2509,Finnegans Bar & Restaurant,6.0,4.4181044739892705,Act5131,River Shannon Salmon Fishing,3.0,3.715280319714269,Act4780,Orchard Pottery,1.0
4409316,51.865083,-8.075021000000001,0.9052164651701381,-0.14093570361768507,0.0,Act511,Ballymaloe House Restaurant,1.0,5.192476415577861,Act1246,Castlemartyr Resort,0.0,0.06157266968417611,Act5848,The Ballymaloe Shop and Café,2.0
4468649,53.464116000000004,-6.2050595,0.9331248558681807,-0.10829871855715309,0.8653799806916185,Act6109,The Harp Lounge,26.0,0.9730879135659133,Act2914,Green Golf Ball,8.0,8.451040229270575,Act4765,Omni Park Shopping Centre,0.0
4330367,52.6226681,-8.642603999999999,0.9184388195291886,-0.150841895746032,1.9893833383414679,Act1010,Butlers Chocolate Café - Limerick,27.0,1.3135296977046393,Act3976,Limerick Golf Club,10.0,7.710701261573045,Act4780,Orchard Pottery,0.0
4453915,52.30305560000001,-8.538611099999999,0.9128605290736584,-0.14902687724233477,10.86853987309807,Act3699,Kilmallock Farmers Market,0.0,2.7698740117570346,Act6683,Trailriders,8.0,11.358103716757828,Act5984,The Design and Craft Studio,0.0
4444017,53.42723,-6.58392,0.9324810737202901,-0.11491108168790506,5.023603307535292,Act4917,Picaderos,0.0,4.161263832107994,Act1192,Carton House Golf Club The O'Meara Course,2.0,13.37732185835878,Act767,Blanchardstown Shopping Centre,0.0
4380594,52.2717468,-6.4712273,0.9123140874288099,-0.11294422302994285,1.597599601630418,Act2858,Good Food Ireland,2.0,3.1636140858236548,Act3436,Johnstown Castle Estate,1.0,6.132025614499132,Act3472,Kates Farm Shop,0.0
4447943,53.7082542,-6.342331,0.937385871288073,-0.11069455820130447,0.9151966675759565,Act4289,McHughs Bar & Venue,5.0,0.764669181896309,Act5008,Quay Cycles Bicycle Hire,1.0,0.8190751849303548,Act5974,The Crafty Fox,4.0
4435632,53.4886674,-7.362329300000001,0.9335533586341548,-0.12849688690104938,0.050949088051980965,Act5938,The Charles Brinsley Restaurant at Bloomfield House Hotel,8.0,0.8720241553086497,Act4490,Mullingar Golf Club,11.0,35.30047553342364,Act1508,Clonmacnoise Pottery,0.0
4276863,53.7297731,-6.6546164,0.9377614469444805,-0.11614496663721198,3.1287451580777454,Act8502,Brabazon Restaurant at Tankardstown House,1.0,6.95227247102581,Act5142,Rock Farm Slane - Electric Bikes,0.0,8.597486112698844,Act4586,Navan Shopping Centre,0.0
4444497,52.097928100000004,-9.912240800000001,0.9092803788122737,-0.17300123821051677,1.6800764276306361,Act3354,Jack's Coastguard Restaurant,3.0,1.9348532078628249,Act2044,Dooks Golf Links,2.0,8.765549930633492,Act3353,Jacks Bakery,0.0
4452936,52.3387021,-6.5333583,0.9134826778654704,-0.11402861354749944,2.5351637329132677,Act2118,Dry Dock Bar,15.0,3.371038309521014,Act3743,Kingsford Equestrian Centre,8.0,2.5875081843656895,Act3472,Kates Farm Shop,3.0
4464993,52.2215024,-6.3674124,0.9114371572181208,-0.11113231121231419,2.5817363706887635,Act6216,The Lobster Pot Pub and Restaurant,1.0,1.5244162274518511,Act4809,Our Lady's Island Monastery,3.0,13.872141286161321,Act470,Ballycross Apple Farm,0.0
4438125,52.055668,-9.4779536,0.9085428009250515,-0.1654214966712496,1.7830724495029913,Act6083,The Great Southern Garden Room Restaurant,35.0,1.698782724138429,Act3549,Kerry Nature Trails,17.0,1.762166803870077,Act3648,Killarney Outlet Centre,3.0
4458104,52.2364067,-6.3216668,0.9116972863258259,-0.11033389987401387,5.51717585123422,Act6216,The Lobster Pot Pub and Restaurant,0.0,0.3717096589058373,Act1529,Club Choice Ireland,3.0,14.891088453700556,Act4236,Martin Doyle Goldsmith,0.0
4359058,52.66466379999999,-8.6535041,0.9191717827658683,-0.15103213837982862,1.2184204130998586,Act1981,Dolans,28.0,1.0448821459029338,Act5130,River Shannon - Shannonbridge to Limerick City,12.0,6.541130048442139,Act4780,Orchard Pottery,0.0
4445010,53.0644309,-6.738808300000001,0.9261490349020178,-0.11761439249572182,4.091096439168825,Act5068,Rathsallagh Country House,1.0,4.091096439168825,Act5069,Rathsallagh Golf Club,1.0,12.993051414275001,Act4613,Newbridge Silverware Visitor Centre,0.0
4445285,53.1302865,-6.7452790999999985,0.9272984319528942,-0.11772732926095981,0.26622733692939704,Act2441,Fallon's Bar & Café,1.0,3.9889620256109257,Act312,Athgarvan Pitch and Putt Club,2.0,6.132963595287957,Act4613,Newbridge Silverware Visitor Centre,0.0
4444626,52.28344,-6.5656599999999985,0.9125181722689041,-0.11459238456649087,6.348711849194121,Act5361,Seasons Restaurant,0.0,3.724950195156403,Act5423,Shelmalier Forth Mountain,4.0,5.972970807215176,Act3472,Kates Farm Shop,0.0
4460851,53.694574100000004,-6.2435025,0.9371471085010711,-0.10896967548149726,1.9915976164187654,Act5570,Sonairte The National Ecology Centre,2.0,1.1572021317658783,Act3884,Laytown & Bettystown Golf Club,3.0,3.707656863494384,Act229,Architectural Furniture,1.0
4449001,53.281460100000004,-6.442824799999999,0.9299369090149873,-0.11244850588914514,0.3237796033351075,Act6235,The Maple Tree Bar & Bistro,2.0,0.6925976318448414,Act1396,Citywest Hotel Golf Club,10.0,4.762457432402208,Act6475,The Square,1.0
4448999,53.28582120000001,-6.3868073,0.930013024568996,-0.11147081607540923,3.0751351609720228,Act1359,China House,5.0,1.1918211423708014,Act5352,Sean Walsh Memorial Park,10.0,1.0078268015858551,Act6475,The Square,1.0
4438021,53.1938103,-6.0905141999999985,0.9284071314162726,-0.1062995259294684,0.6221311369484274,Act11193,Sugarloaf Adventures,5.0,1.2588938714520752,Act3685,Killruddery House & Gardens,10.0,1.6507001886922403,Act7026,Wicklow Wolf Brewing Co.,1.0
4357456,53.3893686,-6.380071999999998,0.9318202676308754,-0.11135326291429963,0.8729074934545572,Act5817,TGI Fridays Blanchardstown,10.0,0.6792191816496028,Act6627,Tolka Valley Park,14.0,0.7768702093055435,Act767,Blanchardstown Shopping Centre,3.0
4454576,51.70472170000001,-8.5238926,0.90241763249236,-0.14876999095638,0.07339434236270141,Act3442,Jo's Café,28.0,0.12846869285691934,Act3765,Kinsale Self Guided Historic Town Walk,11.0,0.12474261085326581,Act3802,KoKo Chocolate,4.0
4453923,52.30305560000001,-8.538611099999999,0.9128605290736584,-0.14902687724233477,10.86853987309807,Act3699,Kilmallock Farmers Market,0.0,2.7698740117570346,Act6683,Trailriders,8.0,11.358103716757828,Act5984,The Design and Craft Studio,0.0
4464296,53.52040059999999,-6.540132499999999,0.9341072074563485,-0.11414684564168802,6.829590979856168,Act2432,Fairyhouse Racecourse,0.0,1.167735912066371,Act741,Black Bush Golf Club,2.0,9.552862099730566,Act1353,Chez Emily Fine Handmade Chocolates,0.0
4417833,51.8816536,-8.5302131,0.9055056766991691,-0.1488803044917523,1.9936972235812362,Act6464,The Spa at The Kingsley Hotel,49.0,1.9206658085660138,Act5872,The Bike Shed,11.0,4.201804329648425,Act6409,The Sandwich Stall,8.0
4418463,52.51819680000001,-7.812629500000001,0.9166154513703502,-0.13635610801343834,5.1108100685157005,Act4347,Mikey Ryan’s Bar and Kitchen,0.0,4.957043699042775,Act6611,Tipperary Heritage Way,1.0,5.108301563071423,Act5187,Rossa Pottery,0.0
4454920,52.647270299999995,-8.6440719,0.9188682089224227,-0.15086751543412202,0.7659978876473178,Act1010,Butlers Chocolate Café - Limerick,27.0,1.0190228073161758,Act780,Bleach Lough (Ardlahan),14.0,6.344353920862543,Act4780,Orchard Pottery,0.0
3765723,51.896719,-8.470539,0.9057686175322991,-0.14783879496858798,0.06395883517648406,Act11484,Thyme at Seventy Six on the Mall ,59.0,0.2601736154324908,Act5878,The Blackwater Way,13.0,0.1396922478050097,Act4611,Newbridge Silverware,8.0
4444768,53.338606999999996,-9.180955,0.930934310577295,-0.160237893227436,0.07580119078958225,Act6998,White Gables Restaurant,4.0,0.11442169355334332,Act2916,Green Marble Tours,5.0,0.04329224380317519,Act1523,Cloonmore Pottery,4.0
4450023,51.894872899999996,-8.4243221,0.905736397008978,-0.14703215789352297,1.0304998181981304,Act2948,Grill Restaurant at Silver Springs,61.0,1.128764683389539,Act4170,Mahon Golf Club,13.0,3.2194248375713315,Act4611,Newbridge Silverware,8.0
4453904,52.30305560000001,-8.538611099999999,0.9128605290736584,-0.14902687724233477,10.86853987309807,Act3699,Kilmallock Farmers Market,0.0,2.7698740117570346,Act6683,Trailriders,8.0,11.358103716757828,Act5984,The Design and Craft Studio,0.0
4375213,52.3789287,-6.4486957999999985,0.9141847644823533,-0.11255097416952972,3.8455724516609715,Act9982,River Bar & Restaurant at the Riverbank House Hotel,17.0,4.022534961518984,Act6975,Wexford Harbour Boat Club,6.0,0.5275599382872033,Act474,Ballyelland Pottery,3.0
3665703,53.00938490000001,-6.7855742,0.9251883009619652,-0.11843061142838021,3.128483280919376,Act4406,Moore's Pub and Restaurant,2.0,4.406540954826007,Act5069,Rathsallagh Golf Club,1.0,18.27386795420912,Act3586,Kildare Village Outlet Shopping,0.0
4323325,53.00938490000001,-6.7855742,0.9251883009619652,-0.11843061142838021,3.128483280919376,Act4406,Moore's Pub and Restaurant,2.0,4.406540954826007,Act5069,Rathsallagh Golf Club,1.0,18.27386795420912,Act3586,Kildare Village Outlet Shopping,0.0
4468776,53.00938490000001,-6.7855742,0.9251883009619652,-0.11843061142838021,3.128483280919376,Act4406,Moore's Pub and Restaurant,2.0,4.406540954826007,Act5069,Rathsallagh Golf Club,1.0,18.27386795420912,Act3586,Kildare Village Outlet Shopping,0.0
4442098,52.648606900000004,-8.638259300000001,0.918891536993205,-0.15076606642602064,0.9302413886037942,Act4717,O'Dwyers Bar,28.0,1.1494055875850475,Act780,Bleach Lough (Ardlahan),15.0,5.925068309761619,Act4780,Orchard Pottery,0.0
4285093,52.205217299999994,-6.6000546,0.9111529286041042,-0.11519268358139734,3.6291402913131123,Act6426,The Silver Fox Seafood Restaurant,1.0,3.696770390447416,Act3705,Kilmore Quay Angling - Eamonn Hayes,8.0,2.9431065386870583,Act470,Ballycross Apple Farm,3.0
4451864,53.1334338,-6.842022600000001,0.9273533627004422,-0.119415821865863,5.181391789542441,Act5442,Silken Thomas,0.0,1.5542050779232832,Act4272,McDonagh Pitch And Putt Club,7.0,5.467791100997314,Act3586,Kildare Village Outlet Shopping,0.0
4418155,51.88906550000001,-8.5786512,0.9056350387579979,-0.14972570882016256,1.076902967441281,Act436,Ballincollig Farmers' Market,4.0,0.9263518215581994,Act437,Regional Park Ballincollig,5.0,4.808453050947128,Act6024,The Erin Giftstore,1.0
4455179,52.80079820000001,-6.147274899999998,0.9215477762710956,-0.10729018703020514,0.48977427574496396,Act6819,Victorian Tea Times,3.0,1.2471638203818896,Act265,Arklow Golf Club,1.0,7.983799019152044,Act6246,The Mill at Avoca Village,0.0
4450388,53.5613922,-6.1010313,0.9348226458420091,-0.10648308395222991,1.5598279818822334,Act5479,Skerries Mills Farmers Market,7.0,0.8961728862265922,Act5477,Skerries Golf Club,4.0,19.30259970608013,Act3117,Howth Market,0.0
4454297,52.33956729999999,-6.4605125,0.9134977784541586,-0.11275721449125016,0.02466922475566776,Act7123,Wrens Nest,19.0,0.3292852221632827,Act6970,Wexford Cycle Routes,6.0,0.16420377684544388,Act4236,Martin Doyle Goldsmith,4.0
4334891,52.6769006,-8.5021592,0.9193853552157766,-0.14839067156872707,1.1840664886925065,Act2509,Finnegans Bar & Restaurant,6.0,4.152049859131883,Act5131,River Shannon Salmon Fishing,3.0,3.796834157475249,Act4780,Orchard Pottery,1.0
4349025,53.35928249999999,-6.2408233000000015,0.9312951661267911,-0.10892291462017786,0.8003991709885026,Act1769,Croke Park Stadium,391.0,0.5331513286617506,Act2427,Fairview Park,89.0,1.6306453020611364,Act4274,McDowells Jewellers The Happy Ring House,66.0
4413617,52.3338987,-6.4586644,0.9133988427201801,-0.11272495906134405,0.1922868936801555,Act5677,Stable Diet Café and Patisserie,19.0,0.21961589346828353,Act3018,Hayes Cycles and Fishing Shop,6.0,0.6149477645772033,Act4236,Martin Doyle Goldsmith,3.0
4458965,52.64733029999999,-8.638636500000002,0.9188692561199739,-0.15077264980795918,0.9024047888759804,Act1010,Butlers Chocolate Café - Limerick,28.0,1.2292564575917044,Act780,Bleach Lough (Ardlahan),15.0,6.002753566501444,Act4780,Orchard Pottery,0.0
4372923,52.5994444,-6.3463889,0.9180334894996933,-0.11076538191702116,7.902354389419375,Act6926,Wells House Gardens,0.0,2.7461848663053305,Act3305,Irish Ways Walking Holidays Summer Seabirds Wexford,2.0,9.156251700569019,Act4222,Market House Design,0.0
4452361,52.803768999999996,-8.4778962,0.9215996265125136,-0.1479672023323157,2.4148151770784865,Act1892,Derg Room Restaurant,4.0,2.097763864836388,Act5403,Shannon's Lough Derg Pike and Coarse Fishery,8.0,11.329834501223381,Act4944,Pónaire,0.0
4452582,52.79746480000001,-6.1526869999999985,0.9214895974658096,-0.10738464599465233,0.07826874078484515,Act6819,Victorian Tea Times,3.0,0.8895305539460895,Act265,Arklow Golf Club,1.0,8.117497781761681,Act6246,The Mill at Avoca Village,0.0
4456066,53.3203726,-6.632777399999998,0.9306160602601694,-0.1157638041818689,1.616112049726375,Act6204,The Legends Restaurant at The K Club,2.0,1.051078997688654,Act6312,The Palmer Ryder Cup Course,4.0,9.745111702004534,Act3275,Irish Horse Gateway,0.0
4468985,53.27552550000001,-7.4933852,0.9298333307051985,-0.13078424386021378,0.03488536947228549,Act1035,Cafe India,10.0,0.4517418698804774,Act6076,The Grand Canal,2.0,19.76819023517273,Act4316,Metal Mayhem - Metal Work,0.0
4453936,52.644521,-7.261189999999999,0.9188202245852977,-0.12673167311288705,0.7864341778004313,Act5300,Savour Restaurant,38.0,0.9398837355340572,Act3609,Kilkenny Cycling Tours - Bike Hire,18.0,0.8700454871856806,Act5230,Rudolf Heltzel,8.0
4459584,52.632850100000006,-6.4458665,0.9186165289536269,-0.11250159356900308,5.813082478505484,Act5971,The Courtyard Bar & Restaurant,0.0,4.710147374927617,Act5533,Slieveboy Loop,3.0,11.24324124307177,Act4222,Market House Design,0.0
4438855,52.54337899999999,-7.390922900000001,0.9170549636732455,-0.12899593936604764,0.04676866341887422,Act1037,Café L'Arche,2.0,1.735112733060924,Act1076,Callan Golf Club,1.0,0.3180848409116936,Act3529,Keoghs Model Bakery,2.0
4444782,53.08280799999999,-6.7981178999999985,0.926469775803986,-0.1186495402937626,6.590573579445803,Act2441,Fallon's Bar & Café,0.0,7.150731640172725,Act6400,The Royal Curragh Golf Club,0.0,10.360384866478658,Act4613,Newbridge Silverware Visitor Centre,0.0
4462179,51.9058033,-8.376887700000001,0.9059271684775381,-0.14620427143481501,0.8920372659329593,Act6159,The Island Gate,8.0,1.2106405517930767,Act3131,Hyde Equine,5.0,6.5043614100134866,Act2263,Eason,0.0
4439995,52.663098100000006,-8.655972199999999,0.9191444561457701,-0.1510752148510971,1.2885689133524127,Act1981,Dolans,28.0,0.9183253269390289,Act5130,River Shannon - Shannonbridge to Limerick City,12.0,6.720403796702013,Act4780,Orchard Pottery,0.0
4450762,53.36742460000001,-6.2172544,0.9314372725798179,-0.10851155971410453,0.47085179649248676,Act1517,Clontarf Farmers Market,366.0,0.5968067786245944,Act1518,Clontarf Golf Club,75.0,3.2006458543011433,Act5985,The Design Tower,59.0
4453968,53.3701103,-6.3219683999999985,0.9314841468875387,-0.11033916378703786,0.4516618388705039,Act6125,The Hole In The Wall Dublin,201.0,0.7479583675198515,Act4913,Phoenix Park Visitor Centre and Ashtown Castle,63.0,3.824658212410612,Act2310,Eily O Connell - Jeweller,36.0
4455733,52.675388500000004,-6.3098183,0.9193589640921571,-0.11012710453759132,0.8785798093401881,Act2288,Eco Pizzeria and Restaurant,7.0,1.0328586110390665,Act2865,Gorey Walking Tours,5.0,1.0112414037649948,Act4222,Market House Design,1.0
4275224,52.699444400000004,-6.217222200000001,0.9197788187516877,-0.10851099771808542,3.0736938936662144,Act2922,Green’s Berry Farm Market,1.0,2.8814918991288923,Act514,Ballymoney Golf Course,2.0,3.0736938936662144,Act2924,Green’s Berry Farm Shop,1.0
4266181,53.4515233,-6.1922416,0.9329050717914648,-0.10807500399896171,1.801772668096961,Act1013,Butlers Chocolate Café - Swords,28.0,1.971383811021171,Act4176,Malahide Castle and Gardens,10.0,7.508089117983337,Act4765,Omni Park Shopping Centre,0.0
4399671,53.4803649,-6.765668199999999,0.933408452673008,-0.11808318618747819,2.1848911452170046,Act3432,John Shaws Pub,2.0,1.4901117623858522,Act5737,Summerhill Golf Club,1.0,20.087105538925197,Act4586,Navan Shopping Centre,0.0
4438802,53.63401649999999,-8.181945899999999,0.9360901789939651,-0.14280189517505068,0.542405202936352,Act3355,Jackson's Restaurant,6.0,0.7630327274149709,Act5165,Roscommon Castle,2.0,0.6648351854765955,Act6597,Time Pieces,1.0
4455437,51.9187992,-8.444628999999999,0.906153989721798,-0.1473865801593962,1.8487834998982908,Act5851,The Barn Restaurant,59.0,2.719385743467516,Act1671,Cork City Walks,10.0,2.809900177879973,Act2263,Eason,8.0
4444362,53.9840451,-6.3973403,0.9421993305401115,-0.11165465160552179,1.7976289545945776,Act7096,Windsor Bar and Restaurant,9.0,2.009701350032875,Act2196,Dundalk Golf Club,7.0,2.025417037854554,Act4233,Marshes Shopping Centre,1.0
4419971,53.1011372,-7.904108,0.9267896806932426,-0.13795270903322396,0.679691650021008,Act2338,Emporium at The Stables,3.0,0.7254428313106583,Act726,Birr Cycle Hub,4.0,6.686289069274198,Act5748,Swaying Tree,0.0
4416525,53.36748009999999,-6.2501741,0.9314382412375525,-0.10908611686787331,0.3686968557308705,Act2421,Fagan's,388.0,0.8472526249778808,Act2947,Griffith Park,87.0,2.041084042202731,Act4274,McDowells Jewellers The Happy Ring House,65.0
4462694,53.8,-9.548055500000002,0.9389871375729493,-0.1666450056381535,0.17727171796825683,Act6509,The Towers Bar and Restaurant,14.0,0.034166573748907914,Act6118,The Helm - Sea Angling & Boat Charter,21.0,1.6206039330218072,Act4228,Marlenes Chocolate Haven,4.0
4461455,51.891659499999996,-8.427117599999999,0.9056803125987943,-0.14708094857276247,1.4098769943205314,Act2948,Grill Restaurant at Silver Springs,61.0,0.8674586842496625,Act4170,Mahon Golf Club,11.0,3.089643657482308,Act4611,Newbridge Silverware,8.0
4418269,53.58008620000001,-6.1096043,0.9351489176923772,-0.10663271102900339,0.058179234081191744,Act5082,Red Bank Restaurant,7.0,0.13463294681531404,Act2622,G Golf Ireland,4.0,19.143749227619452,Act229,Architectural Furniture,0.0
