,School,FullAddress,Latitude,Longitude
0,"ST. LOUIS GIRLS NATIONAL SCHOOL, Park Road, Monaghan","Mullaghmonaghan, Monaghan, H18 HK31, Ireland",54.2456074,-6.9766257
1,"DERAVOY NATIONAL SCHOOL, Deravoy, Emyvale","Deravoy National School, Derryveagh, Emyvale, Co. Monaghan, Ireland",54.3563977,-7.024313599999999
2,"BALLINSPITTLE N S, Ballycatten, Ballinspittle","Ballycatten Terrace, Co. Cork, Ireland",51.6661349,-8.611422899999999
3,"MIDLETON CONVENT N S, Midleton, Co. Cork","Ashlin Rd, Castleredmond, Midleton, Co. Cork, P25 R248, Ireland",51.90773429999999,-8.164648099999999
4,"CLOCHAR DAINGEAN, An Phríomhsráid Uachtarach, Daingean Uí Chúis","Dingle, Co. Kerry, Ireland",52.1390931,-10.2710203
5,"MONARD N S, Monard, Solohead","Monard, Co. Tipperary, Ireland",52.51844269999999,-8.2234039
6,"BORRIS MXD N S, Lower Main Street, Borris","Borris, Knocknagundarragh, Borris, Co. Carlow, Ireland",52.5998385,-6.9208848
7,"ST BRIGIDS MXD N S, Beechpark Lawn, Castleknock","Beechpark Lawn, Castleknock, Dublin 15, Co. Dublin, D15 P820, Ireland",53.3752681,-6.361987099999999
8,"LUCAN B N S, Chapel Hill, Lucan","Chapel Hill, St. Edmondsbury, Lucan, Co. Dublin, Ireland",53.359626,-6.4436697
9,"CLOCHAR LORETO N S, Grange Road, Rathfarnham","Grange Rd, Rathfarnham, Dublin 14, Ireland",53.2913714,-6.278935199999999
10,"CENTRAL SENIOR MXD N S, Marlborough Street, Dublin 1","Marlborough St, North City, Dublin, Ireland",53.3513517,-6.255823599999999
11,"PRESENTATION GIRLS PRIMARY SCHOOL, Main Street, Maynooth","2 Dunboyne Rd, Maynooth, Co. Kildare, Ireland",53.38354469999999,-6.587465
12,"LISDOWNEY N S, Lisdowney, Ballyragget","Lisdowney, Ballyragget, Co. Kilkenny, Ireland",52.7889395,-7.3883646
13,"SCOIL LACHTAIN, Freshford, Co. Kilkenny","Freshford, Co. Kilkenny, Ireland",52.73076349999999,-7.396737099999998
14,"PRESENTATION CONVENT, Ballymakenny Road, Drogheda","Ballymakenny Rd, Greenbatter, Drogheda, Co. Louth, Ireland",53.7297495,-6.343637200000001
15,"SCOIL NAOMH MICHEAL, St. Mel's Road, Longford","St Mel's Rd, Deanscurragh, Longford, Ireland",53.7294138,-7.7964324
16,"FORGNEY N S, Cloncallow, Ballymahon","Forgney, Collierstown, Co. Longford, Ireland",53.5443953,-7.6988621
17,"AINE NAOFA N S, Fairgreen, Navan","Fair Green, Dillonsland, Navan, Co. Meath, Ireland",53.6514886,-6.6848538
18,"RATOATH JUNIOR N S, Fairyhouse Road, Ratoath","Ratoath, Jamestown, Ratoath, Co. Meath, Ireland",53.5031276,-6.4662755
19,"SHANGANAMORE N S, Shanganamore, Athy","Barrowhouse, Athy, Co. Laois, R14 K695, Ireland",52.95326129999999,-6.9893985
20,"BALLINAKILL MIXED N S, Ballinakill, Portlaoise","Church St, Ballinakill, Co. Laois, Ireland",52.8777604,-7.308844400000001
21,"PRESENTATION CONVENT (JNR), Harbour Street, Mullingar","Box 8 PO, Harbour St, Commons, Mullingar, Co. Westmeath, Ireland",53.52837599999999,-7.342556999999999
22,"S N BHRIDE, Emper, Ballynacargy","Emper, Co. Westmeath, Ireland",53.6030953,-7.583187199999999
23,"GRANGE CON N S, Grangecon, Dunlavin","Grangecon Parks, Grangecon, Co. Wicklow, Ireland",52.997873,-6.74315
24,"BALLYCONNELL N S, Ballyconnell, Tullow","Ballyconnell, Cullyleenan, Ballyconnell, Co. Cavan, Ireland",54.1136857,-7.581990599999999
25,"GLENEALY 1 N S, Glenealy, Co. Wicklow","Ballymanus Lower, Glenealy, Co. Wicklow, Ireland",52.9666341,-6.144572900000001
26,"ESKER N S, Esker, Athenry","Esker, Athenry, Co. Galway, Ireland",53.2786183,-8.6816856
27,"SCOIL CROI IOSA, Newcastle Road, Galway","Presentation Primary School, Newcastle Road, Galway, Ireland",53.27422019999999,-9.0626292
28,"S N POL NAOFA, Church Road, Castlerea","Demesne, Castlerea, Co. Roscommon, Ireland",53.7686571,-8.4924537
29,"BAILE AN CHUILINN N S, Ballinkillen, Muine Bheag","Ballinkillin, Ballinkillen, Co. Carlow, Ireland",52.65396,-6.93134
30,"LEITRIM MXD N S, Leitrim Village, Carrick-on-Shannon","The Dock Arts Centre, St Georges Terrace, Townparks, Carrick-On-Shannon, Co. Leitrim, N41 T2X2, Ireland",53.9450428,-8.096643199999999
31,"S N NA H-AILLE, Westown, Naul","Westown Ave, Hynestown, Naul Village, Co. Dublin, Ireland",53.5841591,-6.2883621
32,"STRAWBERRY HILL B N S, Blarney Street, Sunday's Well","1 Blarney St, Sunday's Well, Cork, Ireland",51.9008431,-8.5002409
33,"NEWTOWN DUNLECKNEY MXD, Newtown, Muinebheag","11 Main St, Clonegah, Co. Carlow, Ireland",52.72275819999999,-6.8767292
34,"S N CHUAN DOIR, Drombeg, Glandore","Drombeg, Glandore, Co. Cork, Ireland",51.564569,-9.087379499999999
35,"TIPPERARY JNR BN S, St Michael's Street, Tipperary","31 St Michael's St, Carrownreddy, Co. Tipperary, E34 X788, Ireland",52.4772019,-8.1599787
36,"ST MICHAELS NATIONAL SCHOOL, Danesfort, Co. Kilkenny","Saint Michael's National School, Pigeonpark, Danesfort, Co. Kilkenny, R95 X527, Ireland",52.5828769,-7.2416512
37,"STACKALLEN N S, Stackallen, Navan","Curniaghanstown, Navan, Co. Meath, Ireland",53.7107563,-6.620925
38,"KILTORMER N S, Kiltormer, Ballinasloe","Kiltormer, Moaty, Ballinasloe, Co. Galway, Ireland",53.2356206,-8.2743395
39,"KILNALECK MIXED N S, Barrack Road, Kilnaleck","Barrack Rd, Co. Cavan, Ireland",53.8583069,-7.318051700000001
40,"AGLISH N S, Aglish, Cappoquin","Aglish, Cappoquin, Co. Waterford, Ireland",52.0732106,-7.823561099999999
41,"TULLOHA NATIONAL SCHOOL, Bonane, Kenmare","Kenmare, Co. Kerry, Ireland",51.8801017,-9.5835203
42,"RATHOE NS, Rathoe, Co. Carlow","Rathoe National School, Rathtoe, Rathoe, Co. Carlow, Ireland",52.7875272,-6.799755299999999
43,"KILSKYRE MIXED N S, Kilskyre, Kells","Kilskyre, Kilskeer, Kells, Co. Meath, Ireland",53.6938579,-6.9959853
44,"S N COLUMCILLE, Tullydonnell, Togher","Tullydonnell, Togher, Co. Louth, Ireland",53.838053,-6.3361433
45,"ST. MOCHTA'S NATIONAL SCHOOL, Louth Village, Co. Louth","22 Feran Dr, Commons, Louth, A91 DT80, Ireland",53.95012850000001,-6.5435177
46,"BAILE AN PHUSTA N S, Ballapousta, Ardee","Smarmore, Ballapousta, Co. Louth, Ireland",53.8216201,-6.5584044
47,"BALLYCAHILL N S, Ballycahill, Thurles","Thurles, Co. Tipperary, Ireland",52.6801064,-7.8044421
48,"S N NAOMH PADRAIG, Carrowhill, Drumfries","Drumfries, Carroghill, Clonmany, Co. Donegal, Ireland",55.1988576,-7.393373799999999
49,"SCOIL NAOMH IÓSAF, Connaghkinnego, Ballymagan","Scoil Naomh Iósaf, Connaghkinnego, Connaghkinnagoe, Buncrana, Co. Donegal, Ireland",55.15701,-7.3541386
50,"GLOUNAGUILLAGH N S, Glannagilliagh, Caragh Lake","Glounaguillagh National School, Glannagilliagh, Caragh Lake, Co. Kerry, V93 HX07, Ireland",52.0720144,-9.8325634
51,"ST JOHNS, Goldengrove Road, Roscrea","Roscrea, Townparks, Roscrea, Co. Tipperary, Ireland",52.9551789,-7.798469600000001
52,"S N COR NA FOLA B, Cornafulla, Athlone","Cornafulla House, Cornafulla, Athlone, Co. Roscommon, Ireland",53.3753507,-8.0051352
53,"BALLINDINE B N S, Ballindine, Claremorris","Unit 2 /3, Claremorris Retail Centre, Ballindine Rd, Lugalisheen South, Claremorris, Co. Mayo, Ireland",53.6728505,-8.9567623
54,"DROMLEIGH N S, Dromleigh, Kilmichael","Dromleigh National School, Dromleigh, Macroom, Co. Cork, Ireland",51.8343868,-9.0383537
55,"FIRMOUNT MIXED N S, Firmount, Donoughmore","Firmount, Donoughmore, Co. Cork, Ireland",51.9877808,-8.6979103
56,"S N CILL ROSANTA, Kilrossanty, Kilmacthomas","Kilrossanty, Cutteen, Co. Waterford, Ireland",52.1782195,-7.540557
57,"BALLYNACARGY MIXED N S, Ballynacargy, Co. Westmeath","1 Carrickmore Estate, Moranstown, Ballynacarrigy, Co. Westmeath, N91 FR94, Ireland",53.58504199999999,-7.537257200000001
58,"ARDARA MIXED N S, Back Road, Ardara","Ardara Mixed National School, Back Rd, Ardara, Co. Donegal, Ireland",54.7640527,-8.4113885
59,"S N NAOMH PADRAIG, Barnacleagh, Arklow","Bearna Chle, Arklow, Co. Wicklow, Ireland",52.7982788,-6.1561499
60,"CENTRAL INFS SCHOOL, Marlborough Street, Dublin 1","Marlborough St, North City, Dublin, Ireland",53.3513517,-6.255823599999999
61,"S N RATH MOR, Rathmore, Naas","Rathmore West, Rathmore, Co. Kildare, Ireland",53.2060287,-6.569787799999999
62,"ST CANICE S CONVENT, Rosbercon, New Ross","Rosbercon, New Ross, Co. Wexford, Y34 VH61, Ireland",52.3975912,-6.9526612
63,"TIPPERARY G N S, St Michael's Street, Tipperary","Courtville, St Michael's St, Carrownreddy, Co. Tipperary, Ireland",52.47706849999999,-8.159969300000002
64,"BALLYFORAN MIXED N S, Ballyforan, Ballinasloe","Ballinasloe Ballyforan Ballinasloe, Ballyforan, Co. Galway, Ireland",53.4697671,-8.2735544
65,"CASTLELYONS B N S, Castlelyons, Co. Cork","Castlelyons National School, Ballinvarrig East, Castlelyons, Co. Cork, Ireland",52.0826369,-8.229103199999999
66,"CROAGH NATIONAL SCHOOL, Croagh, Rathkeale","Ballycannon, Croagh, Co. Limerick, Ireland",52.5343874,-8.8733756
67,"BALLINTOGHER N S, Kingsfort, Ballintogher","Kingsfort, Ballintogher, Co. Sligo, Ireland",54.2006449,-8.3649676
68,"S N BAILE UI GHIBLIN, Ballygiblin, Mitchelstown","Mitchelstown, Ballinwillin, Mitchelstown, Co. Cork, Ireland",52.2662127,-8.2698863
69,"SCOIL NAIS MOLAISE, Parknakyle, Old Leighlin","Old Leighlin, Co. Carlow, Ireland",52.739728,-7.033688199999999
70,"DUALLA N S, Dualla, Cashel","Dualla NS, Rathclogh North, Dualla, Co. Tipperary, E25 E288, Ireland",52.5396762,-7.8158601
71,"CROWENSTOWN N S, Crowenstown, Delvin","Crowenstown House, Crowinstown Great, Delvin, Co. Westmeath, Ireland",53.6112835,-7.037031799999999
72,"MILLSTREET CONVENT N S, West End, Millstreet","Millstreet, Drominahilla, Millstreet, Co. Cork, Ireland",52.05892129999999,-9.0657421
73,"ST OLIVERS NS, Dundalk Street, Carlingford","Dundalk St, Liberties of Carlingford, Carlingford, Co. Louth, Ireland",54.03713219999999,-6.184393699999999
74,"TEMPLEGLANTINE N S, Templeglantine East, Co. Limerick","Templeglantine, Templeglentan East, Templeglantine, Co. Limerick, Ireland",52.3946392,-9.180080499999999
75,"S N NAOMH EOIN, Rath, Fivealley","Scoil Náisiúnta Naomh Eoin, Páirceanna an Bhaile, Biorra, Co. Contae Uíbh Fhailí, Ireland",53.0980052,-7.909688200000001
76,"Knockaderry Farranfore National School, Farranfore, Killarney","Farranfore, Co. Kerry, Ireland",52.1715992,-9.5477977
77,"LACKAMORE N S, Lackamore, Newport","Newport, Co. Tipperary, V94 V5D1, Ireland",52.69482499999999,-8.3222579
78,"S N MHUIRE, Bauroe, Feakle","Baurroe, Feakle, Co. Clare, Ireland",52.9260682,-8.6486521
79,"CLOYNE NATIONAL SCHOOL, Cloyne, Co. Cork","Cloyne, Spital, Cloyne, Co. Cork, Ireland",51.861739,-8.1276595
80,"SAN ISADOIR, Nodstown South, Boherlahan","Boherlahan, Nodstown South, Cashel, Co. Tipperary, Ireland",52.5722306,-7.8932312
81,"SUNDAYS WELL G N S, Strawberry Hill, Blarney Road","Strawberry Hill, Sunday's Well, Old Blarney Road, Co. Cork, Ireland",51.9008895,-8.5003618
82,"TALLONSTOWN N S, Tallanstown, Dundalk","Tallanstown National School, Rathbrist, Tallanstown, Co. Louth, Ireland",53.9194496,-6.549706599999999
83,"S N MULLACH BUI, Castletowncooley, Riverstown","Riverstown, Loughanmhór, Co. Louth, Ireland",54.0052896,-6.2237442
84,"BANTEER N S, Banteer, Co. Cork","Clonmeen Road, Banteer, Co. Cork, Ireland",52.1311925,-8.890767799999999
85,"S N SHEANAIN, Corgrigg, Foynes","Ballynacragga North, Foynes, Co. Limerick, Ireland",52.6105253,-9.1051123
86,"St. Mary's National School, Lamb's Cross, Sandyford","Lambs Cross, Woodside, Dublin 18, Ireland",53.2641698,-6.2294117
87,"S N AN CHLAIS MHOR, Clashmore, Co. Waterford","Clash, Ballinclamper, Co. Waterford, Ireland",52.0861865,-7.561983700000001
88,"S N NAOMH PADRAIG, Baconstown, Enfield","Baconstown, Enfield, Co. Meath, Ireland",53.444229,-6.803101
89,"SCOIL NA GCOILLINI, Meelick, Swinford","Meelick, Loughane, Co. Mayo, Ireland",53.9224386,-9.0187502
90,"S N SLIABH A MHADRA, Ballyduff, Tralee","Slievawaddra, Ballyduff, Co. Kerry, Ireland",52.4606155,-9.7163034
91,"MERCY PRIMARY SCHOOL, Chapel Lane, Birr","Chapel Lane, Seefin, Birr, Co. Offaly, R42 TX89, Ireland",53.09317650000001,-7.9092669
92,"NEWTOWN N S, Newtown, Ardee","Newtown National School, Bigstown, Ardee, Co. Meath, Ireland",53.8203016,-6.6079867
93,"S N CAISEAL NA GCORR, Gort a Choirce, Leitir Ceanainn","Gortahork, Co. Donegal, Ireland",55.1200955,-8.1332033
94,"BALLYROAN B N S, Ballyroan Road, Rathfarnham","Ballyroan Rd, Willbrook, Dublin 16, Ireland",53.2863418,-6.294406299999999
95,"S N AINDREIS NAOFA, Leitrim, Kylebrack East","Liathdruim, Kylebrack, Loughrea, Co. Galway, Ireland",53.1399803,-8.4664135
96,"SCOIL NÁISIÚNTA BHANTIARNA LOURDES, Hospital Hill, Bunclody","Bunclody, Ballinapark, Bunclody, Co. Wexford, Ireland",52.6550857,-6.652193
97,"S N SEAN BAILE MOR, Main Street, Shanballymore","Shanballymore Lower, Shanballymore, Co. Cork, Ireland",52.2187977,-8.4759914
98,"WALSHESTOWN N S, Walshestown, Clogherhead","Walshestown, Co. Louth, Ireland",53.80603989999999,-6.307699700000001
99,"TOONAGH N S, Fountain, Ennis","Toonagh, Ennis, Co. Clare, Ireland",52.8903185,-9.0347438
100,"NAOMH PADRAIG BOYS, Cambridge Road, Ringsend","Cambridge Rd, Dublin, D04 AP98, Ireland",53.3433918,-6.2253548
101,"OWENBEG N S, Owenbeg, Culleens","Unnamed Rd, Shannonspark West, Easky, Co. Sligo, Ireland",54.286325,-8.9623692
102,"MULLACH N S, Mullagh, Ennis","Mullagh, Finnor More, Ennis, Co. Clare, Ireland",52.7996527,-9.4200258
103,"S N AN CHUIL, Coole, Mullingar","Fearmore, Coole, Co. Westmeath, Ireland",53.6992601,-7.3666546
104,"S N NAOMH PEADAR, Pouldine, Thurles","Thurles, Co. Tipperary, Ireland",52.6801064,-7.8044421
105,"BALLINDANGAN MIXED N S, Ballindangan, Mitchelstown","Ballindangan National School, Flemingstown, Mitchelstown, Co. Cork, Ireland",52.236282,-8.336495
106,"LISTOWEL PRESENTATION PRIMARY, Ballybunion Road, Listowel","Listowel, Co. Kerry, Ireland",52.4486895,-9.4961491
107,"CONVENT OF MERCY, Church Road, Newport","Sisters of Saint Joseph of Annecy, 173 Chepstow Rd, Newport NP19 8GH, UK",51.58978150000001,-2.9762643
108,"MOYGLASS N S, Moyglass, Fethard","Moyglass, Moglass, Fethard, Co. Tipperary, Ireland",52.5277526,-7.7081838
109,"SCOIL NAIS BHRIDE, Grange, Tullow","Grange Beg, Shillelagh Rd, Grangewat, Tullow, Co. Carlow, Ireland",52.837568,-6.7821554
110,"LEAMLARA MIXED N S, Leamlara, Co. Cork","Clash West, Leamlara, Co. Cork, Ireland",51.96986,-8.2639146
111,"S N CNOC AN BHILE, Knockavilla, Innishannon","Knockavilla, Knockgorm, Co. Cork, Ireland",51.8008055,-8.6848101
112,"S N BHIORAINN, Berrings, Co. Cork","Gortatray, Berrings, Co. Cork, Ireland",51.9374329,-8.6974398
113,"KILMESSAN MXD N S, Kilmessan, Co. Meath","Ringlestown, Kilmessan, Co. Meath, Ireland",53.5607122,-6.6626897
114,"SCOIL NAOMH EOIN, Ballincurrig, Cork","Scoil Naomh Eoin, Ballincurrig, Co. Cork, Ireland",51.9892109,-8.228012999999999
115,"KYLE N S, Kyle, Youghal","Kyle House, Kyle, Youghal, Co. Cork, Ireland",51.9531544,-7.941984300000001
116,"BALLYMARTIN N S, Manister, Croom","Granagh, Manister, Co. Limerick, Ireland",52.45026,-8.74915
117,"S N FIODHNACH, Feenagh, Kilmallock","Gortmore, Feenagh, Co. Limerick, Ireland",52.3901188,-8.880106699999999
118,"S N NAITHI NAOFA, Achonry, Tubbercurry","Achonry, Tubbercurry, Co. Sligo, Ireland",54.08011579999999,-8.6606961
119,"SCOIL NA NGASUR, Maree Road, Oranmore","Maree Rd, Oran More, Oranmore, Co. Galway, Ireland",53.2640706,-8.9309954
120,"SCOIL AN LINBH IOSA, St Francis Street, Galway","St Francis St, Galway, Ireland",53.27575299999999,-9.053799699999999
121,"SCOIL SEANAIN NAOFA, Clonlara, Co. Clare","Cloonlara, Co. Clare, Ireland",52.7242526,-8.5543906
122,"BALLYVONGANE MIXED N S, Ballyvongane, Aghinagh,","Ballyvongane National School, Bealnamorrive, Coachford, Co. Cork, Ireland",51.93198229999999,-8.8591582
123,"THOMASTOWN N S, Ardobireen, Thomastown","4 Árd Mhuire, Ardobireen, Golden, Co. Tipperary, E25 ET96, Ireland",52.4934094,-8.0190559
124,"BRACKLOON N S, Brackloon, Westport","Tawnynameeltoge, Brackloon, Co. Mayo, F28 E8Y9, Ireland",53.7545927,-9.5641037
125,"ROOSKEY N S, Rooskey, Carrick-on-Shannon","Rooskey, Roosky, Carrick On Shannon, Co. Leitrim, Ireland",53.8322125,-7.927311999999999
126,"CLOONACOOL N S, Cloonacool, Tubbercurry","Leitrim North, Cloonacool, Co. Sligo, Ireland",54.100753,-8.7778571
127,"SCOIL AN AINGIL CHOIMHEADAI, An Céideadh,, Ailt An Chorráin","Burtonport, Co. Donegal, Ireland",54.9973526,-8.4185728
128,"CRATLOE N S, Cratloe, Co. Clare","Cratloe Woods, Laghile, Co. Clare, Ireland",52.6995085,-8.7554178
129,"BALLYHASS MIXED N S, Ballyhass, Cecilstown","Cecilstown, Two Gneeves, Mallow, Co. Cork, Ireland",52.1741854,-8.804743
130,"SCOIL AN CROI NAOFA, St Canice's Road, Ballygall","St Canice's Rd, Glasnevin, Dublin, Ireland",53.3840933,-6.2738992
131,"KELLS PAROCHIAL N S, Navan Road, Kells","Carrick St, Gardenrath, Kells, Co. Meath, Ireland",53.7246994,-6.8670271
132,"S N BAILE MUIRNE, Ballymurn, Enniscorthy","Enniscorthy, Co. Wexford, Ireland",52.5068183,-6.581974600000001
133,"S N AN LEANA MOR, Lenamore, Co. Longford","Legan, Smithfield, Lenamore, Co. Longford, Ireland",53.6212481,-7.6308386
134,"LEHINCH N S, Lissatava, Hollymount","Lissatava, Hollymount, Co. Mayo, F12 FT92, Ireland",53.6595962,-9.0749359
135,"NEW INN B N S, New Inn, Cashel","Cashel, Co. Tipperary, Ireland",52.51590969999999,-7.8915829
136,"SCOIL NAOMH CHOLMCILLE, Oileán Thoraí, Co. Dhún na nGall","Scoil Naomh Cholmcille, Tory Island, Co. Donegal, Ireland",55.265006,-8.2245634
137,"S N MICHIL NAOFA, Woodbrook, Carrick-on-Shannon","Carrick-On-Shannon, Co. Leitrim, Ireland",53.94511559999999,-8.0861878
138,"COMHSCOIL CHONMHA S N, Main Street, Convoy","Main St, Lifford, Co. Donegal, Ireland",54.8329204,-7.482238400000001
139,"O CALLAGHANS MILLS N S, Iragh, O'Callaghan's Mills","Iragh, Lissane, O'Callaghansmills, Co. Clare, Ireland",52.8404847,-8.672217999999999
140,"PRESENTATION CONVENT, Dunmanway Road, Bandon","Dunmanway Rd, Coolfadda, Bandon, Co. Cork, Ireland",51.7488353,-8.7439316
141,"Tahilla Community National School, Tahilla, Sneem","Tahilla, Sneem, Co. Kerry, Ireland",51.8339385,-9.822846799999999
142,"LARAGH N S, Laragh, Bandon","Laragh, Bandon, Co. Cork, P72 RY79, Ireland",51.7578958,-8.789978399999999
143,"SCOIL NAOIMH EANNA, Killanny, Carrickmacross","Killanny, Lannat, Carrickmacross, Co. Monaghan, Ireland",53.9583425,-6.6496118
144,"ST COLUMBAS N.S, With Facility for Deaf Children, Douglas West","122 W Washington St, Ottawa, IL 61350, USA",41.3511757,-88.8415563
145,"CASTLEPOLLARD MIXED N S, Water Street, Castlepollard","Water St, Townparks, Castlepollard, Co. Westmeath, N91 Y206, Ireland",53.6815554,-7.296149299999999
146,"SN BAILE MHIC AIRT, S.N. Bhaile Mhic Airt, Dún Garbhán","Ballintlea North, Old Parish, Dungarvan, Co. Waterford, X35 CR20, Ireland",52.0067506,-7.6399254
147,"TRAFRASK MIXED N S, Trafrask, Adrigole (Beara)","Trafrask National School, Trafrask East, Adrigole, Co. Cork, Ireland",51.68724719999999,-9.6648601
148,"CLOCHAR SAN DOMINIC, Convent Road, Dun Laoghaire","Convent Rd, Dún Laoghaire, Dublin, Ireland",53.2923398,-6.1379416
149,"BAILIEBORO MODEL N S, Bailieborough, Co. Cavan","Bailieborough, Beckscourt, Bailieborough, Co. Cavan, Ireland",53.9171451,-6.973993399999999
150,"SCOIL MHICHIL NA BUACHAILLI, Patrick Street, Trim","Patrick St, Trim, Co. Meath, Ireland",53.5515853,-6.7915623
151,"DUNMANWAY MODEL N S, Bantry Road, Dunmanway","Dunmanway South, Dunmanway, Co. Cork, Ireland",51.7171333,-9.1157026
152,"S N AN GHOILIN, Goleen, Co. Cork","Goleen, Co. Cork, Ireland",51.4938734,-9.7095644
153,"S N CREACHMHAOIL, Crinnage, Craughwell","Crinnage, Craughwell, Co. Galway, Ireland",53.2368366,-8.7514183
154,"BURRISCARRA N S, Carrownacon, Ballyglass","Burriscarra, Ballintubber, Co. Mayo, Ireland",53.736857,-9.2428788
155,"St. Anne's National School, Main Street, Tyrellspass","Ballykilmore, Tyrrellspass, Co. Westmeath, N91 A5R7, Ireland",53.3888652,-7.375722400000001
156,"CHURCH HILL MIXED N S, Church Hill, Cuffesgrange","Church Hill National School, Church Hill, Cuffesgrange, Co. Kilkenny, Ireland",52.5999798,-7.308257499999999
157,"PRESENTATION PRIMARY SCHOOL, George's Hill, Halston Street","Halston St, Dublin 7, Ireland",53.3483489,-6.271549299999999
158,"SCOIL URSULA, Blackrock Road, Cork","Scoil Ursula, Blackrock Rd, Blackrock, Cork, Ireland",51.8956964,-8.4145188
159,"SCOIL BARR DUBH, Barraduff, Headford","Kilquane, Barraduff, Co. Kerry, Ireland",52.0593017,-9.3358106
160,"ROCKCORRY N S, Rockcorry, Co. Monaghan","Rockcorry, Corkeeran, Rockcorry, Co. Monaghan, Ireland",54.1178982,-7.0148382
161,"S N CILL CUILE, Kilcooley, Loughrea","N65, Ballydavid, Co. Galway, Ireland",53.20055809999999,-8.455274
162,"S N CILL RONAIN, Keadue West, Boyle","Kilronan, Camderry, Co. Roscommon, Ireland",54.0656885,-8.1770617
163,"DOOHAMLET N S, Doohamlet, Castleblayney","Doohamlet National School, Dernaglug, Castleblayney, Co. Monaghan, Ireland",54.1291448,-6.8306647
164,"BLESSINGTON 1 N S, Blessington Demesne, Blessington","Blessington Demesne, Red Lane, Co. Wicklow, Ireland",53.1759855,-6.5459079
165,"BOOTERSTOWN BOYS, Grotto Place, Booterstown","Grotto Pl, Merrion, Booterstown, Co. Dublin, Ireland",53.3089988,-6.1987888
166,"ATHY MODEL SCHOOL, Tomard, Athy","Model School, Tomard, Athy, Co. Kildare, R14 Y478, Ireland",53.0032201,-6.9856007
167,"SN MHAOLCHEADAIR, An Charraig, Baile na nGall","Carrick, Co. Donegal, Ireland",55.10454499999999,-8.2860586
168,"FREEMOUNT MIXED N S, Freemount, Charleville","Freemount, Knocknamuck, Charleville, Co. Cork, Ireland",52.2780563,-8.8845035
169,"VICARSTOWN MIXED N S, Gilclough, Vicarstown","Gilcagh, Co. Cork, Ireland",51.9547081,-8.6565838
170,"S N AN TSAILEAIN, Sylane, Tuam","Tuam, Co. Galway, Ireland",53.5141156,-8.8565177
171,"KILDIMO NATIONAL SCHOOL, Kildimo, Co. Limerick","Ballyvareen, Kildimo, Co. Limerick, Ireland",52.62116349999999,-8.8115252
172,"KNOCKEA NATIONAL SCHOOL, Knockea, Ballyneety","Knockea, Ballyneety, Co. Limerick, Ireland",52.6061053,-8.572205799999999
173,"DROMIN N S, Dromin, Dunleer","Dromin, Dunleer, Co. Louth, Ireland",53.8444493,-6.444409400000001
174,"Ringville National School, Ballinlaw, Slieverue","Ringville National School, Ballinlaw, Slieverue, Co. Kilkenny, Ireland",52.2987762,-7.0342952
175,"KILADANGAN N S, Kiladangan National School, Puckane","Ballycraggan, Glebe, Nenagh, Co. Tipperary, Ireland",52.9311708,-8.2390214
176,"LISRONAGH N S, Lisronagh, Clonmel","Lisronagh, Clonmel, Co. Tipperary, Ireland",52.4177263,-7.703890100000001
177,"GARRACLOON N S, Garracloon, Cloghans","Garracloon, Newtown Cloghans, Co. Mayo, Ireland",54.0907066,-9.2285528
178,"ST JOHNS CONVENT, Cathedral Place, Limerick","Cathedral Pl, Limerick, Ireland",52.6618831,-8.6163235
179,"CLONROCHE N S, Clonroche, Enniscorthy","Enniscorthy Rd, Enniscorthy, Co. Wexford, Ireland",52.44746689999999,-6.7245608
180,"St Patrick's NS, Corlough, Belturbet","Cornacleigh, Corlough, Co. Cavan, Ireland",54.1235639,-7.768897699999998
181,"BALLYCLOUGH MIXED N S, Ballyclough, Co. Cork","Ballyclogh, Co. Cork, Ireland",52.0618477,-8.0221901
182,"CULLENS N S, Faranoo, Ballina","Ballina, Faranoo North, Co. Mayo, Ireland",54.1380922,-9.163872699999999
183,"S N NAOMH FEICHIN, Cross, Claremorris","Clare, Claremorris, Co. Mayo, Ireland",53.72387639999999,-9.0017356
184,"S N LOCH GUIR, Patrickswell, Bruff","Lough Gur, Co. Limerick, Ireland",52.5163151,-8.5338763
185,"KILLYON N S, Hill of Down, Co. Meath","Killyon National School, Clondalee Beg, Hill of Down, Co. Meath, Ireland",53.4860249,-7.0024289
186,"MONREAGH N S, Monreagh, Carrigans","Monreagh National School, Monreagh, Carrigans, Co. Donegal, Ireland",54.95635600000001,-7.4571077
187,"ST JOSEPHS GIRLS N.S., Davitt Road, Mountmellick","Davitt Rd, Ballycullenbeg, Mountmellick, Co. Laois, Ireland",53.11336619999999,-7.3188819
188,"S N SEOSAMH, Blueball, Tullamore","Tullamore, Co. Offaly, Ireland",53.27552550000001,-7.4933852
189,"BANOGUE NATIONAL SCHOOL, Dohora, Banogue","Banogue, Ballynabanoge, Croom, Co. Limerick, Ireland",52.4807181,-8.7081204
190,"CLOGHROE MIXED N S, Cloghroe, Co. Cork","Cloghroe, Blarney, Co. Cork, T23 AH2R, Ireland",51.9178279,-8.6165928
191,"CULLEN N S, Cullen, Co. Tipperary","Cullen National School, Monearmore, Cullen, Co. Tipperary, Ireland",52.51158909999999,-8.2778414
192,"Ravenswell Primary School, Ravenswell, Bray","Dublin Rd, Ravenswell, Bray, Co. Wicklow, A98 X8X7, Ireland",53.20947289999999,-6.1102349
