,School,FullAddress,Latitude,Longitude
608,"MOYLOUGH N S, Moylough, Tubbercurry","Moylough National School, Moylough, Tobercurry, Co. Sligo, Ireland",54.0273351,-8.7046969
609,"CARRICK N S, Carrick, Curraghboy","Curraghboy, Athlone, Co. Westmeath, Ireland",53.4826978,-8.107217799999999
610,"HOLLYFORD N S, Curraheen, Hollyford","Clonmurragha, Hollyford Village, Co. Tipperary, Ireland",52.63253,-8.1114699
611,"BUSHY PARK N S, Circular Road, Bushy Park","Circular Rd, Bushypark, Galway, H91 AF57, Ireland",53.2902201,-9.082876299999999
612,"ROSCREA N S NO 2, Rosemount, Roscrea","Rosemount, Demesne, Roscrea, Co. Tipperary, Ireland",52.95479779999999,-7.795852300000001
613,"KILKISHEN N S, Kilkishen, Ennis","Kilkishen, Clonlea, Ennis, Co. Clare, Ireland",52.8049347,-8.7427017
614,"ROBERTSON N S, Lisminton, Ballintra","Glebe, Stranorlar, Co. Donegal, Ireland",54.80576809999999,-7.762967299999999
615,"MOVEEN N S, Kilkee, Co. Clare","Moveen National School, Moveen West, Kilkee, Co. Clare, Ireland",52.6434201,-9.6842176
616,"SLATTA N S, Moher, Kilglass","Cliffs of Moher, Lislorkan North, Co. Clare, Ireland",52.9715368,-9.4308824
617,"S N GLEANN NA MUAIDHE, Béal an Átha, Co. Mhaigh Eo","Pollboy, Glenamoy, Co. Mayo, Ireland",54.2409359,-9.676034099999999
618,"SHANBALLY N S, Shanbally, Ringaskiddy","Shanbally, Ringaskiddy, Co. Cork, Ireland",51.8309928,-8.3533741
619,"HEWETSONS N S, Millicent, Clane","Millicent Rd, Millicent North, Clane, Co. Kildare, W91 CA34, Ireland",53.2796731,-6.6932432
620,"BALLAGHAMEEHAN N S, Conray, Rossinver","R282, Conray, Co. Leitrim, Ireland",54.3818249,-8.109340699999999
621,"S N BUN AN TSABHAIRNE, Crosshaven, Co. Cork","Crosshaven, Co. Cork, P43 X242, Ireland",51.8023015,-8.2984303
622,"SCOIL NAOMH IOSEF, Ráthún, Bearna","Barna, Co. Galway, Ireland",53.251812,-9.1474685
623,"INISHBOFIN N S, Middlequarter, Inishbofin","Middlequarter, Inishbofin, Co. Galway, Ireland",53.6225349,-10.2192531
624,"ENNISCRONE N S, Enniscrone, Co. Sligo","Main Street, Carrowhubbuck South, Enniscrone, Co. Sligo, F26 Y3Y9, Ireland",54.2127105,-9.093793
625,"S N CILL MUIRE, Kilmurry, Sixmilebridge","Ieverstown, Sixmilebridge, Co. Clare, Ireland",52.7436246,-8.777650399999999
626,"S N BHRIDE, Leitir Caladh, Lettermore","Inishlay, Lettermore, Co. Galway, Ireland",53.2887484,-9.655943700000002
627,"ST MATTHIAS N S, Church Road, Ballydehob","1 Church Rd, Ballydehob, Co. Cork, P81 H735, Ireland",51.5635755,-9.467416
628,"S N NAOMH PADRAIG, Ballyfarnon, Boyle","Saint Patrick's National School, Alderford, Boyle, Co. Roscommon, Ireland",54.0680868,-8.1995193
629,"S N B TOGHER CORK, Togher Road, Cork","Togher Rd, Lehenagh Beg, Cork, T12 Y710, Ireland",51.8742279,-8.496312
630,"BIRDHILL N S, Birdhill, Killaloe","Gortybrigane, Birdhill, Co. Tipperary, Ireland",52.76749969999999,-8.4371207
631,"KILNAMANAGH Community National School, Knockskimolin, Outlart",.,.,.
632,"SCOIL NAOMH MHUIRE, Bishop Street, Cork","Bishop St, The Lough, Cork, Ireland",51.8949983,-8.4802333
633,"KNOCKACLARIG MXD N S, Knockaclarig, Brosna","Knockaclarig National School, Knockaclarig, Rockchapel, Co. Cork, Ireland",52.2757707,-9.2175235
634,"KILTEELY N S, Kilteely, Co. Limerick","Kilteely, Kilteely National School, Co. Limerick, Ireland",52.52134,-8.39866
635,"S N BHRIDE, Donaskeagh, Co. Tipperary","Donaskeagh, Co. Tipperary, Ireland",52.5220639,-8.0720785
636,"S N BAILE DEASMUMHAN, Church Road, Ballydesmond","Ballydesmond, Ballyhest East, Mallow, Co. Cork, Ireland",52.2008476,-8.8105421
637,"COACHFORD N S, Coachford, Co. Cork","Coachford National School, Glebe, Coachford, Co. Cork, Ireland",51.91035,-8.7927742
638,"CARNAIN N.S., Carnaun, Athenry","Carnaun, Athenry, Co. Galway, Ireland",53.3314719,-8.788968299999999
639,"CARYSFORT MXD N S, Knockanrahan, Arklow","Yellow Ln, Knockanrahan Lower, Arklow, Co. Wicklow, Ireland",52.7902449,-6.164252299999999
640,"WHITEHALL N S, Whitehall, Tarmonbarry","Ballygate, Whitehall, Co. Roscommon, Ireland",53.76247100000001,-7.920863
641,"STOKANE NS, Stokane, Enniscrone","Muingwore, Stokane, Co. Sligo, Ireland",54.1777167,-9.0271201
642,"KANTURK B N S, Kanturk, Co. Cork","Kanturk, Co. Cork, Ireland",52.17725489999999,-8.9051669
643,"MOUNT TALBOT N S, Mount Talbot, Co. Roscommon","Mount Talbot National School, Mount Talbot, Co. Roscommon, Ireland",53.5302548,-8.2821942
644,"S N COILL AN BHAILE, Killawalla East, Westport","Killavally West, Killavally, Co. Mayo, Ireland",53.7590297,-9.3669277
645,"FEDAMORE N S, Ballyea, Fedamore","Fedamore, Castlequarter, Kilmallock, Co. Limerick, Ireland",52.5454956,-8.6051311
646,"DUN DEALGAN N S, Jocelyn Street, Dundalk","Jocelyn St, Jocelyn Dr, Townparks, Dundalk, Co. Louth, Ireland",54.00412439999999,-6.395264
647,"DRUMGOSSETT N S, Drumgossett, Carrickmacross","Drumgossatt National School, Drumgoosat, Carrickmacross, Co. Monaghan, Ireland",53.9518772,-6.7774505
648,"CASTLETARA N S, Castletara, Ballyhaise","Castletara, Lisdunvis Glebe, Ballyhaise, Co. Cavan, Ireland",54.03044939999999,-7.2917171
649,"S N MOLUA B, Cross, Ardagh","Minister's-Land, Ardagh, Co. Limerick, Ireland",52.4951415,-9.058318200000002
650,"CASTLETOWNROCHE N S, Close Road, Castletownroche","Close Rd, Castlewidenham, Co. Cork, Ireland",52.1719763,-8.468511399999999
651,"CROSS N S, Kilrush, Co. Clare","Cross National School, Cross, Co. Clare, Ireland",52.5989632,-9.7753535
652,"KILBRITTAIN MIXED N S, Kilbrittain, Co. Cork","Kilbrittain National School, Glanduff, Kilbrittain, Co. Cork, Ireland",51.6731214,-8.694636299999999
653,"S N LIOS MOR MOCHUDA, North Mall, Lismore","N Mall, Lismore, Lios Mór, Co. Port Láirge, Ireland",52.1393512,-7.929751700000001
654,"HOLMPATRICK N S, Convent Lane, Skerries","Holmpatrick, Skerries, Co. Dublin, Ireland",53.5796951,-6.1075289
655,"POULACAPPLE N S, Mullinahone, via Callan","Poulacapple East, Poulacapple, Co. Tipperary, Ireland",52.5002568,-7.4359953
656,"BARNATRA N S, Barnatra, Ballina","Barnatra, Rinnashinnagh, Ballina, Co. Mayo, Ireland",54.222187,-9.8506813
657,"S N Dhumha Thuama, Dumha Thuama, Béal an Átha","Tullaghanbaun, Doohooma, Co. Mayo, Ireland",54.0736741,-9.9311755
658,"SCOIL CHOLMCILLE, An Tearmann, Co. Dhún na nGall","Scoil Cholmcille, Currin, Termon, Co. Donegal, Ireland",55.049512,-7.832256999999999
659,"S N MAINISTIR MUIGHEO, Lehanagh, Mayo Abbey","Lehanagh, Cnoc Na Niúr, Co. Mayo, Ireland",53.7775617,-9.1252149
660,"SN CHILL SARAIN, Kilsaran, Castlebellingham","Kilsaran, Milestown, Castlebellingham, Co. Louth, Ireland",53.88632339999999,-6.38817
661,"S N LATHRACH 2, Muff, Kingscourt","Laragh Church, Laragh, Kingscourt, Co. Cavan, Ireland",53.9025687,-6.8620699
662,"SCOIL BHRIDE, Greenmount Road, Ballydehob","Scoil Bhride, Ballydehob, Co. Cork, Ireland",51.5604538,-9.459566500000001
663,"KILCOE NS, Kilcoe, Skibbereen","Church Cross, Murrahin South, Skibbereen, Co. Cork, Ireland",51.5597449,-9.3903764
664,"NICKER N S, Nicker, Pallasgreen","Nicker, Pallasgreen, Co. Limerick, Ireland",52.5610125,-8.3456678
665,"CALLYSTOWN MIXED N S, Callystown, Clogherhead","Callystown, Clogherhead, Co. Louth, Ireland",53.7916269,-6.2435066
666,"S N MHUIRE, Danescastle, Carrig-on-Bannow","Danescastle, Co. Wexford, Ireland",52.2385344,-6.7321656
667,"CILL MHOR IORRAIS, Binghamstown, Belmullet","Binghamstown, Co. Mayo, Ireland",54.2063795,-10.0354122
668,"ABBEYLEIX STH N S, Ballacolla Road, Abbeyleix","Ballacolla Rd, Knocknamoe, Abbeyleix, Co. Laois, Ireland",52.910751,-7.354767
669,"JONATHAN SWIFT NS, Dunlavin, Co. Wicklow","Dunlavin Upper, Dunlavin, Co. Wicklow, Ireland",53.0578764,-6.7016395
670,"S N PADRAIG NAOFA, Lisheen, Williamstown",.,.,.
671,"SCOIL NAOMH PADRAIG, Knockroon, Headford","Headford, Co. Galway, Ireland",53.4694617,-9.106133999999999
672,"SCOIL NAOMH BRID, Ballycastle, Co. Mayo","Ballycastle, Co. Mayo, Ireland",54.2788385,-9.3717337
673,"BRIERFIELD N SCHOOL, Brierfield, Tuam","Brierfield, Tuam, Co. Galway, Ireland",53.4659021,-8.6636188
674,"KILLASONNA MIXED N S, Killasonna, Granard","Granard, Co. Longford, Ireland",53.74682139999999,-7.4771401
675,"S N CLEIRE, Oileán Chléire, An Sciobairín","Oileán Chléire, Keenleen, Co. Cork, P81 FY05, Ireland",51.4353813,-9.4983063
676,"BALLYLANDERS N S, Main Street, Ballylanders","Ballylanders, Kilmallock, Co. Limerick, V35 R9X8, Ireland",52.3708888,-8.3464216
677,"CORLEA N S, Corlea, Kingscourt","Corlea, Co. Cavan, Ireland",53.939755,-6.8641595
678,"SEARCOG I N S, Kingscourt Road, Shercock","Kingscourt Rd, Co. Cavan, Ireland",53.990857,-6.8899206
679,"AUGHAVAS NS, Aughavas, Carrigallen","Aghavas, Co. Leitrim, Ireland",53.95553959999999,-7.7177963
680,"CARRICKLECK N S, Carrickleck, Kingscourt","Carrickleck, Co. Meath, Ireland",53.8702298,-6.764870699999999
681,"LISANISKEY N S, Ballymacfarrane, Donamon","Lissanisky, Co. Roscommon, Ireland",53.6587921,-8.339077999999999
682,"LOUGHFOUDER N S, Knocknagoshel, Tralee","Lackbrooder, Loughfouder, Co. Kerry, Ireland",52.28943,-9.3589001
683,"S N CILL CONAILL, Corraneena, Kilconnell","Abbeyfield, Kilconnell, Co. Galway, Ireland",53.3314659,-8.401432699999999
684,"S N PADRAIG NAOFA, Ballaghlea, Ballygar","Ballaghlea, stop 550171, Cloonascarberry (Cheevers), Co. Galway, Ireland",53.5122875,-8.386730499999999
685,"STONEPARK N S, Stonepark, Co. Longford","Stonepark, Co. Longford, Ireland",53.69429539999999,-7.8200749
686,"S N CILL FHEICIN, Rakerin, Gort",.,.,.
687,"GLEBE NS, Church Hill, Wicklow Town","Church Hill, Corporation Land (1st Division), Wicklow, Ireland",52.983138,-6.0465791
688,"KILLYGARRY N S, Killygarry, Co. Cavan","Kilgarry, Edenticlare, Kilgarry, Co. Cavan, Ireland",53.9864853,-7.3051518
689,"SCOIL NEASSAIN, Mungret, Co. Limerick","Baunacloka, Mungret, Co. Limerick, Ireland",52.6309647,-8.6683006
690,"S N NAOMH PADRAIG, Gorteennaglogh, Renvyle","Renvyle, Tully, Co. Galway, Ireland",53.5951968,-9.957941
691,"S N ARD, Aird Thiar, Carna",.,.,.
692,"KNOCKAVILLA N S, Killenure, Dundrum","Killenure, Dundrum, Co. Tipperary, E34 TY07, Ireland",52.5446132,-8.003851
693,"DERRYCREHA N S, Derrycreha, Glengarriff","Glengarriff Rd, Town Lots, Bantry, Co. Cork, Ireland",51.6819171,-9.447778
694,"ABBEYSTREWRY N S, Castletownsend Road, Skibbereen","Castletownsend Rd, Carrigfadda, Skibbereen, Co. Cork, Ireland",51.5409415,-9.261122
695,"CLOUGHANOWER N S, Cloughanover, Headford","Headford, Cloghanower, Headford, Co. Galway, Ireland",53.4455916,-9.0951459
696,"ST FEIGHANS MXD N S, Fore, Castlepollard","Collinstown, Fore Abbey, Co. Westmeath, Ireland",53.64722,-7.208201
697,"KILLEA N S, Killea, Templemore","Killea, Templemore, Co. Tipperary, Ireland",52.8236279,-7.876884199999999
698,"ST COLUMBAS N S MXD, North Strand, Dublin 3","Waterloo Ave, North Strand, Dublin, D03 NH34, Ireland",53.3587102,-6.2423326
699,"KILMALEY N S, Kilmaley, Ennis","Kilmaley National School, Knockmoy, Ennis, Co. Clare, Ireland",52.8203269,-9.1099755
700,"WANDESFORDE MIXED N S, Castlecomer, Co. Kilkenny","Castlecomer, Co. Kilkenny, Ireland",52.8057271,-7.2060448
701,"CURRACLOE N S, Curracloe, Enniscorthy","Barnahask, Curracloe, Co. Wexford, Ireland",52.39302379999999,-6.3921661
702,"S N B CURNANOOL, Cornanool, Castlebar","Unnamed Road, Cornanool, Castlebar, Co. Mayo, Ireland",53.8525207,-9.357234000000002
703,"SCOIL MHUIRE B&C, Na Doirí Beaga, Leitir Ceanainn",.,.,.
704,"GORTJORDAN N S, Kilmaine, Claremorris","Kilmaine, Claremorris, Co. Mayo, Ireland",53.5493175,-9.1538355
705,"ST ENDAS PRIMARY SCHOOL, Whitefriar Street, Dublin 8","Whitefriar Pl, Saint Peter's, Dublin 8, Ireland",53.3403906,-6.2665964
706,"KILLEA BOYS N S, Dunmore East, Co. Waterford","Killea, Dunmore East, Co. Waterford, Ireland",52.1653965,-7.0055551
707,"TOMGRANEY N S, Tuamgraney, Co. Clare","Ballyquin, Tuamgraney, Co. Clare, Ireland",52.8985172,-8.541013
708,"SCOIL NAOMH FAINCHE, School Lane, Collon",.,.,.
709,"CARYSFORT NS, Convent Road, Blackrock","Convent Rd, Blackrock, Co. Dublin, Ireland",53.297112,-6.183017
710,"AINBHTHIN NAOFA, Rosscahill East, Rosscahill","Rosscahill, Rosscahill East, Rosscahill, Co. Galway, Ireland",53.390619,-9.249396599999999
711,"EIDHNEACH N S, Carrowkeel, Inagh","Carrowkeel East, Inagh, Co. Clare, Ireland",52.8769834,-9.176764499999999
712,"DOON CONVENT N S, Doon, Co. Limerick","Lisgaugh, Doon, Co. Limerick, Ireland",52.6043292,-8.247839299999999
713,"SCOIL CHOLMCHILLE, Ballymena, Glengad","Glengad, Co. Donegal, Ireland",55.3306786,-7.2114791
714,"CARRAROE N S, Tonafortes, Carraroe","Tullynagracken South, Co. Sligo, Ireland",54.2447445,-8.474907199999999
715,"S N MHUIRE, Fiddaun, Ardrahan","Fiddaun, Co. Galway, Ireland",53.1692451,-8.751241499999999
716,"S N NA CLOICHE MOIRE, Ballyraggan, Rathvilly","Ballyraggan, Rathvilly, Co. Carlow, Ireland",52.8969211,-6.768779899999999
717,"DALKEY N S (2), Harbour Road, Dalkey","2 Harbour Rd, Glenageary, Dalkey, Co. Dublin, A96 V304, Ireland",53.2834255,-6.104596799999999
718,"CLOONTAGH MIXED N S, Cloontagh, Killashee","R398, Cloontamore, Co. Longford, N39 RF60, Ireland",53.6368604,-7.894288999999999
719,"CASTLETOWN RD CONVENT, Castletown Road, Dundalk","Castletown Rd, Moorland, Dundalk, Co. Louth, Ireland",54.01420230000001,-6.4178772
720,"BALLAGHKEENE N S, Ballaghkeane, Enniscorthy","Ballaghkeen, Enniscorthy, Co. Wexford, Ireland",52.4813346,-6.428579
721,"COLEHILL MIXED N S, Colehill, Co. Longford","Streamstown, Colehill, Co. Longford, Ireland",53.5980557,-7.6796154
722,"S N BAILE BUILEARAIGH, Butlerstown, Co. Waterford","Butlerstown, Hillcrest Grove, Co. Waterford, Ireland",52.2295939,-7.1781459
723,"AUGHRIM N S, Hillstreet, Carrick-on-Shannon","Aughrim National School, Aughrim, Carrick-On-Shannon, Co. Roscommon, Ireland",53.871787,-8.1224211
724,"MURROE NATIONAL SCHOOL, Murroe, Dunfanaghy","Murroe National School, Magheramenagh, Murroe Upper, Co. Donegal, Ireland",55.1536474,-8.011524
725,"SN AN FHAIRCHE, An Fháirche, via Clár Chlainne Mhuiris","Cloonbur, Clonbur, Co. Galway, Ireland",53.5451643,-9.3643582
726,"RATHGAR N S, Rathgar Avenue, Dublin 6","Rathgar Ave, Rathfarnham, Dublin 6, Ireland",53.3140809,-6.275431999999999
727,"SCOIL RONAIN, Oileán Trá Bhán, Leitir Móir","Scoil Ronain, Killeany, Inishmore, Co. Galway, Ireland",53.1230091,-9.6681197
728,"KINSALE N S, Knocknabohilly, Kinsale","Knocknabohilly, Cork, P17 AF10, Ireland",51.7099803,-8.5144732
729,"SCOIL BHRIDE, Mountnugent, Co. Cavan","Mountnugent, Co. Cavan, Ireland",53.81855110000001,-7.253288700000001
730,"AGHACASLA N S, Aughacasla, Camp","Aughacasla South, Aughacasla, Co. Kerry, Ireland",52.2366,-9.978919999999999
731,"KILMYSHALL N S, Kilmyshall, Bunclody","Kilmyshall, Bunclody, Co. Wexford, Ireland",52.6273204,-6.6559469
732,"DUNMANWAY BOYS SENIOR NATIONAL SCHOOL, Dunmanway, Co. Cork","Sackville St, Brookpark, Dunmanway, Co. Cork, Ireland",51.72202960000001,-9.107468899999999
733,"CAPPAWHITE N S, Cappagh, Cappawhite","Cappagh, Cappagh White, Co. Tipperary, Ireland",52.5822151,-8.164659000000002
734,"IRISHTOWN N S, Claremorris, Co. Mayo","Irishtown National School, Ballinvilla, Irishtown, Co. Mayo, Ireland",53.6625737,-8.8902577
735,"ROSCARBERY CON N S, Ardagh East, Rosscarbery","Townlands, Rosscarbery, Co. Cork, Ireland",51.5803726,-9.0296174
736,"SCOIL LACHTAIN NAOFA, Cill na Martra, Maigh Chromtha","Caherkereen, Kilnamartyra, Co. Cork, Ireland",51.90026,-9.08222
737,"Scoil San Eoin, Redcross, Co. Wicklow","Ballygillaroe, Redcross, Co. Wicklow, Ireland",52.88974400000001,-6.1452741
738,"BAREFIELD MIXED N S, Barefield, Ennis","Barefield, Ennis, Co. Clare, Ireland",52.890303,-8.944163999999999
739,"S N PEADAR AGUS POL, Ballon, Co. Carlow","Ballon, Co. Carlow, Ireland",52.7391042,-6.769783899999999
740,"MARYBORO N S, Summerhill, The Downs","Stradbally Rd, Moneyballytyrrell, Portlaoise, Co. Laois, Ireland",53.0345008,-7.2927694
741,"CLONDROHID N S, Clondrohid, Macroom","Clondrohid, Garranenagappul, Macroom, Co. Cork, Ireland",51.92866859999999,-9.021697999999999
742,"ACHILL SOUND CONVENT NS, The Points, Achill Sound","Achill Sound Convent National School, Illanbelfarsad, The Points, Co. Mayo, Ireland",53.9288698,-9.9285862
743,"DOOKINELLA N.S., Low River, Dookinella","Dookinella, Dookinelly (Calvy), Co. Mayo, Ireland",53.9806009,-10.0429704
744,"DRUMEELA N S, Drumeela, Carrigallen PO","Drumeela, Carrigallen, Co. Leitrim, Ireland",54.0160688,-7.659597600000001
745,"GUSSERANE N S, Gusserane, New Ross","Gusserane, Ballygarvan, New Ross, Co. Wexford, Ireland",52.3083331,-6.8597696
746,"ST JOSEPHS N S, Kilmuckridge, Gorey","Kilmuckridge, Co. Wexford, Ireland",52.50878669999999,-6.2884196
747,"ST LEONARDS N S, St. Leonards, Ballycullane","St Leonards, Ballycullane, Co. Wexford, Ireland",52.2803179,-6.8397818
748,"St Mary's National School, Castlefinn, Lifford","16 Ballyduff Park, Lifford, Co. Donegal, F93 AT1X, Ireland",54.83551,-7.4829606
749,"ZION PARISH PRIMARY SCHOOL, Bushy Park Road, Rathgar","1 Bushy Park Rd, Rathfarnham, Rathgar, Co. Dublin, 6, Ireland",53.3078865,-6.274643300000001
750,"S N NAOMH EOIN, Ballinameen, Boyle","Ballinameen, Ballinvilla, Boyle, Co. Roscommon, Ireland",53.9165115,-8.170306199999999
751,"RATHFARNHAM PARISH N S, Washington Lane, Rathfarnham","Washington Grove, Rathfarnham, Dublin 14, Ireland",53.2934227,-6.3034082
752,"RAY N S, Ray, Manorcunningham","Rays National School, Labbadish, Manorcunningham, Co. Donegal, F92 YY86, Ireland",54.9378818,-7.617782099999999
753,"MUIRE GAN SMAL, Old Chapel Lane, Castleisland","Old Chapel Ln, Chapel Quarter, Castleisland, Co. Kerry, V92 P803, Ireland",52.2302163,-9.461053399999999
754,"KILTEEVAN N S, Kilteevan, Co. Roscommon","Aghmagree, Co. Roscommon, F42 YY76, Ireland",53.6355277,-8.1149078
755,"ALL SAINTS NATIONAL SCHOOL, Carnew, Co. Wicklow","All Saints' National School, Main St, Carnew, Co. Wicklow, Ireland",52.70978359999999,-6.4998843
756,"GLASNEVIN N S, Botanic Avenue, Glasnevin","9 Botanic Ave, Botanic, Dublin, Ireland",53.372602,-6.267441
757,"S N AN CHLOCHAN, An Clochán, Co. Chiarraí","Drom West, Cloghane, Co. Kerry, Ireland",52.2304787,-10.1824514
758,"PASSAGE EAST N S, Crooke, Passage East","Crooke, Passage East, Co. Waterford, Ireland",52.2316468,-6.973943299999999
759,"S N RAE NA NDOIRI, Rae na nDoirí, Maigh Chromtha","Reananerree, Macroom, Co. Cork, Ireland",51.9009031,-9.1611976
760,"LYRE A CROMPANE N S, Glashanacree, Lyracrompane","Glashanacree, Co. Kerry, Ireland",52.35109449999999,-9.4850133
761,"SCOIL ASICUS, Golf Course Road, Strandhill","Strandhill, Carrowbunnaun, Sligo, Ireland",54.267065,-8.6018852
762,"SHRONELL N S, Lattin, Co. Tipperary","Shronell More, Co. Tipperary, E34 KH30, Ireland",52.47038930000001,-8.250067
763,"CORCLOUGH NS, Corclogh West, Belmullet","Corclough House, Corclogh, Belmullet, Co. Mayo, Ireland",54.2099572,-9.975534099999999
764,"S N NA HEAGLAISE, Ahascragh, Ballinasloe","Ballinasloe, Co. Galway, Ireland",53.3287621,-8.2269467
765,"ST MARYS N S, Aghamore, Ballyhaunis","Aghamore Community Housing, Cornageaghta, Ballyhaunis, Co. Mayo, Ireland",53.8260502,-8.8203663
766,"S N MUIRE GAN SMAL, Ceathrú Thaidhg, Béal Átha an Fheadha","Carrowteige, Co. Mayo, Ireland",54.3131114,-9.8127032
767,"S N TREASA NAOFA MXD, Castletown, Kilflynn","Castletown, Kilflynn, Co. Kerry, Ireland",52.3505422,-9.625316399999999
768,"MERCY CONVENT PRIMARY SCHOOL, Sallins Road, Naas","Sallins Rd, Naas West, Naas, Co. Kildare, Ireland",53.2212924,-6.663386000000001
769,"ENNIS N S, Ashline, Kilrush Road","11 Kilrush Rd, Cahircalla Beg, Ennis, Co. Clare, Ireland",52.83013200000001,-9.001301
770,"Scoil Na nAingeal Naofa, Carrick Road, Boyle","Carrick Rd, Knocknashee, Co. Roscommon, Ireland",53.9718467,-8.2998576
771,"S N NAOMH PADRAIG, Elphin Street, Strokestown","Elphin St, Co. Roscommon, Ireland",53.7804071,-8.1039865
772,"ST STEPHENS N S, 25 Patrick Street, Waterford","25 Patrick St, Waterford, X91 P03F, Ireland",52.2599331,-7.114425499999999
773,"S N SAN VINSEANN CAILIN, North William Street, Dublin 1","William St N, Dublin, Ireland",53.3572087,-6.2465505
774,"S N CILLINI DIOMA, Killeendeema East, Loughrea","Loughrea, Co. Galway, Ireland",53.1989136,-8.5660931
775,"KNOCKBRIDGE MIXED N S, Knockbridge, Dundalk","Ballinclare, Knockbridge, Co. Louth, Ireland",53.9730132,-6.4854126
776,"SCOIL BHRÍDE, Cannistown, Navan","Stonestown, Cannistown, Co. Meath, Ireland",53.60307,-6.81816
777,"S N SHEAMAIS, Barnacogue, Swinford","Barnacogue, Barnacahoge, Swinford, Co. Mayo, Ireland",53.91821239999999,-8.8670644
778,"ARDVARNEY MXD N S, Cashel, Dromahair","Ardvarney, Co. Leitrim, Ireland",54.2197926,-8.2595437
779,"KILLYCONNAN N S, Stradone, Co. Cavan","Stradone, Corrawillin, Stradone, Co. Cavan, Ireland",53.9631646,-7.2577932
780,"ST BERNARDS MIXED N S, Abbeylara, Co. Longford","Abbeylara, Granard, Co. Longford, Ireland",53.77142389999999,-7.4562322
781,"HAROLD BOYS N S, St. Patrick's Road, Dalkey","St Patrick's Rd, Dalkey, Co. Dublin, Ireland",53.2783949,-6.1036855
782,"BANTRY BOYS SENIOR NATIONAL SCHOOL, Seskin, Bantry","Sheskin, Bantry, Co. Cork, Ireland",51.67737,-9.4401248
783,"BALLINGREE MXD N S, Ballinagree, Macroom,","Macroom, Sleveen East, Macroom, Co. Cork, Ireland",51.9048039,-8.9588478
784,"NAOMH MICHEAL, Donaghmoyne, Carrickmacross","Donaghmoyne, Carrickmacross, Co. Monaghan, Ireland",54.01287019999999,-6.6887836
785,"LISDOONAN N S, Lisdonnan, Carrickmacross","Lisdoonan, Carrickmacross, Co. Monaghan, Ireland",54.02871529999999,-6.752241499999999
786,"NAOMH DOMINIC N S, Kenagh, Co. Longford","Saint Dominic's National School, Aghnacranagh, Keenagh, Co. Longford, Ireland",53.6249201,-7.8187222
787,"MOUNT BRUIS N S, Mount Bruis, Tipperary Town","Bruis, Mount Bruis, Co. Tipperary, Ireland",52.45193,-8.242080000000001
788,"THE ROWER MIXED N S, The Rower, Thomastown","The Rower National School, Raheenduff, The Rower, Co. Kilkenny, Ireland",52.4527879,-6.9616488
789,"BALLINTOTAS N S, Ballintotis, Castlemartyr","Castlemartyr, Ballintotis, Castlemartyr, Co. Cork, Ireland",51.9094013,-8.0957957
790,"CASHELSHANAGHAN N S, Ballymaleel, Letterkenny","Ballymaleel, Letterkenny, Co. Donegal, Ireland",55.00044579999999,-7.6610273
791,"CARRIGDUFF NAT SCHOOL, Carrigduff, Bunclody","Carrigduff, Bunclody, Co. Wexford, Y21 TP49, Ireland",52.656986,-6.665168
792,"NAOMH CAILLIN, Commons, Fenagh","Fiodhnach, Foxfield, Corlough, Carrick-on-shannon, Co. Leitrim, Ireland",54.0266876,-7.860278599999999
793,"Scoil an tStratha Mhóir, Mín an Lábáin, Leitir Ceanainn","Letterkenny, Co. Donegal, Ireland",54.9558392,-7.7342787
794,"ARDKEERIN N S, Ardeeran, Riverstown","Cuiltylough, Fannybrook, Co. Sligo, Ireland",54.1287649,-8.3957994
795,"ANNAGH N S, Annagh, Miltown Malbay","Annagh, Co. Clare, V95 NP38, Ireland",52.82205250000001,-9.41445
796,"CAHERLINE N S, Caherline, Caherconlish","Caherline, Caherconlish, Co. Limerick, Ireland",52.5686741,-8.4538045
797,"ST PATRICKS GIRLS NS, Cambridge Road, Ringsend","3A Cambridge Rd, Dublin, Co. Dublin City, Ireland",53.3433566,-6.2255493
798,"DON N S, Ballaghadereen, Co. Roscommon","Cortoonmore, Cartron More, Ballaghaderreen, Co. Roscommon, Ireland",53.862433,-8.543771099999999
799,"QUIGNAMANGER N S, Creggs Road, Ballina","Creggs Rd, Quignamanger, Ballina, Co. Mayo, Ireland",54.1316662,-9.1302466
800,"S N N MAOLMHAODHAGH C, Anne Stret, Dundalk","Dundalk, Co. Louth, Ireland",53.9979451,-6.405957
801,"S N N MAOLMHAODHAGH N, Anne Street, Dundalk","Anne St, Dundalk, Co. Louth, Ireland",54.0008006,-6.407115
802,"CLOONEY N S, Carrahan, Tulla","Clooney National School, Knockanoura, Carrahan, Tulla, Co. Clare, Ireland",52.8711731,-8.861510299999999
803,"TANEY N S, Sydenham Villas, Dundrum","Sydenham Villas, Dundrum, Dublin 14, Ireland",53.288738,-6.2381874
804,"SC NA GCREAGACHA DUBHA, Sandy Lane, Blackrock","South Carolina, USA",33.836081,-81.1637245
805,"STREAMSTOWN MIXED N S, Streamstown, Co. Westmeath","Streamstown, Mullingar, Co. Westmeath, Ireland",53.6318169,-7.2907143
806,"GAILE N S, Holycross, Thurles","Holycross, Gaile, Thurles, Co. Tipperary, Ireland",52.6031026,-7.8672223
807,"KILDYSART N S, Ennis Road, Kildysart","Ennis Rd, Lackannashinnagh, Kildysart, Co. Clare, Ireland",52.6769373,-9.103895900000001
