,School,FullAddress,Latitude,Longitude
192,"St Vincent's Secondary School, St Mary's Road, Cork","St Mary's Rd, Cork, Ireland",51.9065755,-8.478372199999999
193,"North Presentation Secondary School, Farranree, Cork","Knockpogue Ave, Farranree, Cork, Ireland",51.9119485,-8.485547799999999
194,"St Aloysius School, Sharman Crawford Street, Cork","9 Sharman Crawford St, The Lough, Cork, Co. Cork, T12 RK03, Ireland",51.8957282,-8.4818746
195,"St. Angela's College, St. Patrick's Hill, Cork","St Patrick's Hill, Cork, T23 FXY8, Ireland",51.9028905,-8.4701155
196,"Ursuline Secondary School, Blackrock, Cork","Blackrock, Cork, Ireland",51.8955772,-8.415755899999999
197,"Mount Mercy College, Model Farm Road, Cork","Model Farm Rd, Cork, Ireland",51.8900721,-8.5169905
198,"Scoil Mhuire, 1-3 Sidney Place, Wellington Road","2 Sidney Pl, Wellington Rd, Victorian Quarter, Cork, Ireland",51.9022221,-8.4679331
199,"Regina Mundi College, Douglas Road, Cork","Ballinlough, Cork, Ireland",51.8835043,-8.4437439
200,"Christ King Girls' Secondary School, Half Moon Lane, South Douglas Road","Half Moon Ln, South Douglas Road, Cork, Co. Cork, T12 R22C, Ireland",51.8845041,-8.462411099999999
201,"Presentation Secondary School, Joe Murphy Road, Ballyphehane","Joe Murphy Rd, Ballyphehane, Cork, Ireland",51.88384380000001,-8.4784426
202,"St Patricks College, Gardiner's Hill, Cork","Gardiner's Hill, Montenotte, Cork, Ireland",51.9083252,-8.454953300000001
203,"Scoil Mhuire Secondary School, St. Oran's Road, Buncrana","Ardaravan, Buncrana, Co. Donegal, Ireland",55.13121899999999,-7.4582273
204,"St Eunan's College, Letterkenny, Co Donegal","Letterkenny, Co. Donegal, Ireland",54.9517496,-7.7455758
205,"Loreto Secondary School, Letterkenny, Co Donegal","Church Ln, Letterkenny, Co. Donegal, Ireland",54.94968919999999,-7.7411439
206,"St Columbas College, Stranorlar, Co. Donegal","Drumboe Ave, Stranorlar, Co. Donegal, Ireland",54.8040645,-7.7752411
207,"Presentation College, Ballygarraun South,, Athenry,","L3103, Prospect, Athenry, Co. Galway, Ireland",53.29909139999999,-8.7619332
208,"Colaiste Sheosaimh, Gearrbhaile, Beál Átha na Slua","Ballinasloe, Co. Galway, Ireland",53.3287621,-8.2269467
209,"Ardscoil Mhuire, Mackney, Ballinasloe","Mackney, Ballinasloe, Co. Galway, H53 CP40, Ireland",53.32230389999999,-8.2467489
210,"Coláiste Mhuire, Ballygar, Co. Galway","Lower Main St, Tullyroe, Ballygar, Co. Galway, Ireland",53.5243338,-8.3215176
211,"St. Cuan's College, Castleblakeney, Ballinasloe","Castleblakeney National School, Ballinasloe, Castleblakeney, Co. Galway, Ireland",53.42894099999999,-8.4729768
212,"St Joseph's College, Nun's Island, Galway","Nun's Island, Galway, Ireland",53.2725622,-9.0579615
213,"Coláiste Iognáid S.J., Br. Na Mara, Gaillimh","Sea Rd, Galway, Ireland",53.2693582,-9.0616526
214,"St. Mary's College, St. Mary's Road, Galway","SAINT MARY'S COLLEGE, St Mary's Rd, Galway, Co. Galway, H91 H7F8, Ireland",53.2709827,-9.067082899999999
215,"Coláiste Einde, Threadneedle Road, Galway","Dr Mannix Road, Salthill, Co. Galway, H91 Y725, Ireland",53.2646873,-9.0830859
216,"Dominican College, Taylors Hill, Galway","Taylor's Hill Rd, Rosary Ln, Galway, Ireland",53.2687305,-9.075493699999999
217,"Jesus & Mary Secondary School, Threadneedle Road, Salthill","507 Mulberry St, Independence, KS 67301, USA",37.2467307,-95.7122751
218,"Presentation College, Headford, Co. Galway","Headford, Co. Galway, Ireland",53.4683378,-9.1110104
219,"Seamount College, Kinvara, Co Galway","Kinvarra, Dungory West, Kinvara, Co. Galway, Ireland",53.1387045,-8.9352155
220,"St Raphaels College, Loughrea, Co Galway","Cross St, Farranalynch, Loughrea, Co. Galway, Ireland",53.19990420000001,-8.5609795
221,"Holy Rosary College, Mountbellew, Co Galway","Mountbellew, Co. Galway, Ireland",53.4695915,-8.4974634
222,"Calasanctius College, Oranmore, Co Galway","Oranmore, Innplot, Oranmore, Co. Galway, Ireland",53.26764499999999,-8.9332681
223,"St Pauls, Oughterard, Co Galway","Carrowmanagh, Co. Galway, Ireland",53.4302059,-9.3291638
224,"Colaiste Chroi Mhuire, An Spideal, Co Na Gaillimhe","Bohoona East, Spiddal, Co. Galway, Ireland",53.2437593,-9.3074602
225,"St. Brigid's School, Convent Of Mercy, Tuam","Dublin Rd, Townparks (3rd Division), Tuam, Co. Galway, H54 F202, Ireland",53.5128392,-8.8478484
226,"Presentation College, Currylea, Tuam","Currylea, Tuam, Co. Galway, H54 V260, Ireland",53.5179802,-8.8490486
227,"Mercy College, Woodford, Loughrea","Woodford, Bolag, Woodford, Co. Galway, Ireland",53.0488882,-8.3971015
228,"Marist College, Retreat Road, Athlone","Retreat Rd, Cannonsfield, Athlone, Co. Westmeath, Ireland",53.4250057,-7.925893899999998
229,"Our Lady's Bower, Retreat Rd., Athlone","Retreat Rd, Aghacocara, Athlone, Co. Westmeath, Ireland",53.4225836,-7.9220011
230,"Meán Scoil an Chlochair, Kilbeggan, Co. Westmeath","Kilbeggan, Co. Westmeath, Ireland",53.3675844,-7.4931893
231,"Colaiste Mhuire,, Mullingar, Co. Westmeath","College St, Commons, Mullingar, Co. Westmeath, N91 AT04, Ireland",53.527257,-7.3468931
232,"St Finian's College, Mullingar, Co. Westmeath","Longford Rd, Ballyglass, Mullingar, Co. Westmeath, Ireland",53.5391773,-7.3554597
233,"Loreto College, Mullingar, Co Westmeath","Harbour Rd, Commons, Mullingar, Co. Westmeath, N91 PX98, Ireland",53.5297874,-7.346506000000001
234,"Wilson's Hospital School, Multyfarnham, Co Westmeath","Heathland, Co. Westmeath, N91 AX97, Ireland",53.61261529999999,-7.418688400000001
235,"St Joseph's Secondary School, Rochfortbridge, Co. Westmeath","Castlelost Road, Castlelost, Rochfortbridge, Co. Westmeath, Ireland",53.41407179999999,-7.302465300000001
236,"St. Mary's C.B.S., Borris Road, Portlaoise","Borris Rd, Ratheven, Portlaoise, Co. Laois, Ireland",53.0499161,-7.279241
237,"Scoil Chriost Ri, Presentation Secondary School, Borris Road","Borris Rd, Ratheven, Portlaoise, Co. Laois, Ireland",53.0487946,-7.2801655
238,"F.C.J. Secondary School, Bunclody, Enniscorthy","Bunclody, Ballinapark, Enniscorthy, Co. Wexford, Ireland",52.6565276,-6.646004
239,"St. Mary's C.B.S., Mill Park Road, Enniscorthy","Mill Park Rd, Enniscorthy, Co. Wexford, Ireland",52.49736040000001,-6.5690937
240,"Coláiste Bríde, Enniscorthy, Co Wexford","The Shannon, Templeshannon, Enniscorthy, Co. Wexford, Ireland",52.50187159999999,-6.5612254
241,"Christian Brothers Secondary School, Mountgarrett, New Ross","Mountgarrett Ln, Craywell, New Ross, Co. Wexford, Ireland",52.3989956,-6.9390784
242,"Good Counsel College, New Ross, Co Wexford","Bosheen St, Reddysland, New Ross, Co. Wexford, Ireland",52.3960173,-6.9313993
243,"St. Mary's Secondary School, Irishtown, New Ross","Irishtown, Morrissysland, New Ross, Co. Wexford, Ireland",52.3995627,-6.9307021
244,"Our Lady of Lourdes Secondary School, Rosbercon, New Ross","Co. Wexford7, 7 Upper, Upper Rosbercon, Thomastown Rd, Rosbercon, New Ross, Co. Wexford, Y34 FT82, Ireland",52.3985154,-6.9530036
245,"Christian Brothers Secondary School, Thomas St, Wexford","Thomas St, Slippery Green, Wexford, Ireland",52.333357,-6.4650908
246,"St Peter's College, Secondary School, Summerhill","2641 John F. Kennedy Blvd, Jersey City, NJ 07306, USA",40.7272231,-74.0715029
247,"Loreto Secondary School, Pembroke Hill, Ballynagee","Pembroke Hill, Ballynagee, Wexford, Co. Wexford, Ireland",52.3226218,-6.4854942
248,"Presentation Secondary School, Grogan's Road, Co. Wexford","Grogan's Rd, Slippery Green, Wexford, Co. Wexford, Y35 XV70, Ireland",52.3358143,-6.4644837
249,"Mercy Secondary School, Ballymahon, Co Longford","Ballymahon, Co. Longford, Ireland",53.56599300000001,-7.767396199999999
250,"Cnoc Mhuire, Granard, Co. Longford","Rathcronan, Granard, Co. Longford, Ireland",53.780259,-7.488388
251,"St. Mel's College, Longford, Co. Longford","St Mel's Rd, Deanscurragh, Longford, Ireland",53.7289198,-7.7937244
252,"Meán Scoil Muire, 5 St. Joseph's Road, Longford Town","5 St Joseph's Rd, Deanscurragh, Longford, Ireland",53.7254726,-7.7956046
253,"St. Joseph's C.B.S., Newfoundwell Rd, Drogheda","Newfoundwell Rd, Greenbatter, Drogheda, Co. Louth, Ireland",53.7242161,-6.331204899999999
254,"St Mary's Diocesan School, Beamore Road, Drogheda","Beamore Rd, Lagavooren, Drogheda, Co. Louth, Ireland",53.70851070000001,-6.3473845
255,"Our Lady's College, Greenhills, Drogheda","Greenhills, Drogheda, Co. Louth, Ireland",53.7202731,-6.3269481
256,"Sacred Heart Secondary School, Sunnyside, Drogheda","Sunnyside, Drogheda, Co. Louth, Ireland",53.7112734,-6.343114
257,"Drogheda Grammar School, Mornington Road, Drogheda","Mornington Rd, Stameen, Drogheda, Co. Meath, Ireland",53.7185462,-6.303513400000001
258,"Colaiste Rís, Sraid an tSéipéil, Dún Dealgan","46 Clanbrassil St, Townparks, Dundalk, Co. Louth, A91 F882, Ireland",54.0074434,-6.401475599999999
259,"St Mary's College, St.Marys College,, St. Marys Road,","1928 St Marys Rd, Moraga, CA 94575, USA",37.8413472,-122.1101354
260,"De La Salle College, Castleblayney Road, Dundalk","Castleblayney Road, Castletown, Dundalk, Co. Louth, Ireland",54.0164969,-6.4277799
261,"St Vincent's Secondary School, Seatown Place, Dundalk","Seatown Pl, Marshes Lower, Dundalk, Co. Louth, Ireland",54.005274,-6.391833999999999
262,"St Louis Secondary School, Dun Lughaidh, Dundalk","Castletown Rd, Castletown, Dundalk, Co. Louth, Ireland",54.0170012,-6.426256400000001
263,"Dundalk Grammar School, The Crescent, Dundalk","The Crescent, Cambrickville, Dundalk, Co. Louth, Ireland",53.9986444,-6.4088736
264,"Scoil Pól, Kilfinane, Co. Limerick","Kilfinnane, Kilfinane, Co. Limerick, Ireland",52.3616468,-8.472034899999999
265,"Glenstal Abbey School, Murroe, Co Limerick","Glenstal Abbey, Murroe, Co. Limerick, V94 HC84, Ireland",52.6606116,-8.388956499999999
266,"Scoil Mhuire & Íde, Newcastle West, Co Limerick","Green Ln, Carlow, Ireland",52.8381735,-6.9229213
267,"Salesian Secondary College, Don Bosco Road, Pallaskenry","Don Bosco Road, Ballydoole, Pallaskenry, Co. Limerick, V94 WP86, Ireland",52.6475376,-8.8577807
268,"Colaiste Mhichil, Sexton Street, Limerick","Sexton St, Limerick, V94 NF25, Ireland",52.6588659,-8.6223226
269,"Ardscoil Ris, North Circular Rd, Limerick","Ardscoil Rís, N Circular Rd, Limerick, Co. Limerick, V94 V602, Ireland",52.665479,-8.6408913
270,"St Clements College, Laurel Hill Avenue, South Circular Road","Laurel Hill Avenue, South Circular Road, Limerick, Ireland",52.65570940000001,-8.6382446
271,"St Munchin's College, Corbally, Limerick","Corbally Rd, Limerick, Ireland",52.6820057,-8.614065799999999
272,"Coláiste Nano Nagle, Sexton Street, Limerick","20 Sexton St, Limerick, V94 R5P8, Ireland",52.6601486,-8.6218387
273,"Laurel Hill Secondary School FCJ, Laurel Hill Secondary School FCJ, South Circular Road","S Circular Rd, Laurel Hill Ave, Limerick, Ireland",52.6549898,-8.6363918
274,"Laurel Hill Coláiste FCJ, Cnoc Na Labhras, Luimneach","Laurel Hill Ave, S Circular Rd, Limerick, V94 CR26, Ireland",52.6549898,-8.6363918
275,"Ardscoil Mhuire, Corbally, Limerick","Corbally, Limerick, Co. Limerick, V94 X2TW, Ireland",52.6702789,-8.614584899999999
276,"Villiers Secondary School, North Circular Road, Limerick","N Circular Rd, Limerick, Ireland",52.66159829999999,-8.6584185
277,"St Patrick's Classical School, Moatlands, Navan","Moatlands, Navan, Co. Meath, Ireland",53.6521339,-6.6980264
278,"St. Joseph's Secondary School, Navan,, Brew's Hill, Navan","Convent of Mercy, Brews Hill, Dillonsland, Navan, Co. Meath, C15 HW32, Ireland",53.6502756,-6.688175299999999
279,"Loreto Secondary School, St Michaels, Navan","Saint Michael's, Athlumney, Navan, Co. Meath, C15 YF83, Ireland",53.6520087,-6.676240099999999
280,"Eureka Secondary School, Cavan Rd, Kells","Cavan Rd, Townparks, Kells, Co. Meath, A82 R6C4, Ireland",53.7304775,-6.886061499999999
281,"Franciscan College, Franciscan College, Gormanston","Gormanston, Co. Meath, Ireland",53.6344819,-6.2358322
282,"Scoil Mhuire, Patrick Street, Trim","Patrick St, Trim, Co. Meath, Ireland",53.5524517,-6.790107
283,"Balla Secondary School, Balla, Castlebar","Balla, Moat, Castlebar, Co. Mayo, Ireland",53.8071689,-9.1375791
284,"St Muredachs College, Sligo Road, Ballina","Sligo Rd, Abbeyhalfquarter, Ballina, Co. Mayo, Ireland",54.1151634,-9.1430837
285,"St. Mary's Secondary School, Convent Hill, Ballina","Convent Hill, Ballina, Co. Mayo, Ireland",54.11580439999999,-9.1628981
286,"Our Lady's Secondary School, Belmullet via Ballina, Co Mayo","Belmullet, Co. Mayo, Ireland",54.2135644,-9.9824053
287,"St. Geralds College, Newport Road, Castlebar","Newport Rd, Garryduff, Castlebar, Co. Mayo, Ireland",53.8574365,-9.3080468
288,"St Joseph's Secondary School, Castlebar, Co Mayo","Gorteendrunagh, Castlebar, Co. Mayo, Ireland",53.85583829999999,-9.2908054
289,"Coláiste Cholmáin, Claremorris, Co Mayo","Knock Rd, Castlegar, Claremorris, Co. Mayo, Ireland",53.73513149999999,-8.9808415
290,"Mount St Michael, Claremorris, Co. Mayo","Convent of Mercy, Claremount, Claremorris, Co. Mayo, Ireland",53.732416,-9.0014401
291,"Jesus & Mary Secondary School, Gortnor Abbey, Crossmolina","507 Mulberry St, Independence, KS 67301, USA",37.2467307,-95.7122751
292,"St Joseph's Secondary School, Foxford, Co Mayo","Providence Rd, Foxford, Co. Mayo, Ireland",53.9817013,-9.111371499999999
293,"Sancta Maria College, Louisburgh, Co Mayo","Louisburgh, Clooncarrabaun, Louisburgh, Co. Mayo, Ireland",53.76468999999999,-9.8057109
294,"Scoil Muire Agus Padraig, Swinford, Co Mayo","1 Church View, Swineford, Swinford, Co. Mayo, F12 K729, Ireland",53.9419276,-8.9522376
295,"Coláiste Mhuire, Tuar Mhic Éadaigh, Clar Cloinne Mhuiris","Carheen, Tourmakeady, Co. Mayo, Ireland",53.6654081,-9.350634
296,"Rice College, Westport, Co Mayo","Castlebar Rd, Carrowbeg, Westport, Co. Mayo, Ireland",53.80121339999999,-9.5125995
297,"Sacred Heart School, Westport, Co Mayo","Castlebar Rd, Carrowbeg, Westport, Co. Mayo, Ireland",53.8012648,-9.517559499999999
298,"Patrician High School, Carrickmacross, Co. Monaghan","Cloghvally Upper, Carrickmacross, Co. Monaghan, Ireland",53.98273349999999,-6.716467
299,"St Louis Secondary School, Carrickmacross, Co. Monaghan","1 R179, Drummond Etra, Co. Monaghan, Ireland",53.9733154,-6.7184699
300,"Our Lady's Secondary School, Castleblayney, Co. Monaghan","Castleblayney, Moraghy, Castleblayney, Co. Monaghan, Ireland",54.1192092,-6.7432266
301,"St. Macartan's College, Monaghan, Co. Monaghan","Mullamurphy, Co. Monaghan, Ireland",54.2639066,-6.9562484
302,"St. Louis Secondary School, Monaghan, Co. Monaghan","Mullaghmonaghan, Monaghan, Ireland",54.2449085,-6.972751199999999
303,"Monaghan Collegiate School, Corlatt, Monaghan","Corlatt, Corlat, Monaghan, Ireland",54.2412459,-6.9395153
304,"Scoil na mBraithre, Mitchell Street, Dungarvan","Mitchell St, Dungarvan, Co. Waterford, Ireland",52.0878205,-7.6227649
305,"St Augustines College, Abbeyside, Dungarvan","Abbeyside, Dungarvan, Co. Waterford, Ireland",52.100178,-7.591895999999998
306,"Ard Scoil na nDeise, Convent Rd., Dungarvan","Sli Na Mara, Convent Row, Dungarvan, Co. Waterford, Ireland",52.0873907,-7.618377799999999
307,"C.B.S. Mount Sion, Waterford, Barrack Street, Waterford City","Barrack St, Waterford, Ireland",52.2562428,-7.1167978
308,"Waterpark College, Park Road, Newtown Road","Swiss Cottage Newtown Rd, Waterford, X91 D40P, Ireland",52.2559279,-7.1015948
309,"De La Salle College, Newtown, Waterford","Newtown Road Lower, Waterford, Ireland",52.253541,-7.102575
310,"Presentation Secondary School, Cannon Street, Waterford","Cannon St, Waterford, X91 V23C, Ireland",52.2523649,-7.1266147
311,"Our Lady of Mercy Secondary School, Ozanam St., Waterford","Ozanam St, Waterford, Ireland",52.260354,-7.1273478
312,"St Angela's Secondary School, Ursuline Convent, Waterford","Ballytruckle Rd, Waterford, Ireland",52.24594949999999,-7.113759099999999
313,"Newtown School, Newtown Road, Waterford City","Newtown Rd, Waterford, Ireland",52.2517964,-7.100313
314,"C.B.S. Roscommon, Abbeytown, Galway Rd.","Abbeytown, Ballypheasan, Roscommon, Co. Roscommon, Ireland",53.62656699999999,-8.19538
315,"Scoil Muire gan Smal, Convent of Mercy, Roscommon Town","Convent of Mercy, Convent Rd, Ardnanagh, Roscommon, Ireland",53.6273661,-8.197550099999999
316,"Scoil Mhuire, Strokestown, Co Roscommon","Strokestown, Lisroyne, Strokestown, Co. Roscommon, Ireland",53.7774271,-8.1123617
317,"St Marys College, Ballysadare, Co Sligo","Ballysadare, Knockmuldoney, Ballisodare, Co. Sligo, Ireland",54.2100573,-8.5115243
318,"Coláiste Muire, Ballymote, Co Sligo","Convent of Mercy, Carrowcauly, Ballymote, Co. Sligo, Ireland",54.0939456,-8.5138488
319,"Jesus & Mary Secondary School, Enniscrone, Co Sligo","507 Mulberry St, Independence, KS 67301, USA",37.2467307,-95.7122751
320,"Summerhill College, College Road, Sligo","College Road, Knocknaganny, Sligo, Ireland",54.2660018,-8.4795059
321,"Ursuline College, Finisklin, Sligo","F91 FW54 Ursuline Convent, Finisklin Rd, Cartron, Sligo, Ireland",54.276066,-8.4876003
322,"Mercy College, Chapel Hill, Sligo","Chapel Hill, Abbeyquarter South, Sligo, Ireland",54.26728300000001,-8.4670677
323,"Sligo Grammar School, The Mall, Sligo","The Mall, Rathquarter, Sligo, Ireland",54.27296519999999,-8.463732
324,"Presentation Secondary School, Ballingarry, Thurles","Ballingarry, Ballingarry Lower, Ballingarry, Co. Tipperary, Ireland",52.5897416,-7.565555399999999
325,"St Josephs College, Pallas Street, Borrisoleigh","1 Pallas St, Borrisland South, Borrisoleigh, Co. Tipperary, E41 X228, Ireland",52.748946,-7.9599165
326,"Edmund Rice Secondary School, Mount St. Nicholas, Carrick-on-Suir","Unnamed Road, Ballylynch, Carrick-On-Suir, Co. Tipperary, Ireland",52.3485447,-7.3993788
327,"Scoil Mhuire, Greenhill, Carrick-On-Suir","Greenhill, Carrick-On-Suir, Co. Tipperary, E32 WN66, Ireland",52.3504642,-7.4014202
328,"Rockwell College, Cashel, Co Tipperary","Carrigeen, Rockwell College, Co. Tipperary, Ireland",52.45782939999999,-7.892742800000001
329,"Árdscoil na mBráithre, Kickham Street, Clonmel","35 Kickham St, Burgagery-Lands East, Clonmel, Co. Tipperary, Ireland",52.35692330000001,-7.6985544
330,"Loreto Secondary School, Coleville Rd,, Clonmel,","Loreto Secondary School, Coleville Rd, Raheen, Clonmel, Co. Tipperary, Ireland",52.3503221,-7.694129599999999
331,"Presentation Secondary School, Clonmel, Co Tipperary","Dungarvan Rd, Greenan, Clonmel, Co. Tipperary, Ireland",52.3487105,-7.717249
332,"Patrician Presentation, Rocklow Rd., Fethard","Rocklow Rd, Fethard, Co. Tipperary, Ireland",52.4684524,-7.698131999999999
333,"St. Joseph's C.B.S, Summerhill, Nenagh","Summerhill, Nenagh North, Nenagh, Co. Tipperary, Ireland",52.8665478,-8.193019399999999
334,"St Mary's Secondary School, Nenagh, Co Tipperary","Nenagh, Nenagh North, Nenagh, Co. Tipperary, Ireland",52.8650613,-8.2017081
335,"St. Mary's Secondary School, Church Road, Newport","Queen's Hill, Newport NP20 5HJ, UK",51.592019,-3.0011204
336,"Cistercian College, Roscrea, Co. Tipperary","Mount St Joseph Abbey, Mountheaton, Roscrea, Co. Tipperary, Ireland",52.9626356,-7.8548206
337,"Our Ladys Secondary School, Templemore, Co. Tipperary","Sisters of Mercy Convent, Church Ave, Kiltillane, Templemore, Co. Tipperary, Ireland",52.7971606,-7.829430700000001
338,"C.B.S. Thurles, Rossa St, Thurles","O'Donovan Rossa St, Thurles Townparks, Thurles, Co. Tipperary, Ireland",52.6811987,-7.8142163
339,"Presentation Secondary School, Thurles, Co Tipperary","Monacocka, Thurles, Co. Tipperary, Ireland",52.6813991,-7.807271699999999
340,"Ursuline Secondary School, Thurles, Co. Tipperary","Ursuline Secondary School, Smith O'Brien St, Monacocka, Thurles, Co. Tipperary, Ireland",52.6810604,-7.812008499999999
341,"The Abbey School, Station Road, Tipperary Town","Station Road, Town Lot, Tipperary, Ireland",52.4713498,-8.1592793
342,"St. Anne's Secondary School, St. Anne's Secondary School, Rosanna Road","Rosanna Rd, Carrownreddy, Tipperary, Ireland",52.47842,-8.162647
343,"St Mary's Secondary School, Edenderry, Co Offaly","Edenderry, Co. Offaly, Ireland",53.3398252,-7.0598529
344,"Colaiste Choilm, O'Moore Street, Tulach Mhor","Tullamore, Co. Offaly, Ireland",53.27043519999999,-7.4904158
345,"Sacred Heart Secondary School, Daingean Road, Tullamore","Daingean Rd, Tullamore, Co. Offaly, Ireland",53.27666019999999,-7.485135099999999
346,"Killina Presentation Secondary School, Rahan, Tullamore","Rahan Rd, Killina, Tullamore, Co. Offaly, Ireland",53.2708404,-7.5961768
347,"St Nathy's College, Ballaghaderreen, Co Roscommon","Chapel Street, Ballaghadereen, Co. Roscommon, Ireland, Co. Roscommon, Ireland",53.90419,-8.581287999999999
348,"Coláiste Íosagáin, Portarlington, Co. Laois","Kilmalogue, Portarlington, Co. Offaly, Ireland",53.1620053,-7.2038984
349,"Mercy Secondary School Mounthawk, Mounthawk,, Tralee,","R551, Mounthawk, Tralee, Co. Kerry, Ireland",52.28358619999999,-9.724129
350,"John Scottus Secondary School, Old Conna, Ferndale Road","Old Conna House, Ferndale Rd, Oldconnaught, Rathmichael, Co. Dublin, Ireland",53.217562,-6.1379512
351,"Gael-Choláiste Chill Dara, Seanbhóthar Luimnigh, Nás na Ríogh","R445, Naas West, Naas, Co. Kildare, Ireland",53.21580460000001,-6.669170100000001
352,"St. Jarlaths College, TUAM, CO GALWAY","Bishop St, Townparks (4th Division), Tuam, Co. Galway, Ireland",53.5153514,-8.8478015
353,"MEAN SCOIL NUA AN LEITH TRIUIGH, CAISLEAN GHRIAIRE, CO CHIARRAI","Mean Scoil Nua an Leith Triuigh, Castlegregory, Co. Kerry, Ireland",52.2550173,-10.0179768
354,"Árdscoil na Trionóide, Rathstewart, Athy","1 Lower St Joseph's Terrace, Athy, Co. Kildare, Ireland",52.9946645,-6.984125499999999
355,"Gaelcholáiste Phort Láirge, Cúirt An Easpaig, Baile Gunnair","Bishopscourt, Ballygunner, Waterford, Ireland",52.2285219,-7.0683436
356,"Meanscoil Gharman, Teach Choill an Bhrúnaigh, Coill an Bhrúnaigh","Brownswood House, Brownswood, Enniscorthy, Co. Wexford, Ireland",52.4733379,-6.5580411
357,"Temple Carrig Secondary School, Temple Carrig, Greystones","Greystones, Co. Wicklow, Ireland",53.1527901,-6.0851705
358,"Coláiste Ghlór na Mara, Bóthar na hAille, Baile Brigín","Naul Rd, Clogheder, Balbriggan, Co. Dublin, Ireland",53.607046,-6.2076958
359,"Le Cheile Secondary School, Hollystown Road, Tyrrelstown","Hollystown Rd, Hollystown, Dublin, D15 HC2P, Ireland",53.4244577,-6.3860471
360,"Hansfield ETSS, Barnwell Road, Hansfield","Barnwell Rd, Hansfield, Dublin, Ireland",53.39061659999999,-6.4446052
361,"Scoil na Tríonóide Naofa, Doon, Co Limerick","Lisgaugh, Doon, Co. Limerick, Ireland",52.6008025,-8.2444812
362,"Ard Scoil na Mara, Tramore, Tramore","Summerhill, Tramore West, Tramore, Co. Waterford, X91 Y981, Ireland",52.1617916,-7.1599201
363,"Gaelcholáiste an Phiarsaigh, An Mhainistir, Bóthar na Gráinsí","Rathfarnham, Dublin, Ireland",53.2924281,-6.2800525
364,"New Cross College, Cappagh Road, Finglas","Cappagh Rd, Finglas West, Dublin 11, Ireland",53.3920357,-6.3231647
365,"Stepaside Educate Together Secondary School, Belarmine Vale, Belarmine","Belarmine Vale, Kilgobbin, Stepaside, Co. Dublin, D18 H7W6, Ireland",53.2602635,-6.2166299
366,"North Wicklow Educate Together Secondary School, Putland Road, Bray","Putland Rd, Newcourt, Bray, Co. Wicklow, A98 CK73, Ireland",53.192844,-6.101418
367,"Bremore Educate Together Secondary School, Stephenstown Campus, Naul Road","Stephenstown Campus, Clogheder, Balbriggan, Co. Dublin, K32 AD90, Ireland",53.6048944,-6.2037184
368,"Cork Educate Together Secondary School, c/o Griffith College, Wellington Road","c/o Griffith College, Wellington Rd, Cork, Ireland",51.9042981,-8.4601351
369,"Edmund Rice College, Carrigaline, Co. Cork","Kilnaglery, Co. Cork, Ireland",51.8083828,-8.3818967
370,"Our Lady's College, Newtownsmith, Galway","Newtownsmith, Galway, Ireland",53.2747947,-9.0540383
371,"Sandymount Park Educate Together Secondary School, The Sandymount Building, 16 Simmonscourt Road","Sandymount Buildings, The, 16 Simmonscourt Rd, Dublin 4, Ireland",53.3259998,-6.225888899999999
372,"Edmund Rice College, Mill Road, Blanchardstown","Mill Rd, Blanchardstown, Dublin, Ireland",53.3895364,-6.3720367
373,"Firhouse Educate Together Secondary School, Firhouse, Dublin 24","South Dublin, Tallaght, Dublin, Ireland",53.2764338,-6.338069700000001
374,"Malahide & Portmarnock Secondary School, Swords Enterprise Park, Feltrim Road","Malahide, Co. Dublin, Ireland",53.4509236,-6.1501378
375,"Limerick City East Secondary School, Limerick City East, Limerick","R859, Moneteen, Limerick, Ireland",52.63256029999999,-8.6843176
376,"Coláiste Chiaráin, Summerhill, Athlone","Summerhill, Crannagh, Athlone, Co. Roscommon, Ireland",53.40924589999999,-7.9876231
377,"Wicklow Educate Together Secondary School, Crinion Park, Wicklow Town","Crinion Park, Corporation Lands, Wicklow, Ireland",52.9778922,-6.0367947
378,"Donaghmede Howth Educate Together Secondary School, Grange Abbey Road, Dublin 13","Belmayne North, Donaghmede, Dublin 13, Ireland",53.4048048,-6.168488300000001
379,"Galway City & Oranmore Educate Together Secondary School, Grianach House, Murrough","Galway, Ireland",53.270668,-9.0567905
380,"Laytown & Drogheda Educate Together Secondary School, c/o Laytown Bettystown Youtreach, Coast Road","Laytown, Co. Meath, Ireland",53.68063009999999,-6.2374498
381,"Balbriggan Community College, Pine Ridge, Chapel St.","Pine Ridge, Chapel St, Tankardstown, Balbriggan, Co. Dublin, K32 HE19, Ireland",53.61044279999999,-6.1901239
382,"Grange Community College, Grange Abbey Road, Donaghmede","Grange Abbey Rd, Donaghmede, Dublin 13, D13 RW28, Ireland",53.3993106,-6.1558248
383,"Coláiste de hÍde, Br Chaisleáin Thigh Mótháin, Tamhlacht","Bóthar Chaisleáin Thigh Mothain, Tamhlacht, Tymon North, Dublin, Ireland",53.3012174,-6.348457000000001
384,"Deansrath Community College, Westbourne Rise, Clondalkin","Westbourne Rise, Deansrath, Dublin 22, Ireland",53.3241682,-6.4203392
385,"Collinstown Park Community College, Neilstown Rd., Rowlagh","Neilstown Rd, Neillstown, Dublin 22, Ireland",53.34123599999999,-6.396114
386,"St. Kevin's Community College, Fonthill Road, Clondalkin","Fonthill Rd, Clondalkin, Dublin 22, Co. Dublin, Ireland",53.35264530000001,-6.4052757
