id,formatted_address,lat,lng,county,address,dateofsale,euro_price
580,"Riversdale, Upper Dargle Rd, Kilbride, Bray, Co. Wicklow, Ireland",53.1949268,-6.1330155,Wicklow,"54 RIVERSDALE, UPPER DARGLE RD, BRAY",30/10/2020,215000.00
577,"54 Townparks Manor, Rockfield, Kells, Co. Meath, A82 D1V7, Ireland",53.7165701,-6.8840383,Meath,"54 TOWNSPARK MANOR, ROCKFIELD RDOAD, KELLS",30/10/2020,332500.00
582,"56 Old Kilmainham, Kilmainham, Dublin 8, D08 A8PF, Ireland",53.340617,-6.3057632,Dublin,"56 OLD KILMAINHAM, DUBLIN 8",30/10/2020,325000.00
578,"Riversdale, Upper Dargle Rd, Kilbride, Bray, Co. Wicklow, Ireland",53.1949268,-6.1330155,Wicklow,"56 RIVERSDALE, UPPER DARGLE RD, BRAY",30/10/2020,210000.00
551,"Riversdale, Upper Dargle Rd, Kilbride, Bray, Co. Wicklow, Ireland",53.1949268,-6.1330155,Wicklow,"59 RIVERSDALE, UPPER DARGLE RD, BRAY",30/10/2020,245000.00
549,"Blackthorn, Dublin, Ireland",53.2779697,-6.2168677,Dublin,"607 THE EDGES, BEACON SOUTH QUARTER, SANDYFORD DUBLIN 18",30/10/2020,315000.00
547,"65 Clonuske Dr, Bremore, Balbriggan, Co. Dublin, K32 KH58, Ireland",53.6161848,-6.1997591,Dublin,"65 CLONUSKE DR, BALBRIGGAN, DUBLIN",30/10/2020,197000.00
544,"Riversdale, Upper Dargle Rd, Kilbride, Bray, Co. Wicklow, Ireland",53.1949268,-6.1330155,Wicklow,"68 RIVERSDALE, UPPER DARGLE RD, BRAY",30/10/2020,260000.00
512,"7 Clarinda Park E, Dún Laoghaire, Dublin, A96 AP20, Ireland",53.2884658,-6.1307263,Dublin,"7 CLARINDA PARK EAST, DUN LAOGHAIRE, PARK EAST",30/10/2020,1650000.00
444,"7 The Old Golf Links, Abbotts Hill, Malahide, Co. Dublin, K36 H674, Ireland",53.4489483,-6.145242,Dublin,"7 THE OLD GOLF LINKS, MALAHIDE, CO DUBLIN",30/10/2020,1750000.00
525,"70 Cluain Cairn, Station Rd, Carrigtohill, Co. Cork, T45 KT38, Ireland",51.9137522,-8.2595425,Cork,"70 CLUAIN CAIRN, CORK",30/10/2020,244500.00
530,"71 Redford Park, Rathdown Lower, Greystones, Co. Wicklow, A63 FD88, Ireland",53.1553178,-6.0783046,Wicklow,"71 REDFORD PARK, GREYSTONES, WICKLOW",30/10/2020,415000.00
513,"Riversdale, Upper Dargle Rd, Kilbride, Bray, Co. Wicklow, Ireland",53.1949268,-6.1330155,Wicklow,"71 RIVERSDALE, UPPER DARGLE RD, BRAY",30/10/2020,265000.00
524,"72 Ardmore Park, Dún Laoghaire, Dublin, A96 KA48, Ireland",53.2818502,-6.1495298,Dublin,"72 ARDMORE PARK, KILL AVENUE, DUN LAOGHAIRE",30/10/2020,485000.00
514,"Riversdale, Upper Dargle Rd, Kilbride, Bray, Co. Wicklow, Ireland",53.1949268,-6.1330155,Wicklow,"72 RIVERSDALE, UPPER DARGLE RD, BRAY",30/10/2020,265000.00
526,"La Vallee, Killarney, Bray, Co. Wicklow, Ireland",53.196043,-6.131608,Wicklow,"74 LA VALLEE, UPPER DARGLE RD, BRAY",30/10/2020,300000.00
440,"8 Ballymoneen Rd, Ashleigh Grove, Knocknacarra, Galway, H91 E30Y, Ireland",53.2649136,-9.1163738,Galway,"8 ASHLEIGH GROVE, BALLYMONEEN RD, KNOCKNACARRA",30/10/2020,356500.00
443,"Lisloose, Co. Kerry, Ireland",52.2877023,-9.7043411,Kerry,"8 CÚIL FUINE, LISLOOSE, TRALEE",30/10/2020,145000.00
431,"8 Ferncarrig Ct, Murphystown, Dublin 18, D18 C2F4, Ireland",53.2649877,-6.21819,Dublin,"8 FERNCARRIG COURT, SANDYFORD, DUBLIN 18",30/10/2020,511000.00
428,"8 Browneshill Rd, Sharon Ave, Chapelstown, Carlow, R93 X0D7, Ireland",52.8348836,-6.8988395,Carlow,"8 SHARON AVE, BROWNESHILL RD, CARLOW",30/10/2020,225000.00
432,"Cornamucklaglass, Ballybay, Co. Monaghan, Ireland",54.1294617,-6.9027864,Monaghan,"8 SRUTHAN CADAGH, BALLYBAY, CO MONAGHAN",30/10/2020,125000.00
424,"Riversdale, Upper Dargle Rd, Kilbride, Bray, Co. Wicklow, Ireland",53.1949268,-6.1330155,Wicklow,"80 RIVERSDALE, UPPER DARGLE RD, BRAY",30/10/2020,265000.00
441,"Riversdale, Upper Dargle Rd, Kilbride, Bray, Co. Wicklow, Ireland",53.1949268,-6.1330155,Wicklow,"85 RIVERSDALE, UPPER DARGLE RD, BRAY",30/10/2020,225000.00
421,"7 Ellis Quay, Dublin 7, Ireland",53.34702,-6.282977,Dublin,"88 CLIFDEN COURT, ELLIS QUAY, DUBLIN 7",30/10/2020,296000.00
445,"Knocknacarra Rd, Galway, Ireland",53.2610211,-9.1009772,Galway,"9 ACRES, KNOCKNACARRA RD, SALTHILL",30/10/2020,204000.00
632,"The Avenue, Newtown Hall, Collegeland, Maynooth, Co. Kildare, Ireland",53.3772038,-6.6070159,Kildare,"9 THE AVENUE, NEWTOWN HALL, MAYNOOTH",30/10/2020,425000.00
446,"Riversdale, Upper Dargle Rd, Kilbride, Bray, Co. Wicklow, Ireland",53.1949268,-6.1330155,Wicklow,"90 RIVERSDALE, UPPER DARGLE RD, BRAY",30/10/2020,270000.00
438,"Flat 1, 91 S Circular Rd, Portobello, Dublin, D08 P897, Ireland",53.3319829,-6.2740792,Dublin,"91 CIRCULAR RD SOUTH, APT 1, PORTOBELLO",30/10/2020,1070000.00
434,"Riversdale, Upper Dargle Rd, Kilbride, Bray, Co. Wicklow, Ireland",53.1949268,-6.1330155,Wicklow,"91 RIVERSDALE, UPPER DARGLE RD, BRAY",30/10/2020,275000.00
420,"Millennium Tower, Ground Floor, Charlotte Quay Dock, Ringsend Rd, Dublin 4, Ireland",53.3428191,-6.2370026,Dublin,"92 THE WATERSIDE, CHARLOTTE QUAY, RINGSEND DUBLIN 4",30/10/2020,375000.00
418,"Riversdale, Upper Dargle Rd, Kilbride, Bray, Co. Wicklow, Ireland",53.1949268,-6.1330155,Wicklow,"95 RIVERSDALE, UPPER DARGLE RD, BRAY",30/10/2020,225000.00
427,"97 Avoca Park, Carrysfort, Blackrock, Co. Dublin, A94 C9C5, Ireland",53.2943666,-6.1862748,Dublin,"97 AVOCA PARK, AVOCA AVE, BLACKROCK",30/10/2020,980000.00
630,"Prospect Hill, Finglas Rd, Finglas South, Dublin 11, Ireland",53.3804835,-6.2906337,Dublin,"APT 10 BLOCK 1, PROSPECT HILL, FINGLAS DUBLIN 11",30/10/2020,220000.00
473,"Apartment 13, Mariner's View, Kimberley Rd, Rathdown Lower, Greystones, Co. Wicklow, Ireland",53.1461594,-6.0612634,Wicklow,"APT 2 MARINERS VIEW, KIMBERLY RD, GREYSTONES",30/10/2020,390000.00
560,"Coolishal, Co. Wexford, Ireland",52.2394101,-6.7133708,Wexford,"COOLISHAL, DUNCORMICK, WEXFORD",30/10/2020,375000.00
562,"Fastnet View, Aghadown, Church Cross, Co. Cork, Ireland",51.5425567,-9.382515,Cork,"FASTNET VIEW, THE PADDOCK, CHURCH CROSS SKIBBEREEN",30/10/2020,200000.00
647,"Monfin, Co. Wexford, Ireland",52.4803875,-6.5879766,Wexford,"GLEANN NA HANNA, MONFIN, ENNISCORTHY",30/10/2020,275000.00
644,"Colla Road, Co. Cork, Ireland",51.5179408,-9.5464041,Cork,"GRANVILLE, COLLA RD, SCHULL",30/10/2020,450000.00
652,"Knockranny, Co. Mayo, Ireland",53.7990017,-9.5088156,Mayo,"KNOCKRANNY VILLAGE, KNOCKRANNY, WESTPORT",30/10/2020,445000.00
643,"Leshemstown, Killeen Castle, Co. Meath, Ireland",53.5141234,-6.5781314,Meath,"LESHAMSTOWN, DRUMREE, MEATH",30/10/2020,230000.00
649,"Market St, Townplots East, Killala, Co. Mayo, Ireland",54.2122122,-9.2215382,Mayo,"MARKET STREET, KILLALA, CO MAYO",30/10/2020,25000.00
664,"Kia Ora, Courteencurragh, Gorey, Co. Wexford, Y25 RX60, Ireland",52.6757005,-6.2511283,Wexford,"MUCKLOW FARM, GOREY, CO WEXFORD",30/10/2020,210000.00
655,"Pilltown, Co. Waterford, Ireland",51.9729875,-7.8082982,Cork,"PILLTOWN COTTAGE, KINSALEBEG, WATERFORD",30/10/2020,160000.00
661,"Kit Ahern Rd, Co. Kerry, Ireland",52.5096599,-9.6730783,Kerry,"ROCKAWAY HOUSE, KIT AHERNE ROAD, BALLYBUNNION",30/10/2020,212500.00
656,"1-11 St Patrick's Rd, Limerick, V94 A4AA, Ireland",52.6629105,-8.6044851,Limerick,"SRUTHAN, BARNAKYLE, PATRICKSWELL",30/10/2020,255000.00
538,"Carrickboy, Co. Longford, Ireland",53.6323765,-7.6862179,Longford,"THE SHAMBLES, CARRICKBOY, LONGFORD",30/10/2020,225000.00
540,"Turlough Rd, Castlebar, Co. Mayo, Ireland",53.8663025,-9.2888449,Mayo,"TURLOUGH VILLAGE, WILLOW HOUSE, CASTLEBAR",30/10/2020,185000.00
533,"Dranagh, Co. Wexford, Ireland",52.5340727,-6.4032587,Wexford,"WHITE HAVEN, DRANAGH, NEAR BOOLAVOGUE",30/10/2020,295000.00
599,"21, Dromina, Meadowside, Co. Cork, P56 E298, Ireland",52.314805,-8.803364,Cork,"21 MEADOWSIDE, DROMINA, CORK",30/10/2020,157000.00
767,"1 Lissenfield, Rathmines, Dublin 6, D06 DF72, Ireland",53.3277508,-6.2659712,Dublin,"1 LISSENFIELD, RATHMINES RD LOWER, DUBLIN 6",29/10/2020,280000.00
770,"Cathedral Pl, Limerick, V94 H521, Ireland",52.66248,-8.6171674,Limerick,"1 ST JOHNS COURT, CATHEDRAL PLACE, LIMERICK",29/10/2020,85000.00
753,"Castlegate House, 2 Adamstown Ave, Adamstown, Dublin, K78 NH94, Ireland",53.3367134,-6.4584988,Dublin,"102 CASTLEGATE WAY, ADAMSTOWN CASTLE, LUCAN",29/10/2020,230000.00
748,"11 The Ave Carrickmines Manor, Dublin, Ireland",53.2479234,-6.1802655,Dublin,"11 THE AVENUE, CARRICKMINES MANOR, CARRICKMINES",29/10/2020,550660.79
755,"Ashley, 123 Whitehall Rd, Terenure, Dublin, D12 T0FN, Ireland",53.3090629,-6.3156137,Dublin,"123 WHITEHALL RD, TERENURE, DUBLIN 12",29/10/2020,550000.00
739,"Dunlo Harbour, Harbour Rd, Townparks, Ballinasloe, Co. Galway, Ireland",53.3268511,-8.2210543,Galway,"13 DUNLO HARBOUR, BALLINASLOE, COUNTY GALWAY",29/10/2020,73000.00
733,"Apartment 12, Mount Usher Court, Ashford, Co. Wicklow, Ireland",53.0119991,-6.1076658,Wicklow,"17 MOUNT USHER COURT, ASHFORD, WICKLOW",29/10/2020,190000.00
732,"175 James St, Saint James' (part of Phoenix Park), Dublin 8, D08 RX5V, Ireland",53.3423999,-6.2945669,Dublin,"175 JAMESS ST, DUBLIN 8, DUBLIN",29/10/2020,415000.00
776,"19 Beechville, Clonard Rd, Whitemill North, Wexford, Y35 V8V0, Ireland",52.3333489,-6.4864418,Wexford,"19 BEECHVILLE, CLONARD, WEXFORD",29/10/2020,150000.00
773,"14 gort na carraige, Carrowbeg North, Corrandulla, Co. Galway, Ireland",53.399109,-8.995537,Galway,"19 GORT NA CARRIAGE, CORRANDULLA, GALWAY",29/10/2020,220000.00
763,"Northwood Avenue & Parklands, Santry Demesne, Dublin, Ireland",53.4054131,-6.2498634,Dublin,"195 PARKLANDS, NORTH WOOD, SANTRY DUBLIN 9",29/10/2020,245000.00
810,"22 Ashford Downs, Ashford, Co. Wicklow, A67 KD58, Ireland",53.0077493,-6.1090758,Wicklow,"22 ASHFORD DOWNS, ASHFORD, WICKLOW",29/10/2020,425000.00
804,"22 Grangefield, Kingstown, Dublin 16, D16 HF67, Ireland",53.2709148,-6.2526868,Dublin,"22 GRANGEFIELD, BREHON FIELD RD, RATHFARNHAM DUBLIN 16",29/10/2020,550000.00
807,"22 Grove Rd, The Sycamores, Malahide, Co. Dublin, K36 CD30, Ireland",53.4483132,-6.1486949,Dublin,"22 THE SYCAMORES, GROVE RD, MALAHIDE",29/10/2020,835000.00
809,"23 Páirc Na Sráide, Glenville, Co. Cork, T56 RP82, Ireland",52.0470351,-8.4226205,Cork,"23 PAIRC NA SRAIDE, GLENVILLE, CORK",29/10/2020,136000.00
710,"25 Manor Orchards, Thornbury View, Cork, T12 TYR2, Ireland",51.8724685,-8.3939492,Cork,"25 MANOR ORCHARDS, THORNBURY VIEW, ROCHESTOWN",29/10/2020,355000.00
709,"26 Castleview Pl, Broadmeadow, Swords, Co. Dublin, K67 T211, Ireland",53.4722833,-6.2362439,Dublin,"26 CASTLEVIEW PLACE, RIVERSIDE, SWORDS",29/10/2020,313513.00
713,"29 Woodlawn, Togher, Cork, Ireland",51.8774837,-8.4896429,Cork,"29 WOODLAWN, TRAMORE RD, CORK",29/10/2020,266500.00
842,"3 Dorset Ln, Mountjoy, Dublin, D01 P7X8, Ireland",53.3592293,-6.2607503,Dublin,"3 DORSET LANE, DUBLIN 1",29/10/2020,150000.00
716,"30 Springhill Park, Dalkey, Co. Dublin, A96 FW29, Ireland",53.2737733,-6.1187917,Dublin,"30 SPRINGHILL PARK, KILLINEY, DUBLIN",29/10/2020,575000.00
717,"31 The Meadows, Tonbwee, Co. Kerry, Ireland",52.226223,-9.4669195,Kerry,"31 THE MEADOWS, CAHEREEN HEIGHTS, CASTLEISLAND",29/10/2020,172500.00
222804,"31 The Meadows, Tonbwee, Co. Kerry, Ireland",52.226223,-9.4669195,Kerry,"31 THE MEADOWS, CAHEREEN HEIGHTS, CASTLEISLAND",29/10/2020,172500.00
719,"33 Bóthar an Athar Ruiséil, Cúirt Bellevue, Gabhal an Dá Bhóthar, Luimneach, V94 FT5D, Ireland",52.6370948,-8.664524,Limerick,"33 BELLEVUE COURT, FATHER RUSSELL RD, LIMERICK",29/10/2020,224000.00
841,"384 Nutgrove Ave, Rathfarnham, Dublin, D14 F6V3, Ireland",53.2929204,-6.2598907,Dublin,"384 NUTGROVE AVE, CHURCHTOWN, DUBLIN 14",29/10/2020,552000.00
820,"4 Quarantine Hill, Corporation Lands, Wicklow, A67 XH31, Ireland",52.9797664,-6.0369817,Wicklow,"4 QUARANTINE HILL, MARKET SQ, WICKLOW TOWN",29/10/2020,169000.00
691,"41 Castleknock Rise, Blanchardstown, Dublin 15, D15 XPX8, Ireland",53.3800363,-6.3785813,Dublin,"41 CASTLEKNOCK RISE, CASTLEKNOCK, DUBLIN 15",29/10/2020,397000.00
694,"46 Riverside, Graigue, Carlow, R93 X658, Ireland",52.8331725,-6.9313022,Carlow,"46 RIVERSIDE, CARLOW",29/10/2020,180000.00
689,"49 Roebuck Castle, Roebuck, Dublin 14, D14 TW52, Ireland",53.3032981,-6.2245279,Dublin,"49 ROEBUCK DOWNS, CLONSKEAGH, DUBLIN 14",29/10/2020,695000.00
695,"The Mews, N Great George's St, Rotunda, Dublin 1, Ireland",53.3545754,-6.2605114,Dublin,"5 THE MEWS, REAR 41 NORTH GREAT GEORGES ST, DUBLIN 1",29/10/2020,260000.00
824,"57 The Hamptons, Ard Cashel, Watergrasshill, Co. Cork, T56 NN50, Ireland",52.0102245,-8.349652,Cork,"57 THE HAMPTONS, ARD CASHEL, WATERGRASSHILL",29/10/2020,240000.00
785,"6 Parklands, Townparks, Wexford, Y35 Y2X2, Ireland",52.3409764,-6.4726067,Wexford,"6 PARKLANDS, WEXFORD",29/10/2020,180000.00
781,"6 Parkview Dr, Curraghcreen, Tuam, Co. Galway, H54 PY50, Ireland",53.5188492,-8.8454251,Galway,"6 PARKVIEW DR, TUAM, GALWAY",29/10/2020,192500.00
701,"7 The Willows, Blackcastle, Navan, Co. Meath, C15 A9N7, Ireland",53.6630741,-6.6819016,Meath,"7 THE WILLOWS, BEAUFORT PLACE, NAVAN",29/10/2020,300000.00
704,"Hartes Courtyard, Scartagh, Clonakilty, Co. Cork, Ireland",51.6219646,-8.8878188,Cork,"8 HARTES COURTYARD, CLONAKILTY, COURTYARD",29/10/2020,140000.00
700,"8 Woodlawn, Model Farm Rd, Glasheen, Cork, T12 X8C3, Ireland",51.8880077,-8.5088495,Cork,"8 WOODLAWN, MODEL FARM ROAD, CORK",29/10/2020,365000.00
706,"82 An Cuarbhóthar Theas, Log Na gCapall, Luimneach, V94 V0D2, Ireland",52.6466002,-8.6488721,Limerick,"82 LOG NA GCAPALL, CIRCULAR RD SOUTH, LIMERICK",29/10/2020,222500.00
846,"9 Lee Dr, Ratass, Tralee, Co. Kerry, V92 N8PD, Ireland",52.269081,-9.6765316,Kerry,"9 LEE DR, BALLINORIG, TRALEE",29/10/2020,174000.00
844,"Lisnaclea, Anallard, Co. Monaghan, Ireland",53.97245,-6.80326,Monaghan,"ANALLARD, CARRICKMACROSS, MONAGHAN",29/10/2020,40000.00
848,"Flat 1, 54 Montpelier Hill, Stoneybatter, Dublin, D07 DT22, Ireland",53.3485321,-6.2918062,Dublin,"APT 1, 54 MONTPELIER HILL, DUBLIN 7",29/10/2020,210000.00
813,"Currygrane, Co. Longford, Ireland",53.7554669,-7.6545397,Longford,"CURRYGRANE, BALLINALEE, CO LONGFORD",29/10/2020,52500.00
827,"Unit 6, Riverside Business Centre, Ballinacor, Tinahely, Co. Wicklow, Ireland",52.800206,-6.462236,Wicklow,"MANUKA, KEVIN ST, TINAHELY",29/10/2020,125000.00
798,"Eightyeight Acres, Athboy, Co. Meath, Ireland",53.6236329,-6.915637,Meath,"MOYGREHAN, ATHBOY, CO MEATH",29/10/2020,70000.00
803,"Clooncolry, Drumod, Co. Leitrim, Ireland",53.8575697,-7.9208348,Leitrim,"NUMBER1, CLOONBONAIGH, DROMOD",29/10/2020,165000.00
802,"Poulacurry House, Barnavara Hill, Poulacurry South, Glanmire, Co. Cork, Ireland",51.9244846,-8.4054755,Cork,"POULACURRY, BARNAVARA HILL, GLANMIRE",29/10/2020,203000.00
780,"77 Pinewood Estate, Whitemill South, Wexford, Y35 D5K2, Ireland",52.3267095,-6.482698,Wexford,"77 PINEWOOD EST, WEXFORD, WEXFORD",29/10/2020,175000.00
762,"1 Park Dr, Cabinteely, Co. Dublin, D18 NC18, Ireland",53.2646632,-6.1670567,Dublin,"1 PARK DRIVE, THE PARK, CABINTEELY",29/10/2020,645000.00
751,"100 Oxmantown Rd, Stoneybatter, Dublin, D07 W3K7, Ireland",53.3528612,-6.2901971,Dublin,"100 OXMANTOWN RD, STONEYBATTER, DUBLIN 7",29/10/2020,420000.00
749,"107 Heather Hill Ave, Graigue, Carlow, Co. Laois, R93 E4H5, Ireland",52.8439975,-6.9436158,Carlow,"107 HEATHER HILL AVE, SLEATY RD, CARLOW",29/10/2020,200000.00
746,"Countess Rd, Avenue, Killarney, Co. Kerry, Ireland",52.0576578,-9.4992384,Kerry,"10A THE BEECH AVENUE, COUNTESS ROAD, KILLARNEY",29/10/2020,320000.00
752,"11 Arran Rd, Drumcondra, Dublin 9, D09 K3V8, Ireland",53.3744533,-6.2534077,Dublin,"11 ARRAN RD, DRUMCONDRA, DUBLIN 9",29/10/2020,795000.00
743,"11 Beech Hill Cres, Dublin 4, D04 V3A2, Ireland",53.3146569,-6.2314445,Dublin,"11 BEECH HILL CRESENT, DONNYBROOK, DUBLIN 4",29/10/2020,450000.00
747,"11 Holywell View, Feltrim Hall, Swords, Co. Dublin, K67 KD77, Ireland",53.4469679,-6.2083808,Dublin,"11 HOLYWELL VIEW, SWORDS, DUBLIN",29/10/2020,265000.00
744,"11 St Patrick's Terrace, Commons, Rathnew, Co. Wicklow, A67 PD00, Ireland",52.9909656,-6.0861059,Wicklow,"11 ST PATRICKS TERRACE, THE BROW, RATHNEW",29/10/2020,225000.00
737,"Brooklawn & Strandville Avenue East, Clontarf, Dublin, Ireland",53.3642644,-6.2206971,Dublin,"130 BROOKLAWN, STRANDVILLE AVE EAST, CLONTARF",29/10/2020,305000.00
734,"14 Greenmount Ct, Harold's Cross, Dublin 12, D12 FY93, Ireland",53.3279199,-6.2790261,Dublin,"14 GREENMOUNT COURT, GREENMOUNT LANE, HAROLDS CROSS",29/10/2020,315000.00
726,"16 Green Park, Dublin, Ireland",53.3031283,-6.2586806,Dublin,"16 GREEN PARK, ORWELL RD, DUBLIN 14",29/10/2020,2250000.00
731,"16 Tara Ct Rd, Blackcastle, Navan, Co. Meath, C15 E4H9, Ireland",53.665313,-6.6857835,Meath,"16 TARA COURT RD, NAVAN, MEATH",29/10/2020,216000.00
725,"16 Thomas Moore Rd, Walkinstown, Dublin, D12 Y8X2, Ireland",53.3226282,-6.3276048,Dublin,"16 THOMAS MOORE RD, WALKINSTOWN, DUBLIN",29/10/2020,345000.00
766,"18 Kingsfort Square, Castlelands, Mallow, Co. Cork, P51 EW8F, Ireland",52.1366062,-8.6294199,Cork,"18 KINGSFORT SQUARE, CASTLEPARK VILLAGE, MALLOW",29/10/2020,230000.00
718,"2 Castle View, Manorhamilton, Co. Leitrim, F91 NT95, Ireland",54.307011,-8.1804579,Leitrim,"2  CASTLEVIEW, MANORHAMILTON, CO LEITRIM",29/10/2020,170000.00
712,"2 Briar Wood, Kilruddery Demesne East, Bray, Co. Wicklow, A98 AX89, Ireland",53.1882069,-6.1001694,Wicklow,"2 BRIAR WOOD, BRAY, CO WICKLOW",29/10/2020,640000.00
764,"Apartment 411, Glenlara House, Mount Kenneth Pl, Dock Rd, Limerick, Ireland",52.6601413,-8.633672,Limerick,"203 GLENLARA HOUSE, MOUNT KENNETH, DOCK RD",29/10/2020,87500.00
811,"238 Glendale Meadows, St. Catherine's, Leixlip, Co. Kildare, W23 Y0E9, Ireland",53.3698893,-6.4777519,Kildare,"238 GLENDALE MEADOWS, CAPTAINS HILL, LEIXLIP",29/10/2020,330000.00
838,"3 Leinster Square, Rathmines, Dublin 6, D06 C2C7, Ireland",53.3238476,-6.2659217,Dublin,"3 LEINSTER SQ, RATHMINES, DUBLIN 6",29/10/2020,1375000.00
832,"35 Clonguish Ct, Lisbrack, Newtown Forbes, Co. Longford, N39 YV61, Ireland",53.7672667,-7.8320788,Longford,"35 CLONGUISH COURT, NEWTOWNFORBES, LONGFORD",29/10/2020,65000.00
837,"37 The Alders, Avourwen Meadows, Drogheda, Co. Meath, A92 H290, Ireland",53.7049414,-6.3530555,Meath,"37 THE ALDERS, AVOURWEN, DROGHEDA",29/10/2020,190000.00
833,"39 Aspen Gardens, Limerick, Ireland",52.6624613,-8.6003415,Limerick,"39 ASPEN GARDENS, ST PATRICKS RD, LIMERICK",29/10/2020,170000.00
825,"Springfield, Chapel Rd, Kinsealy, Malahide, Co. Dublin, Ireland",53.4240986,-6.1735215,Dublin,"4 KINSEALY COTTAGES, CHAPEL RD, KINSEALY",29/10/2020,335000.00
688,"Brooklands, Nutley Ln, Dublin 4, Ireland",53.3184299,-6.2150244,Dublin,"41 BROOKLANDS, NUTLEY LANE, BALLSBRIDGE",29/10/2020,395000.00
687,"6W, 47 Larkfield Gardens, Kimmage, Terenure, Dublin 6W, Co. Dublin, D6W XR28, Ireland",53.3177132,-6.2899744,Dublin,"47 LARKFIELD GARDENS, HAROLDS CROSS, DUBLIN 6W",29/10/2020,515000.00
692,"47 Oakcourt Lawn, Johnstown, Dublin 20, D20 EC81, Ireland",53.3472408,-6.3695241,Dublin,"47 OAK COURT LAWN, PALMERSTOWN, DUBLIN 20",29/10/2020,205000.00
783,"Hartes Courtyard, Scartagh, Clonakilty, Co. Cork, Ireland",51.6219646,-8.8878188,Cork,"6 HARTES COURTYARD, CLONAKILTY, COURTYARD",29/10/2020,70000.00
792,"6 Castle St, Graigue, Carlow, R93 YK24, Ireland",52.8366607,-6.9327827,Carlow,"6 THE GATEKEEPERS, CARLOW, CARLOW",29/10/2020,240000.00
790,"Woodfield, Curra Woods, Curra, Riverstick, Co. Cork, Ireland",51.7699464,-8.4964253,Cork,"6 WOODFIELD APT, CURRA WOODS, RIVERSTICK",29/10/2020,57043.94
696,"66 Latchford Park, Castaheany, Clonee, Co. Dublin, D15 KW22, Ireland",53.3956206,-6.4316851,Dublin,"66 LATCHFORD PARK, CASTAHEANY DUBLIN 15, DUBLIN",29/10/2020,315000.00
697,"67 Evergreen Rd, Cork, Ireland",51.8903931,-8.4705672,Cork,"67 EVERGREEN RD, CORK, CORK",29/10/2020,130000.00
777,"7 The Avenue, Castletown, Celbridge, Co. Kildare, W23 P020, Ireland",53.3446916,-6.5360967,Kildare,"7 THE AVENUE, ST PATRICKS PARK, CELBRIDGE",29/10/2020,380000.00
698,"7 Thomas Davis St W, Inchicore, Dublin, D08 FWH7, Ireland",53.3380107,-6.321042,Dublin,"7 THOMAS DAVIS ST WEST, INCHICORE, DUBLIN 8",29/10/2020,336000.00
778,"72 Hazelwood, Cosmona, Loughrea, Co. Galway, H62 A263, Ireland",53.2050686,-8.5774205,Galway,"72 HAZELWOOD, LOUGHREA, GALWAY",29/10/2020,170000.00
787,"77 Cromwellsfort Ave, Cromwellsfort, Wexford, Y35 R2R9, Ireland",52.3287398,-6.4590545,Wexford,"77 CROMWELLS FORT AVE, MULGANNON, WEXFORD",29/10/2020,175000.00
788,"79 The Old Mill, Jamestown, Ratoath, Co. Meath, A85 T443, Ireland",53.4995366,-6.4615721,Meath,"79 THE OLD MILL, RATOATH, MEATH",29/10/2020,475000.00
702,"80 Giltspur Brook, Oldcourt, Bray, Co. Wicklow, A98 PX63, Ireland",53.192258,-6.1123433,Wicklow,"80 GILTSPUR BROOK, BRAY, CO WICKLOW",29/10/2020,435000.00
699,"89 Emmet Rd, Kilmainham, Dublin, Ireland",53.3406764,-6.3138079,Dublin,"89 EMMET RD, INCHICORE, DUBLIN 8",29/10/2020,400000.00
849,"Hartes Courtyard, Scartagh, Clonakilty, Co. Cork, Ireland",51.6219646,-8.8878188,Cork,"9 HARTES COURTYARD, CLONAKILTY, COURTYARD",29/10/2020,210000.00
707,"92 Grianan Fidh, Murphystown, Dublin, Ireland",53.2619846,-6.2167839,Dublin,"92 GRIANAN FIDH, AIKENS VILLAGE, SANDYFORD DUBLIN 18",29/10/2020,415000.00
847,"7 Johnstown Park, Johnstown, Glounthaune Village, Co. Cork, T45 PH67, Ireland",51.9121832,-8.3207071,Cork,"ANNAVILLE, 7 JOHNSTOWN PARK, GLOUNTHANE",29/10/2020,345000.00
756,"Eyre Court, Harold's Cross Rd, Harold's Cross, Dublin 6W, Co. Dublin, Ireland",53.3231009,-6.2786588,Dublin,"APT 5, 181 EYRE COURT, HAROLDS CROSS DUBLIN 6W",29/10/2020,260000.00
757,"Ballyloundash, Co. Limerick, Ireland",52.5178732,-8.4493427,Limerick,"BALLYLOUNDASH, HERBERTSTOWN, LIMERICK",29/10/2020,160000.00
758,"Fermoy, Co. Cork, Ireland",52.1372719,-8.2812256,Cork,"BALLYNOE RD, CONNA, FERMOY",29/10/2020,210000.00
818,"Caltragh, Co. Galway, Ireland",53.4784769,-8.9856307,Galway,"CALTRAGH, BELCLARE, TUAM",29/10/2020,223000.00
817,"Navan, Co. Meath, Ireland",53.647092,-6.6966605,Meath,"CANNISTOWN, NAVAN, MEATH",29/10/2020,360000.00
816,"Connolly St, Fermoy, Co. Cork, Ireland",52.1373998,-8.2774526,Cork,"CONNOLLY STREET, FERMOY, CO CORK",29/10/2020,40000.00
812,"Killann, Co. Wexford, Ireland",52.5233731,-6.7430512,Wexford,"CORAGEEN, KILLANNE, WEXFORD",29/10/2020,485000.00
